done;baseagent0_acts;baseagent1_acts;liaragent_acts;baseagent0_mssg;baseagent1_mssg;liaragent_mssg;world_nr;tick_nr
False;MoveNorth;MoveNorthEast;MoveSouth;54;54;54;1;108
False;MoveNorth;MoveSouth;MoveNorthEast;54;54;54;1;109
False;MoveNorth;MoveSouth;MoveNorthEast;55;55;55;1;110
False;MoveNorth;MoveNorthEast;GrabObject;55;55;55;1;111
False;MoveNorth;MoveNorthEast;GrabObject;56;56;56;1;112
False;MoveNorth;MoveSouth;MoveSouth;56;56;56;1;113
False;MoveNorth;MoveSouth;MoveSouth;57;57;57;1;114
False;MoveNorth;MoveSouthWest;MoveSouth;57;57;57;1;115
False;MoveNorth;MoveSouthWest;MoveSouth;58;58;58;1;116
False;MoveNorthWest;MoveSouthWest;MoveSouthWest;58;58;58;1;117
False;MoveNorthWest;MoveSouthWest;MoveSouthWest;59;59;59;1;118
False;MoveWest;MoveWest;MoveSouthWest;59;59;59;1;119
False;MoveWest;MoveWest;MoveSouthWest;60;60;60;1;120
False;MoveWest;MoveWest;MoveSouthWest;60;60;60;1;121
False;MoveWest;MoveWest;MoveSouthWest;61;61;61;1;122
False;MoveWest;MoveNorthWest;DropObject;61;61;61;1;123
False;MoveWest;MoveNorthWest;DropObject;62;62;62;1;124
False;MoveWest;MoveNorth;MoveNorthEast;62;62;62;1;125
False;MoveWest;MoveNorth;MoveNorthEast;63;63;63;1;126
False;MoveWest;MoveNorth;MoveNorthEast;63;63;63;1;127
False;MoveWest;MoveNorth;MoveNorthEast;64;64;64;1;128
False;MoveWest;MoveNorth;MoveEast;64;64;64;1;129
False;MoveWest;MoveNorth;MoveEast;65;65;65;1;130
False;MoveNorthWest;MoveNorth;MoveEast;65;65;65;1;131
False;MoveNorthWest;MoveNorth;MoveEast;66;66;66;1;132
False;MoveWest;MoveNorth;MoveEast;66;66;66;1;133
False;MoveWest;MoveNorth;MoveEast;67;67;67;1;134
False;OpenDoorAction;MoveNorth;MoveNorthEast;67;67;67;1;135
False;OpenDoorAction;MoveNorth;MoveNorthEast;68;68;68;1;136
False;MoveNorth;MoveNorth;MoveNorth;68;68;68;1;137
False;MoveNorth;MoveNorth;MoveNorth;69;69;69;1;138
False;MoveNorthWest;MoveNorth;MoveNorth;69;69;69;1;139
False;MoveNorthWest;MoveNorth;MoveNorth;70;70;70;1;140
False;MoveNorthWest;MoveNorth;MoveNorth;70;70;70;1;141
False;MoveNorthWest;MoveNorth;MoveNorth;71;71;71;1;142
False;MoveSouth;MoveNorthEast;MoveNorth;71;71;71;1;143
False;MoveSouth;MoveNorthEast;MoveNorth;72;72;72;1;144
False;MoveNorthEast;MoveEast;MoveNorth;72;72;72;1;145
False;MoveNorthEast;MoveEast;MoveNorth;73;73;73;1;146
False;GrabObject;MoveEast;MoveNorth;73;73;73;1;147
False;GrabObject;MoveEast;MoveNorth;74;74;74;1;148
False;MoveSouth;MoveEast;MoveNorth;74;74;74;1;149
False;MoveSouth;MoveEast;MoveNorth;75;75;75;1;150
False;MoveSouthEast;MoveEast;MoveNorth;75;75;75;1;151
False;MoveSouthEast;MoveEast;MoveNorth;76;76;76;1;152
False;MoveSouthEast;MoveEast;MoveNorth;76;76;76;1;153
False;MoveSouthEast;MoveEast;MoveNorth;77;77;77;1;154
False;MoveSouthEast;MoveEast;MoveNorthWest;77;77;77;1;155
False;MoveSouthEast;MoveEast;MoveNorthWest;78;78;78;1;156
False;MoveEast;MoveEast;MoveWest;78;78;78;1;157
False;MoveEast;MoveEast;MoveWest;79;79;79;1;158
False;MoveEast;MoveNorthEast;MoveWest;79;79;79;1;159
False;MoveEast;MoveNorthEast;MoveWest;80;80;80;1;160
False;MoveEast;MoveEast;MoveWest;80;80;80;1;161
False;MoveEast;MoveEast;MoveWest;81;81;81;1;162
False;MoveEast;OpenDoorAction;MoveWest;81;81;81;1;163
False;MoveEast;OpenDoorAction;MoveWest;82;82;82;1;164
False;MoveEast;MoveNorth;MoveWest;82;82;82;1;165
False;MoveEast;MoveNorth;MoveWest;83;83;83;1;166
False;MoveEast;MoveNorthWest;MoveWest;83;83;83;1;167
False;MoveEast;MoveNorthWest;MoveWest;84;84;84;1;168
False;MoveSouthEast;MoveNorthWest;MoveNorthWest;84;84;84;1;169
False;MoveSouthEast;MoveNorthWest;MoveNorthWest;85;85;85;1;170
False;MoveSouth;MoveSouth;MoveWest;85;85;85;1;171
False;MoveSouth;MoveSouth;MoveWest;86;86;86;1;172
False;MoveSouth;MoveNorthEast;OpenDoorAction;86;86;86;1;173
False;MoveSouth;MoveNorthEast;OpenDoorAction;87;87;87;1;174
False;MoveSouth;MoveSouth;MoveNorth;87;87;87;1;175
False;MoveSouth;MoveSouth;MoveNorth;88;88;88;1;176
False;MoveSouth;MoveNorthEast;MoveNorthWest;88;88;88;1;177
False;MoveSouth;MoveNorthEast;MoveNorthWest;89;89;89;1;178
False;MoveSouth;MoveSouth;MoveNorthWest;89;89;89;1;179
False;MoveSouth;MoveSouth;MoveNorthWest;90;90;90;1;180
False;MoveSouth;MoveNorthEast;MoveSouth;90;90;90;1;181
False;MoveSouth;MoveNorthEast;MoveSouth;91;91;91;1;182
False;MoveSouth;MoveSouth;MoveNorthEast;91;91;91;1;183
False;MoveSouth;MoveSouth;MoveNorthEast;92;92;92;1;184
False;MoveSouth;MoveSouthWest;MoveSouth;92;92;92;1;185
False;MoveSouth;MoveSouthWest;MoveSouth;93;93;93;1;186
False;MoveSouth;MoveSouthEast;MoveNorthEast;93;93;93;1;187
False;MoveSouth;MoveSouthEast;MoveNorthEast;94;94;94;1;188
False;MoveSouthWest;MoveEast;MoveSouth;94;94;94;1;189
False;MoveSouthWest;MoveEast;MoveSouth;95;95;95;1;190
False;MoveWest;MoveEast;MoveNorthEast;95;95;95;1;191
False;MoveWest;MoveEast;MoveNorthEast;96;96;96;1;192
False;MoveWest;MoveEast;MoveSouth;96;96;96;1;193
False;MoveWest;MoveEast;MoveSouth;97;97;97;1;194
False;MoveWest;MoveEast;MoveSouthWest;97;97;97;1;195
False;MoveWest;MoveEast;MoveSouthWest;98;98;98;1;196
False;MoveWest;MoveEast;MoveSouthWest;98;98;98;1;197
False;MoveWest;MoveEast;MoveSouthWest;99;99;99;1;198
False;MoveSouthWest;OpenDoorAction;MoveWest;99;99;99;1;199
False;MoveSouthWest;OpenDoorAction;MoveWest;100;100;100;1;200
False;DropObject;MoveNorth;MoveWest;100;100;100;1;201
False;DropObject;MoveNorth;MoveWest;101;101;101;1;202
False;MoveNorthEast;MoveNorthWest;MoveWest;101;101;101;1;203
False;MoveNorthEast;MoveNorthWest;MoveWest;102;102;102;1;204
False;MoveEast;GrabObject;MoveWest;102;102;102;1;205
False;MoveEast;GrabObject;MoveWest;103;103;103;1;206
False;MoveEast;MoveSouthEast;MoveWest;103;103;103;1;207
False;MoveEast;MoveSouthEast;MoveWest;104;104;104;1;208
False;MoveEast;MoveSouthEast;OpenDoorAction;104;104;104;1;209
False;MoveEast;MoveSouthEast;OpenDoorAction;105;105;105;1;210
False;MoveEast;MoveSouthEast;MoveNorth;105;105;105;1;211
False;MoveEast;MoveSouthEast;MoveNorth;106;106;106;1;212
False;MoveNorthEast;MoveSouthEast;MoveNorthWest;106;106;106;1;213
False;MoveNorthEast;MoveSouthEast;MoveNorthWest;107;107;107;1;214
False;MoveNorth;MoveSouth;MoveNorthWest;107;107;107;1;215
False;MoveNorth;MoveSouth;MoveNorthWest;108;108;108;1;216
False;MoveNorth;MoveSouth;GrabObject;108;108;108;1;217
False;MoveNorth;MoveSouth;GrabObject;109;109;109;1;218
False;MoveNorth;MoveSouth;MoveSouthEast;109;109;109;1;219
False;MoveNorth;MoveSouth;MoveSouthEast;110;110;110;1;220
False;MoveNorthWest;MoveSouth;MoveSouthEast;110;110;110;1;221
False;MoveNorthWest;MoveSouth;MoveSouthEast;111;111;111;1;222
False;MoveWest;MoveSouth;MoveSouthWest;111;111;111;1;223
False;MoveWest;MoveSouth;MoveSouthWest;112;112;112;1;224
False;MoveWest;MoveSouth;MoveSouthWest;112;112;112;1;225
False;MoveWest;MoveSouth;MoveSouthWest;113;113;113;1;226
False;MoveWest;MoveSouth;MoveWest;113;113;113;1;227
False;MoveWest;MoveSouth;MoveWest;114;114;114;1;228
False;MoveWest;MoveSouth;MoveSouthWest;114;114;114;1;229
False;MoveWest;MoveSouth;MoveSouthWest;115;115;115;1;230
False;MoveWest;MoveSouth;MoveSouth;115;115;115;1;231
False;MoveWest;MoveSouth;MoveSouth;116;116;116;1;232
False;MoveWest;MoveSouthWest;MoveSouth;116;116;116;1;233
False;MoveWest;MoveSouthWest;MoveSouth;117;117;117;1;234
False;MoveNorthWest;MoveWest;MoveSouth;117;117;117;1;235
False;MoveNorthWest;MoveWest;MoveSouth;118;118;118;1;236
False;MoveWest;MoveWest;MoveSouth;118;118;118;1;237
False;MoveWest;MoveWest;MoveSouth;119;119;119;1;238
False;OpenDoorAction;MoveSouthWest;MoveSouth;119;119;119;1;239
False;OpenDoorAction;MoveSouthWest;MoveSouth;120;120;120;1;240
False;MoveNorth;MoveWest;MoveSouth;120;120;120;1;241
False;MoveNorth;MoveWest;MoveSouth;121;121;121;1;242
False;MoveNorthWest;MoveSouthWest;MoveSouth;121;121;121;1;243
False;MoveNorthWest;MoveSouthWest;MoveSouth;122;122;122;1;244
False;MoveNorthWest;MoveWest;MoveSouth;122;122;122;1;245
False;MoveNorthWest;MoveWest;MoveSouth;123;123;123;1;246
False;GrabObject;MoveWest;MoveSouth;123;123;123;1;247
False;GrabObject;MoveWest;MoveSouth;124;124;124;1;248
False;MoveSouthEast;MoveSouthWest;MoveSouthEast;124;124;124;1;249
False;MoveSouthEast;MoveSouthWest;MoveSouthEast;125;125;125;1;250
False;MoveSouthEast;DropObject;MoveEast;125;125;125;1;251
False;MoveSouthEast;DropObject;MoveEast;126;126;126;1;252
False;MoveSouthEast;MoveEast;MoveEast;126;126;126;1;253
False;MoveSouthEast;MoveEast;MoveEast;127;127;127;1;254
False;MoveSouthEast;MoveNorthEast;MoveEast;127;127;127;1;255
False;MoveSouthEast;MoveNorthEast;MoveEast;128;128;128;1;256
False;MoveEast;MoveEast;MoveSouthEast;128;128;128;1;257
False;MoveEast;MoveEast;MoveSouthEast;129;129;129;1;258
False;MoveEast;GrabObject;MoveEast;129;129;129;1;259
False;MoveEast;GrabObject;MoveEast;130;130;130;1;260
False;MoveEast;MoveWest;MoveSouthEast;130;130;130;1;261
False;MoveEast;MoveWest;MoveSouthEast;131;131;131;1;262
False;MoveEast;MoveWest;MoveEast;131;131;131;1;263
False;MoveEast;MoveWest;MoveEast;132;132;132;1;264
False;MoveEast;MoveWest;MoveEast;132;132;132;1;265
False;MoveEast;MoveWest;MoveEast;133;133;133;1;266
False;MoveEast;DropObject;MoveSouthEast;133;133;133;1;267
False;MoveEast;DropObject;MoveSouthEast;134;134;134;1;268
False;MoveSouthEast;MoveEast;DropObject;134;134;134;1;269
False;MoveSouthEast;MoveEast;DropObject;135;135;135;1;270
False;MoveSouth;MoveNorthEast;MoveNorthEast;135;135;135;1;271
False;MoveSouth;MoveNorthEast;MoveNorthEast;136;136;136;1;272
False;MoveSouth;MoveEast;MoveNorthEast;136;136;136;1;273
False;MoveSouth;MoveEast;MoveNorthEast;137;137;137;1;274
False;MoveSouth;GrabObject;MoveEast;137;137;137;1;275
False;MoveSouth;GrabObject;MoveEast;138;138;138;1;276
False;MoveSouthWest;MoveWest;GrabObject;138;138;138;1;277
False;MoveSouthWest;MoveWest;GrabObject;139;139;139;1;278
False;MoveWest;MoveWest;MoveWest;139;139;139;1;279
False;MoveWest;MoveWest;MoveWest;140;140;140;1;280
False;MoveWest;MoveWest;MoveWest;140;140;140;1;281
False;MoveWest;MoveWest;MoveWest;141;141;141;1;282
False;MoveWest;DropObject;MoveWest;141;141;141;1;283
True;MoveWest;DropObject;MoveWest;142;142;142;1;284
