done;baseagent0_acts;baseagent1_acts;baseagent2_acts;baseagent3_acts;baseagent0_mssg;baseagent1_mssg;baseagent2_mssg;baseagent3_mssg;world_nr;tick_nr
False;MoveNorthWest;MoveSouthWest;MoveSouthEast;MoveSouth;3;4;4;4;1;49
False;MoveNorthWest;MoveSouthWest;MoveSouthEast;MoveSouth;3;4;4;4;1;50
False;GrabObject;MoveSouth;MoveSouthEast;MoveSouth;3;4;4;4;1;51
False;GrabObject;MoveSouth;MoveSouthEast;MoveSouth;4;4;4;4;1;52
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveSouth;4;4;4;4;1;53
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveSouth;4;4;4;4;1;54
False;MoveSouthEast;MoveSouth;MoveEast;MoveSouth;4;4;4;4;1;55
False;MoveSouthEast;MoveSouth;MoveEast;MoveSouth;4;4;4;4;1;56
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveSouth;4;4;4;4;1;57
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveSouth;4;4;4;4;1;58
False;MoveSouthEast;MoveEast;MoveEast;MoveSouth;4;4;4;4;1;59
False;MoveSouthEast;MoveEast;MoveEast;MoveSouth;4;4;4;4;1;60
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;4;4;4;4;1;61
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;4;4;4;4;1;62
False;MoveSouth;MoveEast;MoveEast;MoveEast;4;4;4;4;1;63
False;MoveSouth;MoveEast;MoveEast;MoveEast;4;4;4;4;1;64
False;MoveSouth;MoveEast;MoveEast;MoveEast;4;4;4;4;1;65
False;MoveSouth;MoveEast;MoveEast;MoveEast;4;4;4;4;1;66
False;MoveSouth;MoveEast;MoveSouthEast;MoveEast;4;4;4;4;1;67
False;MoveSouth;MoveEast;MoveSouthEast;MoveEast;4;4;4;4;1;68
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;4;4;4;4;1;69
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;4;4;4;4;1;70
False;MoveSouth;MoveEast;MoveSouth;MoveEast;4;4;4;4;1;71
False;MoveSouth;MoveEast;MoveSouth;MoveEast;4;4;4;4;1;72
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;4;4;4;4;1;73
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;4;4;4;4;1;74
False;MoveSouth;MoveSouthEast;MoveSouth;MoveEast;4;4;4;4;1;75
False;MoveSouth;MoveSouthEast;MoveSouth;MoveEast;4;4;4;4;1;76
False;MoveSouth;MoveEast;MoveSouth;MoveEast;4;4;4;4;1;77
False;MoveSouth;MoveEast;MoveSouth;MoveEast;4;4;4;4;1;78
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouthEast;4;4;4;4;1;79
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouthEast;4;4;4;4;1;80
False;MoveWest;MoveSouthEast;MoveSouth;DropObject;4;4;4;4;1;81
False;MoveWest;MoveSouthEast;MoveSouth;DropObject;4;4;4;5;1;82
False;MoveWest;DropObject;MoveSouth;MoveNorthEast;4;4;4;5;1;83
False;MoveWest;DropObject;MoveSouth;MoveNorthEast;4;5;4;6;1;84
False;MoveSouthWest;;MoveSouth;MoveNorthEast;4;5;4;6;1;85
False;MoveSouthWest;GrabObject;MoveSouth;MoveNorthEast;4;5;4;6;1;86
False;MoveWest;GrabObject;MoveSouthWest;MoveNorthEast;4;5;4;6;1;87
False;MoveWest;MoveWest;MoveSouthWest;MoveNorthEast;4;5;4;6;1;88
False;MoveSouthWest;MoveWest;MoveWest;MoveEast;4;5;4;6;1;89
False;MoveSouthWest;MoveWest;MoveWest;MoveEast;4;5;4;6;1;90
False;MoveWest;MoveWest;MoveWest;MoveEast;4;5;4;6;1;91
False;MoveWest;MoveWest;MoveWest;MoveEast;4;5;4;6;1;92
False;MoveWest;MoveWest;MoveWest;MoveEast;4;5;4;6;1;93
False;MoveWest;DropObject;MoveWest;MoveEast;4;5;4;6;1;94
False;MoveSouthWest;DropObject;MoveWest;MoveEast;4;6;4;6;1;95
False;MoveSouthWest;MoveNorthEast;MoveWest;MoveEast;4;6;4;6;1;96
False;DropObject;MoveNorthEast;MoveSouthWest;MoveEast;4;7;4;6;1;97
False;DropObject;MoveNorthEast;MoveSouthWest;MoveEast;5;7;4;6;1;98
False;MoveEast;MoveNorthEast;DropObject;MoveNorthEast;5;7;4;6;1;99
False;MoveEast;MoveEast;DropObject;MoveNorthEast;5;7;5;6;1;100
False;MoveNorthEast;MoveEast;MoveSouth;MoveNorth;5;7;5;6;1;101
False;MoveNorthEast;MoveEast;MoveSouth;MoveNorth;5;7;5;6;1;102
False;MoveEast;MoveEast;GrabObject;MoveNorth;5;7;5;6;1;103
False;MoveEast;MoveEast;GrabObject;MoveNorth;5;7;5;6;1;104
False;GrabObject;MoveEast;;MoveNorth;5;7;5;6;1;105
False;GrabObject;MoveEast;GrabObject;MoveNorth;5;7;5;6;1;106
False;;MoveEast;GrabObject;MoveNorthWest;5;7;5;6;1;107
False;GrabObject;MoveEast;;MoveNorthWest;5;7;5;6;1;108
False;GrabObject;MoveEast;GrabObject;MoveNorthWest;5;7;5;6;1;109
False;;MoveEast;GrabObject;MoveNorthWest;5;7;5;6;1;110
False;GrabObject;MoveEast;;MoveWest;5;7;5;6;1;111
False;GrabObject;MoveNorthEast;GrabObject;MoveWest;5;7;5;6;1;112
False;;MoveNorthEast;GrabObject;OpenDoorAction;5;7;5;6;1;113
False;GrabObject;MoveNorth;;OpenDoorAction;5;7;5;7;1;114
False;GrabObject;MoveNorth;GrabObject;MoveNorth;5;7;5;7;1;115
False;;MoveNorth;GrabObject;MoveNorth;5;7;5;8;1;116
False;GrabObject;MoveNorth;;GrabObject;5;7;5;8;1;117
False;GrabObject;MoveNorth;GrabObject;GrabObject;5;7;5;9;1;118
False;;MoveNorth;GrabObject;MoveSouthEast;5;7;5;9;1;119
False;GrabObject;MoveNorthWest;;MoveSouthEast;5;7;5;9;1;120
False;GrabObject;MoveNorthWest;GrabObject;MoveSouthEast;5;7;5;9;1;121
False;;MoveNorthWest;GrabObject;MoveSouthEast;5;7;5;9;1;122
False;GrabObject;MoveNorthWest;;MoveSouthEast;5;7;5;9;1;123
False;GrabObject;MoveWest;GrabObject;MoveSouthEast;5;7;5;9;1;124
False;;MoveWest;GrabObject;MoveSouth;5;7;5;9;1;125
False;GrabObject;OpenDoorAction;;MoveSouth;5;7;5;9;1;126
False;GrabObject;OpenDoorAction;GrabObject;MoveSouth;5;8;5;9;1;127
False;;MoveNorth;GrabObject;MoveSouth;5;8;5;9;1;128
False;GrabObject;MoveNorth;;MoveSouth;5;9;5;9;1;129
False;GrabObject;MoveNorthWest;GrabObject;MoveSouth;5;9;5;9;1;130
False;;MoveNorthWest;GrabObject;MoveSouthWest;5;9;5;9;1;131
False;GrabObject;MoveNorthWest;;MoveSouthWest;5;9;5;9;1;132
False;GrabObject;MoveNorthWest;GrabObject;MoveWest;5;9;5;9;1;133
False;;MoveSouth;GrabObject;MoveWest;5;9;5;9;1;134
False;GrabObject;MoveSouth;;MoveWest;5;9;5;9;1;135
False;GrabObject;MoveNorthEast;GrabObject;MoveWest;5;9;5;9;1;136
False;;MoveNorthEast;GrabObject;MoveWest;5;9;5;9;1;137
False;GrabObject;MoveSouth;;MoveWest;5;9;5;9;1;138
False;GrabObject;MoveSouth;GrabObject;MoveWest;5;9;5;9;1;139
False;;MoveNorthEast;GrabObject;MoveWest;5;9;5;9;1;140
False;GrabObject;MoveNorthEast;;MoveWest;5;9;5;9;1;141
False;GrabObject;MoveSouth;GrabObject;MoveWest;5;9;5;9;1;142
False;;MoveSouth;GrabObject;MoveWest;5;9;5;9;1;143
False;GrabObject;MoveNorthEast;;MoveWest;5;9;5;9;1;144
False;GrabObject;MoveNorthEast;GrabObject;MoveWest;5;9;5;9;1;145
False;;MoveSouth;GrabObject;MoveWest;5;9;5;9;1;146
False;GrabObject;MoveSouth;;MoveSouthWest;5;9;5;9;1;147
False;GrabObject;MoveSouthWest;GrabObject;MoveSouthWest;5;9;5;9;1;148
False;;MoveSouthWest;GrabObject;DropObject;5;10;5;9;1;149
