done;baseagent_acts;blindagent_acts;blindagent2_acts;baseagent_mssg;blindagent_mssg;blindagent2_mssg;world_nr;tick_nr
False;MoveNorthWest;MoveSouthEast;MoveSouthEast;3;1;1;1;37
False;MoveNorthWest;MoveSouthEast;MoveSouthEast;3;1;1;1;38
False;GrabObject;MoveEast;MoveEast;3;1;1;1;39
False;GrabObject;MoveEast;MoveEast;4;1;1;1;40
False;MoveSouthEast;MoveEast;MoveEast;4;1;1;1;41
False;MoveSouthEast;MoveEast;MoveEast;4;1;1;1;42
False;MoveSouthWest;MoveEast;MoveEast;4;1;1;1;43
False;MoveSouthWest;MoveEast;MoveEast;4;1;1;1;44
False;MoveSouthWest;MoveEast;OpenDoorAction;4;1;1;1;45
False;MoveSouthWest;MoveEast;OpenDoorAction;4;1;2;1;46
False;MoveWest;MoveEast;MoveNorth;4;1;2;1;47
False;MoveWest;MoveEast;MoveNorth;4;1;3;1;48
False;MoveSouthWest;MoveEast;MoveNorthWest;4;1;3;1;49
False;MoveSouthWest;MoveEast;MoveNorthWest;4;1;3;1;50
False;MoveSouth;MoveEast;MoveNorthWest;4;1;3;1;51
False;MoveSouth;MoveEast;MoveNorthWest;4;1;3;1;52
False;MoveSouth;MoveEast;MoveSouth;4;1;3;1;53
False;MoveSouth;MoveEast;MoveSouth;4;1;3;1;54
False;MoveSouth;MoveEast;MoveNorthEast;4;1;3;1;55
False;MoveSouth;MoveEast;MoveNorthEast;4;1;3;1;56
False;MoveSouthEast;MoveEast;MoveSouth;4;1;3;1;57
False;MoveSouthEast;MoveEast;MoveSouth;4;1;3;1;58
False;MoveEast;MoveEast;MoveNorthEast;4;1;3;1;59
False;MoveEast;MoveEast;MoveNorthEast;4;1;3;1;60
False;MoveEast;MoveEast;MoveSouth;4;1;3;1;61
False;MoveEast;MoveEast;MoveSouth;4;1;3;1;62
False;MoveEast;MoveEast;MoveNorthEast;4;1;3;1;63
False;MoveEast;MoveEast;MoveNorthEast;4;1;3;1;64
False;MoveEast;MoveEast;MoveSouth;4;1;3;1;65
False;MoveEast;MoveEast;MoveSouth;4;1;3;1;66
False;MoveEast;MoveEast;MoveSouthWest;4;1;3;1;67
False;MoveEast;MoveEast;MoveSouthWest;4;1;4;1;68
False;MoveEast;OpenDoorAction;MoveSouthEast;4;1;4;1;69
False;MoveEast;OpenDoorAction;MoveSouthEast;4;2;4;1;70
False;MoveEast;MoveNorth;MoveEast;4;2;4;1;71
False;MoveEast;MoveNorth;MoveEast;4;3;4;1;72
False;MoveEast;MoveNorthWest;MoveEast;4;3;4;1;73
False;MoveEast;MoveNorthWest;MoveEast;4;3;4;1;74
False;MoveSouthEast;MoveNorthWest;MoveEast;4;3;4;1;75
False;MoveSouthEast;MoveNorthWest;MoveEast;4;3;4;1;76
False;MoveEast;MoveSouth;MoveEast;4;3;4;1;77
False;MoveEast;MoveSouth;MoveEast;4;3;4;1;78
False;MoveEast;MoveNorthEast;MoveEast;4;3;4;1;79
False;MoveEast;MoveNorthEast;MoveEast;4;3;4;1;80
False;MoveSouthEast;MoveSouth;MoveEast;4;3;4;1;81
False;MoveSouthEast;MoveSouth;MoveEast;4;3;4;1;82
False;DropObject;MoveNorthEast;MoveEast;4;3;4;1;83
False;DropObject;MoveNorthEast;MoveEast;5;3;4;1;84
False;MoveNorthEast;MoveSouth;MoveEast;5;3;4;1;85
False;MoveNorthEast;MoveSouth;MoveEast;6;3;4;1;86
False;MoveNorthEast;MoveNorthEast;MoveEast;6;3;4;1;87
False;MoveNorthEast;MoveNorthEast;MoveEast;6;3;4;1;88
False;MoveEast;MoveSouth;MoveEast;6;3;4;1;89
False;MoveEast;MoveSouth;MoveEast;6;3;4;1;90
False;MoveEast;MoveSouthWest;MoveEast;6;3;4;1;91
False;MoveEast;MoveSouthWest;MoveEast;6;4;4;1;92
False;MoveEast;MoveSouthEast;MoveEast;6;4;4;1;93
False;MoveEast;MoveSouthEast;MoveEast;6;4;4;1;94
False;MoveNorthEast;MoveEast;MoveEast;6;4;4;1;95
False;MoveNorthEast;MoveEast;MoveEast;6;4;4;1;96
False;MoveNorth;MoveNorthEast;MoveNorthEast;6;4;4;1;97
False;MoveNorth;MoveNorthEast;MoveNorthEast;6;4;4;1;98
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;99
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;100
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;101
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;102
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;103
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;104
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;105
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;106
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;107
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;108
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;109
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;110
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;111
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;112
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;113
False;MoveNorth;MoveNorth;MoveNorth;6;4;4;1;114
False;MoveNorthWest;MoveNorth;MoveNorth;6;4;4;1;115
False;MoveNorthWest;MoveNorth;MoveNorth;6;4;4;1;116
False;MoveNorthWest;MoveNorthWest;MoveNorthWest;6;4;4;1;117
False;MoveNorthWest;MoveNorthWest;MoveNorthWest;6;4;4;1;118
False;MoveWest;MoveWest;MoveNorthWest;6;4;4;1;119
False;MoveWest;MoveWest;MoveNorthWest;6;4;4;1;120
False;OpenDoorAction;MoveWest;MoveWest;6;4;4;1;121
False;OpenDoorAction;MoveWest;MoveWest;7;4;4;1;122
False;MoveNorth;MoveWest;OpenDoorAction;7;4;4;1;123
False;MoveNorth;MoveWest;OpenDoorAction;8;4;5;1;124
False;MoveNorthWest;MoveWest;MoveNorth;8;4;5;1;125
False;MoveNorthWest;MoveWest;MoveNorth;8;4;6;1;126
False;GrabObject;MoveWest;MoveNorthWest;8;4;6;1;127
False;GrabObject;MoveWest;MoveNorthWest;8;4;6;1;128
False;MoveSouthEast;MoveWest;MoveNorthWest;8;4;6;1;129
False;MoveSouthEast;MoveWest;MoveNorthWest;8;4;6;1;130
False;MoveSouthEast;MoveNorthWest;MoveSouth;8;4;6;1;131
False;MoveSouthEast;MoveNorthWest;MoveSouth;8;4;6;1;132
False;MoveSouthEast;MoveWest;MoveNorthEast;8;4;6;1;133
False;MoveSouthEast;MoveWest;MoveNorthEast;8;4;6;1;134
False;MoveSouthEast;OpenDoorAction;MoveSouth;8;4;6;1;135
False;MoveSouthEast;OpenDoorAction;MoveSouth;8;5;6;1;136
False;MoveSouth;MoveNorth;MoveNorthEast;8;5;6;1;137
False;MoveSouth;MoveNorth;MoveNorthEast;8;6;6;1;138
False;MoveSouth;MoveNorthWest;MoveSouth;8;6;6;1;139
False;MoveSouth;MoveNorthWest;MoveSouth;8;6;6;1;140
False;MoveSouth;MoveNorthWest;MoveNorthEast;8;6;6;1;141
False;MoveSouth;MoveNorthWest;MoveNorthEast;8;6;6;1;142
False;MoveSouth;MoveSouth;MoveSouth;8;6;6;1;143
False;MoveSouth;MoveSouth;MoveSouth;8;6;6;1;144
False;MoveSouth;MoveNorthEast;MoveSouthWest;8;6;6;1;145
False;MoveSouth;MoveNorthEast;MoveSouthWest;8;6;7;1;146
False;MoveSouth;GrabObject;MoveSouthEast;8;6;7;1;147
False;MoveSouth;GrabObject;MoveSouthEast;8;7;7;1;148
False;MoveSouth;MoveSouth;MoveSouthEast;8;7;7;1;149
False;MoveSouth;MoveSouth;MoveSouthEast;8;7;7;1;150
False;MoveSouth;MoveSouthEast;MoveSouthEast;8;7;7;1;151
False;MoveSouth;MoveSouthEast;MoveSouthEast;8;7;7;1;152
False;MoveSouth;MoveSouthEast;MoveSouth;8;7;7;1;153
False;MoveSouth;MoveSouthEast;MoveSouth;8;7;7;1;154
False;MoveSouthWest;MoveSouthEast;MoveSouth;8;7;7;1;155
False;MoveSouthWest;MoveSouthEast;MoveSouth;8;7;7;1;156
False;MoveWest;MoveEast;MoveSouth;8;7;7;1;157
False;MoveWest;MoveEast;MoveSouth;8;7;7;1;158
False;MoveWest;MoveEast;MoveSouth;8;7;7;1;159
False;MoveWest;MoveEast;MoveSouth;8;7;7;1;160
False;MoveSouthWest;MoveEast;MoveSouth;8;7;7;1;161
False;MoveSouthWest;MoveEast;MoveSouth;8;7;7;1;162
False;MoveWest;MoveEast;MoveSouth;8;7;7;1;163
False;MoveWest;MoveEast;MoveSouth;8;7;7;1;164
False;MoveSouthWest;MoveEast;MoveSouth;8;7;7;1;165
False;MoveSouthWest;MoveEast;MoveSouth;8;7;7;1;166
False;MoveWest;MoveEast;MoveSouth;8;7;7;1;167
False;MoveWest;MoveEast;MoveSouth;8;7;7;1;168
False;MoveWest;MoveSouthEast;MoveSouth;8;7;7;1;169
False;MoveWest;MoveSouthEast;MoveSouth;8;7;7;1;170
False;MoveSouthWest;MoveSouth;MoveSouthWest;8;7;7;1;171
False;MoveSouthWest;MoveSouth;MoveSouthWest;8;7;7;1;172
False;DropObject;MoveSouth;MoveWest;8;7;7;1;173
False;DropObject;MoveSouth;MoveWest;9;7;7;1;174
False;MoveEast;MoveSouth;MoveWest;9;7;7;1;175
False;MoveEast;MoveSouth;MoveWest;9;7;7;1;176
False;MoveNorthEast;MoveSouth;MoveWest;9;7;7;1;177
False;MoveNorthEast;MoveSouth;MoveWest;9;7;7;1;178
False;MoveEast;MoveSouth;MoveWest;9;7;7;1;179
False;MoveEast;MoveSouth;MoveWest;9;7;7;1;180
False;GrabObject;MoveSouth;MoveWest;9;7;7;1;181
False;GrabObject;MoveSouth;MoveWest;9;7;7;1;182
False;MoveWest;MoveSouth;MoveWest;9;7;7;1;183
False;MoveWest;MoveSouth;MoveWest;9;7;7;1;184
False;MoveWest;MoveSouth;MoveWest;9;7;7;1;185
False;MoveWest;MoveSouth;MoveWest;9;7;7;1;186
False;MoveWest;MoveSouth;MoveWest;9;7;7;1;187
False;MoveWest;MoveSouth;MoveWest;9;7;7;1;188
False;DropObject;MoveSouthWest;OpenDoorAction;9;7;7;1;189
False;DropObject;MoveSouthWest;OpenDoorAction;10;7;8;1;190
False;MoveNorthEast;MoveSouthWest;MoveNorth;10;7;8;1;191
False;MoveNorthEast;MoveSouthWest;MoveNorth;11;7;9;1;192
False;MoveNorthEast;MoveSouthWest;MoveNorthWest;11;7;9;1;193
False;MoveNorthEast;MoveSouthWest;MoveNorthWest;11;7;9;1;194
False;MoveEast;MoveWest;MoveNorthWest;11;7;9;1;195
False;MoveEast;MoveWest;MoveNorthWest;11;7;9;1;196
False;MoveEast;MoveWest;MoveSouth;11;7;9;1;197
False;MoveEast;MoveWest;MoveSouth;11;7;9;1;198
False;MoveEast;MoveSouthWest;MoveNorthEast;11;7;9;1;199
False;MoveEast;MoveSouthWest;MoveNorthEast;11;7;9;1;200
False;MoveEast;DropObject;MoveSouth;11;7;9;1;201
False;MoveEast;DropObject;MoveSouth;11;8;9;1;202
False;MoveEast;MoveNorthWest;MoveNorthEast;11;8;9;1;203
False;MoveEast;MoveNorthWest;MoveNorthEast;11;9;9;1;204
False;MoveEast;MoveNorthWest;MoveSouth;11;9;9;1;205
False;MoveEast;MoveNorthWest;MoveSouth;11;9;9;1;206
False;MoveNorthEast;MoveNorthWest;MoveNorthEast;11;9;9;1;207
False;MoveNorthEast;MoveNorthWest;MoveNorthEast;11;9;9;1;208
False;MoveNorth;MoveWest;MoveSouth;11;9;9;1;209
False;MoveNorth;MoveWest;MoveSouth;11;9;9;1;210
False;MoveNorth;MoveWest;MoveSouthWest;11;9;9;1;211
False;MoveNorth;MoveWest;MoveSouthWest;11;9;10;1;212
False;MoveNorth;MoveWest;MoveSouthEast;11;9;10;1;213
False;MoveNorth;MoveWest;MoveSouthEast;11;9;10;1;214
False;MoveNorthWest;MoveWest;MoveEast;11;9;10;1;215
False;MoveNorthWest;MoveWest;MoveEast;11;9;10;1;216
False;MoveWest;MoveWest;MoveEast;11;9;10;1;217
False;MoveWest;MoveWest;MoveEast;11;9;10;1;218
False;MoveWest;MoveWest;MoveEast;11;9;10;1;219
False;MoveWest;MoveWest;MoveEast;11;9;10;1;220
False;MoveWest;MoveWest;MoveEast;11;9;10;1;221
False;MoveWest;MoveWest;MoveEast;11;9;10;1;222
False;MoveWest;MoveWest;MoveEast;11;9;10;1;223
False;MoveWest;MoveWest;MoveEast;11;9;10;1;224
False;MoveWest;MoveWest;MoveEast;11;9;10;1;225
False;MoveWest;MoveWest;MoveEast;11;9;10;1;226
False;MoveWest;MoveNorthWest;MoveEast;11;9;10;1;227
False;MoveWest;MoveNorthWest;MoveEast;11;9;10;1;228
False;MoveNorthWest;MoveNorth;MoveNorthEast;11;9;10;1;229
False;MoveNorthWest;MoveNorth;MoveNorthEast;11;9;10;1;230
False;MoveWest;MoveNorth;MoveNorth;11;9;10;1;231
False;MoveWest;MoveNorth;MoveNorth;11;9;10;1;232
False;OpenDoorAction;MoveNorth;MoveNorth;11;9;10;1;233
False;OpenDoorAction;MoveNorth;MoveNorth;12;9;10;1;234
False;MoveNorth;MoveNorth;MoveNorth;12;9;10;1;235
False;MoveNorth;MoveNorth;MoveNorth;13;9;10;1;236
False;MoveNorthWest;MoveNorth;MoveNorthWest;13;9;10;1;237
False;MoveNorthWest;MoveNorth;MoveNorthWest;13;9;10;1;238
False;MoveNorthWest;MoveNorth;MoveWest;13;9;10;1;239
False;MoveNorthWest;MoveNorth;MoveWest;13;9;10;1;240
False;GrabObject;MoveNorth;MoveWest;13;9;10;1;241
False;GrabObject;MoveNorth;MoveWest;13;9;10;1;242
False;MoveSouthEast;MoveNorth;MoveWest;13;9;10;1;243
False;MoveSouthEast;MoveNorth;MoveWest;13;9;10;1;244
False;MoveSouthEast;MoveNorth;MoveWest;13;9;10;1;245
False;MoveSouthEast;MoveNorth;MoveWest;13;9;10;1;246
False;MoveSouthEast;MoveNorthEast;MoveWest;13;9;10;1;247
False;MoveSouthEast;MoveNorthEast;MoveWest;13;9;10;1;248
False;MoveSouthEast;MoveEast;MoveWest;13;9;10;1;249
False;MoveSouthEast;MoveEast;MoveWest;13;9;10;1;250
False;MoveEast;MoveNorthEast;MoveNorthWest;13;9;10;1;251
False;MoveEast;MoveNorthEast;MoveNorthWest;13;9;10;1;252
False;MoveEast;MoveEast;MoveWest;13;9;10;1;253
False;MoveEast;MoveEast;MoveWest;13;9;10;1;254
False;MoveEast;OpenDoorAction;OpenDoorAction;13;9;10;1;255
False;MoveEast;OpenDoorAction;OpenDoorAction;13;10;11;1;256
False;MoveEast;MoveNorth;MoveNorth;13;10;11;1;257
False;MoveEast;MoveNorth;MoveNorth;13;11;12;1;258
False;MoveEast;MoveNorthWest;MoveNorthWest;13;11;12;1;259
False;MoveEast;MoveNorthWest;MoveNorthWest;13;11;12;1;260
False;MoveEast;GrabObject;MoveNorthWest;13;11;12;1;261
False;MoveEast;GrabObject;MoveNorthWest;13;12;12;1;262
False;MoveSouthEast;MoveSouthEast;GrabObject;13;12;12;1;263
False;MoveSouthEast;MoveSouthEast;GrabObject;13;12;13;1;264
False;MoveSouth;MoveSouthWest;MoveSouthEast;13;12;13;1;265
False;MoveSouth;MoveSouthWest;MoveSouthEast;13;12;13;1;266
False;MoveSouth;MoveSouthWest;MoveSouthEast;13;12;13;1;267
False;MoveSouth;MoveSouthWest;MoveSouthEast;13;12;13;1;268
False;MoveSouth;MoveWest;MoveSouthEast;13;12;13;1;269
False;MoveSouth;MoveWest;MoveSouthEast;13;12;13;1;270
False;MoveSouthWest;MoveSouthWest;MoveSouthEast;13;12;13;1;271
False;MoveSouthWest;MoveSouthWest;MoveSouthEast;13;12;13;1;272
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;273
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;274
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;275
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;276
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;277
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;278
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;279
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;280
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;281
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;282
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;283
False;MoveWest;MoveSouth;MoveEast;13;12;13;1;284
False;MoveWest;MoveSouth;MoveSouthEast;13;12;13;1;285
False;MoveWest;MoveSouth;MoveSouthEast;13;12;13;1;286
False;MoveSouthWest;MoveSouth;MoveSouth;13;12;13;1;287
False;MoveSouthWest;MoveSouth;MoveSouth;13;12;13;1;288
False;DropObject;MoveSouth;MoveSouth;13;12;13;1;289
True;DropObject;MoveSouth;MoveSouth;14;12;13;1;290
