done;strongagent_acts;strongagent1_acts;blindagent_acts;secondblind_acts;strongagent_mssg;strongagent1_mssg;blindagent_mssg;secondblind_mssg;world_nr;tick_nr
False;MoveNorthWest;MoveEast;MoveEast;MoveSouth;3;1;1;3;1;50
False;GrabObject;MoveEast;MoveEast;MoveNorthEast;3;1;1;3;1;51
False;GrabObject;MoveEast;MoveEast;MoveNorthEast;4;1;1;3;1;52
False;MoveSouthEast;MoveEast;MoveEast;MoveSouth;4;1;1;3;1;53
False;MoveSouthEast;MoveEast;MoveEast;MoveSouth;4;1;1;3;1;54
False;MoveSouthEast;MoveEast;MoveEast;MoveSouthWest;4;1;1;3;1;55
False;MoveSouthEast;MoveEast;MoveEast;MoveSouthWest;4;1;1;4;1;56
False;MoveSouthEast;OpenDoorAction;MoveEast;MoveSouthWest;4;1;1;4;1;57
False;MoveSouthEast;OpenDoorAction;MoveEast;MoveSouthWest;4;2;1;4;1;58
False;MoveSouthEast;MoveNorth;MoveEast;MoveSouthWest;4;2;1;4;1;59
False;MoveSouthEast;MoveNorth;MoveEast;MoveSouthWest;4;3;1;4;1;60
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;4;3;1;4;1;61
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;4;3;1;4;1;62
False;MoveSouth;MoveNorthWest;MoveEast;MoveSouthWest;4;3;1;4;1;63
False;MoveSouth;MoveNorthWest;MoveEast;MoveSouthWest;4;3;1;4;1;64
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;4;3;1;4;1;65
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;4;3;1;4;1;66
False;MoveSouth;MoveNorthEast;MoveEast;MoveSouth;4;3;1;4;1;67
False;MoveSouth;MoveNorthEast;MoveEast;MoveSouth;4;3;1;4;1;68
False;MoveSouth;MoveSouth;OpenDoorAction;MoveSouth;4;3;1;4;1;69
False;MoveSouth;MoveSouth;OpenDoorAction;MoveSouth;4;3;2;4;1;70
False;MoveSouth;MoveNorthEast;MoveNorth;MoveSouthEast;4;3;2;4;1;71
False;MoveSouth;MoveNorthEast;MoveNorth;MoveSouthEast;4;3;3;4;1;72
False;MoveSouth;MoveSouth;MoveNorthWest;MoveEast;4;3;3;4;1;73
False;MoveSouth;MoveSouth;MoveNorthWest;MoveEast;4;3;3;4;1;74
False;MoveSouth;MoveNorthEast;MoveNorthWest;MoveEast;4;3;3;4;1;75
False;MoveSouth;MoveNorthEast;MoveNorthWest;MoveEast;4;3;3;4;1;76
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;4;3;3;4;1;77
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;4;3;3;4;1;78
False;MoveSouthWest;MoveSouthWest;MoveNorthEast;OpenDoorAction;4;3;3;4;1;79
False;MoveSouthWest;MoveSouthWest;MoveNorthEast;OpenDoorAction;4;4;3;5;1;80
False;MoveWest;MoveSouthWest;MoveSouth;MoveNorth;4;4;3;5;1;81
False;MoveWest;MoveSouthWest;MoveSouth;MoveNorth;4;4;3;6;1;82
False;MoveWest;MoveWest;MoveNorthEast;MoveNorthWest;4;4;3;6;1;83
False;MoveWest;MoveWest;MoveNorthEast;MoveNorthWest;4;4;3;6;1;84
False;MoveSouthWest;MoveWest;MoveSouth;MoveNorthWest;4;4;3;6;1;85
False;MoveSouthWest;MoveWest;MoveSouth;MoveNorthWest;4;4;3;6;1;86
False;MoveWest;MoveWest;MoveNorthEast;MoveSouth;4;4;3;6;1;87
False;MoveWest;MoveWest;MoveNorthEast;MoveSouth;4;4;3;6;1;88
False;MoveSouthWest;MoveWest;MoveSouth;MoveNorthEast;4;4;3;6;1;89
False;MoveSouthWest;MoveWest;MoveSouth;MoveNorthEast;4;4;3;6;1;90
False;MoveWest;MoveWest;MoveSouthWest;MoveSouth;4;4;3;6;1;91
False;MoveWest;MoveWest;MoveSouthWest;MoveSouth;4;4;4;6;1;92
False;MoveWest;MoveWest;MoveSouthEast;MoveNorthEast;4;4;4;6;1;93
False;MoveWest;MoveWest;MoveSouthEast;MoveNorthEast;4;4;4;6;1;94
False;MoveSouthWest;MoveWest;MoveEast;MoveSouth;4;4;4;6;1;95
False;MoveSouthWest;MoveWest;MoveEast;MoveSouth;4;4;4;6;1;96
False;DropObject;MoveWest;MoveNorthEast;MoveNorthEast;4;4;4;6;1;97
False;DropObject;MoveWest;MoveNorthEast;MoveNorthEast;5;4;4;6;1;98
False;MoveNorthEast;MoveNorthWest;MoveNorth;MoveSouth;5;4;4;6;1;99
False;MoveNorthEast;MoveNorthWest;MoveNorth;MoveSouth;6;4;4;6;1;100
False;MoveNorthEast;MoveNorth;MoveNorth;MoveSouthWest;6;4;4;6;1;101
False;MoveNorthEast;MoveNorth;MoveNorth;MoveSouthWest;6;4;4;7;1;102
False;MoveNorthEast;MoveNorth;MoveNorth;MoveSouthWest;6;4;4;7;1;103
False;MoveNorthEast;MoveNorth;MoveNorth;MoveSouthWest;6;4;4;7;1;104
False;MoveEast;MoveNorth;MoveNorth;MoveWest;6;4;4;7;1;105
False;MoveEast;MoveNorth;MoveNorth;MoveWest;6;4;4;7;1;106
False;MoveEast;MoveNorth;MoveNorth;MoveWest;6;4;4;7;1;107
False;MoveEast;MoveNorth;MoveNorth;MoveWest;6;4;4;7;1;108
False;MoveEast;MoveNorth;MoveNorth;MoveNorthWest;6;4;4;7;1;109
False;MoveEast;MoveNorth;MoveNorth;MoveNorthWest;6;4;4;7;1;110
False;MoveEast;MoveNorth;MoveNorth;MoveNorth;6;4;4;7;1;111
False;MoveEast;MoveNorth;MoveNorth;MoveNorth;6;4;4;7;1;112
False;MoveEast;MoveNorth;MoveNorth;MoveNorth;6;4;4;7;1;113
False;MoveEast;MoveNorth;MoveNorth;MoveNorth;6;4;4;7;1;114
False;MoveNorthEast;MoveNorth;MoveNorth;MoveNorth;6;4;4;7;1;115
False;MoveNorthEast;MoveNorth;MoveNorth;MoveNorth;6;4;4;7;1;116
False;MoveNorth;MoveNorth;MoveNorthWest;MoveNorth;6;4;4;7;1;117
False;MoveNorth;MoveNorth;MoveNorthWest;MoveNorth;6;4;4;7;1;118
False;MoveNorth;MoveNorthEast;MoveWest;MoveNorth;6;4;4;7;1;119
False;MoveNorth;MoveNorthEast;MoveWest;MoveNorth;6;4;4;7;1;120
False;MoveNorth;MoveEast;MoveWest;MoveNorth;6;4;4;7;1;121
False;MoveNorth;MoveEast;MoveWest;MoveNorth;6;4;4;7;1;122
False;MoveNorthWest;MoveNorthEast;MoveWest;MoveNorth;6;4;4;7;1;123
False;MoveNorthWest;MoveNorthEast;MoveWest;MoveNorth;6;4;4;7;1;124
False;MoveNorthWest;MoveEast;MoveWest;MoveNorth;6;4;4;7;1;125
False;MoveNorthWest;MoveEast;MoveWest;MoveNorth;6;4;4;7;1;126
False;MoveWest;OpenDoorAction;MoveWest;MoveNorth;6;4;4;7;1;127
False;MoveWest;OpenDoorAction;MoveWest;MoveNorth;6;5;4;7;1;128
False;OpenDoorAction;MoveNorth;MoveWest;MoveNorthEast;6;5;4;7;1;129
False;OpenDoorAction;MoveNorth;MoveWest;MoveNorthEast;7;6;4;7;1;130
False;MoveNorth;MoveNorthWest;MoveWest;MoveEast;7;6;4;7;1;131
False;MoveNorth;MoveNorthWest;MoveWest;MoveEast;8;6;4;7;1;132
False;GrabObject;MoveNorthWest;MoveWest;MoveEast;8;6;4;7;1;133
False;GrabObject;MoveNorthWest;MoveWest;MoveEast;9;6;4;7;1;134
False;MoveSouthWest;GrabObject;MoveWest;MoveEast;9;6;4;7;1;135
False;MoveSouthWest;GrabObject;MoveWest;MoveEast;10;7;4;7;1;136
False;MoveWest;MoveSouthEast;MoveWest;MoveEast;10;7;4;7;1;137
False;MoveWest;MoveSouthEast;MoveWest;MoveEast;10;8;4;7;1;138
False;MoveWest;MoveSouthEast;MoveWest;MoveEast;10;8;4;7;1;139
False;MoveWest;MoveSouthEast;MoveWest;MoveEast;10;8;4;7;1;140
False;MoveWest;MoveSouthEast;MoveWest;MoveEast;10;8;4;7;1;141
False;MoveWest;MoveSouthEast;MoveWest;MoveEast;10;8;4;7;1;142
False;MoveWest;MoveEast;MoveNorthWest;MoveEast;10;8;4;7;1;143
False;MoveWest;MoveEast;MoveNorthWest;MoveEast;10;8;4;7;1;144
False;MoveWest;MoveEast;MoveWest;MoveNorthEast;10;8;4;7;1;145
False;MoveWest;MoveEast;MoveWest;MoveNorthEast;10;8;4;7;1;146
False;OpenDoorAction;MoveEast;OpenDoorAction;MoveEast;10;8;4;7;1;147
False;OpenDoorAction;MoveEast;OpenDoorAction;MoveEast;11;8;5;7;1;148
False;MoveNorth;MoveEast;MoveNorth;OpenDoorAction;11;8;5;7;1;149
False;MoveNorth;MoveEast;MoveNorth;OpenDoorAction;12;8;6;8;1;150
False;MoveNorthWest;MoveEast;MoveNorthWest;MoveNorth;12;8;6;8;1;151
False;MoveNorthWest;MoveEast;MoveNorthWest;MoveNorth;12;8;6;9;1;152
False;MoveNorthWest;OpenDoorAction;MoveNorthWest;MoveNorthWest;12;8;6;9;1;153
False;MoveNorthWest;OpenDoorAction;MoveNorthWest;MoveNorthWest;12;9;6;9;1;154
False;GrabObject;MoveNorth;MoveSouth;MoveNorthWest;12;9;6;9;1;155
False;GrabObject;MoveNorth;MoveSouth;MoveNorthWest;13;10;6;9;1;156
False;MoveSouthEast;MoveNorthWest;MoveNorthEast;GrabObject;13;10;6;9;1;157
False;MoveSouthEast;MoveNorthWest;MoveNorthEast;GrabObject;13;10;6;10;1;158
False;MoveSouthEast;MoveNorthWest;MoveSouth;MoveSouthEast;13;10;6;10;1;159
False;MoveSouthEast;MoveNorthWest;MoveSouth;MoveSouthEast;13;10;6;10;1;160
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveSouthEast;13;10;6;10;1;161
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveSouthEast;13;10;6;10;1;162
False;MoveSouthEast;MoveNorthEast;MoveSouth;MoveSouthEast;13;10;6;10;1;163
False;MoveSouthEast;MoveNorthEast;MoveSouth;MoveSouthEast;13;10;6;10;1;164
False;MoveEast;GrabObject;MoveNorthEast;MoveSouthEast;13;10;6;10;1;165
False;MoveEast;GrabObject;MoveNorthEast;MoveSouthEast;13;11;6;10;1;166
False;MoveEast;MoveSouth;MoveSouth;MoveEast;13;11;6;10;1;167
False;MoveEast;MoveSouth;MoveSouth;MoveEast;13;11;6;10;1;168
False;MoveEast;MoveSouthEast;MoveSouthWest;MoveEast;13;11;6;10;1;169
False;MoveEast;MoveSouthEast;MoveSouthWest;MoveEast;13;11;7;10;1;170
False;MoveEast;MoveSouthEast;MoveSouth;MoveEast;13;11;7;10;1;171
False;MoveEast;MoveSouthEast;MoveSouth;MoveEast;13;11;7;10;1;172
False;MoveEast;MoveSouthEast;OpenDoorAction;MoveEast;13;11;7;10;1;173
False;MoveEast;MoveSouthEast;OpenDoorAction;MoveEast;13;11;8;10;1;174
False;MoveEast;MoveEast;MoveNorth;MoveEast;13;11;8;10;1;175
False;MoveEast;MoveEast;MoveNorth;MoveEast;13;11;9;10;1;176
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveEast;13;11;9;10;1;177
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveEast;13;11;9;10;1;178
False;MoveSouth;MoveEast;MoveNorthWest;MoveSouthEast;13;11;9;10;1;179
False;MoveSouth;MoveEast;MoveNorthWest;MoveSouthEast;13;11;9;10;1;180
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;13;11;9;10;1;181
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;13;11;9;10;1;182
False;MoveSouth;MoveEast;MoveNorthEast;MoveSouth;13;11;9;10;1;183
False;MoveSouth;MoveEast;MoveNorthEast;MoveSouth;13;11;9;10;1;184
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;13;11;9;10;1;185
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;13;11;9;10;1;186
False;MoveWest;MoveSouthEast;MoveNorthEast;MoveSouth;13;11;9;10;1;187
False;MoveWest;MoveSouthEast;MoveNorthEast;MoveSouth;13;11;9;10;1;188
False;MoveWest;MoveSouth;MoveSouth;MoveSouth;13;11;9;10;1;189
False;MoveWest;MoveSouth;MoveSouth;MoveSouth;13;11;9;10;1;190
False;MoveWest;MoveSouth;MoveNorthEast;MoveSouth;13;11;9;10;1;191
False;MoveWest;MoveSouth;MoveNorthEast;MoveSouth;13;11;9;10;1;192
False;MoveWest;MoveSouth;MoveSouth;MoveSouth;13;11;9;10;1;193
False;MoveWest;MoveSouth;MoveSouth;MoveSouth;13;11;9;10;1;194
False;MoveSouthWest;MoveSouth;MoveSouthWest;MoveSouth;13;11;9;10;1;195
False;MoveSouthWest;MoveSouth;MoveSouthWest;MoveSouth;13;11;10;10;1;196
False;DropObject;MoveSouth;MoveSouthEast;MoveSouth;13;11;10;10;1;197
False;DropObject;MoveSouth;MoveSouthEast;MoveSouth;14;11;10;10;1;198
False;DropObject;MoveSouth;MoveEast;MoveSouthWest;14;11;10;10;1;199
False;DropObject;MoveSouth;MoveEast;MoveSouthWest;15;11;10;10;1;200
False;MoveEast;MoveSouth;MoveEast;MoveWest;15;11;10;10;1;201
False;MoveEast;MoveSouth;MoveEast;MoveWest;16;11;10;10;1;202
False;MoveNorthEast;MoveSouth;MoveEast;MoveSouthWest;16;11;10;10;1;203
False;MoveNorthEast;MoveSouth;MoveEast;MoveSouthWest;16;11;10;10;1;204
False;MoveEast;MoveSouth;MoveEast;MoveWest;16;11;10;10;1;205
False;MoveEast;MoveSouth;MoveEast;MoveWest;16;11;10;10;1;206
False;OpenDoorAction;MoveSouthWest;MoveEast;MoveWest;16;11;10;10;1;207
False;OpenDoorAction;MoveSouthWest;MoveEast;MoveWest;17;11;10;10;1;208
False;MoveNorth;MoveWest;MoveEast;MoveSouthWest;17;11;10;10;1;209
False;MoveNorth;MoveWest;MoveEast;MoveSouthWest;18;11;10;10;1;210
False;MoveNorthWest;MoveWest;MoveEast;DropObject;18;11;10;10;1;211
False;MoveNorthWest;MoveWest;MoveEast;DropObject;18;11;10;11;1;212
False;MoveNorthWest;MoveWest;MoveEast;MoveNorthEast;18;11;10;11;1;213
False;MoveNorthWest;MoveWest;MoveEast;MoveNorthEast;18;11;10;12;1;214
False;MoveSouth;MoveWest;MoveEast;MoveNorthEast;18;11;10;12;1;215
False;MoveSouth;MoveWest;MoveEast;MoveNorthEast;18;11;10;12;1;216
False;MoveNorthEast;MoveSouthWest;MoveEast;MoveEast;18;11;10;12;1;217
False;MoveNorthEast;MoveSouthWest;MoveEast;MoveEast;18;11;10;12;1;218
False;MoveSouth;DropObject;MoveEast;OpenDoorAction;18;11;10;12;1;219
False;MoveSouth;DropObject;MoveEast;OpenDoorAction;18;12;10;13;1;220
False;MoveNorthEast;MoveSouth;OpenDoorAction;MoveNorth;18;12;10;13;1;221
False;MoveNorthEast;MoveSouth;OpenDoorAction;MoveNorth;18;12;11;14;1;222
False;GrabObject;MoveSouth;MoveNorth;MoveNorthWest;18;12;11;14;1;223
False;GrabObject;MoveSouth;MoveNorth;MoveNorthWest;19;12;12;14;1;224
False;MoveSouth;DropObject;MoveNorthWest;MoveNorthWest;19;12;12;14;1;225
False;MoveSouth;DropObject;MoveNorthWest;MoveNorthWest;19;13;12;14;1;226
False;MoveSouth;MoveNorthEast;MoveNorthWest;MoveSouth;19;13;12;14;1;227
False;MoveSouth;MoveNorthEast;MoveNorthWest;MoveSouth;19;14;12;14;1;228
False;MoveSouthWest;MoveNorthEast;MoveSouth;MoveNorthEast;19;14;12;14;1;229
False;MoveSouthWest;MoveNorthEast;MoveSouth;MoveNorthEast;19;14;12;14;1;230
False;MoveWest;MoveNorthEast;MoveNorthEast;MoveSouth;19;14;12;14;1;231
False;MoveWest;MoveNorthEast;MoveNorthEast;MoveSouth;19;14;12;14;1;232
False;MoveSouthWest;MoveEast;MoveSouth;MoveNorthEast;19;14;12;14;1;233
False;MoveSouthWest;MoveEast;MoveSouth;MoveNorthEast;19;14;12;14;1;234
False;MoveWest;MoveEast;MoveNorthEast;MoveSouth;19;14;12;14;1;235
False;MoveWest;MoveEast;MoveNorthEast;MoveSouth;19;14;12;14;1;236
False;MoveWest;MoveNorthEast;MoveSouth;MoveNorthEast;19;14;12;14;1;237
False;MoveWest;MoveNorthEast;MoveSouth;MoveNorthEast;19;14;12;14;1;238
False;MoveSouthWest;MoveNorth;MoveNorthEast;MoveSouth;19;14;12;14;1;239
False;MoveSouthWest;MoveNorth;MoveNorthEast;MoveSouth;19;14;12;14;1;240
False;DropObject;MoveNorth;MoveSouth;MoveSouthWest;19;14;12;14;1;241
False;DropObject;MoveNorth;MoveSouth;MoveSouthWest;20;14;12;15;1;242
False;MoveEast;MoveNorth;MoveSouthWest;MoveSouthEast;20;14;12;15;1;243
False;MoveEast;MoveNorth;MoveSouthWest;MoveSouthEast;20;14;13;15;1;244
False;MoveNorthEast;MoveNorthWest;MoveSouth;MoveEast;20;14;13;15;1;245
False;MoveNorthEast;MoveNorthWest;MoveSouth;MoveEast;20;14;13;15;1;246
False;MoveEast;MoveNorthWest;OpenDoorAction;MoveNorthEast;20;14;13;15;1;247
False;MoveEast;MoveNorthWest;OpenDoorAction;MoveNorthEast;20;14;14;15;1;248
False;GrabObject;MoveWest;MoveNorth;MoveNorth;20;14;14;15;1;249
False;GrabObject;MoveWest;MoveNorth;MoveNorth;20;14;15;15;1;250
False;MoveWest;OpenDoorAction;MoveNorthWest;MoveNorth;20;14;15;15;1;251
False;MoveWest;OpenDoorAction;MoveNorthWest;MoveNorth;20;15;15;15;1;252
False;MoveWest;MoveNorth;MoveNorthWest;MoveNorth;20;15;15;15;1;253
False;MoveWest;MoveNorth;MoveNorthWest;MoveNorth;20;16;15;15;1;254
False;MoveWest;MoveNorthWest;MoveSouth;MoveNorth;20;16;15;15;1;255
False;MoveWest;MoveNorthWest;MoveSouth;MoveNorth;20;16;15;15;1;256
False;DropObject;MoveNorthWest;MoveNorthEast;MoveNorth;20;16;15;15;1;257
True;DropObject;MoveNorthWest;MoveNorthEast;MoveNorth;21;16;15;15;1;258
