done;liaragent_acts;liaragent1_acts;strongagent0_acts;strongagent1_acts;liaragent_mssg;liaragent1_mssg;strongagent0_mssg;strongagent1_mssg;world_nr;tick_nr
False;MoveSouth;MoveEast;MoveNorthWest;MoveNorthWest;24;24;24;24;1;49
False;MoveSouth;MoveEast;MoveNorthWest;MoveNorthWest;25;25;25;25;1;50
False;MoveSouth;MoveEast;MoveNorthWest;MoveNorthWest;25;25;25;25;1;51
False;MoveSouth;MoveEast;MoveNorthWest;MoveNorthWest;26;26;26;26;1;52
False;MoveSouth;MoveEast;GrabObject;GrabObject;26;26;26;26;1;53
False;MoveSouth;MoveEast;GrabObject;GrabObject;27;27;27;27;1;54
False;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;27;27;27;27;1;55
False;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;28;28;28;28;1;56
False;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;28;28;28;28;1;57
False;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;29;29;29;29;1;58
False;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;29;29;29;29;1;59
False;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;30;30;30;30;1;60
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;30;30;30;30;1;61
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;31;31;31;31;1;62
False;MoveEast;MoveEast;MoveEast;MoveEast;31;31;31;31;1;63
False;MoveEast;MoveEast;MoveEast;MoveEast;32;32;32;32;1;64
False;MoveEast;MoveEast;MoveEast;MoveEast;32;32;32;32;1;65
False;MoveEast;MoveEast;MoveEast;MoveEast;33;33;33;33;1;66
False;MoveEast;MoveEast;MoveEast;MoveEast;33;33;33;33;1;67
False;MoveEast;MoveEast;MoveEast;MoveEast;34;34;34;34;1;68
False;MoveSouthEast;OpenDoorAction;MoveEast;MoveEast;34;34;34;34;1;69
False;MoveSouthEast;OpenDoorAction;MoveEast;MoveEast;35;35;35;35;1;70
False;MoveEast;MoveNorth;OpenDoorAction;MoveEast;35;35;35;35;1;71
False;MoveEast;MoveNorth;OpenDoorAction;MoveEast;36;36;36;36;1;72
False;MoveSouthEast;MoveNorthWest;MoveNorth;MoveEast;36;36;36;36;1;73
False;MoveSouthEast;MoveNorthWest;MoveNorth;MoveEast;37;37;37;37;1;74
False;MoveEast;MoveNorthWest;GrabObject;MoveNorthEast;37;37;37;37;1;75
False;MoveEast;MoveNorthWest;GrabObject;MoveNorthEast;38;38;38;38;1;76
False;MoveEast;MoveSouth;MoveSouthEast;MoveNorth;38;38;38;38;1;77
False;MoveEast;MoveSouth;MoveSouthEast;MoveNorth;39;39;39;39;1;78
False;MoveSouthEast;MoveNorthEast;MoveSouthEast;MoveNorth;39;39;39;39;1;79
False;MoveSouthEast;MoveNorthEast;MoveSouthEast;MoveNorth;40;40;40;40;1;80
False;DropObject;MoveSouth;MoveSouthEast;MoveNorth;40;40;40;40;1;81
False;DropObject;MoveSouth;MoveSouthEast;MoveNorth;41;41;41;41;1;82
False;MoveNorthEast;MoveNorthEast;MoveSouth;MoveNorthWest;41;41;41;41;1;83
False;MoveNorthEast;MoveNorthEast;MoveSouth;MoveNorthWest;42;42;42;42;1;84
False;MoveNorthEast;GrabObject;MoveSouth;MoveWest;42;42;42;42;1;85
False;MoveNorthEast;GrabObject;MoveSouth;MoveWest;43;43;43;43;1;86
False;MoveNorthEast;MoveSouth;MoveSouth;MoveWest;43;43;43;43;1;87
False;MoveNorthEast;MoveSouth;MoveSouth;MoveWest;44;44;44;44;1;88
False;MoveEast;MoveSouth;MoveSouthWest;MoveWest;44;44;44;44;1;89
False;MoveEast;MoveSouth;MoveSouthWest;MoveWest;45;45;45;45;1;90
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;45;45;45;45;1;91
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;46;46;46;46;1;92
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;46;46;46;46;1;93
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;47;47;47;47;1;94
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;47;47;47;47;1;95
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;48;48;48;48;1;96
False;MoveEast;DropObject;MoveWest;MoveNorthWest;48;48;48;48;1;97
False;MoveEast;DropObject;MoveWest;MoveNorthWest;49;49;49;49;1;98
False;MoveNorthEast;MoveWest;MoveSouthWest;MoveWest;49;49;49;49;1;99
False;MoveNorthEast;MoveWest;MoveSouthWest;MoveWest;50;50;50;50;1;100
False;MoveNorth;MoveWest;DropObject;OpenDoorAction;50;50;50;50;1;101
False;MoveNorth;MoveWest;DropObject;OpenDoorAction;51;51;51;51;1;102
False;MoveNorth;MoveWest;DropObject;MoveNorth;51;51;51;51;1;103
False;MoveNorth;MoveWest;DropObject;MoveNorth;52;52;52;52;1;104
False;MoveNorth;MoveWest;MoveNorthEast;MoveNorthWest;52;52;52;52;1;105
False;MoveNorth;MoveWest;MoveNorthEast;MoveNorthWest;53;53;53;53;1;106
False;MoveNorth;MoveWest;MoveEast;MoveNorthWest;53;53;53;53;1;107
False;MoveNorth;MoveWest;MoveEast;MoveNorthWest;54;54;54;54;1;108
False;MoveNorth;MoveNorthWest;MoveEast;MoveSouth;54;54;54;54;1;109
False;MoveNorth;MoveNorthWest;MoveEast;MoveSouth;55;55;55;55;1;110
False;MoveNorth;MoveWest;MoveEast;MoveNorthEast;55;55;55;55;1;111
False;MoveNorth;MoveWest;MoveEast;MoveNorthEast;56;56;56;56;1;112
False;MoveNorth;MoveNorthWest;MoveEast;GrabObject;56;56;56;56;1;113
False;MoveNorth;MoveNorthWest;MoveEast;GrabObject;57;57;57;57;1;114
False;MoveNorth;MoveWest;MoveNorthEast;MoveSouth;57;57;57;57;1;115
False;MoveNorth;MoveWest;MoveNorthEast;MoveSouth;58;58;58;58;1;116
False;MoveNorth;OpenDoorAction;MoveNorth;MoveSouthEast;58;58;58;58;1;117
False;MoveNorth;OpenDoorAction;MoveNorth;MoveSouthEast;59;59;59;59;1;118
False;MoveNorthWest;MoveNorth;MoveNorth;MoveSouthEast;59;59;59;59;1;119
False;MoveNorthWest;MoveNorth;MoveNorth;MoveSouthEast;60;60;60;60;1;120
False;MoveWest;MoveNorthWest;MoveNorth;MoveSouthEast;60;60;60;60;1;121
False;MoveWest;MoveNorthWest;MoveNorth;MoveSouthEast;61;61;61;61;1;122
False;MoveWest;MoveNorthWest;MoveNorth;MoveEast;61;61;61;61;1;123
False;MoveWest;MoveNorthWest;MoveNorth;MoveEast;62;62;62;62;1;124
False;MoveWest;MoveSouth;MoveNorth;MoveEast;62;62;62;62;1;125
False;MoveWest;MoveSouth;MoveNorth;MoveEast;63;63;63;63;1;126
False;MoveWest;MoveNorthEast;MoveNorth;MoveEast;63;63;63;63;1;127
False;MoveWest;MoveNorthEast;MoveNorth;MoveEast;64;64;64;64;1;128
False;MoveWest;MoveSouth;MoveNorth;MoveEast;64;64;64;64;1;129
False;MoveWest;MoveSouth;MoveNorth;MoveEast;65;65;65;65;1;130
False;MoveWest;MoveNorthEast;MoveNorth;MoveEast;65;65;65;65;1;131
False;MoveWest;MoveNorthEast;MoveNorth;MoveEast;66;66;66;66;1;132
False;MoveNorthWest;MoveSouth;MoveNorth;MoveEast;66;66;66;66;1;133
False;MoveNorthWest;MoveSouth;MoveNorth;MoveEast;67;67;67;67;1;134
False;MoveWest;MoveNorthEast;MoveNorthWest;MoveSouthEast;67;67;67;67;1;135
False;MoveWest;MoveNorthEast;MoveNorthWest;MoveSouthEast;68;68;68;68;1;136
False;OpenDoorAction;MoveSouth;MoveNorthWest;MoveSouth;68;68;68;68;1;137
False;OpenDoorAction;MoveSouth;MoveNorthWest;MoveSouth;69;69;69;69;1;138
False;MoveNorth;MoveSouthWest;MoveWest;MoveSouth;69;69;69;69;1;139
False;MoveNorth;MoveSouthWest;MoveWest;MoveSouth;70;70;70;70;1;140
False;MoveNorthWest;MoveSouthWest;OpenDoorAction;MoveSouth;70;70;70;70;1;141
False;MoveNorthWest;MoveSouthWest;OpenDoorAction;MoveSouth;71;71;71;71;1;142
False;MoveNorthWest;MoveWest;MoveNorth;MoveSouth;71;71;71;71;1;143
False;MoveNorthWest;MoveWest;MoveNorth;MoveSouth;72;72;72;72;1;144
False;MoveSouth;MoveWest;MoveNorthWest;MoveSouth;72;72;72;72;1;145
False;MoveSouth;MoveWest;MoveNorthWest;MoveSouth;73;73;73;73;1;146
False;MoveNorthEast;MoveNorthWest;GrabObject;MoveSouth;73;73;73;73;1;147
False;MoveNorthEast;MoveNorthWest;GrabObject;MoveSouth;74;74;74;74;1;148
False;MoveSouth;MoveNorth;MoveSouthEast;MoveSouth;74;74;74;74;1;149
False;MoveSouth;MoveNorth;MoveSouthEast;MoveSouth;75;75;75;75;1;150
False;MoveNorthEast;MoveNorth;MoveSouthEast;MoveSouth;75;75;75;75;1;151
False;MoveNorthEast;MoveNorth;MoveSouthEast;MoveSouth;76;76;76;76;1;152
False;MoveSouth;MoveNorth;MoveSouthEast;MoveSouth;76;76;76;76;1;153
False;MoveSouth;MoveNorth;MoveSouthEast;MoveSouth;77;77;77;77;1;154
False;MoveNorthEast;MoveNorthEast;MoveSouthEast;MoveSouthWest;77;77;77;77;1;155
False;MoveNorthEast;MoveNorthEast;MoveSouthEast;MoveSouthWest;78;78;78;78;1;156
False;MoveSouth;MoveEast;MoveSouth;MoveWest;78;78;78;78;1;157
False;MoveSouth;MoveEast;MoveSouth;MoveWest;79;79;79;79;1;158
False;MoveSouthWest;MoveNorthEast;MoveSouth;MoveWest;79;79;79;79;1;159
False;MoveSouthWest;MoveNorthEast;MoveSouth;MoveWest;80;80;80;80;1;160
False;MoveSouthWest;MoveEast;MoveSouth;MoveWest;80;80;80;80;1;161
False;MoveSouthWest;MoveEast;MoveSouth;MoveWest;81;81;81;81;1;162
False;MoveSouthWest;OpenDoorAction;MoveSouth;MoveWest;81;81;81;81;1;163
False;MoveSouthWest;OpenDoorAction;MoveSouth;MoveWest;82;82;82;82;1;164
False;MoveWest;MoveNorth;MoveSouth;MoveSouthWest;82;82;82;82;1;165
False;MoveWest;MoveNorth;MoveSouth;MoveSouthWest;83;83;83;83;1;166
