done;baseagent_acts;blindagent_acts;blindagent2_acts;baseagent_mssg;blindagent_mssg;blindagent2_mssg;world_nr;tick_nr
False;MoveNorth;MoveWest;MoveEast;3;4;1;1;36
False;MoveNorthWest;MoveSouthWest;MoveEast;3;4;1;1;37
False;MoveNorthWest;MoveSouthWest;MoveEast;3;4;1;1;38
False;GrabObject;MoveSouth;MoveEast;3;4;1;1;39
False;GrabObject;MoveSouth;MoveEast;4;4;1;1;40
False;MoveSouthEast;MoveSouth;MoveEast;4;4;1;1;41
False;MoveSouthEast;MoveSouth;MoveEast;4;4;1;1;42
False;MoveSouthWest;MoveSouth;MoveEast;4;4;1;1;43
False;MoveSouthWest;MoveSouth;MoveEast;4;4;1;1;44
False;MoveSouthWest;MoveSouth;MoveEast;4;4;1;1;45
False;MoveSouthWest;MoveSouth;MoveEast;4;4;1;1;46
False;MoveWest;MoveSouth;MoveEast;4;4;1;1;47
False;MoveWest;MoveSouth;MoveEast;4;4;1;1;48
False;MoveSouthWest;MoveSouth;MoveEast;4;4;1;1;49
False;MoveSouthWest;MoveSouth;MoveEast;4;4;1;1;50
False;MoveSouth;MoveSouth;MoveEast;4;4;1;1;51
False;MoveSouth;MoveSouth;MoveEast;4;4;1;1;52
False;MoveSouth;MoveSouth;MoveEast;4;4;1;1;53
False;MoveSouth;MoveSouth;MoveEast;4;4;1;1;54
False;MoveSouth;MoveSouth;MoveEast;4;4;1;1;55
False;MoveSouth;MoveSouth;MoveEast;4;4;1;1;56
False;MoveSouthEast;MoveSouthEast;OpenDoorAction;4;4;1;1;57
False;MoveSouthEast;MoveSouthEast;OpenDoorAction;4;4;2;1;58
False;MoveEast;MoveEast;MoveNorth;4;4;2;1;59
False;MoveEast;MoveEast;MoveNorth;4;4;3;1;60
False;MoveEast;MoveEast;GrabObject;4;4;3;1;61
False;MoveEast;MoveEast;GrabObject;4;4;4;1;62
False;MoveEast;MoveEast;MoveSouthEast;4;4;4;1;63
False;MoveEast;MoveEast;MoveSouthEast;4;4;4;1;64
False;MoveEast;MoveEast;MoveSouthEast;4;4;4;1;65
False;MoveEast;MoveEast;MoveSouthEast;4;4;4;1;66
False;MoveEast;MoveEast;MoveSouthEast;4;4;4;1;67
False;MoveEast;MoveEast;MoveSouthEast;4;4;4;1;68
False;MoveEast;MoveEast;MoveSouth;4;4;4;1;69
False;MoveEast;MoveEast;MoveSouth;4;4;4;1;70
False;MoveEast;MoveSouthEast;MoveSouth;4;4;4;1;71
False;MoveEast;MoveSouthEast;MoveSouth;4;4;4;1;72
False;MoveEast;MoveEast;MoveSouth;4;4;4;1;73
False;MoveEast;MoveEast;MoveSouth;4;4;4;1;74
False;MoveSouthEast;MoveSouthEast;MoveSouthWest;4;4;4;1;75
False;MoveSouthEast;MoveSouthEast;MoveSouthWest;4;4;4;1;76
False;MoveEast;MoveEast;MoveSouthWest;4;4;4;1;77
False;MoveEast;MoveEast;MoveSouthWest;4;4;4;1;78
False;MoveEast;MoveEast;MoveSouthWest;4;4;4;1;79
False;MoveEast;MoveEast;MoveSouthWest;4;4;4;1;80
False;MoveSouthEast;MoveSouthEast;MoveWest;4;4;4;1;81
False;MoveSouthEast;MoveSouthEast;MoveWest;4;4;4;1;82
False;DropObject;DropObject;MoveWest;4;4;4;1;83
False;DropObject;DropObject;MoveWest;5;5;4;1;84
False;MoveSouth;MoveWest;MoveSouthWest;5;5;4;1;85
False;MoveSouth;MoveWest;MoveSouthWest;5;6;4;1;86
False;MoveNorthEast;MoveWest;DropObject;5;6;4;1;87
False;MoveNorthEast;MoveWest;DropObject;6;6;5;1;88
False;MoveNorthEast;MoveWest;MoveNorthWest;6;6;5;1;89
False;MoveNorthEast;MoveWest;MoveNorthWest;6;6;6;1;90
False;MoveNorthEast;MoveNorthWest;MoveNorthWest;6;6;6;1;91
False;MoveNorthEast;MoveNorthWest;MoveNorthWest;6;6;6;1;92
False;MoveEast;MoveWest;MoveNorthWest;6;6;6;1;93
False;MoveEast;MoveWest;MoveNorthWest;6;6;6;1;94
False;MoveEast;MoveNorthWest;OpenDoorAction;6;6;6;1;95
False;MoveEast;MoveNorthWest;OpenDoorAction;6;6;7;1;96
False;MoveNorthEast;MoveWest;MoveNorth;6;6;7;1;97
False;MoveNorthEast;MoveWest;MoveNorth;6;6;8;1;98
False;MoveNorth;MoveNorthWest;MoveNorthWest;6;6;8;1;99
False;MoveNorth;MoveNorthWest;MoveNorthWest;6;6;8;1;100
False;MoveNorth;MoveWest;MoveNorthWest;6;6;8;1;101
False;MoveNorth;MoveWest;MoveNorthWest;6;6;8;1;102
False;MoveNorth;OpenDoorAction;MoveSouth;6;6;8;1;103
False;MoveNorth;OpenDoorAction;MoveSouth;6;7;8;1;104
False;MoveNorth;MoveNorth;MoveNorthEast;6;7;8;1;105
False;MoveNorth;MoveNorth;MoveNorthEast;6;8;8;1;106
False;MoveNorth;MoveNorthWest;MoveSouth;6;8;8;1;107
False;MoveNorth;MoveNorthWest;MoveSouth;6;8;8;1;108
False;MoveNorth;MoveNorthWest;MoveNorthEast;6;8;8;1;109
False;MoveNorth;MoveNorthWest;MoveNorthEast;6;8;8;1;110
False;MoveNorth;MoveSouth;MoveSouth;6;8;8;1;111
False;MoveNorth;MoveSouth;MoveSouth;6;8;8;1;112
False;MoveNorth;MoveNorthEast;MoveNorthEast;6;8;8;1;113
False;MoveNorth;MoveNorthEast;MoveNorthEast;6;8;8;1;114
False;MoveNorth;MoveSouth;MoveSouth;6;8;8;1;115
False;MoveNorth;MoveSouth;MoveSouth;6;8;8;1;116
False;MoveNorthWest;MoveNorthEast;MoveSouthWest;6;8;8;1;117
False;MoveNorthWest;MoveNorthEast;MoveSouthWest;6;8;9;1;118
False;MoveNorthWest;MoveSouth;MoveSouthEast;6;8;9;1;119
False;MoveNorthWest;MoveSouth;MoveSouthEast;6;8;9;1;120
False;MoveWest;MoveNorthEast;MoveEast;6;8;9;1;121
False;MoveWest;MoveNorthEast;MoveEast;6;8;9;1;122
False;OpenDoorAction;MoveSouth;MoveEast;6;8;9;1;123
False;OpenDoorAction;MoveSouth;MoveEast;7;8;9;1;124
False;MoveNorth;MoveSouthWest;MoveEast;7;8;9;1;125
False;MoveNorth;MoveSouthWest;MoveEast;8;9;9;1;126
False;MoveNorthWest;MoveSouthWest;MoveEast;8;9;9;1;127
False;MoveNorthWest;MoveSouthWest;MoveEast;8;9;9;1;128
False;GrabObject;MoveWest;MoveEast;8;9;9;1;129
False;GrabObject;MoveWest;MoveEast;8;9;9;1;130
False;MoveSouthEast;MoveWest;MoveEast;8;9;9;1;131
False;MoveSouthEast;MoveWest;MoveEast;8;9;9;1;132
False;MoveSouthEast;MoveNorthWest;MoveEast;8;9;9;1;133
False;MoveSouthEast;MoveNorthWest;MoveEast;8;9;9;1;134
False;MoveSouthEast;MoveNorth;MoveNorthEast;8;9;9;1;135
False;MoveSouthEast;MoveNorth;MoveNorthEast;8;9;9;1;136
False;MoveSouthEast;MoveNorth;MoveNorth;8;9;9;1;137
False;MoveSouthEast;MoveNorth;MoveNorth;8;9;9;1;138
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;139
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;140
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;141
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;142
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;143
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;144
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;145
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;146
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;147
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;148
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;149
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;150
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;151
False;MoveSouth;MoveNorth;MoveNorth;8;9;9;1;152
False;MoveSouth;MoveNorthEast;MoveNorth;8;9;9;1;153
False;MoveSouth;MoveNorthEast;MoveNorth;8;9;9;1;154
False;MoveSouth;MoveEast;MoveNorthWest;8;9;9;1;155
False;MoveSouth;MoveEast;MoveNorthWest;8;9;9;1;156
False;MoveSouthWest;MoveEast;MoveNorthWest;8;9;9;1;157
False;MoveSouthWest;MoveEast;MoveNorthWest;8;9;9;1;158
False;MoveWest;MoveEast;MoveWest;8;9;9;1;159
False;MoveWest;MoveEast;MoveWest;8;9;9;1;160
False;MoveWest;MoveEast;OpenDoorAction;8;9;9;1;161
False;MoveWest;MoveEast;OpenDoorAction;8;9;10;1;162
False;MoveSouthWest;MoveEast;MoveNorth;8;9;10;1;163
False;MoveSouthWest;MoveEast;MoveNorth;8;9;11;1;164
False;MoveWest;MoveEast;MoveNorthWest;8;9;11;1;165
False;MoveWest;MoveEast;MoveNorthWest;8;9;11;1;166
False;MoveSouthWest;MoveEast;MoveNorthWest;8;9;11;1;167
False;MoveSouthWest;MoveEast;MoveNorthWest;8;9;11;1;168
False;MoveWest;MoveNorthEast;MoveSouth;8;9;11;1;169
False;MoveWest;MoveNorthEast;MoveSouth;8;9;11;1;170
False;MoveWest;MoveEast;MoveNorthEast;8;9;11;1;171
False;MoveWest;MoveEast;MoveNorthEast;8;9;11;1;172
False;MoveSouthWest;OpenDoorAction;MoveSouth;8;9;11;1;173
False;MoveSouthWest;OpenDoorAction;MoveSouth;8;10;11;1;174
False;DropObject;MoveNorth;MoveNorthEast;8;10;11;1;175
False;DropObject;MoveNorth;MoveNorthEast;9;11;11;1;176
False;MoveEast;MoveNorthWest;MoveSouth;9;11;11;1;177
False;MoveEast;MoveNorthWest;MoveSouth;9;11;11;1;178
False;MoveNorthEast;MoveNorthWest;MoveNorthEast;9;11;11;1;179
False;MoveNorthEast;MoveNorthWest;MoveNorthEast;9;11;11;1;180
False;MoveEast;GrabObject;MoveSouth;9;11;11;1;181
False;MoveEast;GrabObject;MoveSouth;9;12;11;1;182
False;GrabObject;MoveSouthEast;MoveSouthWest;9;12;11;1;183
False;GrabObject;MoveSouthEast;MoveSouthWest;9;12;12;1;184
False;MoveWest;MoveSouthEast;MoveSouthEast;9;12;12;1;185
False;MoveWest;MoveSouthEast;MoveSouthEast;9;12;12;1;186
False;MoveWest;MoveSouthEast;MoveSouthEast;9;12;12;1;187
False;MoveWest;MoveSouthEast;MoveSouthEast;9;12;12;1;188
False;MoveWest;MoveSouthEast;MoveSouthEast;9;12;12;1;189
False;MoveWest;MoveSouthEast;MoveSouthEast;9;12;12;1;190
False;DropObject;MoveEast;MoveSouth;9;12;12;1;191
False;DropObject;MoveEast;MoveSouth;10;12;12;1;192
False;MoveNorthEast;MoveEast;MoveSouth;10;12;12;1;193
False;MoveNorthEast;MoveEast;MoveSouth;11;12;12;1;194
False;MoveNorthEast;MoveEast;MoveSouth;11;12;12;1;195
False;MoveNorthEast;MoveEast;MoveSouth;11;12;12;1;196
False;MoveEast;MoveEast;MoveSouth;11;12;12;1;197
False;MoveEast;MoveEast;MoveSouth;11;12;12;1;198
False;MoveEast;MoveEast;MoveSouth;11;12;12;1;199
False;MoveEast;MoveEast;MoveSouth;11;12;12;1;200
False;MoveEast;MoveEast;MoveSouth;11;12;12;1;201
False;MoveEast;MoveEast;MoveSouth;11;12;12;1;202
False;MoveEast;MoveSouthEast;MoveSouth;11;12;12;1;203
False;MoveEast;MoveSouthEast;MoveSouth;11;12;12;1;204
False;MoveEast;MoveSouth;MoveSouth;11;12;12;1;205
False;MoveEast;MoveSouth;MoveSouth;11;12;12;1;206
False;MoveEast;MoveSouth;MoveSouth;11;12;12;1;207
False;MoveEast;MoveSouth;MoveSouth;11;12;12;1;208
False;MoveNorthEast;MoveSouth;MoveSouthWest;11;12;12;1;209
False;MoveNorthEast;MoveSouth;MoveSouthWest;11;12;12;1;210
False;MoveNorth;MoveSouth;MoveWest;11;12;12;1;211
False;MoveNorth;MoveSouth;MoveWest;11;12;12;1;212
False;MoveNorth;MoveSouth;MoveWest;11;12;12;1;213
False;MoveNorth;MoveSouth;MoveWest;11;12;12;1;214
False;MoveNorth;MoveSouth;OpenDoorAction;11;12;12;1;215
False;MoveNorth;MoveSouth;OpenDoorAction;11;12;13;1;216
False;MoveNorthWest;MoveSouth;MoveNorth;11;12;13;1;217
False;MoveNorthWest;MoveSouth;MoveNorth;11;12;14;1;218
False;MoveWest;MoveSouth;MoveNorthWest;11;12;14;1;219
False;MoveWest;MoveSouth;MoveNorthWest;11;12;14;1;220
False;MoveWest;MoveSouth;MoveNorthWest;11;12;14;1;221
False;MoveWest;MoveSouth;MoveNorthWest;11;12;14;1;222
False;MoveWest;MoveSouthWest;MoveSouth;11;12;14;1;223
False;MoveWest;MoveSouthWest;MoveSouth;11;12;14;1;224
False;MoveWest;MoveWest;MoveNorthEast;11;12;14;1;225
False;MoveWest;MoveWest;MoveNorthEast;11;12;14;1;226
False;MoveWest;MoveSouthWest;MoveSouth;11;12;14;1;227
False;MoveWest;MoveSouthWest;MoveSouth;11;12;14;1;228
False;MoveWest;MoveWest;MoveNorthEast;11;12;14;1;229
False;MoveWest;MoveWest;MoveNorthEast;11;12;14;1;230
False;MoveNorthWest;MoveWest;MoveSouth;11;12;14;1;231
False;MoveNorthWest;MoveWest;MoveSouth;11;12;14;1;232
False;MoveWest;MoveSouthWest;MoveNorthEast;11;12;14;1;233
False;MoveWest;MoveSouthWest;MoveNorthEast;11;12;14;1;234
False;OpenDoorAction;DropObject;MoveSouth;11;12;14;1;235
False;OpenDoorAction;DropObject;MoveSouth;12;13;14;1;236
False;MoveNorth;MoveWest;MoveSouthWest;12;13;14;1;237
False;MoveNorth;MoveWest;MoveSouthWest;13;14;15;1;238
False;MoveNorthWest;MoveWest;MoveSouthWest;13;14;15;1;239
False;MoveNorthWest;MoveWest;MoveSouthWest;13;14;15;1;240
False;MoveNorthWest;MoveWest;MoveWest;13;14;15;1;241
False;MoveNorthWest;MoveWest;MoveWest;13;14;15;1;242
False;GrabObject;MoveWest;MoveWest;13;14;15;1;243
False;GrabObject;MoveWest;MoveWest;13;14;15;1;244
False;MoveSouthEast;MoveWest;MoveWest;13;14;15;1;245
False;MoveSouthEast;MoveWest;MoveWest;13;14;15;1;246
False;MoveSouthEast;MoveNorthWest;MoveWest;13;14;15;1;247
False;MoveSouthEast;MoveNorthWest;MoveWest;13;14;15;1;248
False;MoveSouthEast;MoveWest;MoveWest;13;14;15;1;249
False;MoveSouthEast;MoveWest;MoveWest;13;14;15;1;250
False;MoveSouthEast;MoveNorthWest;OpenDoorAction;13;14;15;1;251
False;MoveSouthEast;MoveNorthWest;OpenDoorAction;13;14;16;1;252
False;MoveEast;MoveWest;MoveNorth;13;14;16;1;253
False;MoveEast;MoveWest;MoveNorth;13;14;17;1;254
False;MoveEast;OpenDoorAction;MoveNorthWest;13;14;17;1;255
False;MoveEast;OpenDoorAction;MoveNorthWest;13;15;17;1;256
False;MoveEast;MoveNorth;MoveNorthWest;13;15;17;1;257
False;MoveEast;MoveNorth;MoveNorthWest;13;16;17;1;258
False;MoveEast;MoveNorthWest;MoveSouth;13;16;17;1;259
False;MoveEast;MoveNorthWest;MoveSouth;13;16;17;1;260
False;MoveEast;MoveNorthWest;MoveNorthEast;13;16;17;1;261
False;MoveEast;MoveNorthWest;MoveNorthEast;13;16;17;1;262
False;MoveEast;MoveSouth;MoveSouth;13;16;17;1;263
False;MoveEast;MoveSouth;MoveSouth;13;16;17;1;264
False;MoveSouthEast;MoveNorthEast;MoveNorthEast;13;16;17;1;265
False;MoveSouthEast;MoveNorthEast;MoveNorthEast;13;16;17;1;266
False;MoveSouth;MoveSouth;MoveSouth;13;16;17;1;267
False;MoveSouth;MoveSouth;MoveSouth;13;16;17;1;268
False;MoveSouth;MoveNorthEast;MoveNorthEast;13;16;17;1;269
False;MoveSouth;MoveNorthEast;MoveNorthEast;13;16;17;1;270
False;MoveSouth;MoveSouth;MoveSouth;13;16;17;1;271
False;MoveSouth;MoveSouth;MoveSouth;13;16;17;1;272
False;MoveSouthWest;MoveNorthEast;MoveSouthWest;13;16;17;1;273
False;MoveSouthWest;MoveNorthEast;MoveSouthWest;13;16;18;1;274
False;MoveWest;MoveSouth;MoveSouthEast;13;16;18;1;275
False;MoveWest;MoveSouth;MoveSouthEast;13;16;18;1;276
False;MoveWest;MoveSouthWest;MoveEast;13;16;18;1;277
False;MoveWest;MoveSouthWest;MoveEast;13;17;18;1;278
False;MoveWest;MoveSouth;MoveEast;13;17;18;1;279
False;MoveWest;MoveSouth;MoveEast;13;17;18;1;280
False;MoveWest;OpenDoorAction;MoveEast;13;17;18;1;281
False;MoveWest;OpenDoorAction;MoveEast;13;18;18;1;282
False;MoveWest;MoveNorth;MoveEast;13;18;18;1;283
False;MoveWest;MoveNorth;MoveEast;13;19;18;1;284
False;MoveWest;MoveNorthWest;MoveEast;13;19;18;1;285
False;MoveWest;MoveNorthWest;MoveEast;13;19;18;1;286
False;MoveWest;MoveNorthWest;MoveEast;13;19;18;1;287
False;MoveWest;MoveNorthWest;MoveEast;13;19;18;1;288
False;MoveSouthWest;MoveSouth;MoveEast;13;19;18;1;289
False;MoveSouthWest;MoveSouth;MoveEast;13;19;18;1;290
False;DropObject;MoveNorthEast;MoveNorthEast;13;19;18;1;291
True;DropObject;MoveNorthEast;MoveNorthEast;14;19;18;1;292
