done;baseagent0_acts;baseagent1_acts;baseagent2_acts;baseagent3_acts;baseagent0_mssg;baseagent1_mssg;baseagent2_mssg;baseagent3_mssg;world_nr;tick_nr
False;MoveSouthEast;MoveNorthWest;MoveSouthEast;MoveSouth;4;3;5;4;1;49
False;MoveSouthEast;MoveNorthWest;MoveSouthEast;MoveSouth;4;3;5;4;1;50
False;MoveSouthEast;GrabObject;MoveSouthEast;MoveSouth;4;3;5;4;1;51
False;MoveSouthEast;GrabObject;MoveSouthEast;MoveSouth;4;4;5;4;1;52
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveSouth;4;4;5;4;1;53
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveSouth;4;4;5;4;1;54
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;4;4;5;4;1;55
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;4;4;5;4;1;56
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;4;4;5;4;1;57
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;4;4;5;4;1;58
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;4;4;5;4;1;59
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;4;4;5;4;1;60
False;MoveEast;MoveSouth;MoveEast;MoveSouthEast;4;4;5;4;1;61
False;MoveEast;MoveSouth;MoveEast;MoveSouthEast;4;4;5;4;1;62
False;MoveEast;MoveSouth;MoveEast;MoveEast;4;4;5;4;1;63
False;MoveEast;MoveSouth;MoveEast;MoveEast;4;4;5;4;1;64
False;MoveEast;MoveSouth;MoveEast;MoveEast;4;4;5;4;1;65
False;MoveEast;MoveSouth;MoveEast;MoveEast;4;4;5;4;1;66
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveEast;4;4;5;4;1;67
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveEast;4;4;5;4;1;68
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;4;4;5;4;1;69
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;4;4;5;4;1;70
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;4;4;5;4;1;71
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;4;4;5;4;1;72
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;4;4;5;4;1;73
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;4;4;5;4;1;74
False;MoveSouth;MoveSouth;MoveSouthWest;MoveEast;4;4;5;4;1;75
False;MoveSouth;MoveSouth;MoveSouthWest;MoveEast;4;4;5;4;1;76
False;MoveSouth;MoveSouth;MoveWest;MoveEast;4;4;5;4;1;77
False;MoveSouth;MoveSouth;MoveWest;MoveEast;4;4;5;4;1;78
False;MoveSouth;MoveSouthWest;MoveWest;MoveSouthEast;4;4;5;4;1;79
False;MoveSouth;MoveSouthWest;MoveWest;MoveSouthEast;4;4;5;4;1;80
False;MoveSouth;MoveWest;MoveWest;DropObject;4;4;5;4;1;81
False;MoveSouth;MoveWest;MoveWest;DropObject;4;4;5;5;1;82
False;MoveSouth;MoveWest;MoveWest;MoveNorthEast;4;4;5;5;1;83
False;MoveSouth;MoveWest;MoveWest;MoveNorthEast;4;4;5;6;1;84
False;MoveSouth;MoveSouthWest;MoveWest;MoveNorthEast;4;4;5;6;1;85
False;MoveSouth;MoveSouthWest;MoveWest;MoveNorthEast;4;4;5;6;1;86
False;MoveSouthWest;MoveWest;MoveWest;MoveNorthEast;4;4;5;6;1;87
False;MoveSouthWest;MoveWest;MoveWest;MoveNorthEast;4;4;5;6;1;88
False;MoveWest;MoveSouthWest;MoveWest;MoveEast;4;4;5;6;1;89
False;MoveWest;MoveSouthWest;MoveWest;MoveEast;4;4;5;6;1;90
False;MoveWest;MoveWest;MoveWest;MoveEast;4;4;5;6;1;91
False;MoveWest;MoveWest;MoveWest;MoveEast;4;4;5;6;1;92
False;MoveWest;MoveWest;OpenDoorAction;MoveEast;4;4;5;6;1;93
False;MoveWest;MoveWest;OpenDoorAction;MoveEast;4;4;6;6;1;94
False;MoveWest;MoveSouthWest;MoveNorth;MoveEast;4;4;6;6;1;95
False;MoveWest;MoveSouthWest;MoveNorth;MoveEast;4;4;7;6;1;96
False;MoveSouthWest;DropObject;MoveNorthWest;MoveEast;4;4;7;6;1;97
False;MoveSouthWest;DropObject;MoveNorthWest;MoveEast;4;5;7;6;1;98
False;DropObject;MoveNorthWest;MoveNorthWest;MoveNorthEast;4;5;7;6;1;99
False;DropObject;MoveNorthWest;MoveNorthWest;MoveNorthEast;5;6;7;6;1;100
False;MoveNorthWest;MoveWest;GrabObject;MoveNorth;5;6;7;6;1;101
False;MoveNorthWest;MoveWest;GrabObject;MoveNorth;6;6;8;6;1;102
False;MoveWest;MoveNorthWest;MoveSouthEast;MoveNorth;6;6;8;6;1;103
False;MoveWest;MoveNorthWest;MoveSouthEast;MoveNorth;6;6;8;6;1;104
False;MoveWest;MoveWest;MoveSouthEast;MoveNorth;6;6;8;6;1;105
False;MoveWest;MoveWest;MoveSouthEast;MoveNorth;6;6;8;6;1;106
False;MoveWest;MoveNorthWest;MoveSouthEast;MoveNorthWest;6;6;8;6;1;107
False;MoveWest;MoveNorthWest;MoveSouthEast;MoveNorthWest;6;6;8;6;1;108
False;MoveWest;MoveWest;MoveSouthEast;MoveNorthWest;6;6;8;6;1;109
False;MoveWest;MoveWest;MoveSouthEast;MoveNorthWest;6;6;8;6;1;110
False;MoveWest;OpenDoorAction;MoveEast;MoveWest;6;6;8;6;1;111
False;MoveWest;OpenDoorAction;MoveEast;MoveWest;6;7;8;6;1;112
False;MoveWest;MoveNorth;MoveEast;OpenDoorAction;6;7;8;6;1;113
False;MoveWest;MoveNorth;MoveEast;OpenDoorAction;6;8;8;7;1;114
False;MoveWest;MoveNorthWest;MoveEast;MoveNorth;6;8;8;7;1;115
False;MoveWest;MoveNorthWest;MoveEast;MoveNorth;6;8;8;8;1;116
False;MoveWest;MoveNorthWest;MoveEast;GrabObject;6;8;8;8;1;117
False;MoveWest;MoveNorthWest;MoveEast;GrabObject;6;8;8;9;1;118
False;MoveWest;MoveSouth;MoveEast;MoveSouthEast;6;8;8;9;1;119
False;MoveWest;MoveSouth;MoveEast;MoveSouthEast;6;8;8;9;1;120
False;MoveWest;MoveNorthEast;MoveEast;MoveSouthEast;6;8;8;9;1;121
False;MoveWest;MoveNorthEast;MoveEast;MoveSouthEast;6;8;8;9;1;122
False;MoveWest;MoveSouth;MoveSouthEast;MoveSouthEast;6;8;8;9;1;123
False;MoveWest;MoveSouth;MoveSouthEast;MoveSouthEast;6;8;8;9;1;124
False;MoveNorthWest;MoveNorthEast;MoveSouth;MoveSouth;6;8;8;9;1;125
False;MoveNorthWest;MoveNorthEast;MoveSouth;MoveSouth;6;8;8;9;1;126
False;MoveNorth;MoveSouth;MoveSouth;MoveSouth;6;8;8;9;1;127
False;MoveNorth;MoveSouth;MoveSouth;MoveSouth;6;8;8;9;1;128
False;MoveNorth;MoveNorthEast;MoveSouth;MoveSouth;6;8;8;9;1;129
False;MoveNorth;MoveNorthEast;MoveSouth;MoveSouth;6;8;8;9;1;130
False;MoveNorth;MoveSouth;MoveSouthWest;MoveSouthWest;6;8;8;9;1;131
False;MoveNorth;MoveSouth;MoveSouthWest;MoveSouthWest;6;8;8;9;1;132
False;MoveNorthEast;MoveSouthWest;MoveWest;MoveWest;6;8;8;9;1;133
False;MoveNorthEast;MoveSouthWest;MoveWest;MoveWest;6;9;8;9;1;134
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;6;9;8;9;1;135
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;6;9;8;9;1;136
False;MoveNorthEast;MoveWest;MoveWest;MoveWest;6;9;8;9;1;137
False;MoveNorthEast;MoveWest;MoveWest;MoveWest;6;9;8;9;1;138
False;MoveEast;MoveWest;MoveWest;MoveWest;6;9;8;9;1;139
False;MoveEast;MoveWest;MoveWest;MoveWest;6;9;8;9;1;140
False;OpenDoorAction;MoveNorthWest;MoveSouthWest;MoveSouthWest;6;9;8;9;1;141
False;OpenDoorAction;MoveNorthWest;MoveSouthWest;MoveSouthWest;7;9;8;9;1;142
False;MoveNorth;MoveNorth;DropObject;DropObject;7;9;8;9;1;143
False;MoveNorth;MoveNorth;DropObject;DropObject;8;9;9;10;1;144
False;MoveNorthWest;MoveNorth;MoveEast;MoveEast;8;9;9;10;1;145
False;MoveNorthWest;MoveNorth;MoveEast;MoveEast;8;9;10;11;1;146
False;GrabObject;MoveNorth;MoveNorthEast;MoveNorthEast;8;9;10;11;1;147
False;GrabObject;MoveNorth;MoveNorthEast;MoveNorthEast;9;9;10;11;1;148
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveEast;9;9;10;11;1;149
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveEast;9;9;10;11;1;150
False;MoveSouthWest;MoveEast;OpenDoorAction;OpenDoorAction;9;9;10;11;1;151
False;MoveSouthWest;MoveEast;OpenDoorAction;OpenDoorAction;9;9;11;12;1;152
False;MoveSouthWest;MoveNorthEast;MoveNorth;MoveNorth;9;9;11;12;1;153
False;MoveSouthWest;MoveNorthEast;MoveNorth;MoveNorth;9;9;12;13;1;154
False;MoveWest;MoveEast;MoveNorthWest;MoveNorthWest;9;9;12;13;1;155
False;MoveWest;MoveEast;MoveNorthWest;MoveNorthWest;9;9;12;13;1;156
False;MoveSouthWest;OpenDoorAction;MoveNorthWest;MoveNorthWest;9;9;12;13;1;157
False;MoveSouthWest;OpenDoorAction;MoveNorthWest;MoveNorthWest;9;10;12;13;1;158
False;MoveSouth;MoveNorth;MoveSouth;MoveSouth;9;10;12;13;1;159
False;MoveSouth;MoveNorth;MoveSouth;MoveSouth;9;11;12;13;1;160
False;MoveSouth;MoveNorthWest;MoveNorthEast;MoveNorthEast;9;11;12;13;1;161
False;MoveSouth;MoveNorthWest;MoveNorthEast;MoveNorthEast;9;11;12;13;1;162
False;MoveSouth;MoveNorthWest;MoveSouth;MoveSouth;9;11;12;13;1;163
False;MoveSouth;MoveNorthWest;MoveSouth;MoveSouth;9;11;12;13;1;164
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveNorthEast;9;11;12;13;1;165
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveNorthEast;9;11;12;13;1;166
False;MoveEast;MoveNorthEast;GrabObject;GrabObject;9;11;12;13;1;167
False;MoveEast;MoveNorthEast;GrabObject;GrabObject;9;11;13;14;1;168
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;9;11;13;14;1;169
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;9;11;13;15;1;170
False;MoveEast;MoveNorthEast;MoveSouth;MoveSouth;9;11;13;15;1;171
False;MoveEast;MoveNorthEast;MoveSouth;MoveSouth;9;11;13;15;1;172
False;MoveEast;MoveSouth;MoveSouthWest;MoveSouthWest;9;11;13;15;1;173
False;MoveEast;MoveSouth;MoveSouthWest;MoveSouthWest;9;11;13;15;1;174
False;MoveEast;MoveNorthEast;MoveWest;MoveWest;9;11;13;15;1;175
False;MoveEast;MoveNorthEast;MoveWest;MoveWest;9;11;13;15;1;176
False;MoveSouthEast;MoveSouth;MoveSouthWest;MoveWest;9;11;13;15;1;177
False;MoveSouthEast;MoveSouth;MoveSouthWest;MoveWest;9;11;13;15;1;178
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;9;11;13;15;1;179
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;9;12;13;15;1;180
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;9;12;13;15;1;181
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;9;12;13;15;1;182
False;MoveSouthEast;MoveSouthWest;MoveSouthWest;MoveWest;9;12;13;15;1;183
False;MoveSouthEast;MoveSouthWest;MoveSouthWest;MoveWest;9;12;13;15;1;184
False;DropObject;MoveWest;DropObject;OpenDoorAction;9;12;13;15;1;185
False;DropObject;MoveWest;DropObject;OpenDoorAction;10;12;14;16;1;186
False;MoveEast;MoveSouthWest;MoveNorth;MoveNorth;10;12;14;16;1;187
False;MoveEast;MoveSouthWest;MoveNorth;MoveNorth;11;12;15;17;1;188
False;MoveEast;MoveSouth;MoveNorth;MoveNorthWest;11;12;15;17;1;189
False;MoveEast;MoveSouth;MoveNorth;MoveNorthWest;11;12;15;17;1;190
False;MoveNorthEast;MoveSouth;OpenDoorAction;MoveNorthWest;11;12;15;17;1;191
False;MoveNorthEast;MoveSouth;OpenDoorAction;MoveNorthWest;11;12;16;17;1;192
False;MoveEast;MoveSouth;MoveNorth;MoveSouth;11;12;16;17;1;193
False;MoveEast;MoveSouth;MoveNorth;MoveSouth;11;12;17;17;1;194
False;MoveNorthEast;MoveSouthEast;MoveNorthWest;MoveNorthEast;11;12;17;17;1;195
False;MoveNorthEast;MoveSouthEast;MoveNorthWest;MoveNorthEast;11;12;17;17;1;196
False;MoveEast;MoveEast;MoveNorthWest;MoveSouth;11;12;17;17;1;197
False;MoveEast;MoveEast;MoveNorthWest;MoveSouth;11;12;17;17;1;198
False;OpenDoorAction;MoveEast;MoveSouth;MoveNorthEast;11;12;17;17;1;199
False;OpenDoorAction;MoveEast;MoveSouth;MoveNorthEast;12;12;17;17;1;200
False;MoveNorth;MoveEast;MoveNorthEast;MoveSouth;12;12;17;17;1;201
False;MoveNorth;MoveEast;MoveNorthEast;MoveSouth;13;12;17;17;1;202
False;MoveNorthWest;MoveEast;MoveSouth;MoveNorthEast;13;12;17;17;1;203
False;MoveNorthWest;MoveEast;MoveSouth;MoveNorthEast;13;12;17;17;1;204
False;MoveNorthWest;MoveEast;MoveNorthEast;MoveSouth;13;12;17;17;1;205
False;MoveNorthWest;MoveEast;MoveNorthEast;MoveSouth;13;12;17;17;1;206
False;MoveSouth;MoveEast;MoveSouth;MoveSouthWest;13;12;17;17;1;207
False;MoveSouth;MoveEast;MoveSouth;MoveSouthWest;13;12;17;18;1;208
False;MoveNorthEast;MoveEast;MoveNorthEast;MoveSouthWest;13;12;17;18;1;209
False;MoveNorthEast;MoveEast;MoveNorthEast;MoveSouthWest;13;12;17;18;1;210
False;MoveSouth;MoveEast;MoveSouth;MoveWest;13;12;17;18;1;211
False;MoveSouth;MoveEast;MoveSouth;MoveWest;13;12;17;18;1;212
False;MoveNorthEast;MoveEast;MoveSouthWest;MoveWest;13;12;17;18;1;213
False;MoveNorthEast;MoveEast;MoveSouthWest;MoveWest;13;12;18;18;1;214
False;MoveSouth;OpenDoorAction;MoveSouthEast;MoveWest;13;12;18;18;1;215
False;MoveSouth;OpenDoorAction;MoveSouthEast;MoveWest;13;13;18;18;1;216
False;MoveNorthEast;MoveNorth;MoveEast;MoveWest;13;13;18;18;1;217
False;MoveNorthEast;MoveNorth;MoveEast;MoveWest;13;14;18;18;1;218
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;13;14;18;18;1;219
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;13;14;18;18;1;220
False;MoveSouthWest;MoveNorthWest;MoveEast;MoveWest;13;14;18;18;1;221
False;MoveSouthWest;MoveNorthWest;MoveEast;MoveWest;14;14;18;18;1;222
False;MoveSouthEast;MoveSouth;MoveEast;MoveWest;14;14;18;18;1;223
False;MoveSouthEast;MoveSouth;MoveEast;MoveWest;14;14;18;18;1;224
False;MoveEast;MoveNorthEast;MoveEast;MoveWest;14;14;18;18;1;225
False;MoveEast;MoveNorthEast;MoveEast;MoveWest;14;14;18;18;1;226
False;MoveNorthEast;MoveSouth;MoveEast;MoveNorthWest;14;14;18;18;1;227
False;MoveNorthEast;MoveSouth;MoveEast;MoveNorthWest;14;14;18;18;1;228
False;MoveNorth;MoveNorthEast;MoveEast;MoveNorth;14;14;18;18;1;229
False;MoveNorth;MoveNorthEast;MoveEast;MoveNorth;14;14;18;18;1;230
False;MoveNorth;MoveSouth;MoveNorthEast;MoveNorth;14;14;18;18;1;231
False;MoveNorth;MoveSouth;MoveNorthEast;MoveNorth;14;14;18;18;1;232
False;MoveNorth;MoveNorthEast;MoveNorth;MoveNorth;14;14;18;18;1;233
False;MoveNorth;MoveNorthEast;MoveNorth;MoveNorth;14;14;18;18;1;234
False;MoveNorth;MoveSouth;MoveNorth;MoveNorthEast;14;14;18;18;1;235
False;MoveNorth;MoveSouth;MoveNorth;MoveNorthEast;14;14;18;18;1;236
False;MoveNorth;MoveSouthWest;MoveNorth;MoveEast;14;14;18;18;1;237
False;MoveNorth;MoveSouthWest;MoveNorth;MoveEast;14;15;18;18;1;238
False;MoveNorth;MoveSouthEast;MoveNorthWest;MoveNorthEast;14;15;18;18;1;239
False;MoveNorth;MoveSouthEast;MoveNorthWest;MoveNorthEast;14;15;18;18;1;240
False;MoveNorth;MoveEast;MoveNorthWest;MoveEast;14;15;18;18;1;241
False;MoveNorth;MoveEast;MoveNorthWest;MoveEast;14;15;18;18;1;242
False;MoveNorth;MoveEast;MoveWest;OpenDoorAction;14;15;18;18;1;243
False;MoveNorth;MoveEast;MoveWest;OpenDoorAction;14;15;18;19;1;244
False;MoveNorth;MoveEast;OpenDoorAction;MoveNorth;14;15;18;19;1;245
False;MoveNorth;MoveEast;OpenDoorAction;MoveNorth;14;15;19;20;1;246
False;MoveNorthWest;MoveEast;MoveNorth;MoveNorthWest;14;15;19;20;1;247
False;MoveNorthWest;MoveEast;MoveNorth;MoveNorthWest;14;15;20;20;1;248
False;MoveNorthWest;MoveEast;MoveNorthWest;MoveNorthWest;14;15;20;20;1;249
False;MoveNorthWest;MoveEast;MoveNorthWest;MoveNorthWest;14;15;20;20;1;250
False;MoveWest;MoveEast;MoveNorthWest;MoveSouth;14;15;20;20;1;251
False;MoveWest;MoveEast;MoveNorthWest;MoveSouth;14;15;20;20;1;252
False;OpenDoorAction;MoveEast;MoveSouth;MoveNorthEast;14;15;20;20;1;253
False;OpenDoorAction;MoveEast;MoveSouth;MoveNorthEast;15;15;20;20;1;254
False;MoveNorth;MoveNorthEast;MoveNorthEast;MoveSouth;15;15;20;20;1;255
False;MoveNorth;MoveNorthEast;MoveNorthEast;MoveSouth;16;15;20;20;1;256
False;MoveNorthWest;MoveNorth;MoveSouth;MoveNorthEast;16;15;20;20;1;257
False;MoveNorthWest;MoveNorth;MoveSouth;MoveNorthEast;16;15;20;20;1;258
False;MoveNorthWest;MoveNorth;MoveNorthEast;MoveSouth;16;15;20;20;1;259
False;MoveNorthWest;MoveNorth;MoveNorthEast;MoveSouth;16;15;20;20;1;260
False;MoveSouth;MoveNorth;MoveSouth;MoveNorthEast;16;15;20;20;1;261
False;MoveSouth;MoveNorth;MoveSouth;MoveNorthEast;16;15;20;20;1;262
False;MoveNorthEast;MoveNorth;MoveNorthEast;MoveSouth;16;15;20;20;1;263
False;MoveNorthEast;MoveNorth;MoveNorthEast;MoveSouth;16;15;20;20;1;264
False;MoveSouth;MoveNorth;MoveSouth;MoveSouthWest;16;15;20;20;1;265
False;MoveSouth;MoveNorth;MoveSouth;MoveSouthWest;16;15;20;21;1;266
False;MoveNorthEast;MoveNorth;MoveSouthWest;MoveSouthWest;16;15;20;21;1;267
False;MoveNorthEast;MoveNorth;MoveSouthWest;MoveSouthWest;16;15;21;21;1;268
False;MoveSouth;MoveNorth;MoveSouthWest;MoveWest;16;15;21;21;1;269
False;MoveSouth;MoveNorth;MoveSouthWest;MoveWest;16;15;21;21;1;270
False;MoveNorthEast;MoveNorth;MoveWest;MoveWest;16;15;21;21;1;271
False;MoveNorthEast;MoveNorth;MoveWest;MoveWest;16;15;21;21;1;272
False;MoveSouth;MoveNorth;MoveWest;MoveNorthWest;16;15;21;21;1;273
False;MoveSouth;MoveNorth;MoveWest;MoveNorthWest;16;15;21;21;1;274
False;MoveSouthWest;MoveNorthWest;MoveWest;MoveNorth;16;15;21;21;1;275
False;MoveSouthWest;MoveNorthWest;MoveWest;MoveNorth;17;15;21;21;1;276
False;MoveSouthEast;MoveWest;MoveWest;MoveNorth;17;15;21;21;1;277
False;MoveSouthEast;MoveWest;MoveWest;MoveNorth;17;15;21;21;1;278
False;MoveSouthEast;MoveWest;MoveWest;MoveNorth;17;15;21;21;1;279
False;MoveSouthEast;MoveWest;MoveWest;MoveNorth;17;15;21;21;1;280
False;MoveSouthEast;MoveWest;MoveWest;MoveNorthEast;17;15;21;21;1;281
False;MoveSouthEast;MoveWest;MoveWest;MoveNorthEast;17;15;21;21;1;282
False;MoveSouth;MoveWest;MoveWest;MoveEast;17;15;21;21;1;283
False;MoveSouth;MoveWest;MoveWest;MoveEast;17;15;21;21;1;284
False;MoveSouth;MoveWest;MoveWest;MoveEast;17;15;21;21;1;285
False;MoveSouth;MoveWest;MoveWest;MoveEast;17;15;21;21;1;286
False;MoveSouth;MoveWest;MoveWest;MoveEast;17;15;21;21;1;287
False;MoveSouth;MoveWest;MoveWest;MoveEast;17;15;21;21;1;288
False;MoveSouthWest;MoveNorthWest;MoveWest;MoveEast;17;15;21;21;1;289
False;MoveSouthWest;MoveNorthWest;MoveWest;MoveEast;17;15;21;21;1;290
False;MoveWest;MoveWest;MoveWest;MoveEast;17;15;21;21;1;291
False;MoveWest;MoveWest;MoveWest;MoveEast;17;15;21;21;1;292
False;MoveWest;OpenDoorAction;OpenDoorAction;MoveEast;17;15;21;21;1;293
False;MoveWest;OpenDoorAction;OpenDoorAction;MoveEast;17;16;22;21;1;294
False;OpenDoorAction;MoveNorth;MoveNorth;MoveEast;17;16;22;21;1;295
False;OpenDoorAction;MoveNorth;MoveNorth;MoveEast;18;17;23;21;1;296
False;MoveNorth;MoveNorthWest;MoveNorthWest;MoveNorthEast;18;17;23;21;1;297
False;MoveNorth;MoveNorthWest;MoveNorthWest;MoveNorthEast;19;17;23;21;1;298
False;MoveNorthWest;MoveNorthWest;MoveNorthWest;MoveEast;19;17;23;21;1;299
False;MoveNorthWest;MoveNorthWest;MoveNorthWest;MoveEast;19;17;23;21;1;300
False;MoveNorthWest;MoveSouth;MoveSouth;OpenDoorAction;19;17;23;21;1;301
False;MoveNorthWest;MoveSouth;MoveSouth;OpenDoorAction;19;17;23;22;1;302
False;MoveSouth;MoveNorthEast;MoveNorthEast;MoveNorth;19;17;23;22;1;303
False;MoveSouth;MoveNorthEast;MoveNorthEast;MoveNorth;19;17;23;23;1;304
False;MoveNorthEast;MoveSouth;MoveSouth;MoveNorthWest;19;17;23;23;1;305
False;MoveNorthEast;MoveSouth;MoveSouth;MoveNorthWest;19;17;23;23;1;306
False;MoveSouth;MoveNorthEast;MoveNorthEast;MoveNorthWest;19;17;23;23;1;307
False;MoveSouth;MoveNorthEast;MoveNorthEast;MoveNorthWest;19;17;23;23;1;308
False;MoveNorthEast;MoveSouth;MoveSouth;MoveSouth;19;17;23;23;1;309
False;MoveNorthEast;MoveSouth;MoveSouth;MoveSouth;19;17;23;23;1;310
False;MoveSouth;MoveNorthEast;MoveNorthEast;MoveNorthEast;19;17;23;23;1;311
False;MoveSouth;MoveNorthEast;MoveNorthEast;MoveNorthEast;19;17;23;23;1;312
False;MoveNorthEast;MoveSouth;MoveSouth;MoveSouth;19;17;23;23;1;313
False;MoveNorthEast;MoveSouth;MoveSouth;MoveSouth;19;17;23;23;1;314
False;MoveSouth;MoveSouthWest;MoveSouthWest;MoveNorthEast;19;17;23;23;1;315
False;MoveSouth;MoveSouthWest;MoveSouthWest;MoveNorthEast;19;18;24;23;1;316
False;MoveSouthWest;MoveSouthEast;MoveSouthEast;MoveSouth;19;18;24;23;1;317
