done;baseagent_acts;baseagent1_acts;baseagent2_acts;baseagent3_acts;baseagent_mssg;baseagent1_mssg;baseagent2_mssg;baseagent3_mssg;world_nr;tick_nr
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;24
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;25
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;26
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;27
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;28
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;29
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;30
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;31
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;1;1;1;1;1;32
False;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;1;1;1;1;1;33
False;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;1;1;1;2;1;34
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;1;1;1;2;1;35
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;1;1;1;3;1;36
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveNorthWest;1;1;1;3;1;37
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveNorthWest;1;1;1;3;1;38
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;1;1;1;3;1;39
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;1;1;1;3;1;40
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;3;1;41
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;3;1;42
False;MoveEast;MoveEast;MoveEast;MoveNorthEast;1;1;1;3;1;43
False;MoveEast;MoveEast;MoveEast;MoveNorthEast;1;1;1;3;1;44
False;OpenDoorAction;MoveEast;MoveEast;GrabObject;1;1;1;3;1;45
False;OpenDoorAction;MoveEast;MoveEast;GrabObject;2;1;1;4;1;46
False;MoveNorth;MoveEast;MoveEast;MoveSouth;2;1;1;4;1;47
False;MoveNorth;MoveEast;MoveEast;MoveSouth;3;1;1;4;1;48
False;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;3;1;1;4;1;49
False;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;3;1;1;4;1;50
False;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;3;1;1;4;1;51
False;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;3;1;1;4;1;52
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;3;1;1;4;1;53
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;3;1;1;4;1;54
False;MoveNorthEast;MoveEast;MoveEast;MoveEast;3;1;1;4;1;55
False;MoveNorthEast;MoveEast;MoveEast;MoveEast;3;1;1;4;1;56
False;MoveSouth;OpenDoorAction;MoveEast;MoveEast;3;1;1;4;1;57
False;MoveSouth;OpenDoorAction;MoveEast;MoveEast;3;2;1;4;1;58
False;MoveNorthEast;MoveNorth;MoveEast;MoveEast;3;2;1;4;1;59
False;MoveNorthEast;MoveNorth;MoveEast;MoveEast;3;3;1;4;1;60
False;MoveSouth;MoveNorthWest;MoveEast;MoveEast;3;3;1;4;1;61
False;MoveSouth;MoveNorthWest;MoveEast;MoveEast;3;3;1;4;1;62
False;MoveNorthEast;MoveNorthWest;MoveEast;MoveEast;3;3;1;4;1;63
False;MoveNorthEast;MoveNorthWest;MoveEast;MoveEast;3;3;1;4;1;64
False;MoveSouth;MoveSouth;MoveEast;MoveEast;3;3;1;4;1;65
False;MoveSouth;MoveSouth;MoveEast;MoveEast;3;3;1;4;1;66
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveSouthEast;3;3;1;4;1;67
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveSouthEast;4;3;1;4;1;68
False;MoveSouthWest;MoveSouth;OpenDoorAction;MoveSouth;4;3;1;4;1;69
False;MoveSouthWest;MoveSouth;OpenDoorAction;MoveSouth;4;3;2;4;1;70
False;MoveWest;MoveNorthEast;MoveNorth;MoveSouth;4;3;2;4;1;71
False;MoveWest;MoveNorthEast;MoveNorth;MoveSouth;4;3;3;4;1;72
False;MoveWest;MoveSouth;MoveNorthWest;MoveSouth;4;3;3;4;1;73
False;MoveWest;MoveSouth;MoveNorthWest;MoveSouth;4;3;3;4;1;74
False;MoveNorthWest;MoveNorthEast;MoveNorthWest;MoveSouth;4;3;3;4;1;75
False;MoveNorthWest;MoveNorthEast;MoveNorthWest;MoveSouth;4;3;3;4;1;76
False;MoveNorth;MoveSouth;MoveSouth;MoveSouth;4;3;3;4;1;77
False;MoveNorth;MoveSouth;MoveSouth;MoveSouth;4;3;3;4;1;78
False;MoveNorth;MoveSouthWest;MoveNorthEast;MoveSouth;4;3;3;4;1;79
False;MoveNorth;MoveSouthWest;MoveNorthEast;MoveSouth;4;4;3;4;1;80
False;MoveNorth;MoveSouthWest;MoveSouth;MoveSouth;4;4;3;4;1;81
False;MoveNorth;MoveSouthWest;MoveSouth;MoveSouth;4;4;3;4;1;82
False;MoveNorthEast;MoveWest;MoveNorthEast;MoveSouth;4;4;3;4;1;83
False;MoveNorthEast;MoveWest;MoveNorthEast;MoveSouth;4;4;3;4;1;84
False;MoveEast;MoveWest;GrabObject;MoveSouth;4;4;3;4;1;85
False;MoveEast;MoveWest;GrabObject;MoveSouth;4;4;4;4;1;86
False;MoveNorthEast;MoveWest;MoveSouth;MoveSouthWest;4;4;4;4;1;87
False;MoveNorthEast;MoveWest;MoveSouth;MoveSouthWest;4;4;4;4;1;88
False;MoveEast;MoveWest;MoveSouth;MoveWest;4;4;4;4;1;89
False;MoveEast;MoveWest;MoveSouth;MoveWest;4;4;4;4;1;90
False;OpenDoorAction;MoveWest;MoveSouthWest;MoveWest;4;4;4;4;1;91
False;OpenDoorAction;MoveWest;MoveSouthWest;MoveWest;5;4;4;4;1;92
False;MoveNorth;MoveWest;MoveSouthWest;MoveWest;5;4;4;4;1;93
False;MoveNorth;MoveWest;MoveSouthWest;MoveWest;6;4;4;4;1;94
False;MoveNorthWest;MoveWest;MoveSouthWest;MoveWest;6;4;4;4;1;95
False;MoveNorthWest;MoveWest;MoveSouthWest;MoveWest;6;4;4;4;1;96
False;GrabObject;MoveWest;DropObject;MoveSouthWest;6;4;4;4;1;97
False;GrabObject;MoveWest;DropObject;MoveSouthWest;7;4;5;4;1;98
False;MoveSouthEast;MoveNorthWest;MoveNorthEast;DropObject;7;4;5;4;1;99
False;MoveSouthEast;MoveNorthWest;MoveNorthEast;DropObject;7;4;6;5;1;100
False;MoveSouthWest;MoveNorth;MoveNorthEast;MoveNorthEast;7;4;6;5;1;101
False;MoveSouthWest;MoveNorth;MoveNorthEast;MoveNorthEast;7;4;6;6;1;102
False;MoveSouthWest;MoveNorth;MoveEast;MoveEast;7;4;6;6;1;103
False;MoveSouthWest;MoveNorth;MoveEast;MoveEast;7;4;6;6;1;104
False;MoveWest;MoveNorth;MoveEast;MoveEast;7;4;6;6;1;105
False;MoveWest;MoveNorth;MoveEast;MoveEast;7;4;6;6;1;106
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveEast;7;4;6;6;1;107
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveEast;7;4;6;6;1;108
False;MoveSouth;MoveEast;MoveNorthEast;MoveEast;7;4;6;6;1;109
False;MoveSouth;MoveEast;MoveNorthEast;MoveEast;7;4;6;6;1;110
False;MoveSouth;MoveNorthEast;MoveNorth;MoveNorthEast;7;4;6;6;1;111
False;MoveSouth;MoveNorthEast;MoveNorth;MoveNorthEast;7;4;6;6;1;112
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;7;4;6;6;1;113
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;7;4;6;6;1;114
False;MoveSouthEast;OpenDoorAction;MoveNorth;MoveNorth;7;4;6;6;1;115
False;MoveSouthEast;OpenDoorAction;MoveNorth;MoveNorth;7;5;6;6;1;116
False;MoveEast;MoveNorth;MoveNorth;MoveNorth;7;5;6;6;1;117
False;MoveEast;MoveNorth;MoveNorth;MoveNorth;7;6;6;6;1;118
False;MoveEast;MoveNorthWest;MoveNorth;MoveNorthWest;7;6;6;6;1;119
False;MoveEast;MoveNorthWest;MoveNorth;MoveNorthWest;7;6;6;6;1;120
False;MoveEast;MoveNorthWest;MoveNorth;MoveWest;7;6;6;6;1;121
False;MoveEast;MoveNorthWest;MoveNorth;MoveWest;7;6;6;6;1;122
False;MoveEast;MoveSouth;MoveNorth;MoveWest;7;6;6;6;1;123
False;MoveEast;MoveSouth;MoveNorth;MoveWest;7;6;6;6;1;124
False;MoveEast;MoveNorthEast;MoveNorth;MoveWest;7;6;6;6;1;125
False;MoveEast;MoveNorthEast;MoveNorth;MoveWest;7;6;6;6;1;126
False;MoveEast;MoveSouth;MoveNorth;MoveWest;7;6;6;6;1;127
False;MoveEast;MoveSouth;MoveNorth;MoveWest;7;6;6;6;1;128
False;MoveEast;MoveNorthEast;MoveNorthWest;MoveWest;7;6;6;6;1;129
False;MoveEast;MoveNorthEast;MoveNorthWest;MoveWest;7;6;6;6;1;130
False;MoveEast;MoveSouth;MoveNorthWest;MoveWest;7;6;6;6;1;131
False;MoveEast;MoveSouth;MoveNorthWest;MoveWest;7;6;6;6;1;132
False;MoveSouthEast;MoveNorthEast;MoveWest;MoveNorthWest;7;6;6;6;1;133
False;MoveSouthEast;MoveNorthEast;MoveWest;MoveNorthWest;7;6;6;6;1;134
False;MoveEast;MoveSouth;OpenDoorAction;MoveWest;7;6;6;6;1;135
False;MoveEast;MoveSouth;OpenDoorAction;MoveWest;7;6;7;6;1;136
False;MoveEast;MoveSouthWest;MoveNorth;OpenDoorAction;7;6;7;6;1;137
False;MoveEast;MoveSouthWest;MoveNorth;OpenDoorAction;7;7;8;7;1;138
False;MoveSouthEast;MoveSouthWest;MoveNorthWest;MoveNorth;7;7;8;7;1;139
False;MoveSouthEast;MoveSouthWest;MoveNorthWest;MoveNorth;7;7;8;8;1;140
False;DropObject;MoveWest;GrabObject;MoveNorthWest;7;7;8;8;1;141
False;DropObject;MoveWest;GrabObject;MoveNorthWest;8;7;9;8;1;142
False;MoveNorthWest;MoveWest;MoveSouthEast;MoveNorthWest;8;7;9;8;1;143
False;MoveNorthWest;MoveWest;MoveSouthEast;MoveNorthWest;9;7;9;8;1;144
False;MoveNorthWest;MoveNorthWest;MoveSouthEast;GrabObject;9;7;9;8;1;145
False;MoveNorthWest;MoveNorthWest;MoveSouthEast;GrabObject;9;7;9;9;1;146
False;MoveWest;MoveNorth;MoveSouthEast;MoveSouthEast;9;7;9;9;1;147
False;MoveWest;MoveNorth;MoveSouthEast;MoveSouthEast;9;7;9;9;1;148
False;MoveWest;MoveNorth;MoveSouthEast;MoveSouthEast;9;7;9;9;1;149
False;MoveWest;MoveNorth;MoveSouthEast;MoveSouthEast;9;7;9;9;1;150
False;MoveWest;MoveNorth;MoveSouth;MoveSouthEast;9;7;9;9;1;151
False;MoveWest;MoveNorth;MoveSouth;MoveSouthEast;9;7;9;9;1;152
False;MoveWest;MoveNorthEast;MoveSouth;MoveSouthEast;9;7;9;9;1;153
False;MoveWest;MoveNorthEast;MoveSouth;MoveSouthEast;9;7;9;9;1;154
False;MoveWest;MoveEast;MoveSouth;MoveEast;9;7;9;9;1;155
False;MoveWest;MoveEast;MoveSouth;MoveEast;9;7;9;9;1;156
False;MoveWest;MoveNorthEast;MoveSouth;MoveEast;9;7;9;9;1;157
False;MoveWest;MoveNorthEast;MoveSouth;MoveEast;9;7;9;9;1;158
False;MoveWest;MoveEast;MoveSouth;MoveEast;9;7;9;9;1;159
False;MoveWest;MoveEast;MoveSouth;MoveEast;9;7;9;9;1;160
False;MoveWest;OpenDoorAction;MoveSouth;MoveEast;9;7;9;9;1;161
False;MoveWest;OpenDoorAction;MoveSouth;MoveEast;9;8;9;9;1;162
False;MoveWest;MoveNorth;MoveSouth;MoveEast;9;8;9;9;1;163
False;MoveWest;MoveNorth;MoveSouth;MoveEast;9;9;9;9;1;164
False;MoveWest;MoveNorthWest;MoveSouth;MoveEast;9;9;9;9;1;165
False;MoveWest;MoveNorthWest;MoveSouth;MoveEast;9;9;9;9;1;166
False;MoveNorthWest;MoveNorthWest;MoveSouth;MoveSouthEast;9;9;9;9;1;167
False;MoveNorthWest;MoveNorthWest;MoveSouth;MoveSouthEast;9;9;9;9;1;168
False;MoveNorth;GrabObject;MoveSouthWest;MoveSouth;9;9;9;9;1;169
False;MoveNorth;GrabObject;MoveSouthWest;MoveSouth;9;10;9;9;1;170
False;MoveNorth;MoveSouthEast;MoveWest;MoveSouth;9;10;9;9;1;171
False;MoveNorth;MoveSouthEast;MoveWest;MoveSouth;9;10;9;9;1;172
False;MoveNorth;MoveSouthEast;MoveWest;MoveSouth;9;10;9;9;1;173
False;MoveNorth;MoveSouthEast;MoveWest;MoveSouth;9;10;9;9;1;174
False;MoveNorth;MoveSouthWest;MoveSouthWest;MoveSouthWest;9;10;9;9;1;175
False;MoveNorth;MoveSouthWest;MoveSouthWest;MoveSouthWest;9;10;9;9;1;176
False;MoveNorth;MoveSouthWest;MoveWest;MoveWest;9;10;9;9;1;177
False;MoveNorth;MoveSouthWest;MoveWest;MoveWest;9;10;9;9;1;178
False;MoveNorth;MoveWest;MoveSouthWest;MoveWest;9;10;9;9;1;179
False;MoveNorth;MoveWest;MoveSouthWest;MoveWest;9;10;9;9;1;180
False;MoveNorth;MoveSouthWest;MoveWest;MoveWest;9;10;9;9;1;181
False;MoveNorth;MoveSouthWest;MoveWest;MoveWest;9;10;9;9;1;182
False;MoveNorth;MoveSouth;MoveWest;MoveWest;9;10;9;9;1;183
False;MoveNorth;MoveSouth;MoveWest;MoveWest;9;10;9;9;1;184
False;MoveNorth;MoveSouth;MoveSouthWest;MoveSouthWest;9;10;9;9;1;185
False;MoveNorth;MoveSouth;MoveSouthWest;MoveSouthWest;9;10;9;9;1;186
False;MoveNorthEast;MoveSouth;DropObject;DropObject;9;10;9;9;1;187
False;MoveNorthEast;MoveSouth;DropObject;DropObject;9;10;10;10;1;188
False;MoveEast;MoveSouth;MoveEast;MoveSouth;9;10;10;10;1;189
False;MoveEast;MoveSouth;MoveEast;MoveSouth;9;10;10;10;1;190
False;MoveNorthEast;MoveSouth;MoveNorthEast;GrabObject;9;10;10;10;1;191
False;MoveNorthEast;MoveSouth;MoveNorthEast;GrabObject;9;10;10;10;1;192
False;MoveEast;MoveSouth;MoveEast;MoveWest;9;10;10;10;1;193
False;MoveEast;MoveSouth;MoveEast;MoveWest;9;10;10;10;1;194
False;OpenDoorAction;MoveSouth;GrabObject;MoveWest;9;10;10;10;1;195
False;OpenDoorAction;MoveSouth;GrabObject;MoveWest;10;10;10;10;1;196
False;MoveNorth;MoveSouth;MoveWest;MoveWest;10;10;10;10;1;197
False;MoveNorth;MoveSouth;MoveWest;MoveWest;11;10;10;10;1;198
False;MoveNorthWest;MoveSouth;MoveWest;DropObject;11;10;10;10;1;199
False;MoveNorthWest;MoveSouth;MoveWest;DropObject;11;10;10;11;1;200
False;MoveNorthWest;MoveSouthEast;MoveWest;MoveEast;11;10;10;11;1;201
False;MoveNorthWest;MoveSouthEast;MoveWest;MoveEast;11;10;10;11;1;202
