done;strongagent_acts;strongagent1_acts;blindagent_acts;secondblind_acts;thirdblind_acts;fourthblind_acts;strongagent_mssg;strongagent1_mssg;blindagent_mssg;secondblind_mssg;thirdblind_mssg;fourthblind_mssg;world_nr;tick_nr
False;MoveEast;MoveEast;MoveNorthWest;MoveSouthEast;GrabObject;MoveSouth;1;5;3;4;4;4;1;52
False;MoveEast;MoveEast;GrabObject;MoveSouthEast;MoveSouthEast;MoveSouth;1;5;3;4;4;4;1;53
False;MoveEast;MoveEast;GrabObject;MoveSouthEast;MoveSouthEast;MoveSouth;1;5;4;4;4;4;1;54
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;1;5;4;4;4;4;1;55
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;1;5;4;4;4;4;1;56
False;OpenDoorAction;MoveEast;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;1;5;4;4;4;4;1;57
False;OpenDoorAction;MoveEast;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;2;5;4;4;4;4;1;58
False;MoveNorth;MoveEast;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouthEast;2;5;4;4;4;4;1;59
False;MoveNorth;MoveEast;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouthEast;3;5;4;4;4;4;1;60
False;MoveNorthWest;MoveEast;MoveSouthEast;MoveEast;MoveSouth;MoveEast;3;5;4;4;4;4;1;61
False;MoveNorthWest;MoveEast;MoveSouthEast;MoveEast;MoveSouth;MoveEast;3;5;4;4;4;4;1;62
False;MoveNorthWest;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;3;5;4;4;4;4;1;63
False;MoveNorthWest;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;3;5;4;4;4;4;1;64
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;3;5;4;4;4;4;1;65
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;3;5;4;4;4;4;1;66
False;MoveNorthEast;OpenDoorAction;MoveEast;MoveSouthEast;MoveSouth;MoveEast;3;5;4;4;4;4;1;67
False;MoveNorthEast;OpenDoorAction;MoveEast;MoveSouthEast;MoveSouth;MoveEast;3;6;4;4;4;4;1;68
False;MoveSouth;MoveNorth;MoveEast;MoveSouth;MoveSouth;MoveEast;3;6;4;4;4;4;1;69
False;MoveSouth;MoveNorth;MoveEast;MoveSouth;MoveSouth;MoveEast;3;7;4;4;4;4;1;70
False;MoveNorthEast;GrabObject;MoveEast;MoveSouth;MoveSouth;MoveEast;3;7;4;4;4;4;1;71
False;MoveNorthEast;GrabObject;MoveEast;MoveSouth;MoveSouth;MoveEast;3;8;4;4;4;4;1;72
False;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;MoveSouth;MoveSouthEast;3;8;4;4;4;4;1;73
False;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;MoveSouth;MoveSouthEast;3;8;4;4;4;4;1;74
False;MoveNorthEast;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveEast;3;8;4;4;4;4;1;75
False;MoveNorthEast;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveEast;3;8;4;4;4;4;1;76
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;3;8;4;4;4;4;1;77
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;3;8;4;4;4;4;1;78
False;MoveSouthWest;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveEast;3;8;4;4;4;4;1;79
False;MoveSouthWest;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveEast;4;8;4;4;4;4;1;80
False;MoveSouthWest;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveEast;4;8;4;4;4;4;1;81
False;MoveSouthWest;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveEast;4;8;4;4;4;4;1;82
False;MoveWest;MoveSouth;MoveSouthWest;MoveSouth;MoveSouthWest;MoveSouthEast;4;8;4;4;4;4;1;83
False;MoveWest;MoveSouth;MoveSouthWest;MoveSouth;MoveSouthWest;MoveSouthEast;4;8;4;4;4;4;1;84
False;MoveWest;MoveSouthWest;MoveSouthWest;MoveSouth;MoveWest;DropObject;4;8;4;4;4;4;1;85
False;MoveWest;MoveSouthWest;MoveSouthWest;MoveSouth;MoveWest;DropObject;4;8;4;4;4;5;1;86
False;MoveWest;MoveWest;MoveSouthWest;MoveSouthWest;MoveWest;MoveWest;4;8;4;4;4;5;1;87
False;MoveWest;MoveWest;MoveSouthWest;MoveSouthWest;MoveWest;MoveWest;4;8;4;4;4;6;1;88
False;MoveWest;MoveWest;MoveWest;MoveSouthWest;MoveSouthWest;MoveWest;4;8;4;4;4;6;1;89
False;MoveWest;MoveWest;MoveWest;MoveSouthWest;MoveSouthWest;MoveWest;4;8;4;4;4;6;1;90
False;MoveWest;MoveWest;MoveWest;MoveSouthWest;DropObject;MoveWest;4;8;4;4;4;6;1;91
False;MoveWest;MoveWest;MoveWest;MoveSouthWest;DropObject;MoveWest;4;8;4;4;5;6;1;92
False;OpenDoorAction;MoveWest;MoveSouthWest;MoveWest;MoveNorthEast;MoveNorthWest;4;8;4;4;5;6;1;93
False;OpenDoorAction;MoveWest;MoveSouthWest;MoveWest;MoveNorthEast;MoveNorthWest;5;8;4;4;6;6;1;94
False;MoveNorth;MoveSouthWest;DropObject;MoveWest;MoveNorthEast;MoveWest;5;8;4;4;6;6;1;95
False;MoveNorth;MoveSouthWest;DropObject;MoveWest;MoveNorthEast;MoveWest;6;8;5;4;6;6;1;96
False;MoveNorthWest;DropObject;MoveNorthEast;MoveSouthWest;MoveNorthEast;MoveNorthWest;6;8;5;4;6;6;1;97
False;MoveNorthWest;DropObject;MoveNorthEast;MoveSouthWest;MoveNorthEast;MoveNorthWest;6;9;6;4;6;6;1;98
False;MoveNorthWest;MoveSouth;MoveNorthEast;DropObject;OpenDoorAction;MoveWest;6;9;6;4;6;6;1;99
False;MoveNorthWest;MoveSouth;MoveNorthEast;DropObject;OpenDoorAction;MoveWest;6;9;6;5;7;6;1;100
False;MoveSouth;DropObject;MoveNorthEast;MoveNorthEast;MoveNorth;MoveNorthWest;6;9;6;5;7;6;1;101
False;MoveSouth;DropObject;MoveNorthEast;MoveNorthEast;MoveNorth;MoveNorthWest;6;10;6;6;8;6;1;102
False;MoveNorthEast;MoveSouth;OpenDoorAction;MoveNorthEast;MoveNorthWest;MoveWest;6;10;6;6;8;6;1;103
False;MoveNorthEast;MoveSouth;OpenDoorAction;MoveNorthEast;MoveNorthWest;MoveWest;6;10;7;6;8;6;1;104
False;MoveSouth;GrabObject;MoveNorth;MoveNorthEast;MoveNorthWest;OpenDoorAction;6;10;7;6;8;6;1;105
False;MoveSouth;GrabObject;MoveNorth;MoveNorthEast;MoveNorthWest;OpenDoorAction;6;10;8;6;8;7;1;106
False;MoveNorthEast;MoveWest;MoveNorthWest;MoveEast;MoveSouth;MoveNorth;6;10;8;6;8;7;1;107
False;MoveNorthEast;MoveWest;MoveNorthWest;MoveEast;MoveSouth;MoveNorth;6;10;8;6;8;8;1;108
False;MoveSouth;MoveWest;MoveNorthWest;MoveEast;MoveNorthEast;MoveNorthWest;6;10;8;6;8;8;1;109
False;MoveSouth;MoveWest;MoveNorthWest;MoveEast;MoveNorthEast;MoveNorthWest;6;10;8;6;8;8;1;110
False;MoveNorthEast;MoveWest;MoveSouth;MoveNorthEast;MoveSouth;MoveNorthWest;6;10;8;6;8;8;1;111
False;MoveNorthEast;MoveWest;MoveSouth;MoveNorthEast;MoveSouth;MoveNorthWest;6;10;8;6;8;8;1;112
False;MoveSouth;DropObject;MoveNorthEast;MoveNorth;MoveNorthEast;MoveSouth;6;10;8;6;8;8;1;113
False;MoveSouth;DropObject;MoveNorthEast;MoveNorth;MoveNorthEast;MoveSouth;6;11;8;6;8;8;1;114
False;MoveSouthWest;MoveEast;MoveSouth;MoveNorth;GrabObject;MoveNorthEast;6;11;8;6;8;8;1;115
False;MoveSouthWest;MoveEast;MoveSouth;MoveNorth;GrabObject;MoveNorthEast;6;11;8;6;9;8;1;116
False;MoveSouthEast;MoveNorthEast;MoveNorthEast;MoveNorth;MoveSouth;MoveSouth;6;11;8;6;9;8;1;117
False;MoveSouthEast;MoveNorthEast;MoveNorthEast;MoveNorth;MoveSouth;MoveSouth;6;11;8;6;9;8;1;118
False;MoveEast;MoveEast;MoveSouth;MoveNorth;MoveSouth;MoveNorthEast;6;11;8;6;9;8;1;119
False;MoveEast;MoveEast;MoveSouth;MoveNorth;MoveSouth;MoveNorthEast;6;11;8;6;9;8;1;120
False;MoveEast;GrabObject;MoveNorthEast;MoveNorth;MoveSouthWest;MoveSouth;6;11;8;6;9;8;1;121
False;MoveEast;GrabObject;MoveNorthEast;MoveNorth;MoveSouthWest;MoveSouth;6;11;8;6;9;8;1;122
False;MoveEast;MoveWest;MoveSouth;MoveNorth;MoveSouthWest;MoveNorthEast;6;11;8;6;9;8;1;123
False;MoveEast;MoveWest;MoveSouth;MoveNorth;MoveSouthWest;MoveNorthEast;6;11;8;6;9;8;1;124
False;MoveEast;MoveWest;MoveSouthWest;MoveNorth;MoveSouthWest;MoveSouth;6;11;8;6;9;8;1;125
False;MoveEast;MoveWest;MoveSouthWest;MoveNorth;MoveSouthWest;MoveSouth;6;11;9;6;9;8;1;126
False;MoveSouthEast;MoveWest;MoveSouthEast;MoveNorth;DropObject;MoveSouthWest;6;11;9;6;9;8;1;127
False;MoveSouthEast;MoveWest;MoveSouthEast;MoveNorth;DropObject;MoveSouthWest;6;11;9;6;10;9;1;128
False;MoveEast;DropObject;MoveEast;MoveNorth;MoveNorthEast;MoveSouthWest;6;11;9;6;10;9;1;129
False;MoveEast;DropObject;MoveEast;MoveNorth;MoveNorthEast;MoveSouthWest;6;12;9;6;11;9;1;130
False;MoveEast;MoveEast;MoveNorthEast;MoveNorthWest;MoveNorthEast;MoveWest;6;12;9;6;11;9;1;131
False;MoveEast;MoveEast;MoveNorthEast;MoveNorthWest;MoveNorthEast;MoveWest;6;12;9;6;11;9;1;132
False;MoveSouthEast;MoveEast;MoveNorth;MoveWest;MoveEast;MoveWest;6;12;9;6;11;9;1;133
False;MoveSouthEast;MoveEast;MoveNorth;MoveWest;MoveEast;MoveWest;6;12;9;6;11;9;1;134
False;MoveNorthEast;MoveSouthEast;MoveNorth;MoveWest;MoveEast;MoveNorthWest;6;12;9;6;11;9;1;135
False;MoveNorthEast;MoveSouthEast;MoveNorth;MoveWest;MoveEast;MoveNorthWest;7;12;9;6;11;9;1;136
False;MoveNorthEast;GrabObject;MoveNorth;MoveWest;MoveEast;MoveNorth;7;12;9;6;11;9;1;137
False;MoveNorthEast;GrabObject;MoveNorth;MoveWest;MoveEast;MoveNorth;7;12;9;6;11;9;1;138
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveWest;MoveNorthEast;MoveNorth;7;12;9;6;11;9;1;139
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveWest;MoveNorthEast;MoveNorth;7;12;9;6;11;9;1;140
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveWest;MoveNorth;MoveNorth;7;12;9;6;11;9;1;141
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveWest;MoveNorth;MoveNorth;7;12;9;6;11;9;1;142
False;MoveEast;MoveWest;MoveWest;MoveWest;MoveNorth;MoveNorthEast;7;12;9;6;11;9;1;143
False;MoveEast;MoveWest;MoveWest;MoveWest;MoveNorth;MoveNorthEast;7;12;9;6;11;9;1;144
False;MoveNorthEast;DropObject;OpenDoorAction;MoveNorthWest;MoveNorth;MoveEast;7;12;9;6;11;9;1;145
True;MoveNorthEast;DropObject;OpenDoorAction;MoveNorthWest;MoveNorth;MoveEast;7;13;10;6;11;9;1;146
