done;liaragent_acts;strongagent0_acts;blindagent_acts;lazyagent_acts;liaragent_mssg;strongagent0_mssg;blindagent_mssg;lazyagent_mssg;world_nr;tick_nr
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveWest;4;5;5;2;1;49
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveWest;4;5;5;2;1;50
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveWest;4;5;5;2;1;51
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveWest;4;5;5;2;1;52
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveWest;4;5;5;2;1;53
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveWest;4;5;5;2;1;54
False;MoveEast;MoveEast;MoveEast;MoveWest;4;5;5;2;1;55
False;MoveEast;MoveEast;MoveEast;MoveWest;4;5;5;2;1;56
False;MoveEast;MoveEast;MoveEast;OpenDoorAction;4;5;5;2;1;57
False;MoveEast;MoveEast;MoveEast;OpenDoorAction;4;5;5;3;1;58
False;MoveEast;MoveEast;MoveEast;MoveNorth;4;5;5;3;1;59
False;MoveEast;MoveEast;MoveEast;MoveNorth;4;5;5;4;1;60
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;4;5;5;4;1;61
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;4;5;5;4;1;62
False;MoveEast;OpenDoorAction;MoveEast;GrabObject;4;5;5;4;1;63
False;MoveEast;OpenDoorAction;MoveEast;GrabObject;4;6;5;5;1;64
False;MoveEast;MoveNorth;MoveEast;MoveSouthEast;4;6;5;5;1;65
False;MoveEast;MoveNorth;MoveEast;MoveSouthEast;4;7;5;5;1;66
False;MoveSouthEast;MoveNorthWest;MoveSouthEast;MoveSouthWest;4;7;5;5;1;67
False;MoveSouthEast;MoveNorthWest;MoveSouthEast;MoveSouthWest;4;7;5;5;1;68
False;MoveSouth;GrabObject;MoveSouth;MoveSouthWest;4;7;5;5;1;69
False;MoveSouth;GrabObject;MoveSouth;MoveSouthWest;4;8;5;5;1;70
False;MoveSouth;MoveSouthEast;MoveSouth;MoveWest;4;8;5;5;1;71
False;MoveSouth;MoveSouthEast;MoveSouth;MoveWest;4;8;5;5;1;72
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouthWest;4;8;5;5;1;73
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouthWest;4;8;5;5;1;74
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;4;8;5;5;1;75
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;4;8;5;5;1;76
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;4;8;5;5;1;77
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;4;8;5;5;1;78
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;4;8;5;5;1;79
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;4;8;5;5;1;80
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;4;8;5;5;1;81
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;4;8;5;5;1;82
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;4;8;5;5;1;83
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;4;8;5;5;1;84
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;4;8;5;5;1;85
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;4;8;5;5;1;86
False;MoveSouthWest;MoveSouth;MoveSouthWest;MoveEast;4;8;5;5;1;87
False;MoveSouthWest;MoveSouth;MoveSouthWest;MoveEast;4;8;5;5;1;88
False;MoveWest;MoveSouth;MoveWest;MoveEast;4;8;5;5;1;89
False;MoveWest;MoveSouth;MoveWest;MoveEast;4;8;5;5;1;90
False;MoveWest;MoveSouth;MoveWest;MoveEast;4;8;5;5;1;91
False;MoveWest;MoveSouth;MoveWest;MoveEast;4;8;5;5;1;92
False;MoveWest;MoveSouth;MoveWest;MoveEast;4;8;5;5;1;93
False;MoveWest;MoveSouth;MoveWest;MoveEast;4;8;5;5;1;94
False;MoveWest;MoveSouth;MoveWest;MoveEast;4;8;5;5;1;95
False;MoveWest;MoveSouth;MoveWest;MoveEast;4;8;5;5;1;96
False;MoveSouthWest;MoveSouthWest;MoveWest;MoveEast;4;8;5;5;1;97
False;MoveSouthWest;MoveSouthWest;MoveWest;MoveEast;4;8;5;5;1;98
False;DropObject;MoveWest;MoveWest;MoveSouthEast;4;8;5;5;1;99
False;DropObject;MoveWest;MoveWest;MoveSouthEast;5;8;5;5;1;100
False;MoveWest;MoveWest;MoveWest;MoveEast;5;8;5;5;1;101
False;MoveWest;MoveWest;MoveWest;MoveEast;6;8;5;5;1;102
False;MoveNorthWest;MoveSouthWest;MoveWest;MoveEast;6;8;5;5;1;103
False;MoveNorthWest;MoveSouthWest;MoveWest;MoveEast;6;8;5;5;1;104
False;MoveWest;MoveWest;OpenDoorAction;MoveSouthEast;6;8;5;5;1;105
False;MoveWest;MoveWest;OpenDoorAction;MoveSouthEast;6;8;6;5;1;106
False;OpenDoorAction;MoveSouthWest;MoveNorth;DropObject;6;8;6;5;1;107
False;OpenDoorAction;MoveSouthWest;MoveNorth;DropObject;7;8;7;5;1;108
False;MoveNorth;MoveWest;MoveNorthWest;MoveNorthEast;7;8;7;5;1;109
False;MoveNorth;MoveWest;MoveNorthWest;MoveNorthEast;8;8;7;6;1;110
False;MoveNorthWest;MoveWest;MoveNorthWest;MoveNorthEast;8;8;7;6;1;111
False;MoveNorthWest;MoveWest;MoveNorthWest;MoveNorthEast;8;8;7;6;1;112
False;MoveNorthWest;MoveSouthWest;MoveSouth;MoveEast;8;8;7;6;1;113
False;MoveNorthWest;MoveSouthWest;MoveSouth;MoveEast;8;8;7;6;1;114
