done;baseagent0_acts;baseagent1_acts;baseagent2_acts;baseagent3_acts;baseagent0_mssg;baseagent1_mssg;baseagent2_mssg;baseagent3_mssg;world_nr;tick_nr
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;1;3;1;1;1;50
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;1;3;1;1;1;51
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;1;3;1;1;1;52
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;3;1;1;1;53
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;3;1;1;1;54
False;MoveEast;MoveNorthEast;MoveEast;MoveEast;1;3;1;1;1;55
False;MoveEast;MoveNorthEast;MoveEast;MoveEast;1;3;1;1;1;56
False;MoveEast;MoveSouth;OpenDoorAction;MoveEast;1;3;1;1;1;57
False;MoveEast;MoveSouth;OpenDoorAction;MoveEast;1;3;2;1;1;58
False;MoveEast;MoveNorthEast;MoveNorth;MoveEast;1;3;2;1;1;59
False;MoveEast;MoveNorthEast;MoveNorth;MoveEast;1;3;3;1;1;60
False;MoveEast;MoveSouth;GrabObject;MoveEast;1;3;3;1;1;61
False;MoveEast;MoveSouth;GrabObject;MoveEast;1;3;4;1;1;62
False;MoveEast;MoveNorthEast;MoveSouthEast;MoveEast;1;3;4;1;1;63
False;MoveEast;MoveNorthEast;MoveSouthEast;MoveEast;1;3;4;1;1;64
False;MoveEast;MoveSouth;MoveSouthEast;MoveEast;1;3;4;1;1;65
False;MoveEast;MoveSouth;MoveSouthEast;MoveEast;1;3;4;1;1;66
False;MoveEast;MoveSouthWest;MoveSouthEast;MoveEast;1;3;4;1;1;67
False;MoveEast;MoveSouthWest;MoveSouthEast;MoveEast;1;4;4;1;1;68
False;OpenDoorAction;MoveSouthEast;MoveSouth;OpenDoorAction;1;4;4;1;1;69
False;OpenDoorAction;MoveSouthEast;MoveSouth;OpenDoorAction;2;4;4;2;1;70
False;MoveNorth;MoveEast;MoveSouth;MoveNorth;2;4;4;2;1;71
False;MoveNorth;MoveEast;MoveSouth;MoveNorth;3;4;4;3;1;72
False;MoveNorthWest;MoveEast;MoveSouth;MoveNorthWest;3;4;4;3;1;73
False;MoveNorthWest;MoveEast;MoveSouth;MoveNorthWest;3;4;4;3;1;74
False;MoveNorthWest;MoveEast;MoveSouthWest;MoveNorthWest;3;4;4;3;1;75
False;MoveNorthWest;MoveEast;MoveSouthWest;MoveNorthWest;3;4;4;3;1;76
False;MoveSouth;MoveEast;MoveWest;MoveSouth;3;4;4;3;1;77
False;MoveSouth;MoveEast;MoveWest;MoveSouth;3;4;4;3;1;78
False;MoveNorthEast;MoveEast;MoveWest;MoveNorthEast;3;4;4;3;1;79
False;MoveNorthEast;MoveEast;MoveWest;MoveNorthEast;3;4;4;3;1;80
False;MoveSouth;OpenDoorAction;MoveWest;MoveSouth;3;4;4;3;1;81
False;MoveSouth;OpenDoorAction;MoveWest;MoveSouth;3;5;4;3;1;82
False;MoveNorthEast;MoveNorth;MoveWest;MoveNorthEast;3;5;4;3;1;83
False;MoveNorthEast;MoveNorth;MoveWest;MoveNorthEast;3;6;4;3;1;84
False;GrabObject;MoveNorthWest;MoveSouthWest;GrabObject;3;6;4;3;1;85
False;GrabObject;MoveNorthWest;MoveSouthWest;GrabObject;4;6;4;4;1;86
False;MoveSouth;MoveNorthWest;DropObject;MoveSouth;4;6;4;4;1;87
False;MoveSouth;MoveNorthWest;DropObject;MoveSouth;4;6;5;5;1;88
False;MoveSouth;MoveSouth;MoveNorthEast;MoveSouth;4;6;5;5;1;89
False;MoveSouth;MoveSouth;MoveNorthEast;MoveSouth;4;6;6;5;1;90
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveSouthEast;4;6;6;5;1;91
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveSouthEast;4;6;6;5;1;92
False;MoveSouthWest;MoveSouth;MoveEast;MoveEast;4;6;6;5;1;93
False;MoveSouthWest;MoveSouth;MoveEast;MoveEast;4;6;6;5;1;94
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveNorthEast;4;6;6;5;1;95
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveNorthEast;4;6;6;5;1;96
False;DropObject;MoveSouth;MoveEast;MoveNorth;4;6;6;5;1;97
False;DropObject;MoveSouth;MoveEast;MoveNorth;5;6;6;5;1;98
False;MoveNorthEast;MoveNorthEast;MoveNorthEast;MoveNorth;5;6;6;5;1;99
False;MoveNorthEast;MoveNorthEast;MoveNorthEast;MoveNorth;6;6;6;5;1;100
False;MoveNorthEast;MoveSouth;MoveNorth;MoveNorth;6;6;6;5;1;101
False;MoveNorthEast;MoveSouth;MoveNorth;MoveNorth;6;6;6;5;1;102
False;MoveEast;MoveSouthWest;MoveNorth;MoveNorth;6;6;6;5;1;103
False;MoveEast;MoveSouthWest;MoveNorth;MoveNorth;6;7;6;5;1;104
False;MoveEast;MoveSouthEast;MoveNorth;MoveNorth;6;7;6;5;1;105
False;MoveEast;MoveSouthEast;MoveNorth;MoveNorth;6;7;6;5;1;106
False;MoveEast;MoveEast;MoveNorthWest;MoveNorth;6;7;6;5;1;107
False;MoveEast;MoveEast;MoveNorthWest;MoveNorth;6;7;6;5;1;108
False;MoveNorthEast;MoveEast;MoveWest;MoveNorth;6;7;6;5;1;109
False;MoveNorthEast;MoveEast;MoveWest;MoveNorth;6;7;6;5;1;110
False;MoveNorth;MoveEast;MoveWest;MoveNorth;6;7;6;5;1;111
False;MoveNorth;MoveEast;MoveWest;MoveNorth;6;7;6;5;1;112
False;MoveNorth;MoveEast;MoveWest;MoveNorth;6;7;6;5;1;113
False;MoveNorth;MoveEast;MoveWest;MoveNorth;6;7;6;5;1;114
False;MoveNorth;MoveEast;MoveWest;MoveNorthWest;6;7;6;5;1;115
False;MoveNorth;MoveEast;MoveWest;MoveNorthWest;6;7;6;5;1;116
False;MoveNorthWest;MoveEast;MoveWest;MoveNorthWest;6;7;6;5;1;117
False;MoveNorthWest;MoveEast;MoveWest;MoveNorthWest;6;7;6;5;1;118
False;MoveWest;MoveEast;MoveWest;MoveWest;6;7;6;5;1;119
False;MoveWest;MoveEast;MoveWest;MoveWest;6;7;6;5;1;120
False;MoveWest;MoveNorthEast;MoveNorthWest;OpenDoorAction;6;7;6;5;1;121
False;MoveWest;MoveNorthEast;MoveNorthWest;OpenDoorAction;6;7;6;6;1;122
False;MoveWest;MoveNorth;MoveWest;MoveNorth;6;7;6;6;1;123
False;MoveWest;MoveNorth;MoveWest;MoveNorth;6;7;6;7;1;124
False;MoveWest;MoveNorth;OpenDoorAction;MoveNorthWest;6;7;6;7;1;125
False;MoveWest;MoveNorth;OpenDoorAction;MoveNorthWest;6;7;7;7;1;126
False;MoveWest;MoveNorth;MoveNorth;GrabObject;6;7;7;7;1;127
False;MoveWest;MoveNorth;MoveNorth;GrabObject;6;7;8;8;1;128
False;MoveWest;MoveNorth;MoveNorthWest;MoveSouthEast;6;7;8;8;1;129
False;MoveWest;MoveNorth;MoveNorthWest;MoveSouthEast;6;7;8;8;1;130
False;MoveNorthWest;MoveNorth;MoveNorthWest;MoveSouthEast;6;7;8;8;1;131
False;MoveNorthWest;MoveNorth;MoveNorthWest;MoveSouthEast;6;7;8;8;1;132
False;MoveWest;MoveNorth;GrabObject;MoveSouthEast;6;7;8;8;1;133
False;MoveWest;MoveNorth;GrabObject;MoveSouthEast;6;7;9;8;1;134
False;OpenDoorAction;MoveNorth;MoveSouthEast;MoveSouthEast;6;7;9;8;1;135
False;OpenDoorAction;MoveNorth;MoveSouthEast;MoveSouthEast;7;7;9;8;1;136
False;MoveNorth;MoveNorth;MoveSouthEast;MoveSouth;7;7;9;8;1;137
False;MoveNorth;MoveNorth;MoveSouthEast;MoveSouth;8;7;9;8;1;138
False;MoveNorthWest;MoveNorth;MoveSouthEast;MoveSouth;8;7;9;8;1;139
False;MoveNorthWest;MoveNorth;MoveSouthEast;MoveSouth;8;7;9;8;1;140
False;MoveNorthWest;MoveNorthWest;MoveSouthEast;MoveSouth;8;7;9;8;1;141
False;MoveNorthWest;MoveNorthWest;MoveSouthEast;MoveSouth;8;7;9;8;1;142
False;MoveSouth;MoveNorthWest;MoveEast;MoveSouth;8;7;9;8;1;143
False;MoveSouth;MoveNorthWest;MoveEast;MoveSouth;8;7;9;8;1;144
False;MoveNorthEast;MoveWest;MoveEast;MoveSouth;8;7;9;8;1;145
False;MoveNorthEast;MoveWest;MoveEast;MoveSouth;8;7;9;8;1;146
False;MoveSouth;OpenDoorAction;MoveEast;MoveSouth;8;7;9;8;1;147
False;MoveSouth;OpenDoorAction;MoveEast;MoveSouth;8;8;9;8;1;148
False;MoveNorthEast;MoveNorth;MoveEast;MoveSouth;8;8;9;8;1;149
False;MoveNorthEast;MoveNorth;MoveEast;MoveSouth;8;9;9;8;1;150
False;MoveSouth;MoveNorthWest;MoveEast;MoveSouth;8;9;9;8;1;151
False;MoveSouth;MoveNorthWest;MoveEast;MoveSouth;8;9;9;8;1;152
False;MoveNorthEast;MoveNorthWest;MoveEast;MoveSouth;8;9;9;8;1;153
False;MoveNorthEast;MoveNorthWest;MoveEast;MoveSouth;8;9;9;8;1;154
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouthWest;8;9;9;8;1;155
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouthWest;8;9;9;8;1;156
False;MoveSouthWest;MoveNorthEast;MoveSouth;MoveWest;8;9;9;8;1;157
False;MoveSouthWest;MoveNorthEast;MoveSouth;MoveWest;9;9;9;8;1;158
False;MoveSouthWest;MoveSouth;MoveSouth;MoveWest;9;9;9;8;1;159
False;MoveSouthWest;MoveSouth;MoveSouth;MoveWest;9;9;9;8;1;160
False;MoveWest;MoveNorthEast;MoveSouth;MoveSouthWest;9;9;9;8;1;161
False;MoveWest;MoveNorthEast;MoveSouth;MoveSouthWest;9;9;9;8;1;162
False;MoveWest;MoveSouth;MoveSouthWest;MoveWest;9;9;9;8;1;163
False;MoveWest;MoveSouth;MoveSouthWest;MoveWest;9;9;9;8;1;164
False;MoveWest;MoveNorthEast;MoveWest;MoveSouthWest;9;9;9;8;1;165
False;MoveWest;MoveNorthEast;MoveWest;MoveSouthWest;9;9;9;8;1;166
False;MoveWest;MoveSouth;MoveWest;MoveWest;9;9;9;8;1;167
False;MoveWest;MoveSouth;MoveWest;MoveWest;9;9;9;8;1;168
False;MoveWest;MoveSouthWest;MoveWest;MoveWest;9;9;9;8;1;169
False;MoveWest;MoveSouthWest;MoveWest;MoveWest;9;10;9;8;1;170
False;OpenDoorAction;MoveSouthWest;MoveWest;MoveSouthWest;9;10;9;8;1;171
False;OpenDoorAction;MoveSouthWest;MoveWest;MoveSouthWest;10;10;9;8;1;172
False;MoveNorth;MoveWest;MoveSouthWest;DropObject;10;10;9;8;1;173
False;MoveNorth;MoveWest;MoveSouthWest;DropObject;11;10;9;9;1;174
False;MoveNorthWest;MoveWest;DropObject;MoveEast;11;10;9;9;1;175
False;MoveNorthWest;MoveWest;DropObject;MoveEast;11;10;10;9;1;176
False;GrabObject;MoveWest;MoveSouth;MoveNorthEast;11;10;10;9;1;177
False;GrabObject;MoveWest;MoveSouth;MoveNorthEast;12;10;10;9;1;178
False;MoveSouthEast;MoveWest;GrabObject;MoveEast;12;10;10;9;1;179
False;MoveSouthEast;MoveWest;GrabObject;MoveEast;12;10;10;9;1;180
False;MoveSouthWest;MoveWest;MoveWest;GrabObject;12;10;10;9;1;181
False;MoveSouthWest;MoveWest;MoveWest;GrabObject;12;10;10;9;1;182
False;MoveSouthWest;OpenDoorAction;MoveWest;;12;10;10;9;1;183
False;MoveSouthWest;OpenDoorAction;MoveWest;GrabObject;12;11;10;9;1;184
False;MoveWest;MoveNorth;MoveWest;GrabObject;12;11;10;9;1;185
False;MoveWest;MoveNorth;MoveWest;;12;12;10;9;1;186
False;MoveSouthWest;MoveNorthWest;DropObject;GrabObject;12;12;10;9;1;187
False;MoveSouthWest;MoveNorthWest;DropObject;GrabObject;12;12;11;9;1;188
False;MoveSouth;MoveNorthWest;MoveEast;MoveNorth;12;12;11;9;1;189
False;MoveSouth;MoveNorthWest;MoveEast;MoveNorth;12;12;11;9;1;190
False;MoveSouth;MoveSouth;MoveEast;GrabObject;12;12;11;9;1;191
False;MoveSouth;MoveSouth;MoveEast;GrabObject;12;12;11;9;1;192
False;MoveSouth;MoveNorthEast;MoveEast;MoveWest;12;12;11;9;1;193
False;MoveSouth;MoveNorthEast;MoveEast;MoveWest;12;12;11;9;1;194
False;MoveSouthEast;GrabObject;GrabObject;MoveWest;12;12;11;9;1;195
False;MoveSouthEast;GrabObject;GrabObject;MoveWest;12;13;11;9;1;196
False;MoveEast;MoveSouth;;MoveWest;12;13;11;9;1;197
False;MoveEast;MoveSouth;GrabObject;MoveWest;12;13;11;9;1;198
False;MoveEast;MoveSouthEast;GrabObject;DropObject;12;13;11;9;1;199
