done;baseagent_acts;liaragent_acts;baseagent_mssg;liaragent_mssg;world_nr;tick_nr
False;MoveWest;MoveNorth;11;9;1;187
False;MoveWest;MoveNorth;11;9;1;188
False;MoveNorthWest;MoveNorth;11;9;1;189
False;MoveNorthWest;MoveNorth;11;9;1;190
False;MoveWest;MoveNorth;11;9;1;191
False;MoveWest;MoveNorth;11;9;1;192
False;OpenDoorAction;MoveNorth;11;9;1;193
False;OpenDoorAction;MoveNorth;12;9;1;194
False;MoveNorth;MoveNorth;12;9;1;195
False;MoveNorth;MoveNorth;13;9;1;196
False;MoveNorthWest;MoveNorthWest;13;9;1;197
False;MoveNorthWest;MoveNorthWest;13;9;1;198
False;MoveNorthWest;MoveNorthWest;13;9;1;199
False;MoveNorthWest;MoveNorthWest;13;9;1;200
False;MoveSouth;MoveWest;13;9;1;201
False;MoveSouth;MoveWest;13;9;1;202
False;MoveNorthEast;OpenDoorAction;13;9;1;203
False;MoveNorthEast;OpenDoorAction;13;10;1;204
False;GrabObject;MoveNorth;13;10;1;205
False;GrabObject;MoveNorth;14;11;1;206
False;MoveSouth;MoveNorthWest;14;11;1;207
False;MoveSouth;MoveNorthWest;14;11;1;208
False;MoveSouthEast;GrabObject;14;11;1;209
False;MoveSouthEast;GrabObject;14;12;1;210
False;MoveSouthEast;MoveSouthEast;14;12;1;211
False;MoveSouthEast;MoveSouthEast;14;12;1;212
False;MoveSouthEast;MoveSouthEast;14;12;1;213
False;MoveSouthEast;MoveSouthEast;14;12;1;214
False;MoveEast;MoveSouthEast;14;12;1;215
False;MoveEast;MoveSouthEast;14;12;1;216
False;MoveEast;MoveSouthEast;14;12;1;217
False;MoveEast;MoveSouthEast;14;12;1;218
False;MoveEast;MoveSouth;14;12;1;219
False;MoveEast;MoveSouth;14;12;1;220
False;MoveEast;MoveSouth;14;12;1;221
False;MoveEast;MoveSouth;14;12;1;222
False;MoveEast;MoveSouth;14;12;1;223
False;MoveEast;MoveSouth;14;12;1;224
False;MoveEast;MoveSouth;14;12;1;225
False;MoveEast;MoveSouth;14;12;1;226
False;MoveSouthEast;MoveSouth;14;12;1;227
False;MoveSouthEast;MoveSouth;14;12;1;228
False;MoveSouth;MoveSouth;14;12;1;229
False;MoveSouth;MoveSouth;14;12;1;230
False;MoveSouth;MoveSouth;14;12;1;231
False;MoveSouth;MoveSouth;14;12;1;232
False;MoveSouth;MoveSouth;14;12;1;233
False;MoveSouth;MoveSouth;14;12;1;234
False;MoveSouth;MoveSouth;14;12;1;235
False;MoveSouth;MoveSouth;14;12;1;236
False;MoveSouth;MoveSouthWest;14;12;1;237
False;MoveSouth;MoveSouthWest;14;12;1;238
False;MoveSouth;MoveSouthWest;14;12;1;239
False;MoveSouth;MoveSouthWest;14;12;1;240
False;MoveSouth;MoveSouthWest;14;12;1;241
False;MoveSouth;MoveSouthWest;14;12;1;242
False;MoveSouth;MoveWest;14;12;1;243
False;MoveSouth;MoveWest;14;12;1;244
False;MoveSouth;MoveWest;14;12;1;245
False;MoveSouth;MoveWest;14;12;1;246
False;MoveSouthWest;MoveSouthWest;14;12;1;247
False;MoveSouthWest;MoveSouthWest;14;12;1;248
False;MoveWest;DropObject;14;12;1;249
False;MoveWest;DropObject;14;13;1;250
False;MoveWest;MoveWest;14;13;1;251
False;MoveWest;MoveWest;14;14;1;252
False;MoveWest;MoveWest;14;14;1;253
False;MoveWest;MoveWest;14;14;1;254
False;MoveWest;MoveWest;14;14;1;255
False;MoveWest;MoveWest;14;14;1;256
False;MoveWest;MoveNorthWest;14;14;1;257
False;MoveWest;MoveNorthWest;14;14;1;258
False;MoveWest;MoveWest;14;14;1;259
False;MoveWest;MoveWest;14;14;1;260
False;MoveWest;MoveNorthWest;14;14;1;261
False;MoveWest;MoveNorthWest;14;14;1;262
False;MoveSouthWest;MoveWest;14;14;1;263
False;MoveSouthWest;MoveWest;14;14;1;264
False;DropObject;MoveNorthWest;14;14;1;265
False;DropObject;MoveNorthWest;15;14;1;266
False;MoveEast;MoveWest;15;14;1;267
False;MoveEast;MoveWest;15;14;1;268
False;MoveEast;OpenDoorAction;15;14;1;269
False;MoveEast;OpenDoorAction;15;15;1;270
False;MoveEast;MoveNorth;15;15;1;271
False;MoveEast;MoveNorth;15;16;1;272
