done;liaragent_acts;strongagent0_acts;blindagent_acts;lazyagent_acts;liaragent_mssg;strongagent0_mssg;blindagent_mssg;lazyagent_mssg;world_nr;tick_nr
False;MoveEast;MoveSouthWest;MoveSouth;MoveSouthEast;1;5;4;2;1;49
False;MoveEast;MoveSouthWest;MoveSouth;MoveSouthEast;1;5;4;2;1;50
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;5;4;2;1;51
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;5;4;2;1;52
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;5;4;2;1;53
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;5;4;2;1;54
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;5;4;2;1;55
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;1;5;4;2;1;56
False;OpenDoorAction;MoveSouthEast;MoveSouthEast;MoveSouthWest;1;5;4;2;1;57
False;OpenDoorAction;MoveSouthEast;MoveSouthEast;MoveSouthWest;2;5;4;2;1;58
False;MoveNorth;MoveEast;MoveEast;MoveWest;2;5;4;2;1;59
False;MoveNorth;MoveEast;MoveEast;MoveWest;3;5;4;2;1;60
False;MoveNorthWest;MoveEast;MoveEast;MoveWest;3;5;4;2;1;61
False;MoveNorthWest;MoveEast;MoveEast;MoveWest;3;5;4;2;1;62
False;MoveNorthWest;MoveEast;MoveEast;MoveWest;3;5;4;2;1;63
False;MoveNorthWest;MoveEast;MoveEast;MoveWest;3;5;4;2;1;64
False;MoveSouth;OpenDoorAction;MoveEast;MoveWest;3;5;4;2;1;65
False;MoveSouth;OpenDoorAction;MoveEast;MoveWest;3;6;4;2;1;66
False;MoveNorthEast;MoveNorth;MoveEast;MoveWest;3;6;4;2;1;67
False;MoveNorthEast;MoveNorth;MoveEast;MoveWest;3;7;4;2;1;68
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;3;7;4;2;1;69
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;3;7;4;2;1;70
False;MoveNorthEast;MoveNorthWest;MoveSouthEast;MoveWest;3;7;4;2;1;71
False;MoveNorthEast;MoveNorthWest;MoveSouthEast;MoveWest;3;7;4;2;1;72
False;MoveSouth;MoveSouth;MoveEast;MoveWest;3;7;4;2;1;73
False;MoveSouth;MoveSouth;MoveEast;MoveWest;3;7;4;2;1;74
False;MoveNorthEast;MoveNorthEast;MoveSouthEast;OpenDoorAction;3;7;4;2;1;75
False;MoveNorthEast;MoveNorthEast;MoveSouthEast;OpenDoorAction;3;7;4;3;1;76
False;MoveSouth;MoveSouth;MoveEast;MoveEast;3;7;4;3;1;77
False;MoveSouth;MoveSouth;MoveEast;MoveEast;3;7;4;4;1;78
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveEast;3;7;4;4;1;79
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveEast;4;7;4;4;1;80
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveEast;4;7;4;4;1;81
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveEast;4;7;4;4;1;82
False;MoveEast;MoveNorthEast;DropObject;MoveEast;4;7;4;4;1;83
False;MoveEast;MoveNorthEast;DropObject;MoveEast;4;7;5;4;1;84
False;MoveEast;MoveSouth;MoveNorthEast;MoveEast;4;7;5;4;1;85
False;MoveEast;MoveSouth;MoveNorthEast;MoveEast;4;7;6;4;1;86
False;MoveEast;MoveSouthWest;MoveNorthEast;MoveEast;4;7;6;4;1;87
False;MoveEast;MoveSouthWest;MoveNorthEast;MoveEast;4;8;6;4;1;88
False;MoveEast;MoveSouthEast;MoveNorthEast;MoveEast;4;8;6;4;1;89
False;MoveEast;MoveSouthEast;MoveNorthEast;MoveEast;4;8;6;4;1;90
False;MoveEast;MoveEast;OpenDoorAction;MoveEast;4;8;6;4;1;91
False;MoveEast;MoveEast;OpenDoorAction;MoveEast;4;8;7;4;1;92
False;MoveEast;MoveEast;MoveNorth;MoveNorthEast;4;8;7;4;1;93
False;MoveEast;MoveEast;MoveNorth;MoveNorthEast;4;8;8;4;1;94
False;MoveEast;MoveEast;MoveNorthWest;MoveNorth;4;8;8;4;1;95
False;MoveEast;MoveEast;MoveNorthWest;MoveNorth;4;8;8;4;1;96
False;MoveNorthEast;MoveEast;MoveNorthWest;MoveNorth;4;8;8;4;1;97
False;MoveNorthEast;MoveEast;MoveNorthWest;MoveNorth;4;8;8;4;1;98
False;MoveNorth;MoveEast;MoveSouth;MoveNorth;4;8;8;4;1;99
False;MoveNorth;MoveEast;MoveSouth;MoveNorth;4;8;8;4;1;100
False;MoveNorth;MoveEast;MoveNorthEast;MoveNorthWest;4;8;8;4;1;101
False;MoveNorth;MoveEast;MoveNorthEast;MoveNorthWest;4;8;8;4;1;102
False;MoveNorth;MoveEast;MoveSouth;MoveWest;4;8;8;4;1;103
False;MoveNorth;MoveEast;MoveSouth;MoveWest;4;8;8;4;1;104
False;MoveNorthWest;MoveEast;MoveNorthEast;MoveWest;4;8;8;4;1;105
False;MoveNorthWest;MoveEast;MoveNorthEast;MoveWest;4;8;8;4;1;106
False;MoveNorthWest;MoveEast;MoveSouth;MoveWest;4;8;8;4;1;107
False;MoveNorthWest;MoveEast;MoveSouth;MoveWest;4;8;8;4;1;108
False;MoveWest;MoveEast;MoveNorthEast;MoveWest;4;8;8;4;1;109
False;MoveWest;MoveEast;MoveNorthEast;MoveWest;4;8;8;4;1;110
False;OpenDoorAction;MoveEast;MoveSouth;MoveWest;4;8;8;4;1;111
False;OpenDoorAction;MoveEast;MoveSouth;MoveWest;5;8;8;4;1;112
False;MoveNorth;OpenDoorAction;MoveSouthWest;MoveWest;5;8;8;4;1;113
False;MoveNorth;OpenDoorAction;MoveSouthWest;MoveWest;6;9;9;4;1;114
False;GrabObject;MoveNorth;MoveSouthEast;MoveNorthWest;6;9;9;4;1;115
False;GrabObject;MoveNorth;MoveSouthEast;MoveNorthWest;7;10;9;4;1;116
False;MoveSouthEast;MoveNorthWest;MoveEast;MoveWest;7;10;9;4;1;117
False;MoveSouthEast;MoveNorthWest;MoveEast;MoveWest;7;10;9;4;1;118
False;MoveSouthEast;MoveNorthWest;MoveNorthEast;OpenDoorAction;7;10;9;4;1;119
False;MoveSouthEast;MoveNorthWest;MoveNorthEast;OpenDoorAction;7;10;9;5;1;120
False;MoveSouthEast;MoveSouth;MoveNorth;MoveEast;7;10;9;5;1;121
False;MoveSouthEast;MoveSouth;MoveNorth;MoveEast;7;10;9;6;1;122
False;MoveSouth;MoveNorthEast;MoveNorth;MoveEast;7;10;9;6;1;123
False;MoveSouth;MoveNorthEast;MoveNorth;MoveEast;7;10;9;7;1;124
False;MoveSouth;MoveSouth;MoveNorth;MoveEast;7;10;9;7;1;125
False;MoveSouth;MoveSouth;MoveNorth;MoveEast;7;10;9;7;1;126
False;MoveSouth;MoveNorthEast;MoveNorth;MoveEast;7;10;9;7;1;127
False;MoveSouth;MoveNorthEast;MoveNorth;MoveEast;7;10;9;7;1;128
False;MoveSouthWest;GrabObject;MoveNorth;MoveEast;7;10;9;7;1;129
False;MoveSouthWest;GrabObject;MoveNorth;MoveEast;7;11;9;7;1;130
False;MoveWest;MoveSouth;MoveNorth;MoveEast;7;11;9;7;1;131
False;MoveWest;MoveSouth;MoveNorth;MoveEast;7;11;9;7;1;132
False;MoveWest;MoveSouth;MoveNorth;OpenDoorAction;7;11;9;7;1;133
False;MoveWest;MoveSouth;MoveNorth;OpenDoorAction;7;11;9;8;1;134
False;MoveWest;MoveSouthWest;MoveNorth;MoveSouthEast;7;11;9;8;1;135
False;MoveWest;MoveSouthWest;MoveNorth;MoveSouthEast;7;11;9;9;1;136
False;MoveWest;MoveSouthWest;MoveNorth;MoveEast;7;11;9;9;1;137
False;MoveWest;MoveSouthWest;MoveNorth;MoveEast;7;11;9;9;1;138
False;MoveSouthWest;MoveSouthWest;MoveNorthWest;MoveSouthEast;7;11;9;9;1;139
False;MoveSouthWest;MoveSouthWest;MoveNorthWest;MoveSouthEast;7;11;9;9;1;140
False;DropObject;DropObject;MoveNorthWest;MoveSouth;7;11;9;9;1;141
False;DropObject;DropObject;MoveNorthWest;MoveSouth;8;12;9;9;1;142
False;MoveWest;DropObject;MoveWest;MoveSouth;8;12;9;9;1;143
False;MoveWest;DropObject;MoveWest;MoveSouth;9;13;9;9;1;144
False;MoveWest;MoveNorthEast;OpenDoorAction;MoveSouth;9;13;9;9;1;145
False;MoveWest;MoveNorthEast;OpenDoorAction;MoveSouth;9;14;10;9;1;146
False;MoveWest;MoveNorthEast;MoveNorth;MoveSouth;9;14;10;9;1;147
False;MoveWest;MoveNorthEast;MoveNorth;MoveSouth;9;14;11;9;1;148
False;MoveWest;MoveEast;MoveNorthWest;MoveSouth;9;14;11;9;1;149
False;MoveWest;MoveEast;MoveNorthWest;MoveSouth;9;14;11;9;1;150
False;MoveWest;MoveEast;GrabObject;MoveSouth;9;14;11;9;1;151
False;MoveWest;MoveEast;GrabObject;MoveSouth;9;14;12;9;1;152
False;MoveWest;MoveEast;MoveSouthEast;MoveSouth;9;14;12;9;1;153
False;MoveWest;MoveEast;MoveSouthEast;MoveSouth;9;14;12;9;1;154
False;MoveWest;MoveNorthEast;MoveSouthEast;MoveSouth;9;14;12;9;1;155
False;MoveWest;MoveNorthEast;MoveSouthEast;MoveSouth;9;14;12;9;1;156
False;MoveNorthWest;MoveNorth;MoveSouthEast;MoveSouth;9;14;12;9;1;157
False;MoveNorthWest;MoveNorth;MoveSouthEast;MoveSouth;9;14;12;9;1;158
False;MoveWest;MoveNorth;MoveSouthEast;MoveSouthWest;9;14;12;9;1;159
False;MoveWest;MoveNorth;MoveSouthEast;MoveSouthWest;9;14;12;9;1;160
False;OpenDoorAction;MoveNorth;MoveSouth;MoveWest;9;14;12;9;1;161
False;OpenDoorAction;MoveNorth;MoveSouth;MoveWest;10;14;12;9;1;162
False;MoveNorth;MoveNorthWest;MoveSouth;MoveWest;10;14;12;9;1;163
False;MoveNorth;MoveNorthWest;MoveSouth;MoveWest;11;14;12;9;1;164
False;MoveNorthWest;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;165
False;MoveNorthWest;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;166
False;MoveNorthWest;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;167
False;MoveNorthWest;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;168
False;MoveSouth;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;169
False;MoveSouth;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;170
False;MoveNorthEast;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;171
False;MoveNorthEast;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;172
False;MoveSouth;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;173
False;MoveSouth;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;174
False;MoveNorthEast;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;175
False;MoveNorthEast;MoveWest;MoveSouth;MoveWest;11;14;12;9;1;176
False;MoveSouth;MoveNorthWest;MoveSouth;MoveWest;11;14;12;9;1;177
False;MoveSouth;MoveNorthWest;MoveSouth;MoveWest;11;14;12;9;1;178
False;MoveNorthEast;MoveWest;MoveSouthWest;MoveWest;11;14;12;9;1;179
False;MoveNorthEast;MoveWest;MoveSouthWest;MoveWest;11;14;12;9;1;180
False;MoveSouth;OpenDoorAction;MoveSouthWest;MoveWest;11;14;12;9;1;181
False;MoveSouth;OpenDoorAction;MoveSouthWest;MoveWest;11;15;12;9;1;182
False;MoveSouthWest;MoveNorth;MoveSouthWest;MoveWest;11;15;12;9;1;183
False;MoveSouthWest;MoveNorth;MoveSouthWest;MoveWest;12;16;12;9;1;184
False;MoveSouthEast;MoveNorthWest;MoveWest;MoveWest;12;16;12;9;1;185
False;MoveSouthEast;MoveNorthWest;MoveWest;MoveWest;12;16;12;9;1;186
False;MoveEast;MoveNorthWest;MoveWest;MoveWest;12;16;12;9;1;187
False;MoveEast;MoveNorthWest;MoveWest;MoveWest;12;16;12;9;1;188
False;MoveEast;GrabObject;MoveSouthWest;OpenDoorAction;12;16;12;9;1;189
False;MoveEast;GrabObject;MoveSouthWest;OpenDoorAction;12;17;12;10;1;190
False;MoveEast;MoveSouthEast;DropObject;MoveEast;12;17;12;10;1;191
False;MoveEast;MoveSouthEast;DropObject;MoveEast;12;18;13;11;1;192
False;MoveEast;MoveSouthEast;MoveNorthEast;MoveEast;12;18;13;11;1;193
False;MoveEast;MoveSouthEast;MoveNorthEast;MoveEast;12;18;14;11;1;194
False;MoveEast;MoveSouthWest;MoveNorthEast;MoveEast;12;18;14;11;1;195
False;MoveEast;MoveSouthWest;MoveNorthEast;MoveEast;12;18;14;11;1;196
False;MoveEast;MoveWest;MoveNorthEast;MoveEast;12;18;14;11;1;197
False;MoveEast;MoveWest;MoveNorthEast;MoveEast;12;18;14;11;1;198
False;MoveEast;MoveWest;MoveEast;MoveEast;12;18;14;11;1;199
False;MoveEast;MoveWest;MoveEast;MoveEast;12;18;14;11;1;200
False;MoveEast;MoveWest;MoveEast;MoveEast;12;18;14;11;1;201
False;MoveEast;MoveWest;MoveEast;MoveEast;12;18;14;11;1;202
False;MoveEast;MoveWest;MoveNorthEast;MoveEast;12;18;14;11;1;203
False;MoveEast;MoveWest;MoveNorthEast;MoveEast;12;18;14;11;1;204
False;MoveEast;MoveWest;MoveNorth;MoveEast;12;18;14;11;1;205
False;MoveEast;MoveWest;MoveNorth;MoveEast;12;18;14;11;1;206
False;MoveEast;MoveWest;MoveNorth;MoveEast;12;18;14;11;1;207
False;MoveEast;MoveWest;MoveNorth;MoveEast;12;18;14;11;1;208
False;MoveEast;MoveWest;MoveNorth;MoveEast;12;18;14;11;1;209
False;MoveEast;MoveWest;MoveNorth;MoveEast;12;18;14;11;1;210
False;MoveEast;MoveWest;MoveNorthWest;MoveEast;12;18;14;11;1;211
False;MoveEast;MoveWest;MoveNorthWest;MoveEast;12;18;14;11;1;212
False;MoveNorthEast;MoveNorthWest;MoveNorthWest;MoveEast;12;18;14;11;1;213
False;MoveNorthEast;MoveNorthWest;MoveNorthWest;MoveEast;12;18;14;11;1;214
False;MoveNorth;MoveNorth;MoveWest;MoveEast;12;18;14;11;1;215
False;MoveNorth;MoveNorth;MoveWest;MoveEast;12;18;14;11;1;216
False;MoveNorth;MoveNorth;OpenDoorAction;MoveEast;12;18;14;11;1;217
False;MoveNorth;MoveNorth;OpenDoorAction;MoveEast;12;18;15;11;1;218
False;MoveNorth;MoveNorth;MoveNorth;MoveNorthEast;12;18;15;11;1;219
False;MoveNorth;MoveNorth;MoveNorth;MoveNorthEast;12;18;16;11;1;220
False;MoveNorth;MoveNorthEast;MoveNorthWest;MoveNorth;12;18;16;11;1;221
False;MoveNorth;MoveNorthEast;MoveNorthWest;MoveNorth;12;18;16;11;1;222
False;MoveNorth;MoveEast;MoveNorthWest;MoveNorth;12;18;16;11;1;223
False;MoveNorth;MoveEast;MoveNorthWest;MoveNorth;12;18;16;11;1;224
False;MoveNorth;MoveNorthEast;MoveSouth;MoveNorth;12;18;16;11;1;225
False;MoveNorth;MoveNorthEast;MoveSouth;MoveNorth;12;18;16;11;1;226
False;MoveNorth;MoveEast;MoveNorthEast;MoveNorthWest;12;18;16;11;1;227
False;MoveNorth;MoveEast;MoveNorthEast;MoveNorthWest;12;18;16;11;1;228
False;MoveNorth;OpenDoorAction;MoveSouth;MoveNorthWest;12;18;16;11;1;229
False;MoveNorth;OpenDoorAction;MoveSouth;MoveNorthWest;12;19;16;11;1;230
False;MoveNorth;MoveNorth;MoveNorthEast;MoveWest;12;19;16;11;1;231
False;MoveNorth;MoveNorth;MoveNorthEast;MoveWest;12;20;16;11;1;232
False;MoveNorthWest;MoveNorthWest;MoveSouth;MoveSouthEast;12;20;16;11;1;233
False;MoveNorthWest;MoveNorthWest;MoveSouth;MoveSouthEast;12;20;16;12;1;234
False;MoveNorthWest;GrabObject;MoveNorthEast;MoveEast;12;20;16;12;1;235
False;MoveNorthWest;GrabObject;MoveNorthEast;MoveEast;12;21;16;12;1;236
False;MoveWest;MoveSouthEast;MoveSouth;MoveSouthEast;12;21;16;12;1;237
False;MoveWest;MoveSouthEast;MoveSouth;MoveSouthEast;12;21;16;12;1;238
False;OpenDoorAction;MoveSouthWest;MoveSouthWest;MoveSouth;12;21;16;12;1;239
False;OpenDoorAction;MoveSouthWest;MoveSouthWest;MoveSouth;13;21;17;12;1;240
False;MoveNorth;MoveSouthWest;MoveSouthEast;MoveSouth;13;21;17;12;1;241
False;MoveNorth;MoveSouthWest;MoveSouthEast;MoveSouth;14;21;17;12;1;242
False;MoveNorthWest;MoveWest;MoveEast;MoveSouth;14;21;17;12;1;243
False;MoveNorthWest;MoveWest;MoveEast;MoveSouth;14;21;17;12;1;244
False;MoveNorthWest;MoveSouthWest;MoveNorthEast;MoveSouthWest;14;21;17;12;1;245
False;MoveNorthWest;MoveSouthWest;MoveNorthEast;MoveSouthWest;14;21;17;12;1;246
False;MoveSouth;MoveSouth;MoveNorth;MoveWest;14;21;17;12;1;247
False;MoveSouth;MoveSouth;MoveNorth;MoveWest;14;21;17;12;1;248
False;MoveNorthEast;MoveSouth;MoveNorth;MoveWest;14;21;17;12;1;249
False;MoveNorthEast;MoveSouth;MoveNorth;MoveWest;14;21;17;12;1;250
False;MoveSouth;MoveSouth;MoveNorth;MoveWest;14;21;17;12;1;251
False;MoveSouth;MoveSouth;MoveNorth;MoveWest;14;21;17;12;1;252
False;MoveNorthEast;MoveSouth;MoveNorthWest;MoveWest;14;21;17;12;1;253
False;MoveNorthEast;MoveSouth;MoveNorthWest;MoveWest;14;21;17;12;1;254
False;MoveSouth;MoveSouth;MoveWest;MoveWest;14;21;17;12;1;255
False;MoveSouth;MoveSouth;MoveWest;MoveWest;14;21;17;12;1;256
False;MoveNorthEast;MoveSouth;MoveWest;MoveWest;14;21;17;12;1;257
False;MoveNorthEast;MoveSouth;MoveWest;MoveWest;14;21;17;12;1;258
False;MoveSouth;MoveSouth;MoveWest;MoveWest;14;21;17;12;1;259
False;MoveSouth;MoveSouth;MoveWest;MoveWest;14;21;17;12;1;260
False;MoveSouthWest;MoveSouth;MoveWest;MoveWest;14;21;17;12;1;261
False;MoveSouthWest;MoveSouth;MoveWest;MoveWest;15;21;17;12;1;262
False;MoveSouthEast;MoveSouth;MoveWest;OpenDoorAction;15;21;17;12;1;263
False;MoveSouthEast;MoveSouth;MoveWest;OpenDoorAction;15;21;17;13;1;264
False;MoveSouthEast;MoveSouthEast;MoveWest;MoveWest;15;21;17;13;1;265
False;MoveSouthEast;MoveSouthEast;MoveWest;MoveWest;15;21;17;14;1;266
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveEast;15;21;17;14;1;267
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveEast;15;21;17;15;1;268
False;MoveSouth;MoveEast;MoveWest;MoveEast;15;21;17;15;1;269
False;MoveSouth;MoveEast;MoveWest;MoveEast;15;21;17;16;1;270
False;MoveSouth;MoveEast;OpenDoorAction;MoveEast;15;21;17;16;1;271
False;MoveSouth;MoveEast;OpenDoorAction;MoveEast;15;21;18;16;1;272
False;MoveSouth;MoveSouthEast;MoveNorth;MoveEast;15;21;18;16;1;273
False;MoveSouth;MoveSouthEast;MoveNorth;MoveEast;15;21;19;16;1;274
False;MoveSouthWest;MoveEast;MoveNorthWest;MoveEast;15;21;19;16;1;275
False;MoveSouthWest;MoveEast;MoveNorthWest;MoveEast;15;21;19;16;1;276
False;MoveWest;MoveSouthEast;MoveNorthWest;MoveEast;15;21;19;16;1;277
False;MoveWest;MoveSouthEast;MoveNorthWest;MoveEast;15;21;19;16;1;278
False;MoveWest;MoveEast;MoveSouth;MoveEast;15;21;19;16;1;279
False;MoveWest;MoveEast;MoveSouth;MoveEast;15;21;19;16;1;280
False;OpenDoorAction;MoveEast;MoveNorthEast;MoveEast;15;21;19;16;1;281
False;OpenDoorAction;MoveEast;MoveNorthEast;MoveEast;16;21;19;16;1;282
False;MoveNorth;MoveSouthEast;GrabObject;MoveEast;16;21;19;16;1;283
False;MoveNorth;MoveSouthEast;GrabObject;MoveEast;17;21;20;16;1;284
False;MoveNorthWest;DropObject;MoveSouth;MoveNorthEast;17;21;20;16;1;285
False;MoveNorthWest;DropObject;MoveSouth;MoveNorthEast;17;22;20;16;1;286
False;MoveNorthWest;MoveNorthEast;MoveSouthEast;MoveNorth;17;22;20;16;1;287
False;MoveNorthWest;MoveNorthEast;MoveSouthEast;MoveNorth;17;22;20;16;1;288
False;MoveSouth;MoveNorthEast;MoveSouthEast;MoveNorth;17;22;20;16;1;289
False;MoveSouth;MoveNorthEast;MoveSouthEast;MoveNorth;17;22;20;16;1;290
False;MoveNorthEast;MoveEast;MoveSouthEast;MoveNorth;17;22;20;16;1;291
False;MoveNorthEast;MoveEast;MoveSouthEast;MoveNorth;17;22;20;16;1;292
False;MoveSouth;DropObject;MoveEast;MoveNorthWest;17;22;20;16;1;293
False;MoveSouth;DropObject;MoveEast;MoveNorthWest;17;23;20;16;1;294
False;MoveNorthEast;MoveSouth;MoveEast;MoveWest;17;23;20;16;1;295
False;MoveNorthEast;MoveSouth;MoveEast;MoveWest;17;23;20;16;1;296
False;MoveSouth;GrabObject;MoveEast;MoveWest;17;23;20;16;1;297
False;MoveSouth;GrabObject;MoveEast;MoveWest;17;23;20;16;1;298
False;MoveNorthEast;MoveWest;MoveEast;MoveWest;17;23;20;16;1;299
False;MoveNorthEast;MoveWest;MoveEast;MoveWest;17;23;20;16;1;300
False;MoveSouth;MoveWest;MoveEast;MoveWest;17;23;20;16;1;301
False;MoveSouth;MoveWest;MoveEast;MoveWest;17;23;20;16;1;302
False;MoveSouthWest;MoveWest;MoveEast;MoveWest;17;23;20;16;1;303
False;MoveSouthWest;MoveWest;MoveEast;MoveWest;18;23;20;16;1;304
False;MoveSouth;DropObject;MoveSouthEast;MoveWest;18;23;20;16;1;305
False;MoveSouth;DropObject;MoveSouthEast;MoveWest;18;24;20;16;1;306
False;OpenDoorAction;MoveEast;MoveSouth;MoveNorthWest;18;24;20;16;1;307
False;OpenDoorAction;MoveEast;MoveSouth;MoveNorthWest;19;24;20;16;1;308
False;MoveNorth;MoveNorthEast;MoveSouth;MoveWest;19;24;20;16;1;309
False;MoveNorth;MoveNorthEast;MoveSouth;MoveWest;20;24;20;16;1;310
False;MoveNorthWest;MoveEast;MoveSouth;MoveEast;20;24;20;16;1;311
False;MoveNorthWest;MoveEast;MoveSouth;MoveEast;20;24;20;17;1;312
False;MoveNorthWest;GrabObject;MoveSouth;MoveSouthWest;20;24;20;17;1;313
False;MoveNorthWest;GrabObject;MoveSouth;MoveSouthWest;20;24;20;18;1;314
False;MoveSouth;MoveWest;MoveSouth;MoveWest;20;24;20;18;1;315
False;MoveSouth;MoveWest;MoveSouth;MoveWest;20;24;20;18;1;316
False;MoveNorthEast;MoveWest;MoveSouth;MoveWest;20;24;20;18;1;317
False;MoveNorthEast;MoveWest;MoveSouth;MoveWest;20;24;20;18;1;318
False;MoveSouth;MoveWest;MoveSouth;MoveWest;20;24;20;18;1;319
False;MoveSouth;MoveWest;MoveSouth;MoveWest;20;24;20;18;1;320
False;MoveNorthEast;DropObject;MoveSouth;MoveWest;20;24;20;18;1;321
True;MoveNorthEast;DropObject;MoveSouth;MoveWest;20;25;20;18;1;322
