done;strongagent_acts;strongagent1_acts;blindagent_acts;secondblind_acts;strongagent_mssg;strongagent1_mssg;blindagent_mssg;secondblind_mssg;world_nr;tick_nr
False;MoveEast;MoveSouth;MoveSouth;MoveNorthWest;1;5;3;3;1;49
False;MoveEast;MoveSouth;MoveSouth;MoveNorthWest;1;5;3;3;1;50
False;MoveEast;MoveSouthEast;MoveNorthEast;MoveNorthWest;1;5;3;3;1;51
False;MoveEast;MoveSouthEast;MoveNorthEast;MoveNorthWest;1;5;3;3;1;52
False;MoveEast;MoveSouthEast;MoveSouth;GrabObject;1;5;3;3;1;53
False;MoveEast;MoveSouthEast;MoveSouth;GrabObject;1;5;3;4;1;54
False;MoveEast;MoveEast;MoveSouthWest;MoveSouthEast;1;5;3;4;1;55
False;MoveEast;MoveEast;MoveSouthWest;MoveSouthEast;1;5;4;4;1;56
False;OpenDoorAction;MoveEast;MoveSouthWest;MoveSouthEast;1;5;4;4;1;57
False;OpenDoorAction;MoveEast;MoveSouthWest;MoveSouthEast;2;5;4;4;1;58
False;MoveNorth;MoveEast;MoveSouthWest;MoveSouthEast;2;5;4;4;1;59
False;MoveNorth;MoveEast;MoveSouthWest;MoveSouthEast;3;5;4;4;1;60
False;GrabObject;MoveEast;MoveWest;MoveSouthEast;3;5;4;4;1;61
False;GrabObject;MoveEast;MoveWest;MoveSouthEast;4;5;4;4;1;62
False;MoveSouthEast;MoveEast;MoveSouthWest;MoveEast;4;5;4;4;1;63
False;MoveSouthEast;MoveEast;MoveSouthWest;MoveEast;5;5;4;4;1;64
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;5;5;4;4;1;65
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;5;5;4;4;1;66
False;MoveSouthEast;MoveSouthEast;MoveSouth;MoveEast;5;5;4;4;1;67
False;MoveSouthEast;MoveSouthEast;MoveSouth;MoveEast;5;5;4;4;1;68
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;5;5;4;4;1;69
False;MoveSouth;MoveSouth;MoveSouth;MoveEast;5;5;4;4;1;70
False;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;5;5;4;4;1;71
False;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;5;5;4;4;1;72
False;MoveSouth;MoveSouth;MoveEast;MoveEast;5;5;4;4;1;73
False;MoveSouth;MoveSouth;MoveEast;MoveEast;5;5;4;4;1;74
False;MoveSouthWest;MoveSouthWest;MoveEast;MoveSouthEast;5;5;4;4;1;75
False;MoveSouthWest;MoveSouthWest;MoveEast;MoveSouthEast;5;5;4;4;1;76
False;MoveWest;MoveWest;MoveEast;MoveSouth;5;5;4;4;1;77
False;MoveWest;MoveWest;MoveEast;MoveSouth;5;5;4;4;1;78
False;MoveWest;MoveWest;MoveEast;MoveSouth;5;5;4;4;1;79
False;MoveWest;MoveWest;MoveEast;MoveSouth;5;5;4;4;1;80
False;OpenDoorAction;OpenDoorAction;MoveEast;MoveSouth;5;5;4;4;1;81
False;OpenDoorAction;OpenDoorAction;MoveEast;MoveSouth;6;6;4;4;1;82
False;MoveNorth;MoveNorth;MoveEast;MoveSouthWest;6;6;4;4;1;83
False;MoveNorth;MoveNorth;MoveEast;MoveSouthWest;7;7;4;4;1;84
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveSouthWest;7;7;4;4;1;85
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveSouthWest;7;7;4;4;1;86
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveSouthWest;7;7;4;4;1;87
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveSouthWest;7;7;4;4;1;88
False;MoveSouth;MoveSouth;MoveEast;MoveWest;7;7;4;4;1;89
False;MoveSouth;MoveSouth;MoveEast;MoveWest;7;7;4;4;1;90
False;MoveNorthEast;MoveNorthEast;OpenDoorAction;MoveWest;7;7;4;4;1;91
False;MoveNorthEast;MoveNorthEast;OpenDoorAction;MoveWest;7;7;5;4;1;92
False;MoveSouth;MoveSouth;MoveNorth;MoveSouthWest;7;7;5;4;1;93
False;MoveSouth;MoveSouth;MoveNorth;MoveSouthWest;7;7;6;4;1;94
False;MoveNorthEast;MoveNorthEast;MoveNorthWest;DropObject;7;7;6;4;1;95
False;MoveNorthEast;MoveNorthEast;MoveNorthWest;DropObject;7;7;6;5;1;96
False;GrabObject;MoveSouth;MoveNorthWest;MoveNorthWest;7;7;6;5;1;97
False;GrabObject;MoveSouth;MoveNorthWest;MoveNorthWest;8;7;6;6;1;98
False;MoveSouth;MoveNorthEast;MoveSouth;MoveNorthWest;8;7;6;6;1;99
False;MoveSouth;MoveNorthEast;MoveSouth;MoveNorthWest;8;7;6;6;1;100
False;MoveSouth;MoveSouth;MoveNorthEast;MoveNorthWest;8;7;6;6;1;101
False;MoveSouth;MoveSouth;MoveNorthEast;MoveNorthWest;8;7;6;6;1;102
False;MoveSouthWest;MoveSouthWest;MoveSouth;MoveWest;8;7;6;6;1;103
False;MoveSouthWest;MoveSouthWest;MoveSouth;MoveWest;8;8;6;6;1;104
False;MoveSouthWest;MoveSouthEast;MoveNorthEast;MoveWest;8;8;6;6;1;105
False;MoveSouthWest;MoveSouthEast;MoveNorthEast;MoveWest;8;8;6;6;1;106
False;MoveSouthWest;MoveSouthEast;MoveSouth;MoveWest;8;8;6;6;1;107
False;MoveSouthWest;MoveSouthEast;MoveSouth;MoveWest;8;8;6;6;1;108
False;DropObject;MoveSouthEast;MoveNorthEast;MoveWest;8;8;6;6;1;109
False;DropObject;MoveSouthEast;MoveNorthEast;MoveWest;9;8;6;6;1;110
False;MoveNorth;MoveSouth;MoveSouth;MoveWest;9;8;6;6;1;111
False;MoveNorth;MoveSouth;MoveSouth;MoveWest;9;8;6;6;1;112
False;DropObject;MoveSouth;MoveSouthWest;MoveWest;9;8;6;6;1;113
False;DropObject;MoveSouth;MoveSouthWest;MoveWest;10;8;7;6;1;114
False;MoveNorthWest;MoveSouth;MoveSouthEast;MoveWest;10;8;7;6;1;115
False;MoveNorthWest;MoveSouth;MoveSouthEast;MoveWest;11;8;7;6;1;116
False;MoveWest;MoveSouthWest;MoveEast;MoveWest;11;8;7;6;1;117
False;MoveWest;MoveSouthWest;MoveEast;MoveWest;11;8;7;6;1;118
False;MoveWest;MoveWest;MoveEast;MoveWest;11;8;7;6;1;119
False;MoveWest;MoveWest;MoveEast;MoveWest;11;8;7;6;1;120
False;MoveWest;MoveWest;MoveEast;MoveNorthWest;11;8;7;6;1;121
False;MoveWest;MoveWest;MoveEast;MoveNorthWest;11;8;7;6;1;122
False;MoveWest;MoveWest;MoveEast;MoveNorth;11;8;7;6;1;123
False;MoveWest;MoveWest;MoveEast;MoveNorth;11;8;7;6;1;124
False;MoveWest;MoveWest;MoveEast;MoveNorth;11;8;7;6;1;125
False;MoveWest;MoveWest;MoveEast;MoveNorth;11;8;7;6;1;126
False;MoveWest;MoveWest;MoveEast;MoveNorth;11;8;7;6;1;127
False;MoveWest;MoveWest;MoveEast;MoveNorth;11;8;7;6;1;128
False;MoveWest;MoveWest;MoveEast;MoveNorth;11;8;7;6;1;129
False;MoveWest;MoveWest;MoveEast;MoveNorth;11;8;7;6;1;130
False;MoveWest;MoveWest;MoveNorthEast;MoveNorth;11;8;7;6;1;131
False;MoveWest;MoveWest;MoveNorthEast;MoveNorth;11;8;7;6;1;132
False;MoveWest;MoveWest;MoveNorth;MoveNorth;11;8;7;6;1;133
False;MoveWest;MoveWest;MoveNorth;MoveNorth;11;8;7;6;1;134
False;MoveWest;MoveWest;MoveNorth;MoveNorth;11;8;7;6;1;135
False;MoveWest;MoveWest;MoveNorth;MoveNorth;11;8;7;6;1;136
False;MoveWest;MoveWest;MoveNorth;MoveNorth;11;8;7;6;1;137
False;MoveWest;MoveWest;MoveNorth;MoveNorth;11;8;7;6;1;138
False;MoveNorthWest;MoveWest;MoveNorth;MoveNorth;11;8;7;6;1;139
False;MoveNorthWest;MoveWest;MoveNorth;MoveNorth;11;8;7;6;1;140
False;MoveNorth;MoveWest;MoveNorth;MoveNorthEast;11;8;7;6;1;141
False;MoveNorth;MoveWest;MoveNorth;MoveNorthEast;11;8;7;6;1;142
False;MoveNorth;MoveWest;MoveNorth;MoveEast;11;8;7;6;1;143
False;MoveNorth;MoveWest;MoveNorth;MoveEast;11;8;7;6;1;144
False;MoveNorth;MoveWest;MoveNorth;MoveNorthEast;11;8;7;6;1;145
False;MoveNorth;MoveWest;MoveNorth;MoveNorthEast;11;8;7;6;1;146
False;MoveNorth;OpenDoorAction;MoveNorth;MoveEast;11;8;7;6;1;147
False;MoveNorth;OpenDoorAction;MoveNorth;MoveEast;11;9;7;6;1;148
False;MoveNorth;MoveNorth;MoveNorth;OpenDoorAction;11;9;7;6;1;149
False;MoveNorth;MoveNorth;MoveNorth;OpenDoorAction;11;10;7;7;1;150
False;MoveNorth;MoveNorthWest;MoveNorthWest;MoveNorth;11;10;7;7;1;151
False;MoveNorth;MoveNorthWest;MoveNorthWest;MoveNorth;11;10;7;8;1;152
False;MoveNorth;MoveNorthWest;MoveNorthWest;MoveNorthWest;11;10;7;8;1;153
False;MoveNorth;MoveNorthWest;MoveNorthWest;MoveNorthWest;11;10;7;8;1;154
False;MoveNorth;MoveSouth;MoveWest;GrabObject;11;10;7;8;1;155
False;MoveNorth;MoveSouth;MoveWest;GrabObject;11;10;7;9;1;156
False;MoveNorth;MoveNorthEast;OpenDoorAction;MoveSouthEast;11;10;7;9;1;157
False;MoveNorth;MoveNorthEast;OpenDoorAction;MoveSouthEast;11;10;8;9;1;158
False;MoveNorthEast;MoveSouth;MoveNorth;MoveSouthWest;11;10;8;9;1;159
False;MoveNorthEast;MoveSouth;MoveNorth;MoveSouthWest;11;10;9;9;1;160
False;MoveEast;MoveNorthEast;MoveNorthWest;MoveSouthWest;11;10;9;9;1;161
False;MoveEast;MoveNorthEast;MoveNorthWest;MoveSouthWest;11;10;9;9;1;162
False;MoveNorthEast;MoveSouth;GrabObject;MoveWest;11;10;9;9;1;163
False;MoveNorthEast;MoveSouth;GrabObject;MoveWest;11;10;10;9;1;164
False;MoveEast;MoveNorthEast;MoveSouthEast;MoveSouthWest;11;10;10;9;1;165
False;MoveEast;MoveNorthEast;MoveSouthEast;MoveSouthWest;11;10;10;9;1;166
False;OpenDoorAction;MoveSouth;MoveSouthEast;MoveSouth;11;10;10;9;1;167
False;OpenDoorAction;MoveSouth;MoveSouthEast;MoveSouth;12;10;10;9;1;168
False;MoveNorth;MoveSouthWest;MoveSouthEast;MoveSouth;12;10;10;9;1;169
False;MoveNorth;MoveSouthWest;MoveSouthEast;MoveSouth;13;10;10;9;1;170
False;MoveNorthWest;MoveSouthEast;MoveSouthEast;MoveSouth;13;10;10;9;1;171
False;MoveNorthWest;MoveSouthEast;MoveSouthEast;MoveSouth;13;10;10;9;1;172
False;GrabObject;MoveEast;MoveSouth;MoveSouth;13;10;10;9;1;173
False;GrabObject;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;174
False;MoveSouthEast;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;175
False;MoveSouthEast;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;176
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;177
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;178
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;179
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;180
False;MoveWest;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;181
False;MoveWest;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;182
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;183
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;14;10;10;9;1;184
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;14;10;10;9;1;185
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;14;10;10;9;1;186
False;MoveSouth;MoveSouthEast;MoveSouth;MoveEast;14;10;10;9;1;187
False;MoveSouth;MoveSouthEast;MoveSouth;MoveEast;14;10;10;9;1;188
False;MoveSouth;DropObject;MoveSouth;MoveEast;14;10;10;9;1;189
False;MoveSouth;DropObject;MoveSouth;MoveEast;14;11;10;9;1;190
False;MoveSouth;MoveNorthWest;MoveSouthWest;MoveEast;14;11;10;9;1;191
False;MoveSouth;MoveNorthWest;MoveSouthWest;MoveEast;14;12;10;9;1;192
False;MoveSouth;MoveWest;MoveSouthWest;MoveEast;14;12;10;9;1;193
False;MoveSouth;MoveWest;MoveSouthWest;MoveEast;14;12;10;9;1;194
False;MoveSouth;MoveWest;MoveSouthWest;MoveEast;14;12;10;9;1;195
False;MoveSouth;MoveWest;MoveSouthWest;MoveEast;14;12;10;9;1;196
False;MoveSouth;MoveWest;MoveWest;MoveEast;14;12;10;9;1;197
False;MoveSouth;MoveWest;MoveWest;MoveEast;14;12;10;9;1;198
False;MoveSouth;MoveWest;MoveWest;MoveSouthEast;14;12;10;9;1;199
False;MoveSouth;MoveWest;MoveWest;MoveSouthEast;14;12;10;9;1;200
False;MoveSouth;MoveWest;MoveSouthWest;MoveEast;14;12;10;9;1;201
False;MoveSouth;MoveWest;MoveSouthWest;MoveEast;14;12;10;9;1;202
False;MoveSouthEast;MoveWest;DropObject;MoveSouthEast;14;12;10;9;1;203
False;MoveSouthEast;MoveWest;DropObject;MoveSouthEast;14;12;11;9;1;204
False;MoveEast;MoveWest;MoveNorthWest;MoveEast;14;12;11;9;1;205
False;MoveEast;MoveWest;MoveNorthWest;MoveEast;14;12;12;9;1;206
False;MoveEast;MoveWest;MoveNorthWest;MoveEast;14;12;12;9;1;207
False;MoveEast;MoveWest;MoveNorthWest;MoveEast;14;12;12;9;1;208
False;MoveEast;MoveWest;MoveNorthWest;MoveSouthEast;14;12;12;9;1;209
False;MoveEast;MoveWest;MoveNorthWest;MoveSouthEast;14;12;12;9;1;210
False;MoveSouthEast;MoveWest;OpenDoorAction;DropObject;14;12;12;9;1;211
False;MoveSouthEast;MoveWest;OpenDoorAction;DropObject;14;12;13;10;1;212
False;MoveEast;MoveWest;MoveNorth;MoveNorthWest;14;12;13;10;1;213
False;MoveEast;MoveWest;MoveNorth;MoveNorthWest;14;12;14;11;1;214
False;MoveSouthEast;MoveNorthWest;MoveNorthWest;MoveNorthWest;14;12;14;11;1;215
False;MoveSouthEast;MoveNorthWest;MoveNorthWest;MoveNorthWest;14;12;14;11;1;216
False;MoveEast;MoveNorth;MoveNorthWest;MoveNorthWest;14;12;14;11;1;217
False;MoveEast;MoveNorth;MoveNorthWest;MoveNorthWest;14;12;14;11;1;218
False;MoveEast;MoveNorth;MoveSouth;MoveWest;14;12;14;11;1;219
False;MoveEast;MoveNorth;MoveSouth;MoveWest;14;12;14;11;1;220
False;MoveSouthEast;MoveNorth;MoveNorthEast;MoveWest;14;12;14;11;1;221
False;MoveSouthEast;MoveNorth;MoveNorthEast;MoveWest;14;12;14;11;1;222
False;DropObject;MoveNorthEast;MoveSouth;MoveWest;14;12;14;11;1;223
False;DropObject;MoveNorthEast;MoveSouth;MoveWest;15;12;14;11;1;224
False;MoveEast;MoveEast;MoveNorthEast;MoveWest;15;12;14;11;1;225
False;MoveEast;MoveEast;MoveNorthEast;MoveWest;15;12;14;11;1;226
False;MoveNorthEast;MoveNorthEast;GrabObject;MoveWest;15;12;14;11;1;227
False;MoveNorthEast;MoveNorthEast;GrabObject;MoveWest;15;12;15;11;1;228
False;MoveEast;MoveEast;MoveSouth;MoveWest;15;12;15;11;1;229
False;MoveEast;MoveEast;MoveSouth;MoveWest;15;12;15;11;1;230
False;GrabObject;OpenDoorAction;MoveSouth;MoveWest;15;12;15;11;1;231
False;GrabObject;OpenDoorAction;MoveSouth;MoveWest;15;13;15;11;1;232
False;MoveWest;MoveNorth;MoveSouthEast;MoveWest;15;13;15;11;1;233
False;MoveWest;MoveNorth;MoveSouthEast;MoveWest;15;14;15;11;1;234
False;MoveWest;MoveNorthWest;MoveSouthEast;MoveWest;15;14;15;11;1;235
False;MoveWest;MoveNorthWest;MoveSouthEast;MoveWest;15;14;15;11;1;236
False;MoveWest;GrabObject;MoveSouthEast;MoveNorthWest;15;14;15;11;1;237
False;MoveWest;GrabObject;MoveSouthEast;MoveNorthWest;15;15;15;11;1;238
False;DropObject;MoveSouthEast;DropObject;MoveNorth;15;15;15;11;1;239
False;DropObject;MoveSouthEast;DropObject;MoveNorth;16;15;16;11;1;240
False;MoveEast;MoveSouthWest;MoveNorthWest;MoveNorth;16;15;16;11;1;241
False;MoveEast;MoveSouthWest;MoveNorthWest;MoveNorth;16;15;17;11;1;242
False;MoveEast;MoveSouthWest;MoveNorthWest;MoveNorth;16;15;17;11;1;243
False;MoveEast;MoveSouthWest;MoveNorthWest;MoveNorth;16;15;17;11;1;244
False;MoveSouthEast;MoveWest;MoveWest;MoveNorth;16;15;17;11;1;245
False;MoveSouthEast;MoveWest;MoveWest;MoveNorth;16;15;17;11;1;246
False;GrabObject;MoveSouthWest;OpenDoorAction;MoveNorth;16;15;17;11;1;247
False;GrabObject;MoveSouthWest;OpenDoorAction;MoveNorth;16;15;18;11;1;248
False;MoveNorthWest;MoveSouth;MoveNorth;MoveNorth;16;15;18;11;1;249
False;MoveNorthWest;MoveSouth;MoveNorth;MoveNorth;16;15;19;11;1;250
False;MoveNorthWest;MoveSouth;MoveNorthWest;MoveNorth;16;15;19;11;1;251
False;MoveNorthWest;MoveSouth;MoveNorthWest;MoveNorth;16;15;19;11;1;252
False;MoveWest;MoveSouth;MoveNorthWest;MoveNorth;16;15;19;11;1;253
False;MoveWest;MoveSouth;MoveNorthWest;MoveNorth;16;15;19;11;1;254
False;DropObject;MoveSouthEast;MoveSouth;MoveNorth;16;15;19;11;1;255
True;DropObject;MoveSouthEast;MoveSouth;MoveNorth;17;15;19;11;1;256
