done;strongagent1_acts;strongagent2_acts;lazyagent_acts;lazyagent1_acts;strongagent1_mssg;strongagent2_mssg;lazyagent_mssg;lazyagent1_mssg;world_nr;tick_nr
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;22
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;23
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;24
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;1;1;1;1;1;25
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;1;1;1;1;1;26
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;27
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;28
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;29
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;30
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;31
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;1;1;1;32
False;OpenDoorAction;OpenDoorAction;MoveEast;MoveSouth;1;1;1;1;1;33
False;OpenDoorAction;OpenDoorAction;MoveEast;MoveSouth;2;2;1;1;1;34
False;MoveNorth;MoveNorth;MoveEast;MoveSouth;2;2;1;1;1;35
False;MoveNorth;MoveNorth;MoveEast;MoveSouth;3;3;1;1;1;36
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveSouthEast;3;3;1;1;1;37
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveSouthEast;3;3;1;1;1;38
False;GrabObject;MoveNorthWest;MoveEast;MoveEast;3;3;1;1;1;39
False;GrabObject;MoveNorthWest;MoveEast;MoveEast;4;3;1;1;1;40
False;MoveSouthEast;MoveSouth;MoveEast;MoveEast;4;3;1;1;1;41
False;MoveSouthEast;MoveSouth;MoveEast;MoveEast;5;3;1;1;1;42
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveEast;5;3;1;1;1;43
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveEast;5;3;1;1;1;44
False;MoveEast;GrabObject;MoveEast;MoveEast;5;3;1;1;1;45
False;MoveEast;GrabObject;MoveEast;MoveEast;5;4;1;1;1;46
False;MoveEast;MoveSouth;MoveEast;MoveEast;5;4;1;1;1;47
False;MoveEast;MoveSouth;MoveEast;MoveEast;5;5;1;1;1;48
False;MoveEast;MoveSouthEast;MoveEast;MoveEast;5;5;1;1;1;49
False;MoveEast;MoveSouthEast;MoveEast;MoveEast;5;5;1;1;1;50
False;MoveEast;MoveSouthEast;MoveEast;MoveEast;5;5;1;1;1;51
False;MoveEast;MoveSouthEast;MoveEast;MoveEast;5;5;1;1;1;52
False;MoveEast;MoveSouthEast;MoveEast;MoveEast;5;5;1;1;1;53
False;MoveEast;MoveSouthEast;MoveEast;MoveEast;5;5;1;1;1;54
False;MoveEast;MoveEast;MoveEast;MoveEast;5;5;1;1;1;55
False;MoveEast;MoveEast;MoveEast;MoveEast;5;5;1;1;1;56
False;MoveEast;MoveEast;MoveEast;MoveEast;5;5;1;1;1;57
False;MoveEast;MoveEast;MoveEast;MoveEast;5;5;2;1;1;58
False;MoveEast;MoveEast;MoveEast;MoveEast;5;5;2;1;1;59
False;MoveEast;MoveEast;MoveEast;MoveEast;5;5;2;1;1;60
False;MoveEast;MoveEast;MoveNorthEast;MoveEast;5;5;2;1;1;61
False;MoveEast;MoveEast;MoveNorthEast;MoveEast;5;5;2;1;1;62
False;MoveEast;MoveEast;MoveNorth;MoveEast;5;5;2;1;1;63
False;MoveEast;MoveEast;MoveNorth;MoveEast;5;5;2;1;1;64
False;MoveEast;MoveEast;MoveNorth;MoveEast;5;5;2;1;1;65
False;MoveEast;MoveEast;MoveNorth;MoveEast;5;5;2;1;1;66
False;MoveEast;MoveSouthEast;MoveNorth;MoveEast;5;5;2;1;1;67
False;MoveEast;MoveSouthEast;MoveNorth;MoveEast;5;5;2;1;1;68
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;5;5;2;1;1;69
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;5;5;2;2;1;70
False;MoveNorthEast;MoveSouth;MoveWest;MoveEast;5;5;2;2;1;71
False;MoveNorthEast;MoveSouth;MoveWest;MoveEast;5;5;2;2;1;72
False;MoveNorth;MoveSouth;MoveWest;MoveNorthEast;5;5;2;2;1;73
False;MoveNorth;MoveSouth;MoveWest;MoveNorthEast;5;5;2;2;1;74
False;MoveNorth;MoveSouth;MoveWest;MoveNorth;5;5;2;2;1;75
False;MoveNorth;MoveSouth;MoveWest;MoveNorth;5;5;2;2;1;76
False;MoveNorth;MoveSouth;MoveWest;MoveNorth;5;5;2;2;1;77
False;MoveNorth;MoveSouth;MoveWest;MoveNorth;5;5;2;2;1;78
False;MoveNorthWest;MoveSouth;MoveWest;MoveNorth;5;5;2;2;1;79
False;MoveNorthWest;MoveSouth;MoveWest;MoveNorth;5;5;2;2;1;80
False;MoveNorthWest;MoveSouth;MoveWest;MoveNorthWest;5;5;2;2;1;81
False;MoveNorthWest;MoveSouth;MoveWest;MoveNorthWest;5;5;2;2;1;82
False;MoveWest;MoveSouth;MoveWest;MoveNorthWest;5;5;2;2;1;83
False;MoveWest;MoveSouth;MoveWest;MoveNorthWest;5;5;2;2;1;84
False;OpenDoorAction;MoveSouth;MoveWest;MoveWest;5;5;2;2;1;85
False;OpenDoorAction;MoveSouth;MoveWest;MoveWest;6;5;2;2;1;86
False;MoveNorth;MoveSouthWest;MoveWest;OpenDoorAction;6;5;2;2;1;87
False;MoveNorth;MoveSouthWest;MoveWest;OpenDoorAction;7;5;2;3;1;88
False;MoveNorthWest;MoveWest;MoveWest;MoveNorth;7;5;2;3;1;89
False;MoveNorthWest;MoveWest;MoveWest;MoveNorth;7;5;2;4;1;90
False;GrabObject;MoveWest;MoveWest;GrabObject;7;5;2;4;1;91
False;GrabObject;MoveWest;MoveWest;GrabObject;8;5;2;5;1;92
False;MoveSouthEast;MoveWest;MoveWest;MoveSouthEast;8;5;2;5;1;93
False;MoveSouthEast;MoveWest;MoveWest;MoveSouthEast;8;5;2;5;1;94
False;MoveSouthEast;MoveWest;MoveNorthWest;MoveSouthEast;8;5;2;5;1;95
False;MoveSouthEast;MoveWest;MoveNorthWest;MoveSouthEast;8;5;2;5;1;96
False;MoveSouthEast;MoveWest;MoveWest;MoveSouthEast;8;5;2;5;1;97
False;MoveSouthEast;MoveWest;MoveWest;MoveSouthEast;8;5;2;5;1;98
False;MoveSouthEast;MoveWest;MoveSouthWest;MoveSouth;8;5;2;5;1;99
False;MoveSouthEast;MoveWest;MoveSouthWest;MoveSouth;8;5;3;5;1;100
False;MoveSouth;MoveWest;MoveWest;MoveSouth;8;5;3;5;1;101
False;MoveSouth;MoveWest;MoveWest;MoveSouth;8;5;3;5;1;102
False;MoveSouth;MoveWest;MoveWest;MoveSouth;8;5;3;5;1;103
False;MoveSouth;MoveWest;MoveWest;MoveSouth;8;5;3;5;1;104
False;MoveSouth;OpenDoorAction;MoveSouthWest;MoveSouthWest;8;5;3;5;1;105
False;MoveSouth;OpenDoorAction;MoveSouthWest;MoveSouthWest;8;6;3;5;1;106
False;MoveSouth;MoveNorth;MoveSouth;MoveWest;8;6;3;5;1;107
False;MoveSouth;MoveNorth;MoveSouth;MoveWest;8;7;3;5;1;108
False;MoveSouth;MoveNorthWest;MoveSouth;MoveWest;8;7;3;5;1;109
False;MoveSouth;MoveNorthWest;MoveSouth;MoveWest;8;7;3;5;1;110
False;MoveSouth;MoveNorthWest;MoveSouth;MoveWest;8;7;3;5;1;111
False;MoveSouth;MoveNorthWest;MoveSouth;MoveWest;8;7;3;5;1;112
False;MoveSouth;MoveSouth;MoveSouthEast;MoveWest;8;7;3;5;1;113
False;MoveSouth;MoveSouth;MoveSouthEast;MoveWest;8;7;3;5;1;114
False;MoveSouth;MoveNorthEast;MoveEast;MoveSouthWest;8;7;3;5;1;115
False;MoveSouth;MoveNorthEast;MoveEast;MoveSouthWest;8;7;3;5;1;116
False;MoveSouth;MoveSouth;MoveEast;MoveWest;8;7;3;5;1;117
False;MoveSouth;MoveSouth;MoveEast;MoveWest;8;7;3;6;1;118
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveWest;8;7;3;6;1;119
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveWest;8;7;3;6;1;120
False;MoveWest;MoveSouth;MoveEast;MoveWest;8;7;3;6;1;121
False;MoveWest;MoveSouth;MoveEast;MoveWest;8;7;3;6;1;122
False;MoveWest;MoveNorthEast;MoveEast;MoveWest;8;7;3;6;1;123
False;MoveWest;MoveNorthEast;MoveEast;MoveWest;8;7;3;6;1;124
False;MoveSouthWest;MoveSouth;MoveEast;MoveWest;8;7;3;6;1;125
False;MoveSouthWest;MoveSouth;MoveEast;MoveWest;8;7;3;6;1;126
False;MoveWest;MoveSouthWest;MoveEast;MoveWest;8;7;3;6;1;127
False;MoveWest;MoveSouthWest;MoveEast;MoveWest;8;8;3;6;1;128
False;MoveSouthWest;MoveSouthWest;MoveEast;MoveWest;8;8;3;6;1;129
False;MoveSouthWest;MoveSouthWest;MoveEast;MoveWest;8;8;3;6;1;130
False;MoveWest;MoveWest;MoveEast;MoveNorthWest;8;8;3;6;1;131
False;MoveWest;MoveWest;MoveEast;MoveNorthWest;8;8;3;6;1;132
False;MoveWest;MoveWest;MoveSouthEast;MoveWest;8;8;3;6;1;133
False;MoveWest;MoveWest;MoveSouthEast;MoveWest;8;8;4;6;1;134
False;MoveSouthWest;MoveWest;MoveEast;MoveWest;8;8;4;6;1;135
False;MoveSouthWest;MoveWest;MoveEast;MoveWest;8;8;5;7;1;136
False;DropObject;MoveWest;MoveEast;MoveEast;8;8;5;7;1;137
False;DropObject;MoveWest;MoveEast;MoveEast;9;8;5;8;1;138
False;MoveNorth;MoveWest;MoveEast;MoveEast;9;8;5;8;1;139
False;MoveNorth;MoveWest;MoveEast;MoveEast;9;8;5;8;1;140
False;DropObject;OpenDoorAction;MoveEast;MoveEast;9;8;5;8;1;141
False;DropObject;OpenDoorAction;MoveEast;MoveEast;10;9;5;8;1;142
False;MoveNorthWest;MoveNorth;MoveEast;MoveEast;10;9;5;8;1;143
False;MoveNorthWest;MoveNorth;MoveEast;MoveEast;11;10;5;8;1;144
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveEast;11;10;5;8;1;145
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveEast;11;10;5;8;1;146
False;MoveWest;MoveNorthWest;MoveEast;MoveEast;11;10;5;8;1;147
False;MoveWest;MoveNorthWest;MoveEast;MoveEast;11;10;5;8;1;148
False;MoveWest;MoveSouth;MoveSouthEast;MoveEast;11;10;5;8;1;149
False;MoveWest;MoveSouth;MoveSouthEast;MoveEast;11;10;5;8;1;150
False;MoveWest;MoveNorthEast;MoveSouth;MoveEast;11;10;5;8;1;151
False;MoveWest;MoveNorthEast;MoveSouth;MoveEast;11;10;5;8;1;152
False;MoveWest;MoveSouth;MoveSouth;MoveEast;11;10;5;8;1;153
False;MoveWest;MoveSouth;MoveSouth;MoveEast;11;10;5;8;1;154
False;MoveWest;MoveNorthEast;MoveSouth;MoveEast;11;10;5;8;1;155
False;MoveWest;MoveNorthEast;MoveSouth;MoveEast;11;10;5;8;1;156
False;MoveWest;MoveSouth;MoveSouthWest;MoveEast;11;10;5;8;1;157
False;MoveWest;MoveSouth;MoveSouthWest;MoveEast;11;10;5;8;1;158
False;MoveWest;MoveNorthEast;MoveWest;MoveEast;11;10;5;8;1;159
False;MoveWest;MoveNorthEast;MoveWest;MoveEast;11;10;5;8;1;160
False;MoveNorthWest;MoveSouth;MoveWest;MoveEast;11;10;5;8;1;161
False;MoveNorthWest;MoveSouth;MoveWest;MoveEast;11;10;5;8;1;162
False;MoveNorth;MoveSouthWest;OpenDoorAction;MoveEast;11;10;5;8;1;163
False;MoveNorth;MoveSouthWest;OpenDoorAction;MoveEast;11;11;6;9;1;164
False;MoveNorth;MoveSouthWest;MoveEast;MoveEast;11;11;6;9;1;165
False;MoveNorth;MoveSouthWest;MoveEast;MoveEast;11;11;7;10;1;166
False;MoveNorth;MoveWest;MoveEast;MoveNorthEast;11;11;7;10;1;167
False;MoveNorth;MoveWest;MoveEast;MoveNorthEast;11;11;7;10;1;168
False;MoveNorth;MoveWest;MoveNorthEast;MoveNorth;11;11;7;10;1;169
False;MoveNorth;MoveWest;MoveNorthEast;MoveNorth;11;11;7;10;1;170
False;MoveNorth;MoveNorthWest;MoveNorth;MoveNorth;11;11;7;10;1;171
False;MoveNorth;MoveNorthWest;MoveNorth;MoveNorth;11;11;7;10;1;172
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;173
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;174
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;175
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;176
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;177
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;178
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;179
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;180
False;MoveNorthEast;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;181
False;MoveNorthEast;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;182
False;MoveEast;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;183
False;MoveEast;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;184
False;MoveNorthEast;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;185
False;MoveNorthEast;MoveNorth;MoveNorth;MoveNorth;11;11;7;10;1;186
False;MoveEast;MoveNorth;MoveNorth;MoveNorthWest;11;11;7;10;1;187
False;MoveEast;MoveNorth;MoveNorth;MoveNorthWest;11;11;7;10;1;188
False;OpenDoorAction;MoveNorth;MoveNorthWest;MoveWest;11;11;7;10;1;189
False;OpenDoorAction;MoveNorth;MoveNorthWest;MoveWest;12;11;7;10;1;190
False;MoveNorth;MoveNorthEast;MoveWest;MoveWest;12;11;7;10;1;191
False;MoveNorth;MoveNorthEast;MoveWest;MoveWest;13;11;7;10;1;192
False;MoveNorthWest;MoveEast;MoveWest;MoveWest;13;11;7;10;1;193
False;MoveNorthWest;MoveEast;MoveWest;MoveWest;13;11;7;10;1;194
False;MoveNorthWest;MoveNorthEast;MoveWest;MoveWest;13;11;7;10;1;195
False;MoveNorthWest;MoveNorthEast;MoveWest;MoveWest;13;11;7;10;1;196
False;GrabObject;MoveEast;MoveWest;MoveWest;13;11;7;10;1;197
False;GrabObject;MoveEast;MoveWest;MoveWest;14;11;7;10;1;198
False;MoveSouthEast;OpenDoorAction;MoveWest;MoveWest;14;11;7;10;1;199
False;MoveSouthEast;OpenDoorAction;MoveWest;MoveWest;15;12;7;10;1;200
False;MoveSouthEast;MoveNorth;MoveWest;MoveWest;15;12;7;10;1;201
False;MoveSouthEast;MoveNorth;MoveWest;MoveWest;15;13;7;10;1;202
False;MoveSouthWest;MoveNorthWest;MoveWest;MoveWest;15;13;7;10;1;203
False;MoveSouthWest;MoveNorthWest;MoveWest;MoveWest;15;13;7;10;1;204
False;MoveSouthWest;MoveNorthWest;MoveWest;MoveWest;15;13;7;10;1;205
False;MoveSouthWest;MoveNorthWest;MoveWest;MoveWest;15;13;7;10;1;206
False;MoveWest;MoveSouth;MoveWest;MoveWest;15;13;7;10;1;207
False;MoveWest;MoveSouth;MoveWest;MoveWest;15;13;7;10;1;208
False;MoveSouthWest;MoveNorthEast;MoveWest;MoveWest;15;13;7;10;1;209
False;MoveSouthWest;MoveNorthEast;MoveWest;MoveWest;15;13;7;10;1;210
False;MoveSouth;MoveSouth;MoveWest;MoveWest;15;13;7;10;1;211
False;MoveSouth;MoveSouth;MoveWest;MoveWest;15;13;7;10;1;212
False;MoveSouth;MoveNorthEast;MoveWest;MoveNorthWest;15;13;7;10;1;213
False;MoveSouth;MoveNorthEast;MoveWest;MoveNorthWest;15;13;7;10;1;214
False;MoveSouth;MoveSouth;MoveNorthWest;MoveWest;15;13;7;10;1;215
False;MoveSouth;MoveSouth;MoveNorthWest;MoveWest;15;13;7;10;1;216
False;MoveSouthEast;MoveNorthEast;MoveWest;OpenDoorAction;15;13;7;10;1;217
False;MoveSouthEast;MoveNorthEast;MoveWest;OpenDoorAction;15;13;7;11;1;218
False;MoveEast;MoveSouth;OpenDoorAction;MoveNorth;15;13;7;11;1;219
False;MoveEast;MoveSouth;OpenDoorAction;MoveNorth;15;13;8;12;1;220
False;MoveEast;MoveSouthWest;MoveNorth;MoveNorthWest;15;13;8;12;1;221
False;MoveEast;MoveSouthWest;MoveNorth;MoveNorthWest;15;14;9;12;1;222
False;MoveEast;MoveSouthWest;MoveNorthWest;MoveNorthWest;15;14;9;12;1;223
False;MoveEast;MoveSouthWest;MoveNorthWest;MoveNorthWest;15;14;9;12;1;224
False;MoveEast;MoveSouthWest;MoveSouthEast;MoveSouth;15;14;9;12;1;225
False;MoveEast;MoveSouthWest;MoveSouthEast;MoveSouth;15;14;10;12;1;226
False;MoveEast;MoveWest;MoveSouthWest;MoveNorthEast;15;14;10;12;1;227
False;MoveEast;MoveWest;MoveSouthWest;MoveNorthEast;15;14;10;12;1;228
False;MoveEast;MoveSouthWest;MoveSouthWest;MoveSouth;15;14;10;12;1;229
False;MoveEast;MoveSouthWest;MoveSouthWest;MoveSouth;15;14;10;12;1;230
False;MoveEast;MoveSouth;MoveWest;MoveNorthEast;15;14;10;12;1;231
False;MoveEast;MoveSouth;MoveWest;MoveNorthEast;15;14;10;12;1;232
False;MoveEast;MoveSouth;MoveSouthWest;MoveSouth;15;14;10;12;1;233
False;MoveEast;MoveSouth;MoveSouthWest;MoveSouth;15;14;10;12;1;234
False;MoveEast;MoveSouth;MoveSouth;MoveNorthEast;15;14;10;12;1;235
False;MoveEast;MoveSouth;MoveSouth;MoveNorthEast;15;14;10;12;1;236
False;OpenDoorAction;MoveSouthEast;MoveSouth;MoveSouth;15;14;10;12;1;237
False;OpenDoorAction;MoveSouthEast;MoveSouth;MoveSouth;16;14;10;12;1;238
False;MoveNorth;MoveEast;MoveSouth;MoveSouthWest;16;14;10;12;1;239
False;MoveNorth;MoveEast;MoveSouth;MoveSouthWest;17;14;10;13;1;240
False;MoveNorthWest;MoveEast;MoveSouthEast;MoveSouthEast;17;14;10;13;1;241
False;MoveNorthWest;MoveEast;MoveSouthEast;MoveSouthEast;17;14;10;14;1;242
False;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;17;14;10;14;1;243
False;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;17;14;10;14;1;244
False;GrabObject;MoveEast;MoveEast;MoveEast;17;14;10;14;1;245
False;GrabObject;MoveEast;MoveEast;MoveEast;18;14;10;14;1;246
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;18;14;10;14;1;247
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;18;14;10;14;1;248
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;18;14;10;14;1;249
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;18;14;10;14;1;250
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;18;14;10;14;1;251
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;18;14;10;14;1;252
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;18;14;10;14;1;253
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;18;14;10;14;1;254
False;MoveEast;MoveEast;MoveEast;MoveEast;18;14;10;14;1;255
False;MoveEast;MoveEast;MoveEast;MoveEast;18;14;10;14;1;256
False;MoveEast;OpenDoorAction;MoveEast;MoveEast;18;14;10;14;1;257
False;MoveEast;OpenDoorAction;MoveEast;MoveEast;18;15;10;14;1;258
False;MoveEast;MoveNorth;MoveEast;MoveEast;18;15;10;14;1;259
False;MoveEast;MoveNorth;MoveEast;MoveEast;18;16;10;14;1;260
False;MoveEast;MoveNorthWest;MoveWest;MoveEast;18;16;10;14;1;261
False;MoveEast;MoveNorthWest;MoveWest;MoveEast;18;16;11;14;1;262
False;MoveEast;MoveNorthWest;MoveSouthWest;MoveEast;18;16;11;14;1;263
False;MoveEast;MoveNorthWest;MoveSouthWest;MoveEast;18;16;12;14;1;264
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;18;16;12;14;1;265
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;18;16;13;14;1;266
False;MoveSouthEast;MoveNorthEast;MoveSouthWest;MoveEast;18;16;13;14;1;267
False;MoveSouthEast;MoveNorthEast;MoveSouthWest;MoveEast;18;16;14;14;1;268
False;MoveSouth;MoveSouth;MoveWest;MoveSouthEast;18;16;14;14;1;269
False;MoveSouth;MoveSouth;MoveWest;MoveSouthEast;18;16;14;14;1;270
False;MoveSouth;MoveNorthEast;MoveWest;MoveSouth;18;16;14;14;1;271
False;MoveSouth;MoveNorthEast;MoveWest;MoveSouth;18;16;14;14;1;272
False;MoveSouth;MoveSouth;MoveWest;MoveSouth;18;16;14;14;1;273
False;MoveSouth;MoveSouth;MoveWest;MoveSouth;18;16;14;14;1;274
False;MoveSouthWest;MoveNorthEast;MoveWest;MoveSouth;18;16;14;14;1;275
False;MoveSouthWest;MoveNorthEast;MoveWest;MoveSouth;18;16;14;14;1;276
False;MoveWest;MoveSouth;MoveWest;MoveSouth;18;16;14;14;1;277
False;MoveWest;MoveSouth;MoveWest;MoveSouth;18;16;14;14;1;278
False;MoveWest;MoveSouthWest;MoveSouthWest;MoveSouth;18;16;14;14;1;279
False;MoveWest;MoveSouthWest;MoveSouthWest;MoveSouth;18;16;14;14;1;280
False;MoveWest;MoveSouthEast;MoveSouth;MoveSouth;18;16;14;14;1;281
False;MoveWest;MoveSouthEast;MoveSouth;MoveSouth;18;16;14;14;1;282
False;MoveWest;MoveSouthEast;MoveSouth;MoveSouth;18;16;14;14;1;283
False;MoveWest;MoveSouthEast;MoveSouth;MoveSouth;18;16;14;14;1;284
False;MoveWest;MoveEast;MoveSouth;MoveSouth;18;16;14;14;1;285
False;MoveWest;MoveEast;MoveSouth;MoveSouth;18;16;14;14;1;286
False;MoveWest;MoveEast;MoveSouthEast;MoveSouth;18;16;14;14;1;287
False;MoveWest;MoveEast;MoveSouthEast;MoveSouth;18;16;14;14;1;288
False;MoveWest;MoveEast;MoveEast;MoveSouthWest;18;16;14;14;1;289
False;MoveWest;MoveEast;MoveEast;MoveSouthWest;18;16;14;14;1;290
False;MoveSouthWest;MoveEast;MoveEast;MoveWest;18;16;14;14;1;291
False;MoveSouthWest;MoveEast;MoveEast;MoveWest;18;16;14;14;1;292
False;DropObject;MoveEast;MoveEast;MoveWest;18;16;14;14;1;293
True;DropObject;MoveEast;MoveEast;MoveWest;19;16;14;14;1;294
