done;lazyagent_acts;lazyagent1_acts;lazyagent2_acts;lazyagent3_acts;lazyagent_mssg;lazyagent1_mssg;lazyagent2_mssg;lazyagent3_mssg;world_nr;tick_nr
False;MoveWest;MoveEast;MoveSouthEast;MoveEast;4;4;2;4;1;50
False;MoveWest;MoveEast;MoveSouth;MoveEast;4;4;2;4;1;51
False;MoveWest;MoveEast;MoveSouth;MoveEast;4;4;2;4;1;52
False;MoveWest;MoveEast;MoveSouth;MoveEast;4;4;2;4;1;53
False;MoveWest;MoveEast;MoveSouth;MoveEast;4;4;2;4;1;54
False;MoveWest;MoveWest;MoveSouth;MoveEast;4;4;2;4;1;55
False;MoveWest;MoveWest;MoveSouth;MoveEast;4;5;2;4;1;56
False;MoveWest;MoveWest;MoveSouth;MoveEast;4;5;2;4;1;57
False;MoveWest;MoveWest;MoveSouth;MoveEast;4;6;2;4;1;58
False;MoveWest;MoveWest;MoveSouth;MoveEast;4;6;2;4;1;59
False;MoveWest;MoveWest;MoveSouth;MoveEast;4;6;2;4;1;60
False;MoveWest;MoveNorthWest;MoveSouth;MoveEast;4;6;2;4;1;61
False;MoveWest;MoveNorthWest;MoveSouth;MoveEast;4;6;2;4;1;62
False;MoveWest;MoveNorth;MoveSouth;MoveEast;4;6;2;4;1;63
False;MoveWest;MoveNorth;MoveSouth;MoveEast;4;6;2;4;1;64
False;MoveNorthWest;MoveNorth;MoveSouth;MoveEast;4;6;2;4;1;65
False;MoveNorthWest;MoveNorth;MoveSouth;MoveEast;4;6;2;4;1;66
False;MoveNorth;MoveNorth;MoveSouth;MoveEast;4;6;2;4;1;67
False;MoveNorth;MoveNorth;MoveSouth;MoveEast;4;6;2;4;1;68
False;MoveNorth;MoveNorth;MoveSouthWest;MoveEast;4;6;2;4;1;69
False;MoveNorth;MoveNorth;MoveSouthWest;MoveEast;4;6;2;4;1;70
False;MoveNorth;MoveNorth;MoveWest;OpenDoorAction;4;6;2;4;1;71
False;MoveNorth;MoveNorth;MoveWest;OpenDoorAction;4;6;2;5;1;72
False;MoveNorthEast;MoveNorth;MoveWest;MoveNorth;4;6;2;5;1;73
False;MoveNorthEast;MoveNorth;MoveWest;MoveNorth;4;6;2;6;1;74
False;MoveEast;MoveNorth;MoveWest;GrabObject;4;6;2;6;1;75
False;MoveEast;MoveNorth;MoveWest;GrabObject;4;6;2;7;1;76
False;MoveNorthEast;MoveNorth;MoveWest;MoveSouthEast;4;6;2;7;1;77
False;MoveNorthEast;MoveNorth;MoveWest;MoveSouthEast;4;6;2;7;1;78
False;MoveEast;MoveNorth;MoveWest;MoveSouthEast;4;6;2;7;1;79
False;MoveEast;MoveNorth;MoveWest;MoveSouthEast;4;6;2;7;1;80
False;OpenDoorAction;MoveNorthEast;MoveWest;MoveSouthEast;4;6;2;7;1;81
False;OpenDoorAction;MoveNorthEast;MoveWest;MoveSouthEast;5;6;2;7;1;82
False;MoveNorth;MoveEast;MoveWest;MoveSouth;5;6;2;7;1;83
False;MoveNorth;MoveEast;MoveWest;MoveSouth;6;6;2;7;1;84
False;MoveNorthWest;MoveEast;MoveWest;MoveSouth;6;6;2;7;1;85
False;MoveNorthWest;MoveEast;MoveWest;MoveSouth;6;6;2;7;1;86
False;MoveNorthWest;MoveEast;MoveWest;MoveSouth;6;6;2;7;1;87
False;MoveNorthWest;MoveEast;MoveWest;MoveSouth;6;6;2;7;1;88
False;MoveSouth;MoveEast;MoveWest;MoveSouthWest;6;6;2;7;1;89
False;MoveSouth;MoveEast;MoveWest;MoveSouthWest;7;6;2;7;1;90
False;MoveEast;MoveEast;MoveWest;MoveWest;7;6;2;7;1;91
False;MoveEast;MoveEast;MoveWest;MoveWest;8;6;2;7;1;92
False;MoveSouthEast;MoveEast;MoveWest;MoveWest;8;6;2;7;1;93
False;MoveSouthEast;MoveEast;MoveWest;MoveWest;9;6;2;7;1;94
False;MoveSouthWest;MoveEast;MoveWest;MoveWest;9;6;2;7;1;95
False;MoveSouthWest;MoveEast;MoveWest;MoveWest;10;6;2;7;1;96
False;MoveSouthWest;MoveEast;MoveWest;MoveWest;10;6;2;7;1;97
False;MoveSouthWest;MoveEast;MoveWest;MoveWest;10;6;2;7;1;98
False;MoveWest;MoveEast;OpenDoorAction;MoveSouthWest;10;6;2;7;1;99
False;MoveWest;MoveEast;OpenDoorAction;MoveSouthWest;10;6;3;7;1;100
False;MoveSouthWest;MoveEast;MoveNorth;MoveNorthEast;10;6;3;7;1;101
False;MoveSouthWest;MoveEast;MoveNorth;MoveNorthEast;10;6;4;8;1;102
False;MoveSouth;MoveEast;MoveNorthWest;MoveEast;10;6;4;8;1;103
False;MoveSouth;MoveEast;MoveNorthWest;MoveEast;10;6;4;9;1;104
False;MoveSouth;MoveEast;MoveSouthEast;MoveEast;10;6;4;9;1;105
False;MoveSouth;MoveEast;MoveSouthEast;MoveEast;10;6;5;10;1;106
False;MoveSouth;MoveEast;MoveSouthEast;MoveEast;10;6;5;10;1;107
False;MoveSouth;MoveEast;MoveSouthEast;MoveEast;10;6;6;11;1;108
False;MoveSouth;MoveNorthEast;MoveEast;MoveEast;10;6;6;11;1;109
False;MoveSouth;MoveNorthEast;MoveEast;MoveEast;10;6;6;11;1;110
False;MoveSouth;MoveEast;MoveEast;MoveNorthEast;10;6;6;11;1;111
False;MoveSouth;MoveEast;MoveEast;MoveNorthEast;10;6;6;11;1;112
False;MoveSouth;OpenDoorAction;MoveEast;MoveNorth;10;6;6;11;1;113
False;MoveSouth;OpenDoorAction;MoveEast;MoveNorth;10;7;6;11;1;114
False;MoveSouth;MoveSouthEast;MoveEast;MoveNorth;10;7;6;11;1;115
False;MoveSouth;MoveSouthEast;MoveEast;MoveNorth;10;8;6;11;1;116
False;MoveSouth;MoveEast;MoveEast;MoveNorth;10;8;6;11;1;117
False;MoveSouth;MoveEast;MoveEast;MoveNorth;10;8;6;11;1;118
False;MoveSouth;MoveSouthEast;MoveEast;MoveNorthWest;10;8;6;11;1;119
False;MoveSouth;MoveSouthEast;MoveEast;MoveNorthWest;10;8;6;11;1;120
False;MoveSouthEast;MoveSouth;MoveEast;MoveWest;10;8;6;11;1;121
False;MoveSouthEast;MoveSouth;MoveEast;MoveWest;10;8;6;11;1;122
False;MoveEast;MoveSouth;MoveEast;MoveWest;10;8;6;11;1;123
False;MoveEast;MoveSouth;MoveEast;MoveWest;10;8;6;11;1;124
False;MoveEast;MoveSouth;MoveEast;MoveWest;10;8;6;11;1;125
False;MoveEast;MoveSouth;MoveEast;MoveWest;10;8;6;11;1;126
False;MoveEast;MoveSouth;MoveEast;MoveWest;10;8;6;11;1;127
False;MoveEast;MoveSouth;MoveEast;MoveWest;10;8;6;11;1;128
False;OpenDoorAction;MoveSouth;MoveEast;MoveWest;10;8;6;11;1;129
False;OpenDoorAction;MoveSouth;MoveEast;MoveWest;11;8;6;11;1;130
False;MoveEast;MoveSouth;MoveEast;MoveWest;11;8;6;11;1;131
False;MoveEast;MoveSouth;MoveEast;MoveWest;12;8;6;11;1;132
False;MoveEast;MoveSouth;MoveEast;MoveWest;12;8;6;11;1;133
False;MoveEast;MoveSouth;MoveEast;MoveWest;12;8;6;11;1;134
False;MoveEast;MoveSouth;MoveNorthEast;MoveWest;12;8;6;11;1;135
False;MoveEast;MoveSouth;MoveNorthEast;MoveWest;12;8;6;11;1;136
False;MoveEast;MoveSouth;MoveNorth;MoveWest;12;8;6;11;1;137
False;MoveEast;MoveSouth;MoveNorth;MoveWest;12;8;6;11;1;138
False;MoveEast;MoveSouthWest;MoveNorth;MoveWest;12;8;6;11;1;139
False;MoveEast;MoveSouthWest;MoveNorth;MoveWest;12;8;6;11;1;140
False;MoveEast;MoveWest;MoveNorth;MoveWest;12;8;6;11;1;141
False;MoveEast;MoveWest;MoveNorth;MoveWest;12;8;6;11;1;142
False;MoveEast;MoveWest;MoveNorth;MoveWest;12;8;6;11;1;143
False;MoveEast;MoveWest;MoveNorth;MoveWest;12;8;6;11;1;144
False;MoveEast;MoveWest;MoveNorth;MoveNorthWest;12;8;6;11;1;145
False;MoveEast;MoveWest;MoveNorth;MoveNorthWest;12;8;6;11;1;146
False;MoveEast;MoveWest;MoveNorth;MoveWest;12;8;6;11;1;147
False;MoveEast;MoveWest;MoveNorth;MoveWest;12;8;6;11;1;148
False;MoveEast;MoveWest;MoveNorth;MoveSouthEast;12;8;6;11;1;149
False;MoveEast;MoveWest;MoveNorth;MoveSouthEast;12;8;6;12;1;150
False;MoveEast;MoveWest;MoveNorth;MoveNorthWest;12;8;6;12;1;151
False;MoveEast;MoveWest;MoveNorth;MoveNorthWest;12;8;6;13;1;152
False;MoveEast;MoveWest;MoveNorth;MoveWest;12;8;6;13;1;153
False;MoveEast;MoveWest;MoveNorth;MoveWest;12;8;6;13;1;154
False;MoveEast;MoveWest;MoveNorthWest;MoveWest;12;8;6;13;1;155
False;MoveEast;MoveWest;MoveNorthWest;MoveWest;13;8;6;13;1;156
False;MoveEast;MoveEast;MoveNorthWest;MoveWest;13;8;6;13;1;157
False;MoveEast;MoveEast;MoveNorthWest;MoveWest;13;9;6;13;1;158
False;MoveNorthEast;MoveEast;MoveWest;MoveNorthWest;13;9;6;13;1;159
False;MoveNorthEast;MoveEast;MoveWest;MoveNorthWest;13;9;6;13;1;160
False;MoveNorth;MoveEast;MoveSouthEast;MoveNorth;13;9;6;13;1;161
False;MoveNorth;MoveEast;MoveSouthEast;MoveNorth;13;9;7;13;1;162
False;MoveNorth;MoveEast;MoveEast;MoveNorth;13;9;7;13;1;163
False;MoveNorth;MoveEast;MoveEast;MoveNorth;13;9;8;13;1;164
False;MoveNorth;MoveEast;MoveSouthEast;MoveNorth;13;9;8;13;1;165
False;MoveNorth;MoveEast;MoveSouthEast;MoveNorth;13;9;8;13;1;166
False;MoveNorth;MoveEast;MoveSouth;MoveNorthEast;13;9;8;13;1;167
False;MoveNorth;MoveEast;MoveSouth;MoveNorthEast;13;9;8;13;1;168
False;MoveNorth;MoveEast;MoveSouth;MoveEast;13;9;8;13;1;169
False;MoveNorth;MoveEast;MoveSouth;MoveEast;13;9;8;13;1;170
False;MoveNorth;MoveEast;MoveSouth;MoveEast;13;9;8;13;1;171
False;MoveNorth;MoveEast;MoveSouth;MoveEast;13;9;8;13;1;172
False;MoveNorth;MoveNorthEast;MoveSouth;MoveEast;13;9;8;13;1;173
False;MoveNorth;MoveNorthEast;MoveSouth;MoveEast;13;9;8;13;1;174
False;MoveNorth;MoveNorth;MoveSouth;MoveEast;13;9;8;13;1;175
False;MoveNorth;MoveNorth;MoveSouth;MoveEast;13;9;8;13;1;176
False;MoveNorth;MoveNorth;MoveSouth;MoveEast;13;9;8;13;1;177
False;MoveNorth;MoveNorth;MoveSouth;MoveEast;13;9;8;13;1;178
False;MoveNorthWest;MoveNorth;MoveSouth;MoveEast;13;9;8;13;1;179
False;MoveNorthWest;MoveNorth;MoveSouth;MoveEast;13;9;8;13;1;180
False;MoveWest;MoveNorth;MoveSouth;MoveEast;13;9;8;13;1;181
False;MoveWest;MoveNorth;MoveSouth;MoveEast;13;9;8;13;1;182
False;MoveWest;MoveNorth;MoveSouth;MoveNorthEast;13;9;8;13;1;183
False;MoveWest;MoveNorth;MoveSouth;MoveNorthEast;13;9;8;13;1;184
False;MoveWest;MoveNorth;MoveSouthWest;MoveEast;13;9;8;13;1;185
False;MoveWest;MoveNorth;MoveSouthWest;MoveEast;13;9;8;13;1;186
False;MoveWest;MoveNorth;MoveWest;MoveSouthEast;13;9;8;13;1;187
False;MoveWest;MoveNorth;MoveWest;MoveSouthEast;13;9;8;14;1;188
False;MoveWest;MoveNorth;MoveWest;MoveEast;13;9;8;14;1;189
False;MoveWest;MoveNorth;MoveWest;MoveEast;13;9;8;14;1;190
False;MoveWest;MoveNorth;MoveEast;MoveEast;13;9;8;14;1;191
False;MoveWest;MoveNorth;MoveEast;MoveEast;13;9;9;14;1;192
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveEast;13;9;9;14;1;193
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveEast;13;9;9;14;1;194
False;MoveWest;MoveWest;MoveNorthEast;MoveEast;13;9;9;14;1;195
False;MoveWest;MoveWest;MoveNorthEast;MoveEast;13;9;9;14;1;196
False;OpenDoorAction;MoveWest;MoveNorth;MoveEast;13;9;9;14;1;197
False;OpenDoorAction;MoveWest;MoveNorth;MoveEast;14;9;9;14;1;198
False;MoveSouthEast;MoveWest;MoveNorth;MoveEast;14;9;9;14;1;199
False;MoveSouthEast;MoveWest;MoveNorth;MoveEast;15;9;9;14;1;200
False;MoveEast;MoveWest;MoveNorth;MoveEast;15;9;9;14;1;201
False;MoveEast;MoveWest;MoveNorth;MoveEast;15;9;9;14;1;202
False;MoveEast;MoveWest;MoveNorth;MoveSouthEast;15;9;9;14;1;203
False;MoveEast;MoveWest;MoveNorth;MoveSouthEast;15;9;9;14;1;204
False;MoveEast;MoveWest;MoveNorth;MoveSouth;15;9;9;14;1;205
False;MoveEast;MoveWest;MoveNorth;MoveSouth;15;9;9;14;1;206
False;MoveEast;MoveNorthWest;MoveNorth;MoveSouth;15;9;9;14;1;207
False;MoveEast;MoveNorthWest;MoveNorth;MoveSouth;15;9;9;14;1;208
False;MoveEast;MoveWest;MoveNorth;MoveSouth;15;9;9;14;1;209
False;MoveEast;MoveWest;MoveNorth;MoveSouth;15;9;9;14;1;210
False;MoveEast;OpenDoorAction;MoveNorth;MoveSouth;15;9;9;14;1;211
False;MoveEast;OpenDoorAction;MoveNorth;MoveSouth;15;10;9;14;1;212
False;MoveEast;MoveSouthWest;MoveNorth;MoveSouth;15;10;9;14;1;213
False;MoveEast;MoveSouthWest;MoveNorth;MoveSouth;15;11;9;14;1;214
False;MoveSouthEast;MoveWest;MoveNorthWest;MoveSouth;15;11;9;14;1;215
False;MoveSouthEast;MoveWest;MoveNorthWest;MoveSouth;15;11;9;14;1;216
False;MoveSouth;MoveWest;MoveWest;MoveSouth;15;11;9;14;1;217
False;MoveSouth;MoveWest;MoveWest;MoveSouth;15;11;9;14;1;218
False;MoveSouth;MoveWest;MoveWest;MoveSouth;15;11;9;14;1;219
False;MoveSouth;MoveWest;MoveWest;MoveSouth;15;11;9;14;1;220
False;MoveSouth;MoveWest;MoveWest;MoveSouth;15;11;9;14;1;221
False;MoveSouth;MoveWest;MoveWest;MoveSouth;15;11;9;14;1;222
False;MoveSouth;MoveWest;MoveWest;MoveSouthWest;15;11;9;14;1;223
False;MoveSouth;MoveWest;MoveWest;MoveSouthWest;15;11;9;14;1;224
False;MoveSouth;MoveWest;MoveWest;MoveWest;15;11;9;14;1;225
False;MoveSouth;MoveWest;MoveWest;MoveWest;15;11;9;14;1;226
False;MoveSouth;MoveWest;MoveWest;MoveWest;15;11;9;14;1;227
False;MoveSouth;MoveWest;MoveWest;MoveWest;15;11;9;14;1;228
False;MoveSouth;MoveWest;MoveNorthWest;MoveWest;15;11;9;14;1;229
False;MoveSouth;MoveWest;MoveNorthWest;MoveWest;15;11;9;15;1;230
False;MoveSouth;MoveSouthWest;MoveWest;MoveWest;15;11;9;15;1;231
False;MoveSouth;MoveSouthWest;MoveWest;MoveWest;15;11;9;15;1;232
False;MoveSouth;MoveSouth;MoveSouthEast;MoveWest;15;11;9;15;1;233
False;MoveSouth;MoveSouth;MoveSouthEast;MoveWest;15;11;10;15;1;234
False;MoveSouthWest;MoveSouth;MoveEast;MoveWest;15;11;10;15;1;235
False;MoveSouthWest;MoveSouth;MoveEast;MoveWest;15;11;11;15;1;236
False;MoveWest;MoveSouth;MoveEast;MoveWest;15;11;11;15;1;237
False;MoveWest;MoveSouth;MoveEast;MoveWest;15;11;12;15;1;238
False;MoveWest;MoveSouthEast;MoveEast;MoveWest;15;11;12;15;1;239
False;MoveWest;MoveSouthEast;MoveEast;MoveWest;15;11;12;15;1;240
False;OpenDoorAction;MoveEast;MoveEast;MoveWest;15;11;12;15;1;241
False;OpenDoorAction;MoveEast;MoveEast;MoveWest;16;11;12;16;1;242
False;MoveNorth;MoveEast;MoveEast;MoveWest;16;11;12;16;1;243
False;MoveNorth;MoveEast;MoveEast;MoveWest;17;11;12;17;1;244
False;MoveNorthWest;MoveEast;MoveEast;MoveWest;17;11;12;17;1;245
False;MoveNorthWest;MoveEast;MoveEast;MoveWest;17;11;12;17;1;246
False;MoveNorthWest;OpenDoorAction;MoveEast;MoveWest;17;11;12;17;1;247
False;MoveNorthWest;OpenDoorAction;MoveEast;MoveWest;17;12;12;17;1;248
False;MoveSouth;MoveSouthWest;MoveSouthEast;MoveWest;17;12;12;17;1;249
False;MoveSouth;MoveSouthWest;MoveSouthEast;MoveWest;17;13;12;17;1;250
False;MoveNorthEast;MoveWest;MoveSouth;MoveWest;17;13;12;17;1;251
False;MoveNorthEast;MoveWest;MoveSouth;MoveWest;17;13;12;17;1;252
False;MoveSouth;MoveWest;MoveSouth;MoveWest;17;13;12;17;1;253
False;MoveSouth;MoveWest;MoveSouth;MoveWest;17;13;12;17;1;254
False;MoveNorthEast;MoveSouthWest;MoveSouth;MoveWest;17;13;12;17;1;255
False;MoveNorthEast;MoveSouthWest;MoveSouth;MoveWest;17;13;12;17;1;256
False;MoveSouth;MoveSouth;MoveSouth;MoveWest;17;13;12;17;1;257
False;MoveSouth;MoveSouth;MoveSouth;MoveWest;18;13;12;17;1;258
False;MoveSouth;MoveSouth;MoveSouth;MoveNorthWest;18;13;12;17;1;259
False;MoveSouth;MoveSouth;MoveSouth;MoveNorthWest;18;13;12;17;1;260
False;MoveSouthWest;MoveSouth;MoveSouth;MoveNorth;18;13;12;17;1;261
False;MoveSouthWest;MoveSouth;MoveSouth;MoveNorth;18;13;12;17;1;262
False;MoveWest;MoveSouthEast;MoveSouth;MoveNorth;18;13;12;17;1;263
False;MoveWest;MoveSouthEast;MoveSouth;MoveNorth;18;13;12;17;1;264
False;MoveWest;MoveEast;MoveSouth;MoveNorth;18;13;12;17;1;265
False;MoveWest;MoveEast;MoveSouth;MoveNorth;18;13;12;17;1;266
False;MoveWest;MoveEast;MoveSouth;MoveNorthEast;18;13;12;17;1;267
False;MoveWest;MoveEast;MoveSouth;MoveNorthEast;18;13;12;17;1;268
False;MoveWest;MoveEast;MoveSouthWest;MoveEast;18;13;12;17;1;269
False;MoveWest;MoveEast;MoveSouthWest;MoveEast;18;13;12;17;1;270
False;MoveWest;MoveEast;MoveWest;MoveNorthEast;18;13;12;17;1;271
False;MoveWest;MoveEast;MoveWest;MoveNorthEast;18;13;12;17;1;272
False;OpenDoorAction;MoveEast;MoveWest;MoveEast;18;13;12;17;1;273
False;OpenDoorAction;MoveEast;MoveWest;MoveEast;19;13;12;17;1;274
False;MoveNorth;MoveEast;OpenDoorAction;OpenDoorAction;19;13;12;17;1;275
False;MoveNorth;MoveEast;OpenDoorAction;OpenDoorAction;20;13;13;18;1;276
False;MoveNorthWest;MoveEast;MoveEast;MoveNorth;20;13;13;18;1;277
False;MoveNorthWest;MoveEast;MoveEast;MoveNorth;20;13;14;19;1;278
False;MoveNorthWest;MoveEast;MoveWest;MoveNorthWest;20;13;14;19;1;279
False;MoveNorthWest;MoveEast;MoveWest;MoveNorthWest;20;13;15;19;1;280
False;MoveSouth;MoveEast;MoveWest;DropObject;20;13;15;19;1;281
False;MoveSouth;MoveEast;MoveWest;DropObject;20;13;15;20;1;282
False;MoveNorthEast;OpenDoorAction;MoveWest;MoveSouthEast;20;13;15;20;1;283
False;MoveNorthEast;OpenDoorAction;MoveWest;MoveSouthEast;20;14;15;21;1;284
False;MoveSouth;MoveWest;MoveWest;MoveSouthEast;20;14;15;21;1;285
False;MoveSouth;MoveWest;MoveWest;MoveSouthEast;20;15;15;21;1;286
False;MoveNorthEast;MoveWest;MoveWest;MoveEast;20;15;15;21;1;287
False;MoveNorthEast;MoveWest;MoveWest;MoveEast;20;15;15;21;1;288
False;MoveSouth;MoveWest;MoveWest;MoveEast;20;15;15;21;1;289
False;MoveSouth;MoveWest;MoveWest;MoveEast;20;15;15;21;1;290
False;MoveNorthEast;MoveWest;MoveWest;MoveEast;20;15;15;21;1;291
False;MoveNorthEast;MoveWest;MoveWest;MoveEast;20;15;15;21;1;292
False;MoveSouth;MoveWest;MoveWest;MoveEast;20;15;15;21;1;293
False;MoveSouth;MoveWest;MoveWest;MoveEast;20;15;15;21;1;294
False;MoveSouthWest;MoveWest;MoveWest;MoveEast;20;15;15;21;1;295
False;MoveSouthWest;MoveWest;MoveWest;MoveEast;21;15;15;21;1;296
False;MoveSouthWest;MoveWest;MoveWest;MoveEast;21;15;15;21;1;297
False;MoveSouthWest;MoveWest;MoveWest;MoveEast;21;15;15;21;1;298
False;MoveWest;MoveWest;MoveWest;MoveEast;21;15;15;21;1;299
False;MoveWest;MoveWest;MoveWest;MoveEast;21;15;15;21;1;300
False;MoveWest;MoveWest;MoveWest;MoveEast;21;15;15;21;1;301
False;MoveWest;MoveWest;MoveWest;MoveEast;21;15;15;21;1;302
False;MoveWest;MoveNorthWest;MoveWest;MoveEast;21;15;15;21;1;303
False;MoveWest;MoveNorthWest;MoveWest;MoveEast;21;15;15;21;1;304
False;MoveWest;MoveNorth;OpenDoorAction;MoveEast;21;15;15;21;1;305
False;MoveWest;MoveNorth;OpenDoorAction;MoveEast;21;15;16;21;1;306
False;MoveWest;MoveNorth;MoveWest;MoveEast;21;15;16;21;1;307
False;MoveWest;MoveNorth;MoveWest;MoveEast;21;15;17;21;1;308
False;MoveWest;MoveNorth;MoveWest;MoveEast;21;15;17;21;1;309
False;MoveWest;MoveNorth;MoveWest;MoveEast;21;15;17;21;1;310
False;MoveWest;MoveNorthEast;MoveWest;MoveEast;21;15;17;21;1;311
False;MoveWest;MoveNorthEast;MoveWest;MoveEast;21;15;17;21;1;312
False;MoveWest;MoveEast;MoveNorthWest;MoveNorthEast;21;15;17;21;1;313
False;MoveWest;MoveEast;MoveNorthWest;MoveNorthEast;21;15;17;21;1;314
False;MoveNorthWest;MoveNorthEast;MoveNorth;MoveNorth;21;15;17;21;1;315
False;MoveNorthWest;MoveNorthEast;MoveNorth;MoveNorth;21;15;17;21;1;316
False;MoveNorth;MoveEast;MoveNorth;MoveNorth;21;15;17;21;1;317
False;MoveNorth;MoveEast;MoveNorth;MoveNorth;21;15;17;21;1;318
False;MoveNorth;MoveSouthWest;MoveNorth;MoveNorth;21;15;17;21;1;319
False;MoveNorth;MoveSouthWest;MoveNorth;MoveNorth;21;16;17;21;1;320
False;MoveNorth;MoveWest;MoveNorth;MoveNorthWest;21;16;17;21;1;321
False;MoveNorth;MoveWest;MoveNorth;MoveNorthWest;21;16;17;21;1;322
False;MoveNorth;MoveWest;MoveNorth;MoveNorthWest;21;16;17;21;1;323
False;MoveNorth;MoveWest;MoveNorth;MoveNorthWest;21;16;17;21;1;324
False;MoveNorth;MoveSouthWest;MoveNorth;MoveWest;21;16;17;21;1;325
False;MoveNorth;MoveSouthWest;MoveNorth;MoveWest;21;16;17;21;1;326
False;MoveNorth;MoveSouth;MoveNorth;MoveSouthEast;21;16;17;21;1;327
False;MoveNorth;MoveSouth;MoveNorth;MoveSouthEast;21;16;17;22;1;328
False;MoveNorth;MoveSouth;MoveNorth;MoveEast;21;16;17;22;1;329
False;MoveNorth;MoveSouth;MoveNorth;MoveEast;21;16;17;22;1;330
False;MoveNorth;MoveSouth;MoveNorth;MoveSouthEast;21;16;17;22;1;331
False;MoveNorth;MoveSouth;MoveNorth;MoveSouthEast;21;16;17;22;1;332
