done;strongagent_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;world_nr;tick_nr
False;MoveSouth;MoveSouth;MoveEast;OpenDoorAction;1;1;1;2;1;22
False;MoveSouth;MoveSouth;MoveEast;MoveNorth;1;1;1;2;1;23
False;MoveSouth;MoveSouth;MoveEast;MoveNorth;1;1;1;3;1;24
False;MoveSouth;MoveSouthEast;MoveEast;MoveNorthWest;1;1;1;3;1;25
False;MoveSouth;MoveSouthEast;MoveEast;MoveNorthWest;1;1;1;3;1;26
False;MoveSouth;MoveEast;MoveEast;MoveNorthWest;1;1;1;3;1;27
False;MoveSouth;MoveEast;MoveEast;MoveNorthWest;1;1;1;3;1;28
False;MoveSouth;MoveEast;MoveEast;GrabObject;1;1;1;3;1;29
False;MoveSouth;MoveEast;MoveEast;GrabObject;1;1;1;4;1;30
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;1;1;1;4;1;31
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;1;1;1;4;1;32
False;MoveSouth;OpenDoorAction;OpenDoorAction;MoveSouthEast;1;1;1;4;1;33
False;MoveSouth;OpenDoorAction;OpenDoorAction;MoveSouthEast;1;2;2;4;1;34
False;MoveSouth;MoveNorth;MoveNorth;MoveSouthWest;1;2;2;4;1;35
False;MoveSouth;MoveNorth;MoveNorth;MoveSouthWest;1;3;3;4;1;36
False;MoveSouthEast;MoveNorthWest;MoveNorthWest;MoveSouthWest;1;3;3;4;1;37
False;MoveSouthEast;MoveNorthWest;MoveNorthWest;MoveSouthWest;1;3;3;4;1;38
False;MoveEast;GrabObject;MoveNorthWest;MoveWest;1;3;3;4;1;39
False;MoveEast;GrabObject;MoveNorthWest;MoveWest;1;4;3;4;1;40
False;MoveEast;MoveSouthEast;MoveSouth;MoveSouthWest;1;4;3;4;1;41
False;MoveEast;MoveSouthEast;MoveSouth;MoveSouthWest;1;5;3;4;1;42
False;MoveEast;MoveSouthWest;MoveNorthEast;MoveSouth;1;5;3;4;1;43
False;MoveEast;MoveSouthWest;MoveNorthEast;MoveSouth;1;5;3;4;1;44
False;OpenDoorAction;MoveSouthWest;GrabObject;MoveSouth;1;5;3;4;1;45
False;OpenDoorAction;MoveSouthWest;GrabObject;MoveSouth;2;5;4;4;1;46
False;MoveNorth;MoveWest;MoveSouth;MoveSouth;2;5;4;4;1;47
False;MoveNorth;MoveWest;MoveSouth;MoveSouth;3;5;5;4;1;48
False;MoveNorthWest;MoveSouthWest;MoveSouthEast;MoveSouth;3;5;5;4;1;49
False;MoveNorthWest;MoveSouthWest;MoveSouthEast;MoveSouth;3;5;5;4;1;50
False;MoveNorthWest;MoveSouth;MoveSouthEast;MoveSouth;3;5;5;4;1;51
False;MoveNorthWest;MoveSouth;MoveSouthEast;MoveSouth;3;5;5;4;1;52
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;3;5;5;4;1;53
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;3;5;5;4;1;54
False;MoveNorthEast;MoveSouth;MoveEast;MoveSouth;3;5;5;4;1;55
False;MoveNorthEast;MoveSouth;MoveEast;MoveSouth;3;5;5;4;1;56
False;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;3;5;5;4;1;57
False;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;3;5;5;4;1;58
False;MoveNorthEast;MoveEast;MoveEast;MoveSouth;3;5;5;4;1;59
False;MoveNorthEast;MoveEast;MoveEast;MoveSouth;3;5;5;4;1;60
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;3;5;5;4;1;61
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;3;5;5;4;1;62
False;MoveNorthEast;MoveEast;MoveEast;MoveEast;3;5;5;4;1;63
False;MoveNorthEast;MoveEast;MoveEast;MoveEast;3;5;5;4;1;64
False;MoveSouth;MoveEast;MoveEast;MoveEast;3;5;5;4;1;65
False;MoveSouth;MoveEast;MoveEast;MoveEast;3;5;5;4;1;66
False;MoveSouthWest;MoveEast;MoveSouthEast;MoveEast;3;5;5;4;1;67
False;MoveSouthWest;MoveEast;MoveSouthEast;MoveEast;4;5;5;4;1;68
False;MoveSouthEast;MoveEast;MoveSouth;MoveSouthEast;4;5;5;4;1;69
False;MoveSouthEast;MoveEast;MoveSouth;MoveSouthEast;4;5;5;4;1;70
False;MoveEast;MoveEast;MoveSouth;MoveEast;4;5;5;4;1;71
False;MoveEast;MoveEast;MoveSouth;MoveEast;4;5;5;4;1;72
False;MoveEast;MoveEast;MoveSouth;MoveSouthEast;4;5;5;4;1;73
False;MoveEast;MoveEast;MoveSouth;MoveSouthEast;4;5;5;4;1;74
False;MoveEast;MoveEast;MoveSouth;MoveEast;4;5;5;4;1;75
False;MoveEast;MoveEast;MoveSouth;MoveEast;4;5;5;4;1;76
False;MoveEast;OpenDoorAction;MoveSouth;MoveEast;4;5;5;4;1;77
False;MoveEast;OpenDoorAction;MoveSouth;MoveEast;4;6;5;4;1;78
False;MoveEast;MoveNorth;MoveSouth;MoveSouthEast;4;6;5;4;1;79
False;MoveEast;MoveNorth;MoveSouth;MoveSouthEast;4;7;5;4;1;80
False;MoveEast;MoveNorthWest;MoveSouth;DropObject;4;7;5;4;1;81
False;MoveEast;MoveNorthWest;MoveSouth;DropObject;4;7;5;5;1;82
False;MoveEast;MoveNorthWest;MoveSouth;MoveNorthEast;4;7;5;5;1;83
False;MoveEast;MoveNorthWest;MoveSouth;MoveNorthEast;4;7;5;6;1;84
False;MoveEast;MoveSouth;MoveSouth;MoveNorthEast;4;7;5;6;1;85
False;MoveEast;MoveSouth;MoveSouth;MoveNorthEast;4;7;5;6;1;86
False;MoveEast;MoveNorthEast;MoveSouthWest;MoveNorthEast;4;7;5;6;1;87
False;MoveEast;MoveNorthEast;MoveSouthWest;MoveNorthEast;4;7;5;6;1;88
False;MoveEast;MoveSouth;MoveWest;MoveEast;4;7;5;6;1;89
False;MoveEast;MoveSouth;MoveWest;MoveEast;4;7;5;6;1;90
False;MoveEast;MoveNorthEast;MoveWest;MoveEast;4;7;5;6;1;91
False;MoveEast;MoveNorthEast;MoveWest;MoveEast;4;7;5;6;1;92
False;OpenDoorAction;MoveSouth;MoveWest;MoveEast;4;7;5;6;1;93
False;OpenDoorAction;MoveSouth;MoveWest;MoveEast;5;7;5;6;1;94
False;MoveNorth;MoveNorthEast;MoveWest;MoveEast;5;7;5;6;1;95
False;MoveNorth;MoveNorthEast;MoveWest;MoveEast;6;7;5;6;1;96
False;MoveNorthWest;MoveSouth;MoveWest;MoveEast;6;7;5;6;1;97
False;MoveNorthWest;MoveSouth;MoveWest;MoveEast;6;7;5;6;1;98
False;MoveNorthWest;MoveSouthWest;MoveWest;MoveNorthEast;6;7;5;6;1;99
False;MoveNorthWest;MoveSouthWest;MoveWest;MoveNorthEast;6;8;5;6;1;100
False;MoveSouth;MoveSouthEast;MoveWest;MoveNorth;6;8;5;6;1;101
False;MoveSouth;MoveSouthEast;MoveWest;MoveNorth;6;8;5;6;1;102
False;MoveNorthEast;MoveEast;MoveWest;MoveNorth;6;8;5;6;1;103
False;MoveNorthEast;MoveEast;MoveWest;MoveNorth;6;8;5;6;1;104
False;MoveSouth;MoveEast;OpenDoorAction;MoveNorth;6;8;5;6;1;105
False;MoveSouth;MoveEast;OpenDoorAction;MoveNorth;6;8;6;6;1;106
False;MoveNorthEast;MoveEast;MoveNorth;MoveNorthWest;6;8;6;6;1;107
False;MoveNorthEast;MoveEast;MoveNorth;MoveNorthWest;6;8;7;6;1;108
False;GrabObject;MoveEast;MoveNorthWest;MoveWest;6;8;7;6;1;109
False;GrabObject;MoveEast;MoveNorthWest;MoveWest;7;8;7;6;1;110
False;MoveSouth;MoveEast;MoveNorthWest;MoveWest;7;8;7;6;1;111
False;MoveSouth;MoveEast;MoveNorthWest;MoveWest;7;8;7;6;1;112
False;MoveSouth;MoveEast;MoveSouth;MoveWest;7;8;7;6;1;113
False;MoveSouth;MoveEast;MoveSouth;MoveWest;7;8;7;6;1;114
False;MoveSouthWest;MoveEast;MoveNorthEast;MoveWest;7;8;7;6;1;115
False;MoveSouthWest;MoveEast;MoveNorthEast;MoveWest;7;8;7;6;1;116
False;MoveWest;MoveNorthEast;MoveSouth;MoveWest;7;8;7;6;1;117
False;MoveWest;MoveNorthEast;MoveSouth;MoveWest;7;8;7;6;1;118
False;MoveSouthWest;MoveNorth;MoveNorthEast;MoveWest;7;8;7;6;1;119
False;MoveSouthWest;MoveNorth;MoveNorthEast;MoveWest;7;8;7;6;1;120
False;MoveWest;MoveNorth;MoveSouth;MoveNorthWest;7;8;7;6;1;121
False;MoveWest;MoveNorth;MoveSouth;MoveNorthWest;7;8;7;6;1;122
False;MoveWest;MoveNorth;MoveNorthEast;MoveWest;7;8;7;6;1;123
False;MoveWest;MoveNorth;MoveNorthEast;MoveWest;7;8;7;6;1;124
False;MoveSouthWest;MoveNorth;MoveSouth;OpenDoorAction;7;8;7;6;1;125
False;MoveSouthWest;MoveNorth;MoveSouth;OpenDoorAction;7;8;7;7;1;126
False;DropObject;MoveNorth;MoveSouthWest;MoveNorth;7;8;7;7;1;127
False;DropObject;MoveNorth;MoveSouthWest;MoveNorth;8;8;8;8;1;128
False;MoveNorthEast;MoveNorth;MoveSouthEast;MoveNorthWest;8;8;8;8;1;129
False;MoveNorthEast;MoveNorth;MoveSouthEast;MoveNorthWest;9;8;8;8;1;130
False;MoveNorthEast;MoveNorth;MoveEast;MoveNorthWest;9;8;8;8;1;131
False;MoveNorthEast;MoveNorth;MoveEast;MoveNorthWest;9;8;8;8;1;132
False;MoveEast;MoveNorth;MoveEast;GrabObject;9;8;8;8;1;133
False;MoveEast;MoveNorth;MoveEast;GrabObject;9;8;8;9;1;134
False;MoveEast;MoveNorth;MoveEast;MoveSouthEast;9;8;8;9;1;135
False;MoveEast;MoveNorth;MoveEast;MoveSouthEast;9;8;8;9;1;136
False;MoveEast;MoveNorthWest;MoveEast;MoveSouthEast;9;8;8;9;1;137
False;MoveEast;MoveNorthWest;MoveEast;MoveSouthEast;9;8;8;9;1;138
False;MoveEast;MoveNorthWest;MoveEast;MoveSouthEast;9;8;8;9;1;139
False;MoveEast;MoveNorthWest;MoveEast;MoveSouthEast;9;8;8;9;1;140
False;MoveEast;MoveWest;MoveEast;MoveSouthEast;9;8;8;9;1;141
False;MoveEast;MoveWest;MoveEast;MoveSouthEast;9;8;8;9;1;142
False;MoveEast;OpenDoorAction;MoveEast;MoveEast;9;8;8;9;1;143
False;MoveEast;OpenDoorAction;MoveEast;MoveEast;9;9;8;9;1;144
False;MoveNorthEast;MoveNorth;MoveNorthEast;MoveEast;9;9;8;9;1;145
False;MoveNorthEast;MoveNorth;MoveNorthEast;MoveEast;9;10;8;9;1;146
False;MoveNorth;MoveNorthWest;MoveNorth;MoveEast;9;10;8;9;1;147
False;MoveNorth;MoveNorthWest;MoveNorth;MoveEast;9;10;8;9;1;148
False;MoveNorth;GrabObject;MoveNorth;MoveEast;9;10;8;9;1;149
False;MoveNorth;GrabObject;MoveNorth;MoveEast;9;11;8;9;1;150
False;MoveNorth;MoveSouthEast;MoveNorth;MoveEast;9;11;8;9;1;151
False;MoveNorth;MoveSouthEast;MoveNorth;MoveEast;9;11;8;9;1;152
False;MoveNorth;MoveSouthEast;MoveNorth;MoveEast;9;11;8;9;1;153
False;MoveNorth;MoveSouthEast;MoveNorth;MoveEast;9;11;8;9;1;154
False;MoveNorth;MoveSouthEast;MoveNorth;MoveSouthEast;9;11;8;9;1;155
False;MoveNorth;MoveSouthEast;MoveNorth;MoveSouthEast;9;11;8;9;1;156
False;MoveNorth;MoveSouthEast;MoveNorth;MoveSouth;9;11;8;9;1;157
False;MoveNorth;MoveSouthEast;MoveNorth;MoveSouth;9;11;8;9;1;158
False;MoveNorth;MoveSouth;MoveNorth;MoveSouth;9;11;8;9;1;159
False;MoveNorth;MoveSouth;MoveNorth;MoveSouth;9;11;8;9;1;160
False;MoveNorth;MoveSouth;MoveNorth;MoveSouth;9;11;8;9;1;161
False;MoveNorth;MoveSouth;MoveNorth;MoveSouth;9;11;8;9;1;162
False;MoveNorth;MoveSouth;MoveNorth;MoveSouthWest;9;11;8;9;1;163
False;MoveNorth;MoveSouth;MoveNorth;MoveSouthWest;9;11;8;9;1;164
False;MoveNorthWest;MoveSouth;MoveNorthWest;MoveWest;9;11;8;9;1;165
False;MoveNorthWest;MoveSouth;MoveNorthWest;MoveWest;9;11;8;9;1;166
False;MoveNorthWest;MoveSouth;MoveNorthWest;MoveWest;9;11;8;9;1;167
False;MoveNorthWest;MoveSouth;MoveNorthWest;MoveWest;9;11;8;9;1;168
False;MoveWest;MoveSouth;MoveWest;MoveWest;9;11;8;9;1;169
False;MoveWest;MoveSouth;MoveWest;MoveWest;9;11;8;9;1;170
False;OpenDoorAction;MoveSouth;OpenDoorAction;MoveWest;9;11;8;9;1;171
False;OpenDoorAction;MoveSouth;OpenDoorAction;MoveWest;10;11;9;9;1;172
False;MoveNorth;MoveSouth;MoveNorth;MoveWest;10;11;9;9;1;173
False;MoveNorth;MoveSouth;MoveNorth;MoveWest;11;11;10;9;1;174
False;MoveNorthWest;MoveSouth;MoveNorthWest;MoveWest;11;11;10;9;1;175
False;MoveNorthWest;MoveSouth;MoveNorthWest;MoveWest;11;11;10;9;1;176
False;MoveNorthWest;MoveSouthWest;MoveNorthWest;MoveWest;11;11;10;9;1;177
False;MoveNorthWest;MoveSouthWest;MoveNorthWest;MoveWest;11;11;10;9;1;178
False;MoveSouth;MoveSouthWest;MoveSouth;MoveSouthWest;11;11;10;9;1;179
False;MoveSouth;MoveSouthWest;MoveSouth;MoveSouthWest;11;11;10;9;1;180
False;MoveNorthEast;MoveSouthWest;MoveNorthEast;DropObject;11;11;10;9;1;181
True;MoveNorthEast;MoveSouthWest;MoveNorthEast;DropObject;11;11;10;10;1;182
