done;liaragent_acts;strongagent0_acts;blindagent_acts;lazyagent0_acts;liaragent_mssg;strongagent0_mssg;blindagent_mssg;lazyagent0_mssg;world_nr;tick_nr
False;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;24;24;24;24;1;49
False;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;25;25;25;25;1;50
False;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;25;25;25;25;1;51
False;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;26;26;26;26;1;52
False;GrabObject;MoveEast;MoveEast;MoveEast;26;26;26;26;1;53
False;GrabObject;MoveEast;MoveEast;MoveEast;27;27;27;27;1;54
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;27;27;27;27;1;55
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;28;28;28;28;1;56
False;MoveSouthEast;OpenDoorAction;MoveEast;MoveEast;28;28;28;28;1;57
False;MoveSouthEast;OpenDoorAction;MoveEast;MoveEast;29;29;29;29;1;58
False;MoveSouthEast;MoveNorth;MoveEast;MoveEast;29;29;29;29;1;59
False;MoveSouthEast;MoveNorth;MoveEast;MoveEast;30;30;30;30;1;60
False;MoveSouthEast;MoveNorthWest;MoveEast;MoveEast;30;30;30;30;1;61
False;MoveSouthEast;MoveNorthWest;MoveEast;MoveEast;31;31;31;31;1;62
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;31;31;31;31;1;63
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;32;32;32;32;1;64
False;MoveEast;MoveSouth;MoveEast;MoveSouthEast;32;32;32;32;1;65
False;MoveEast;MoveSouth;MoveEast;MoveSouthEast;33;33;33;33;1;66
False;MoveEast;MoveNorthEast;MoveEast;MoveSouth;33;33;33;33;1;67
False;MoveEast;MoveNorthEast;MoveEast;MoveSouth;34;34;34;34;1;68
False;MoveEast;MoveSouth;OpenDoorAction;MoveSouth;34;34;34;34;1;69
False;MoveEast;MoveSouth;OpenDoorAction;MoveSouth;35;35;35;35;1;70
False;MoveEast;MoveNorthEast;MoveNorth;MoveSouth;35;35;35;35;1;71
False;MoveEast;MoveNorthEast;MoveNorth;MoveSouth;36;36;36;36;1;72
False;MoveEast;MoveSouth;MoveNorthWest;MoveSouthWest;36;36;36;36;1;73
False;MoveEast;MoveSouth;MoveNorthWest;MoveSouthWest;37;37;37;37;1;74
False;MoveSouthEast;MoveNorthEast;MoveNorthWest;MoveWest;37;37;37;37;1;75
False;MoveSouthEast;MoveNorthEast;MoveNorthWest;MoveWest;38;38;38;38;1;76
False;MoveSouth;MoveSouth;MoveSouth;MoveWest;38;38;38;38;1;77
False;MoveSouth;MoveSouth;MoveSouth;MoveWest;39;39;39;39;1;78
False;MoveSouth;MoveSouthWest;MoveNorthEast;OpenDoorAction;39;39;39;39;1;79
False;MoveSouth;MoveSouthWest;MoveNorthEast;OpenDoorAction;40;40;40;40;1;80
False;MoveSouth;MoveSouthWest;MoveSouth;MoveEast;40;40;40;40;1;81
False;MoveSouth;MoveSouthWest;MoveSouth;MoveEast;41;41;41;41;1;82
False;MoveSouthWest;MoveWest;MoveNorthEast;MoveEast;41;41;41;41;1;83
False;MoveSouthWest;MoveWest;MoveNorthEast;MoveEast;42;42;42;42;1;84
False;MoveWest;MoveWest;MoveSouth;MoveNorthEast;42;42;42;42;1;85
False;MoveWest;MoveWest;MoveSouth;MoveNorthEast;43;43;43;43;1;86
False;MoveWest;MoveWest;MoveNorthEast;MoveNorth;43;43;43;43;1;87
False;MoveWest;MoveWest;MoveNorthEast;MoveNorth;44;44;44;44;1;88
False;MoveWest;MoveWest;MoveSouth;MoveNorth;44;44;44;44;1;89
False;MoveWest;MoveWest;MoveSouth;MoveNorth;45;45;45;45;1;90
False;MoveWest;MoveWest;MoveSouthWest;MoveNorth;45;45;45;45;1;91
False;MoveWest;MoveWest;MoveSouthWest;MoveNorth;46;46;46;46;1;92
False;MoveSouthWest;MoveWest;MoveSouthEast;MoveNorthWest;46;46;46;46;1;93
False;MoveSouthWest;MoveWest;MoveSouthEast;MoveNorthWest;47;47;47;47;1;94
False;DropObject;MoveWest;MoveEast;MoveNorthWest;47;47;47;47;1;95
False;DropObject;MoveWest;MoveEast;MoveNorthWest;48;48;48;48;1;96
False;MoveNorthWest;MoveWest;MoveNorthEast;MoveWest;48;48;48;48;1;97
False;MoveNorthWest;MoveWest;MoveNorthEast;MoveWest;49;49;49;49;1;98
False;MoveWest;MoveNorthWest;MoveNorth;OpenDoorAction;49;49;49;49;1;99
False;MoveWest;MoveNorthWest;MoveNorth;OpenDoorAction;50;50;50;50;1;100
False;MoveWest;MoveNorth;MoveNorth;MoveWest;50;50;50;50;1;101
False;MoveWest;MoveNorth;MoveNorth;MoveWest;51;51;51;51;1;102
False;MoveWest;MoveNorth;MoveNorth;MoveWest;51;51;51;51;1;103
False;MoveWest;MoveNorth;MoveNorth;MoveWest;52;52;52;52;1;104
False;MoveWest;MoveNorth;MoveNorth;MoveWest;52;52;52;52;1;105
False;MoveWest;MoveNorth;MoveNorth;MoveWest;53;53;53;53;1;106
False;MoveWest;MoveNorth;MoveNorth;MoveWest;53;53;53;53;1;107
False;MoveWest;MoveNorth;MoveNorth;MoveWest;54;54;54;54;1;108
False;MoveWest;MoveNorth;MoveNorth;MoveWest;54;54;54;54;1;109
False;MoveWest;MoveNorth;MoveNorth;MoveWest;55;55;55;55;1;110
False;MoveWest;MoveNorth;MoveNorth;MoveWest;55;55;55;55;1;111
False;MoveWest;MoveNorth;MoveNorth;MoveWest;56;56;56;56;1;112
False;MoveWest;MoveNorth;MoveNorth;MoveWest;56;56;56;56;1;113
False;MoveWest;MoveNorth;MoveNorth;MoveWest;57;57;57;57;1;114
False;MoveWest;MoveNorth;MoveNorth;MoveWest;57;57;57;57;1;115
False;MoveWest;MoveNorth;MoveNorth;MoveWest;58;58;58;58;1;116
False;MoveWest;MoveNorth;MoveNorthWest;MoveWest;58;58;58;58;1;117
False;MoveWest;MoveNorth;MoveNorthWest;MoveWest;59;59;59;59;1;118
False;MoveWest;MoveNorthEast;MoveNorthWest;MoveWest;59;59;59;59;1;119
False;MoveWest;MoveNorthEast;MoveNorthWest;MoveWest;60;60;60;60;1;120
False;MoveNorthWest;MoveEast;MoveWest;MoveWest;60;60;60;60;1;121
False;MoveNorthWest;MoveEast;MoveWest;MoveWest;61;61;61;61;1;122
False;MoveNorth;MoveNorthEast;OpenDoorAction;MoveWest;61;61;61;61;1;123
False;MoveNorth;MoveNorthEast;OpenDoorAction;MoveWest;62;62;62;62;1;124
False;MoveNorth;MoveEast;MoveNorth;OpenDoorAction;62;62;62;62;1;125
False;MoveNorth;MoveEast;MoveNorth;OpenDoorAction;63;63;63;63;1;126
False;MoveNorth;OpenDoorAction;MoveNorthWest;MoveNorth;63;63;63;63;1;127
False;MoveNorth;OpenDoorAction;MoveNorthWest;MoveNorth;64;64;64;64;1;128
False;MoveNorth;MoveNorth;GrabObject;MoveSouthWest;64;64;64;64;1;129
False;MoveNorth;MoveNorth;GrabObject;MoveSouthWest;65;65;65;65;1;130
