done;strongagent_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;world_nr;tick_nr
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;1;1;5;3;1;49
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;1;1;5;3;1;50
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;1;1;5;3;1;51
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;1;1;5;3;1;52
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;5;3;1;53
False;MoveEast;MoveEast;MoveEast;MoveSouth;1;1;5;3;1;54
False;MoveEast;MoveEast;OpenDoorAction;MoveNorthEast;1;1;5;3;1;55
False;MoveEast;MoveEast;OpenDoorAction;MoveNorthEast;1;1;6;3;1;56
False;OpenDoorAction;MoveEast;MoveNorth;MoveSouth;1;1;6;3;1;57
False;OpenDoorAction;MoveEast;MoveNorth;MoveSouth;2;1;7;3;1;58
False;MoveNorth;MoveEast;MoveNorthWest;MoveNorthEast;2;1;7;3;1;59
False;MoveNorth;MoveEast;MoveNorthWest;MoveNorthEast;3;1;7;3;1;60
False;MoveNorthWest;MoveEast;MoveNorthWest;MoveSouth;3;1;7;3;1;61
False;MoveNorthWest;MoveEast;MoveNorthWest;MoveSouth;3;1;7;3;1;62
False;MoveNorthWest;MoveEast;GrabObject;MoveNorthEast;3;1;7;3;1;63
False;MoveNorthWest;MoveEast;GrabObject;MoveNorthEast;3;1;8;3;1;64
False;MoveSouth;MoveEast;MoveSouthEast;MoveSouth;3;1;8;3;1;65
False;MoveSouth;MoveEast;MoveSouthEast;MoveSouth;3;1;8;3;1;66
False;MoveNorthEast;MoveEast;MoveSouthEast;MoveSouthWest;3;1;8;3;1;67
False;MoveNorthEast;MoveEast;MoveSouthEast;MoveSouthWest;3;1;8;4;1;68
False;MoveSouth;OpenDoorAction;MoveSouthEast;MoveSouthWest;3;1;8;4;1;69
False;MoveSouth;OpenDoorAction;MoveSouthEast;MoveSouthWest;3;2;8;4;1;70
False;MoveNorthEast;MoveNorth;MoveSouthEast;MoveWest;3;2;8;4;1;71
False;MoveNorthEast;MoveNorth;MoveSouthEast;MoveWest;3;3;8;4;1;72
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;3;3;8;4;1;73
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;3;3;8;4;1;74
False;MoveNorthEast;MoveNorthWest;MoveEast;MoveNorthWest;3;3;8;4;1;75
False;MoveNorthEast;MoveNorthWest;MoveEast;MoveNorthWest;3;3;8;4;1;76
False;MoveSouth;MoveSouth;MoveEast;MoveNorth;3;3;8;4;1;77
False;MoveSouth;MoveSouth;MoveEast;MoveNorth;3;3;8;4;1;78
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveNorth;3;3;8;4;1;79
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveNorth;4;3;8;4;1;80
False;MoveSouthEast;MoveSouth;MoveEast;MoveNorth;4;3;8;4;1;81
False;MoveSouthEast;MoveSouth;MoveEast;MoveNorth;4;3;8;4;1;82
False;MoveEast;MoveNorthEast;MoveEast;MoveNorth;4;3;8;4;1;83
False;MoveEast;MoveNorthEast;MoveEast;MoveNorth;4;3;8;4;1;84
False;MoveEast;GrabObject;MoveSouthEast;MoveNorth;4;3;8;4;1;85
False;MoveEast;GrabObject;MoveSouthEast;MoveNorth;4;4;8;4;1;86
False;MoveEast;MoveSouth;MoveSouth;MoveNorth;4;4;8;4;1;87
False;MoveEast;MoveSouth;MoveSouth;MoveNorth;4;5;8;4;1;88
False;MoveEast;MoveSouth;MoveSouth;MoveNorth;4;5;8;4;1;89
False;MoveEast;MoveSouth;MoveSouth;MoveNorth;4;5;8;4;1;90
False;MoveEast;MoveSouthEast;MoveSouth;MoveNorth;4;5;8;4;1;91
False;MoveEast;MoveSouthEast;MoveSouth;MoveNorth;4;5;8;4;1;92
False;MoveEast;MoveEast;MoveSouthWest;MoveNorth;4;5;8;4;1;93
False;MoveEast;MoveEast;MoveSouthWest;MoveNorth;4;5;8;4;1;94
False;MoveEast;MoveNorthEast;MoveWest;MoveNorthEast;4;5;8;4;1;95
False;MoveEast;MoveNorthEast;MoveWest;MoveNorthEast;4;5;8;4;1;96
False;MoveNorthEast;MoveNorth;MoveWest;MoveEast;4;5;8;4;1;97
False;MoveNorthEast;MoveNorth;MoveWest;MoveEast;4;5;8;4;1;98
False;MoveNorth;MoveNorth;MoveWest;MoveEast;4;5;8;4;1;99
False;MoveNorth;MoveNorth;MoveWest;MoveEast;4;5;8;4;1;100
False;MoveNorth;MoveNorth;MoveWest;MoveEast;4;5;8;4;1;101
False;MoveNorth;MoveNorth;MoveWest;MoveEast;4;5;8;4;1;102
False;MoveNorth;MoveNorth;MoveSouthWest;MoveEast;4;5;8;4;1;103
False;MoveNorth;MoveNorth;MoveSouthWest;MoveEast;4;5;8;4;1;104
False;MoveNorth;MoveNorth;DropObject;MoveEast;4;5;8;4;1;105
False;MoveNorth;MoveNorth;DropObject;MoveEast;4;5;9;4;1;106
False;MoveNorth;MoveNorth;MoveSouth;MoveEast;4;5;9;4;1;107
False;MoveNorth;MoveNorth;MoveSouth;MoveEast;4;5;9;4;1;108
False;MoveNorth;MoveNorth;DropObject;MoveEast;4;5;9;4;1;109
False;MoveNorth;MoveNorth;DropObject;MoveEast;4;5;10;4;1;110
False;MoveNorth;MoveNorth;MoveNorthEast;MoveNorthEast;4;5;10;4;1;111
False;MoveNorth;MoveNorth;MoveNorthEast;MoveNorthEast;4;5;11;4;1;112
False;MoveNorth;MoveNorth;MoveNorthEast;MoveEast;4;5;11;4;1;113
False;MoveNorth;MoveNorth;MoveNorthEast;MoveEast;4;5;11;4;1;114
False;MoveNorth;MoveNorthWest;MoveEast;OpenDoorAction;4;5;11;4;1;115
False;MoveNorth;MoveNorthWest;MoveEast;OpenDoorAction;4;5;11;5;1;116
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveNorth;4;5;11;5;1;117
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveNorth;4;5;11;6;1;118
False;MoveNorthWest;MoveWest;MoveEast;MoveNorthWest;4;5;11;6;1;119
False;MoveNorthWest;MoveWest;MoveEast;MoveNorthWest;4;5;11;6;1;120
False;MoveWest;OpenDoorAction;MoveNorthEast;MoveNorthWest;4;5;11;6;1;121
False;MoveWest;OpenDoorAction;MoveNorthEast;MoveNorthWest;4;6;11;6;1;122
False;OpenDoorAction;MoveNorth;MoveNorth;MoveSouth;4;6;11;6;1;123
False;OpenDoorAction;MoveNorth;MoveNorth;MoveSouth;5;7;11;6;1;124
False;MoveNorth;MoveNorthWest;MoveNorth;MoveNorthEast;5;7;11;6;1;125
False;MoveNorth;MoveNorthWest;MoveNorth;MoveNorthEast;6;7;11;6;1;126
False;MoveNorthWest;GrabObject;MoveNorth;GrabObject;6;7;11;6;1;127
False;MoveNorthWest;GrabObject;MoveNorth;GrabObject;6;8;11;7;1;128
False;MoveNorthWest;MoveSouthEast;MoveNorth;MoveSouth;6;8;11;7;1;129
False;MoveNorthWest;MoveSouthEast;MoveNorth;MoveSouth;6;8;11;8;1;130
False;MoveSouth;MoveSouthEast;MoveNorth;MoveSouthEast;6;8;11;8;1;131
False;MoveSouth;MoveSouthEast;MoveNorth;MoveSouthEast;6;8;11;8;1;132
False;MoveNorthEast;MoveSouthEast;MoveNorth;MoveSouthWest;6;8;11;8;1;133
False;MoveNorthEast;MoveSouthEast;MoveNorth;MoveSouthWest;6;8;11;8;1;134
False;MoveSouth;MoveSouthEast;MoveNorth;MoveWest;6;8;11;8;1;135
False;MoveSouth;MoveSouthEast;MoveNorth;MoveWest;6;8;11;8;1;136
False;MoveNorthEast;MoveSouth;MoveNorth;MoveWest;6;8;11;8;1;137
False;MoveNorthEast;MoveSouth;MoveNorth;MoveWest;6;8;11;8;1;138
False;MoveSouth;MoveSouth;MoveNorth;MoveWest;6;8;11;8;1;139
False;MoveSouth;MoveSouth;MoveNorth;MoveWest;6;8;11;8;1;140
False;MoveNorthEast;MoveSouth;MoveNorthWest;MoveWest;6;8;11;8;1;141
False;MoveNorthEast;MoveSouth;MoveNorthWest;MoveWest;6;8;11;8;1;142
False;MoveSouth;MoveSouth;MoveNorthWest;MoveWest;6;8;11;8;1;143
False;MoveSouth;MoveSouth;MoveNorthWest;MoveWest;6;8;11;8;1;144
False;MoveSouthWest;MoveSouth;MoveWest;OpenDoorAction;6;8;11;8;1;145
False;MoveSouthWest;MoveSouth;MoveWest;OpenDoorAction;7;8;11;9;1;146
False;MoveSouthWest;MoveSouth;OpenDoorAction;MoveNorth;7;8;11;9;1;147
False;MoveSouthWest;MoveSouth;OpenDoorAction;MoveNorth;7;8;12;10;1;148
False;MoveWest;MoveSouth;MoveNorth;MoveNorthWest;7;8;12;10;1;149
False;MoveWest;MoveSouth;MoveNorth;MoveNorthWest;7;8;13;10;1;150
False;MoveWest;MoveSouth;MoveNorthWest;MoveNorthWest;7;8;13;10;1;151
False;MoveWest;MoveSouth;MoveNorthWest;MoveNorthWest;7;8;13;10;1;152
False;MoveWest;MoveSouth;MoveNorthWest;GrabObject;7;8;13;10;1;153
False;MoveWest;MoveSouth;MoveNorthWest;GrabObject;7;8;13;11;1;154
False;MoveWest;MoveSouthWest;MoveSouth;MoveSouthEast;7;8;13;11;1;155
False;MoveWest;MoveSouthWest;MoveSouth;MoveSouthEast;7;8;13;11;1;156
False;MoveWest;MoveWest;MoveNorthEast;MoveSouthEast;7;8;13;11;1;157
False;MoveWest;MoveWest;MoveNorthEast;MoveSouthEast;7;8;13;11;1;158
False;MoveWest;MoveWest;MoveSouth;MoveSouthWest;7;8;13;11;1;159
False;MoveWest;MoveWest;MoveSouth;MoveSouthWest;7;8;13;11;1;160
False;MoveWest;MoveSouthWest;MoveNorthEast;MoveSouthWest;7;8;13;11;1;161
False;MoveWest;MoveSouthWest;MoveNorthEast;MoveSouthWest;7;8;13;11;1;162
False;MoveWest;MoveWest;MoveSouth;MoveWest;7;8;13;11;1;163
False;MoveWest;MoveWest;MoveSouth;MoveWest;7;8;13;11;1;164
False;MoveWest;MoveSouthWest;MoveNorthEast;MoveSouthWest;7;8;13;11;1;165
False;MoveWest;MoveSouthWest;MoveNorthEast;MoveSouthWest;7;8;13;11;1;166
False;MoveWest;MoveWest;MoveSouth;MoveSouth;7;8;13;11;1;167
False;MoveWest;MoveWest;MoveSouth;MoveSouth;7;8;13;11;1;168
False;MoveWest;MoveWest;MoveSouthWest;MoveSouth;7;8;13;11;1;169
False;MoveWest;MoveWest;MoveSouthWest;MoveSouth;7;8;14;11;1;170
False;OpenDoorAction;MoveSouthWest;MoveSouthEast;MoveSouth;7;8;14;11;1;171
False;OpenDoorAction;MoveSouthWest;MoveSouthEast;MoveSouth;8;8;14;11;1;172
False;MoveNorth;DropObject;MoveSouthEast;MoveSouth;8;8;14;11;1;173
False;MoveNorth;DropObject;MoveSouthEast;MoveSouth;9;9;14;11;1;174
False;MoveNorthWest;MoveNorth;MoveSouthEast;MoveSouth;9;9;14;11;1;175
False;MoveNorthWest;MoveNorth;MoveSouthEast;MoveSouth;9;9;14;11;1;176
False;MoveNorthWest;DropObject;MoveSouth;MoveSouth;9;9;14;11;1;177
False;MoveNorthWest;DropObject;MoveSouth;MoveSouth;9;10;14;11;1;178
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;9;10;14;11;1;179
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;9;10;14;11;1;180
False;MoveNorthEast;MoveNorthEast;MoveSouth;MoveSouth;9;10;14;11;1;181
False;MoveNorthEast;MoveNorthEast;MoveSouth;MoveSouth;9;10;14;11;1;182
False;MoveSouth;MoveEast;MoveSouthWest;MoveSouth;9;10;14;11;1;183
False;MoveSouth;MoveEast;MoveSouthWest;MoveSouth;9;10;14;11;1;184
False;MoveNorthEast;GrabObject;MoveWest;MoveSouthEast;9;10;14;11;1;185
False;MoveNorthEast;GrabObject;MoveWest;MoveSouthEast;9;10;14;11;1;186
False;MoveSouth;MoveWest;MoveWest;MoveEast;9;10;14;11;1;187
False;MoveSouth;MoveWest;MoveWest;MoveEast;9;10;14;11;1;188
False;MoveNorthEast;MoveWest;OpenDoorAction;MoveEast;9;10;14;11;1;189
False;MoveNorthEast;MoveWest;OpenDoorAction;MoveEast;9;10;15;11;1;190
False;MoveSouth;MoveWest;MoveNorth;MoveEast;9;10;15;11;1;191
False;MoveSouth;MoveWest;MoveNorth;MoveEast;9;10;16;11;1;192
False;MoveSouthWest;DropObject;GrabObject;MoveSouthEast;9;10;16;11;1;193
True;MoveSouthWest;DropObject;GrabObject;MoveSouthEast;9;11;17;11;1;194
