done;baseagent0_acts;baseagent1_acts;liaragent_acts;liaragent1_acts;baseagent0_mssg;baseagent1_mssg;liaragent_mssg;liaragent1_mssg;world_nr;tick_nr
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;24;24;24;24;1;49
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;25;25;25;25;1;50
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;25;25;25;25;1;51
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;26;26;26;26;1;52
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;26;26;26;26;1;53
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;27;27;27;27;1;54
False;MoveEast;MoveEast;MoveSouth;MoveEast;27;27;27;27;1;55
False;MoveEast;MoveEast;MoveSouth;MoveEast;28;28;28;28;1;56
False;MoveEast;OpenDoorAction;MoveSouth;OpenDoorAction;28;28;28;28;1;57
False;MoveEast;OpenDoorAction;MoveSouth;OpenDoorAction;29;29;29;29;1;58
False;MoveEast;MoveNorth;MoveSouth;MoveNorth;29;29;29;29;1;59
False;MoveEast;MoveNorth;MoveSouth;MoveNorth;30;30;30;30;1;60
False;MoveEast;GrabObject;MoveSouthEast;MoveNorthWest;30;30;30;30;1;61
False;MoveEast;GrabObject;MoveSouthEast;MoveNorthWest;31;31;31;31;1;62
False;MoveEast;MoveSouthEast;MoveEast;MoveNorthWest;31;31;31;31;1;63
False;MoveEast;MoveSouthEast;MoveEast;MoveNorthWest;32;32;32;32;1;64
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;32;32;32;32;1;65
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;33;33;33;33;1;66
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveNorthEast;33;33;33;33;1;67
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveNorthEast;34;34;34;34;1;68
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;34;34;34;34;1;69
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;35;35;35;35;1;70
False;MoveSouth;MoveSouth;MoveEast;MoveNorthEast;35;35;35;35;1;71
False;MoveSouth;MoveSouth;MoveEast;MoveNorthEast;36;36;36;36;1;72
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;36;36;36;36;1;73
False;MoveSouth;MoveSouth;MoveSouthEast;MoveSouth;37;37;37;37;1;74
False;MoveSouth;MoveSouthWest;MoveEast;MoveNorthEast;37;37;37;37;1;75
False;MoveSouth;MoveSouthWest;MoveEast;MoveNorthEast;38;38;38;38;1;76
False;MoveSouth;MoveWest;MoveEast;MoveSouth;38;38;38;38;1;77
False;MoveSouth;MoveWest;MoveEast;MoveSouth;39;39;39;39;1;78
False;MoveSouth;MoveWest;MoveSouthEast;MoveSouthWest;39;39;39;39;1;79
False;MoveSouth;MoveWest;MoveSouthEast;MoveSouthWest;40;40;40;40;1;80
False;MoveSouth;MoveWest;DropObject;MoveSouthEast;40;40;40;40;1;81
False;MoveSouth;MoveWest;DropObject;MoveSouthEast;41;41;41;41;1;82
False;MoveSouth;MoveWest;MoveNorthWest;MoveEast;41;41;41;41;1;83
False;MoveSouth;MoveWest;MoveNorthWest;MoveEast;42;42;42;42;1;84
False;MoveSouth;MoveSouthWest;MoveWest;MoveEast;42;42;42;42;1;85
False;MoveSouth;MoveSouthWest;MoveWest;MoveEast;43;43;43;43;1;86
False;MoveSouthWest;DropObject;MoveNorthWest;MoveEast;43;43;43;43;1;87
False;MoveSouthWest;DropObject;MoveNorthWest;MoveEast;44;44;44;44;1;88
False;MoveWest;MoveNorthWest;MoveWest;MoveEast;44;44;44;44;1;89
False;MoveWest;MoveNorthWest;MoveWest;MoveEast;45;45;45;45;1;90
False;MoveWest;MoveWest;MoveNorthWest;MoveEast;45;45;45;45;1;91
False;MoveWest;MoveWest;MoveNorthWest;MoveEast;46;46;46;46;1;92
False;MoveWest;MoveWest;MoveWest;MoveEast;46;46;46;46;1;93
False;MoveWest;MoveWest;MoveWest;MoveEast;47;47;47;47;1;94
False;MoveWest;MoveWest;OpenDoorAction;MoveEast;47;47;47;47;1;95
False;MoveWest;MoveWest;OpenDoorAction;MoveEast;48;48;48;48;1;96
False;MoveSouthWest;MoveWest;MoveNorth;MoveNorthEast;48;48;48;48;1;97
False;MoveSouthWest;MoveWest;MoveNorth;MoveNorthEast;49;49;49;49;1;98
False;DropObject;MoveWest;MoveNorthWest;MoveNorth;49;49;49;49;1;99
False;DropObject;MoveWest;MoveNorthWest;MoveNorth;50;50;50;50;1;100
False;MoveEast;MoveWest;MoveNorthWest;MoveNorth;50;50;50;50;1;101
False;MoveEast;MoveWest;MoveNorthWest;MoveNorth;51;51;51;51;1;102
False;MoveNorthEast;MoveWest;MoveSouth;MoveNorth;51;51;51;51;1;103
False;MoveNorthEast;MoveWest;MoveSouth;MoveNorth;52;52;52;52;1;104
False;MoveEast;MoveWest;MoveNorthEast;MoveNorth;52;52;52;52;1;105
False;MoveEast;MoveWest;MoveNorthEast;MoveNorth;53;53;53;53;1;106
False;OpenDoorAction;MoveWest;MoveSouth;MoveNorth;53;53;53;53;1;107
False;OpenDoorAction;MoveWest;MoveSouth;MoveNorth;54;54;54;54;1;108
False;MoveNorth;MoveWest;MoveNorthEast;MoveNorth;54;54;54;54;1;109
False;MoveNorth;MoveWest;MoveNorthEast;MoveNorth;55;55;55;55;1;110
False;MoveNorthWest;MoveWest;MoveSouth;MoveNorth;55;55;55;55;1;111
False;MoveNorthWest;MoveWest;MoveSouth;MoveNorth;56;56;56;56;1;112
False;MoveNorthWest;MoveNorthWest;MoveNorthEast;MoveNorth;56;56;56;56;1;113
False;MoveNorthWest;MoveNorthWest;MoveNorthEast;MoveNorth;57;57;57;57;1;114
False;MoveSouth;MoveNorth;MoveSouth;MoveNorth;57;57;57;57;1;115
False;MoveSouth;MoveNorth;MoveSouth;MoveNorth;58;58;58;58;1;116
False;MoveNorthEast;MoveNorth;MoveSouthWest;MoveNorthWest;58;58;58;58;1;117
False;MoveNorthEast;MoveNorth;MoveSouthWest;MoveNorthWest;59;59;59;59;1;118
False;MoveSouth;MoveNorth;MoveSouthEast;MoveNorthWest;59;59;59;59;1;119
False;MoveSouth;MoveNorth;MoveSouthEast;MoveNorthWest;60;60;60;60;1;120
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveWest;60;60;60;60;1;121
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveWest;61;61;61;61;1;122
False;GrabObject;MoveEast;MoveEast;OpenDoorAction;61;61;61;61;1;123
False;GrabObject;MoveEast;MoveEast;OpenDoorAction;62;62;62;62;1;124
False;MoveSouth;MoveNorthEast;MoveEast;MoveNorth;62;62;62;62;1;125
False;MoveSouth;MoveNorthEast;MoveEast;MoveNorth;63;63;63;63;1;126
False;MoveSouth;MoveEast;MoveEast;MoveNorthWest;63;63;63;63;1;127
False;MoveSouth;MoveEast;MoveEast;MoveNorthWest;64;64;64;64;1;128
False;MoveSouthWest;OpenDoorAction;MoveEast;GrabObject;64;64;64;64;1;129
False;MoveSouthWest;OpenDoorAction;MoveEast;GrabObject;65;65;65;65;1;130
False;MoveSouthWest;MoveNorth;MoveEast;MoveSouthEast;65;65;65;65;1;131
False;MoveSouthWest;MoveNorth;MoveEast;MoveSouthEast;66;66;66;66;1;132
False;MoveSouthWest;MoveNorthWest;MoveEast;MoveSouthEast;66;66;66;66;1;133
False;MoveSouthWest;MoveNorthWest;MoveEast;MoveSouthEast;67;67;67;67;1;134
False;DropObject;GrabObject;MoveEast;MoveSouthEast;67;67;67;67;1;135
False;DropObject;GrabObject;MoveEast;MoveSouthEast;68;68;68;68;1;136
False;MoveNorthEast;MoveSouthEast;MoveEast;MoveSouthEast;68;68;68;68;1;137
False;MoveNorthEast;MoveSouthEast;MoveEast;MoveSouthEast;69;69;69;69;1;138
False;MoveNorthEast;MoveSouthWest;MoveEast;MoveSouth;69;69;69;69;1;139
False;MoveNorthEast;MoveSouthWest;MoveEast;MoveSouth;70;70;70;70;1;140
False;MoveEast;MoveSouthWest;MoveEast;MoveSouth;70;70;70;70;1;141
False;MoveEast;MoveSouthWest;MoveEast;MoveSouth;71;71;71;71;1;142
False;MoveEast;MoveWest;MoveEast;MoveSouth;71;71;71;71;1;143
False;MoveEast;MoveWest;MoveEast;MoveSouth;72;72;72;72;1;144
False;MoveEast;MoveSouthWest;MoveEast;MoveSouth;72;72;72;72;1;145
False;MoveEast;MoveSouthWest;MoveEast;MoveSouth;73;73;73;73;1;146
False;MoveNorthEast;MoveSouth;MoveNorthEast;MoveSouth;73;73;73;73;1;147
False;MoveNorthEast;MoveSouth;MoveNorthEast;MoveSouth;74;74;74;74;1;148
False;MoveNorth;MoveSouth;MoveNorth;MoveSouth;74;74;74;74;1;149
False;MoveNorth;MoveSouth;MoveNorth;MoveSouth;75;75;75;75;1;150
False;MoveNorth;MoveSouth;MoveNorth;MoveSouth;75;75;75;75;1;151
False;MoveNorth;MoveSouth;MoveNorth;MoveSouth;76;76;76;76;1;152
False;MoveNorth;MoveSouthEast;MoveNorth;MoveSouth;76;76;76;76;1;153
False;MoveNorth;MoveSouthEast;MoveNorth;MoveSouth;77;77;77;77;1;154
False;MoveNorthWest;MoveEast;MoveNorth;MoveSouth;77;77;77;77;1;155
False;MoveNorthWest;MoveEast;MoveNorth;MoveSouth;78;78;78;78;1;156
False;MoveWest;MoveEast;MoveNorth;MoveSouthWest;78;78;78;78;1;157
False;MoveWest;MoveEast;MoveNorth;MoveSouthWest;79;79;79;79;1;158
False;MoveWest;MoveEast;MoveNorth;MoveWest;79;79;79;79;1;159
False;MoveWest;MoveEast;MoveNorth;MoveWest;80;80;80;80;1;160
False;MoveWest;MoveEast;MoveNorth;MoveWest;80;80;80;80;1;161
False;MoveWest;MoveEast;MoveNorth;MoveWest;81;81;81;81;1;162
False;MoveWest;MoveEast;MoveNorth;MoveSouthWest;81;81;81;81;1;163
False;MoveWest;MoveEast;MoveNorth;MoveSouthWest;82;82;82;82;1;164
False;MoveWest;MoveEast;MoveNorth;MoveWest;82;82;82;82;1;165
False;MoveWest;MoveEast;MoveNorth;MoveWest;83;83;83;83;1;166
False;MoveWest;MoveEast;MoveNorthWest;MoveSouthWest;83;83;83;83;1;167
False;MoveWest;MoveEast;MoveNorthWest;MoveSouthWest;84;84;84;84;1;168
False;MoveNorthWest;MoveEast;MoveNorthWest;MoveWest;84;84;84;84;1;169
False;MoveNorthWest;MoveEast;MoveNorthWest;MoveWest;85;85;85;85;1;170
False;MoveWest;MoveSouthEast;MoveWest;MoveWest;85;85;85;85;1;171
False;MoveWest;MoveSouthEast;MoveWest;MoveWest;86;86;86;86;1;172
False;OpenDoorAction;MoveEast;OpenDoorAction;MoveSouthWest;86;86;86;86;1;173
False;OpenDoorAction;MoveEast;OpenDoorAction;MoveSouthWest;87;87;87;87;1;174
False;MoveNorth;MoveEast;MoveNorth;DropObject;87;87;87;87;1;175
False;MoveNorth;MoveEast;MoveNorth;DropObject;88;88;88;88;1;176
False;MoveNorthWest;MoveSouthEast;MoveNorthWest;MoveEast;88;88;88;88;1;177
False;MoveNorthWest;MoveSouthEast;MoveNorthWest;MoveEast;89;89;89;89;1;178
False;MoveNorthWest;DropObject;MoveNorthWest;MoveNorthEast;89;89;89;89;1;179
False;MoveNorthWest;DropObject;MoveNorthWest;MoveNorthEast;90;90;90;90;1;180
False;GrabObject;MoveNorthEast;MoveSouth;MoveEast;90;90;90;90;1;181
False;GrabObject;MoveNorthEast;MoveSouth;MoveEast;91;91;91;91;1;182
False;MoveSouthEast;MoveNorthEast;MoveNorthEast;GrabObject;91;91;91;91;1;183
False;MoveSouthEast;MoveNorthEast;MoveNorthEast;GrabObject;92;92;92;92;1;184
False;MoveSouthEast;MoveEast;MoveSouth;MoveWest;92;92;92;92;1;185
False;MoveSouthEast;MoveEast;MoveSouth;MoveWest;93;93;93;93;1;186
False;MoveSouthEast;OpenDoorAction;MoveNorthEast;MoveWest;93;93;93;93;1;187
False;MoveSouthEast;OpenDoorAction;MoveNorthEast;MoveWest;94;94;94;94;1;188
False;MoveSouthEast;MoveNorth;MoveSouth;MoveWest;94;94;94;94;1;189
False;MoveSouthEast;MoveNorth;MoveSouth;MoveWest;95;95;95;95;1;190
False;MoveEast;MoveNorthWest;MoveNorthEast;DropObject;95;95;95;95;1;191
False;MoveEast;MoveNorthWest;MoveNorthEast;DropObject;96;96;96;96;1;192
False;MoveEast;MoveNorthWest;MoveSouth;MoveEast;96;96;96;96;1;193
False;MoveEast;MoveNorthWest;MoveSouth;MoveEast;97;97;97;97;1;194
False;MoveEast;MoveSouth;MoveSouthWest;MoveNorthEast;97;97;97;97;1;195
False;MoveEast;MoveSouth;MoveSouthWest;MoveNorthEast;98;98;98;98;1;196
False;MoveEast;MoveNorthEast;MoveSouthEast;MoveEast;98;98;98;98;1;197
False;MoveEast;MoveNorthEast;MoveSouthEast;MoveEast;99;99;99;99;1;198
False;MoveEast;MoveSouth;MoveSouthEast;GrabObject;99;99;99;99;1;199
False;MoveEast;MoveSouth;MoveSouthEast;GrabObject;100;100;100;100;1;200
False;MoveEast;MoveNorthEast;MoveSouthEast;MoveWest;100;100;100;100;1;201
False;MoveEast;MoveNorthEast;MoveSouthEast;MoveWest;101;101;101;101;1;202
False;MoveSouthEast;MoveSouth;MoveSouth;MoveWest;101;101;101;101;1;203
False;MoveSouthEast;MoveSouth;MoveSouth;MoveWest;102;102;102;102;1;204
False;MoveSouth;MoveNorthEast;MoveSouth;MoveWest;102;102;102;102;1;205
False;MoveSouth;MoveNorthEast;MoveSouth;MoveWest;103;103;103;103;1;206
False;MoveSouth;MoveSouth;MoveSouth;DropObject;103;103;103;103;1;207
True;MoveSouth;MoveSouth;MoveSouth;DropObject;104;104;104;104;1;208
