done;liaragent_acts;strongagent0_acts;blindagent_acts;lazyagent0_acts;liaragent_mssg;strongagent0_mssg;blindagent_mssg;lazyagent0_mssg;world_nr;tick_nr
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;24;24;24;24;1;49
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;25;25;25;25;1;50
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;25;25;25;25;1;51
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;26;26;26;26;1;52
False;MoveEast;MoveSouth;MoveSouth;MoveEast;26;26;26;26;1;53
False;MoveEast;MoveSouth;MoveSouth;MoveEast;27;27;27;27;1;54
False;MoveEast;MoveSouth;MoveNorthEast;MoveEast;27;27;27;27;1;55
False;MoveEast;MoveSouth;MoveNorthEast;MoveEast;28;28;28;28;1;56
False;OpenDoorAction;MoveSouth;MoveSouth;MoveEast;28;28;28;28;1;57
False;OpenDoorAction;MoveSouth;MoveSouth;MoveEast;29;29;29;29;1;58
False;MoveNorth;MoveSouth;MoveNorthEast;MoveEast;29;29;29;29;1;59
False;MoveNorth;MoveSouth;MoveNorthEast;MoveEast;30;30;30;30;1;60
False;GrabObject;MoveSouthEast;MoveSouth;MoveEast;30;30;30;30;1;61
False;GrabObject;MoveSouthEast;MoveSouth;MoveEast;31;31;31;31;1;62
False;MoveSouthEast;MoveEast;MoveNorthEast;MoveEast;31;31;31;31;1;63
False;MoveSouthEast;MoveEast;MoveNorthEast;MoveEast;32;32;32;32;1;64
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;32;32;32;32;1;65
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;33;33;33;33;1;66
False;MoveSouthEast;MoveEast;MoveSouthWest;MoveEast;33;33;33;33;1;67
False;MoveSouthEast;MoveEast;MoveSouthWest;MoveEast;34;34;34;34;1;68
False;MoveSouth;MoveSouthEast;MoveSouthEast;MoveEast;34;34;34;34;1;69
False;MoveSouth;MoveSouthEast;MoveSouthEast;MoveEast;35;35;35;35;1;70
False;MoveSouth;MoveEast;MoveEast;MoveEast;35;35;35;35;1;71
False;MoveSouth;MoveEast;MoveEast;MoveEast;36;36;36;36;1;72
False;MoveSouth;MoveSouthEast;MoveEast;MoveEast;36;36;36;36;1;73
False;MoveSouth;MoveSouthEast;MoveEast;MoveEast;37;37;37;37;1;74
False;MoveSouthWest;MoveEast;MoveEast;MoveNorthEast;37;37;37;37;1;75
False;MoveSouthWest;MoveEast;MoveEast;MoveNorthEast;38;38;38;38;1;76
False;MoveWest;MoveEast;MoveEast;MoveNorth;38;38;38;38;1;77
False;MoveWest;MoveEast;MoveEast;MoveNorth;39;39;39;39;1;78
False;MoveWest;MoveSouthEast;MoveEast;MoveNorth;39;39;39;39;1;79
False;MoveWest;MoveSouthEast;MoveEast;MoveNorth;40;40;40;40;1;80
False;MoveWest;DropObject;MoveEast;MoveNorth;40;40;40;40;1;81
False;MoveWest;DropObject;MoveEast;MoveNorth;41;41;41;41;1;82
False;MoveWest;MoveNorth;MoveEast;MoveNorth;41;41;41;41;1;83
False;MoveWest;MoveNorth;MoveEast;MoveNorth;42;42;42;42;1;84
False;MoveSouthWest;MoveNorth;MoveEast;MoveNorth;42;42;42;42;1;85
False;MoveSouthWest;MoveNorth;MoveEast;MoveNorth;43;43;43;43;1;86
False;DropObject;MoveNorth;MoveEast;MoveNorth;43;43;43;43;1;87
False;DropObject;MoveNorth;MoveEast;MoveNorth;44;44;44;44;1;88
