done;baseagent0_acts;liaragent_acts;strongagent0_acts;lazyagent0_acts;baseagent0_mssg;liaragent_mssg;strongagent0_mssg;lazyagent0_mssg;world_nr;tick_nr
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;25;25;25;25;1;50
False;MoveSouthEast;MoveEast;MoveEast;MoveSouthEast;25;25;25;25;1;51
False;MoveSouthEast;MoveEast;MoveEast;MoveSouthEast;26;26;26;26;1;52
False;MoveSouthEast;MoveEast;MoveEast;MoveSouth;26;26;26;26;1;53
False;MoveSouthEast;MoveEast;MoveEast;MoveSouth;27;27;27;27;1;54
False;MoveEast;MoveEast;MoveEast;MoveSouth;27;27;27;27;1;55
False;MoveEast;MoveEast;MoveEast;MoveSouth;28;28;28;28;1;56
False;MoveEast;OpenDoorAction;MoveEast;MoveSouth;28;28;28;28;1;57
False;MoveEast;OpenDoorAction;MoveEast;MoveSouth;29;29;29;29;1;58
False;MoveEast;MoveNorth;MoveEast;MoveSouth;29;29;29;29;1;59
False;MoveEast;MoveNorth;MoveEast;MoveSouth;30;30;30;30;1;60
False;MoveEast;MoveNorthWest;MoveEast;MoveSouth;30;30;30;30;1;61
False;MoveEast;MoveNorthWest;MoveEast;MoveSouth;31;31;31;31;1;62
False;MoveEast;MoveNorthWest;MoveEast;MoveSouth;31;31;31;31;1;63
False;MoveEast;MoveNorthWest;MoveEast;MoveSouth;32;32;32;32;1;64
False;MoveEast;MoveSouth;MoveEast;MoveSouth;32;32;32;32;1;65
False;MoveEast;MoveSouth;MoveEast;MoveSouth;33;33;33;33;1;66
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveSouth;33;33;33;33;1;67
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveSouth;34;34;34;34;1;68
False;MoveSouth;MoveSouth;OpenDoorAction;MoveSouth;34;34;34;34;1;69
False;MoveSouth;MoveSouth;OpenDoorAction;MoveSouth;35;35;35;35;1;70
False;MoveSouth;MoveNorthEast;MoveNorth;MoveSouthWest;35;35;35;35;1;71
False;MoveSouth;MoveNorthEast;MoveNorth;MoveSouthWest;36;36;36;36;1;72
False;MoveSouth;MoveSouth;MoveNorthWest;MoveWest;36;36;36;36;1;73
False;MoveSouth;MoveSouth;MoveNorthWest;MoveWest;37;37;37;37;1;74
False;MoveSouth;MoveNorthEast;MoveNorthWest;MoveWest;37;37;37;37;1;75
False;MoveSouth;MoveNorthEast;MoveNorthWest;MoveWest;38;38;38;38;1;76
False;MoveSouth;MoveSouth;MoveSouth;MoveWest;38;38;38;38;1;77
False;MoveSouth;MoveSouth;MoveSouth;MoveWest;39;39;39;39;1;78
False;MoveSouth;MoveSouthWest;MoveNorthEast;MoveWest;39;39;39;39;1;79
False;MoveSouth;MoveSouthWest;MoveNorthEast;MoveWest;40;40;40;40;1;80
False;MoveSouth;MoveSouthWest;MoveSouth;MoveWest;40;40;40;40;1;81
False;MoveSouth;MoveSouthWest;MoveSouth;MoveWest;41;41;41;41;1;82
False;MoveSouth;MoveWest;MoveNorthEast;MoveWest;41;41;41;41;1;83
False;MoveSouth;MoveWest;MoveNorthEast;MoveWest;42;42;42;42;1;84
False;MoveSouth;MoveWest;GrabObject;MoveWest;42;42;42;42;1;85
False;MoveSouth;MoveWest;GrabObject;MoveWest;43;43;43;43;1;86
False;MoveSouthWest;MoveWest;MoveSouth;MoveWest;43;43;43;43;1;87
False;MoveSouthWest;MoveWest;MoveSouth;MoveWest;44;44;44;44;1;88
False;MoveWest;MoveWest;MoveSouth;OpenDoorAction;44;44;44;44;1;89
False;MoveWest;MoveWest;MoveSouth;OpenDoorAction;45;45;45;45;1;90
False;MoveWest;MoveWest;MoveSouthEast;MoveEast;45;45;45;45;1;91
False;MoveWest;MoveWest;MoveSouthEast;MoveEast;46;46;46;46;1;92
False;MoveWest;MoveWest;MoveEast;MoveEast;46;46;46;46;1;93
False;MoveWest;MoveWest;MoveEast;MoveEast;47;47;47;47;1;94
False;MoveWest;MoveWest;MoveNorthEast;MoveEast;47;47;47;47;1;95
False;MoveWest;MoveWest;MoveNorthEast;MoveEast;48;48;48;48;1;96
False;MoveSouthWest;MoveWest;MoveNorth;MoveEast;48;48;48;48;1;97
False;MoveSouthWest;MoveWest;MoveNorth;MoveEast;49;49;49;49;1;98
False;DropObject;MoveNorthWest;MoveNorth;MoveEast;49;49;49;49;1;99
False;DropObject;MoveNorthWest;MoveNorth;MoveEast;50;50;50;50;1;100
False;MoveNorthWest;MoveNorth;MoveNorth;MoveEast;50;50;50;50;1;101
False;MoveNorthWest;MoveNorth;MoveNorth;MoveEast;51;51;51;51;1;102
False;MoveWest;MoveNorth;MoveNorthWest;MoveEast;51;51;51;51;1;103
False;MoveWest;MoveNorth;MoveNorthWest;MoveEast;52;52;52;52;1;104
False;MoveWest;MoveNorth;MoveNorthWest;MoveEast;52;52;52;52;1;105
False;MoveWest;MoveNorth;MoveNorthWest;MoveEast;53;53;53;53;1;106
False;MoveWest;MoveNorth;MoveWest;MoveNorthEast;53;53;53;53;1;107
False;MoveWest;MoveNorth;MoveWest;MoveNorthEast;54;54;54;54;1;108
False;MoveWest;MoveNorth;OpenDoorAction;MoveNorth;54;54;54;54;1;109
False;MoveWest;MoveNorth;OpenDoorAction;MoveNorth;55;55;55;55;1;110
False;MoveWest;MoveNorth;MoveNorth;MoveNorth;55;55;55;55;1;111
False;MoveWest;MoveNorth;MoveNorth;MoveNorth;56;56;56;56;1;112
False;MoveWest;MoveNorth;GrabObject;MoveNorth;56;56;56;56;1;113
False;MoveWest;MoveNorth;GrabObject;MoveNorth;57;57;57;57;1;114
False;MoveWest;MoveNorth;MoveSouthEast;MoveNorthWest;57;57;57;57;1;115
False;MoveWest;MoveNorth;MoveSouthEast;MoveNorthWest;58;58;58;58;1;116
False;MoveWest;MoveNorth;MoveSouthEast;MoveWest;58;58;58;58;1;117
False;MoveWest;MoveNorth;MoveSouthEast;MoveWest;59;59;59;59;1;118
False;MoveWest;MoveNorthEast;MoveSouthEast;MoveWest;59;59;59;59;1;119
False;MoveWest;MoveNorthEast;MoveSouthEast;MoveWest;60;60;60;60;1;120
False;MoveWest;MoveEast;MoveSouth;MoveWest;60;60;60;60;1;121
False;MoveWest;MoveEast;MoveSouth;MoveWest;61;61;61;61;1;122
False;MoveWest;MoveNorthEast;MoveSouth;MoveWest;61;61;61;61;1;123
False;MoveWest;MoveNorthEast;MoveSouth;MoveWest;62;62;62;62;1;124
False;MoveNorthWest;MoveEast;MoveSouth;MoveWest;62;62;62;62;1;125
False;MoveNorthWest;MoveEast;MoveSouth;MoveWest;63;63;63;63;1;126
False;MoveNorth;OpenDoorAction;MoveSouthWest;MoveWest;63;63;63;63;1;127
False;MoveNorth;OpenDoorAction;MoveSouthWest;MoveWest;64;64;64;64;1;128
False;MoveNorth;MoveNorth;MoveWest;MoveNorthWest;64;64;64;64;1;129
False;MoveNorth;MoveNorth;MoveWest;MoveNorthWest;65;65;65;65;1;130
False;MoveNorth;MoveNorthWest;MoveWest;MoveWest;65;65;65;65;1;131
False;MoveNorth;MoveNorthWest;MoveWest;MoveWest;66;66;66;66;1;132
False;MoveNorth;MoveNorthWest;MoveWest;MoveSouthWest;66;66;66;66;1;133
False;MoveNorth;MoveNorthWest;MoveWest;MoveSouthWest;67;67;67;67;1;134
False;MoveNorth;GrabObject;MoveWest;MoveWest;67;67;67;67;1;135
False;MoveNorth;GrabObject;MoveWest;MoveWest;68;68;68;68;1;136
False;MoveNorth;MoveSouthEast;MoveSouthWest;MoveWest;68;68;68;68;1;137
False;MoveNorth;MoveSouthEast;MoveSouthWest;MoveWest;69;69;69;69;1;138
False;MoveNorth;MoveSouthEast;DropObject;MoveWest;69;69;69;69;1;139
False;MoveNorth;MoveSouthEast;DropObject;MoveWest;70;70;70;70;1;140
False;MoveNorth;MoveSouthWest;MoveSouth;MoveWest;70;70;70;70;1;141
False;MoveNorth;MoveSouthWest;MoveSouth;MoveWest;71;71;71;71;1;142
False;MoveNorth;MoveSouthWest;DropObject;MoveWest;71;71;71;71;1;143
False;MoveNorth;MoveSouthWest;DropObject;MoveWest;72;72;72;72;1;144
False;MoveNorthEast;MoveWest;MoveNorthWest;MoveWest;72;72;72;72;1;145
False;MoveNorthEast;MoveWest;MoveNorthWest;MoveWest;73;73;73;73;1;146
False;MoveEast;MoveSouthWest;MoveNorthWest;MoveWest;73;73;73;73;1;147
False;MoveEast;MoveSouthWest;MoveNorthWest;MoveWest;74;74;74;74;1;148
False;MoveNorthEast;MoveSouth;MoveWest;MoveWest;74;74;74;74;1;149
False;MoveNorthEast;MoveSouth;MoveWest;MoveWest;75;75;75;75;1;150
False;MoveEast;MoveSouth;MoveWest;MoveSouthWest;75;75;75;75;1;151
False;MoveEast;MoveSouth;MoveWest;MoveSouthWest;76;76;76;76;1;152
False;OpenDoorAction;MoveSouth;MoveWest;MoveSouth;76;76;76;76;1;153
False;OpenDoorAction;MoveSouth;MoveWest;MoveSouth;77;77;77;77;1;154
False;MoveNorth;MoveSouth;MoveWest;MoveSouth;77;77;77;77;1;155
False;MoveNorth;MoveSouth;MoveWest;MoveSouth;78;78;78;78;1;156
False;MoveNorthWest;MoveSouth;MoveWest;MoveSouth;78;78;78;78;1;157
False;MoveNorthWest;MoveSouth;MoveWest;MoveSouth;79;79;79;79;1;158
False;MoveNorthWest;MoveSouth;MoveWest;MoveSouthEast;79;79;79;79;1;159
False;MoveNorthWest;MoveSouth;MoveWest;MoveSouthEast;80;80;80;80;1;160
False;MoveSouth;MoveSouth;MoveWest;MoveEast;80;80;80;80;1;161
False;MoveSouth;MoveSouth;MoveWest;MoveEast;81;81;81;81;1;162
False;MoveNorthEast;MoveSouth;MoveWest;MoveEast;81;81;81;81;1;163
False;MoveNorthEast;MoveSouth;MoveWest;MoveEast;82;82;82;82;1;164
False;MoveSouth;MoveSouth;MoveWest;MoveEast;82;82;82;82;1;165
False;MoveSouth;MoveSouth;MoveWest;MoveEast;83;83;83;83;1;166
False;MoveNorthEast;MoveSouthEast;MoveWest;OpenDoorAction;83;83;83;83;1;167
False;MoveNorthEast;MoveSouthEast;MoveWest;OpenDoorAction;84;84;84;84;1;168
False;MoveSouth;MoveEast;MoveNorthWest;MoveNorth;84;84;84;84;1;169
False;MoveSouth;MoveEast;MoveNorthWest;MoveNorth;85;85;85;85;1;170
False;MoveNorthEast;MoveEast;MoveNorth;MoveNorthWest;85;85;85;85;1;171
False;MoveNorthEast;MoveEast;MoveNorth;MoveNorthWest;86;86;86;86;1;172
False;MoveSouth;MoveEast;MoveNorth;MoveSouthEast;86;86;86;86;1;173
False;MoveSouth;MoveEast;MoveNorth;MoveSouthEast;87;87;87;87;1;174
False;MoveSouthWest;MoveSouthEast;MoveNorth;MoveSouthWest;87;87;87;87;1;175
False;MoveSouthWest;MoveSouthEast;MoveNorth;MoveSouthWest;88;88;88;88;1;176
False;MoveSouthWest;MoveEast;MoveNorthEast;MoveWest;88;88;88;88;1;177
False;MoveSouthWest;MoveEast;MoveNorthEast;MoveWest;89;89;89;89;1;178
False;MoveSouthWest;MoveSouthEast;MoveEast;MoveWest;89;89;89;89;1;179
False;MoveSouthWest;MoveSouthEast;MoveEast;MoveWest;90;90;90;90;1;180
False;MoveWest;MoveEast;MoveNorthEast;MoveNorthWest;90;90;90;90;1;181
False;MoveWest;MoveEast;MoveNorthEast;MoveNorthWest;91;91;91;91;1;182
False;MoveSouthWest;MoveEast;MoveEast;MoveNorth;91;91;91;91;1;183
False;MoveSouthWest;MoveEast;MoveEast;MoveNorth;92;92;92;92;1;184
False;MoveSouth;MoveSouthEast;OpenDoorAction;MoveNorth;92;92;92;92;1;185
False;MoveSouth;MoveSouthEast;OpenDoorAction;MoveNorth;93;93;93;93;1;186
False;MoveSouth;DropObject;MoveNorth;MoveNorth;93;93;93;93;1;187
False;MoveSouth;DropObject;MoveNorth;MoveNorth;94;94;94;94;1;188
False;MoveSouth;MoveEast;MoveNorthWest;MoveNorthEast;94;94;94;94;1;189
False;MoveSouth;MoveEast;MoveNorthWest;MoveNorthEast;95;95;95;95;1;190
False;MoveSouthEast;MoveNorthEast;GrabObject;MoveEast;95;95;95;95;1;191
False;MoveSouthEast;MoveNorthEast;GrabObject;MoveEast;96;96;96;96;1;192
False;MoveEast;MoveEast;MoveSouthEast;MoveNorthEast;96;96;96;96;1;193
False;MoveEast;MoveEast;MoveSouthEast;MoveNorthEast;97;97;97;97;1;194
False;MoveEast;GrabObject;MoveSouthEast;MoveEast;97;97;97;97;1;195
False;MoveEast;GrabObject;MoveSouthEast;MoveEast;98;98;98;98;1;196
False;MoveEast;MoveWest;MoveEast;MoveEast;98;98;98;98;1;197
False;MoveEast;MoveWest;MoveEast;MoveEast;99;99;99;99;1;198
False;MoveEast;MoveWest;MoveEast;MoveEast;99;99;99;99;1;199
False;MoveEast;MoveWest;MoveEast;MoveEast;100;100;100;100;1;200
False;MoveEast;MoveWest;MoveEast;MoveEast;100;100;100;100;1;201
False;MoveEast;MoveWest;MoveEast;MoveEast;101;101;101;101;1;202
False;MoveEast;DropObject;MoveEast;MoveEast;101;101;101;101;1;203
False;MoveEast;DropObject;MoveEast;MoveEast;102;102;102;102;1;204
False;MoveEast;MoveEast;MoveEast;MoveEast;102;102;102;102;1;205
False;MoveEast;MoveEast;MoveEast;MoveEast;103;103;103;103;1;206
False;MoveEast;MoveNorthEast;OpenDoorAction;MoveEast;103;103;103;103;1;207
False;MoveEast;MoveNorthEast;OpenDoorAction;MoveEast;104;104;104;104;1;208
False;MoveEast;MoveEast;MoveNorth;OpenDoorAction;104;104;104;104;1;209
False;MoveEast;MoveEast;MoveNorth;OpenDoorAction;105;105;105;105;1;210
False;OpenDoorAction;GrabObject;MoveNorthWest;MoveNorth;105;105;105;105;1;211
False;OpenDoorAction;GrabObject;MoveNorthWest;MoveNorth;106;106;106;106;1;212
False;MoveNorth;MoveWest;MoveNorthWest;MoveNorthWest;106;106;106;106;1;213
False;MoveNorth;MoveWest;MoveNorthWest;MoveNorthWest;107;107;107;107;1;214
False;MoveNorthWest;MoveWest;GrabObject;MoveNorthWest;107;107;107;107;1;215
False;MoveNorthWest;MoveWest;GrabObject;MoveNorthWest;108;108;108;108;1;216
False;MoveNorthWest;MoveWest;MoveSouthEast;MoveSouthEast;108;108;108;108;1;217
False;MoveNorthWest;MoveWest;MoveSouthEast;MoveSouthEast;109;109;109;109;1;218
False;MoveSouth;DropObject;MoveSouthEast;MoveSouthEast;109;109;109;109;1;219
True;MoveSouth;DropObject;MoveSouthEast;MoveSouthEast;110;110;110;110;1;220
