done;strongagent1_acts;strongagent2_acts;lazyagent0_acts;lazyagent1_acts;lazyagent2_acts;lazyagent3_acts;lazyagent4_acts;lazyagent5_acts;strongagent1_mssg;strongagent2_mssg;lazyagent0_mssg;lazyagent1_mssg;lazyagent2_mssg;lazyagent3_mssg;lazyagent4_mssg;lazyagent5_mssg;world_nr;tick_nr
False;MoveSouthEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;2;1;1;14
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;2;1;1;15
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;1;1;1;1;2;1;1;16
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveSouthEast;MoveEast;1;1;1;1;1;1;2;1;1;17
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveSouthEast;MoveEast;1;1;1;1;1;1;2;1;1;18
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;2;1;1;19
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;2;1;1;20
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;MoveEast;MoveEast;MoveEast;1;1;1;1;1;1;2;1;1;21
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;MoveEast;MoveEast;MoveEast;1;1;1;1;2;1;2;1;1;22
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveEast;MoveEast;MoveEast;1;1;1;1;2;1;2;1;1;23
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;MoveEast;MoveEast;MoveEast;1;1;1;1;3;1;2;1;1;24
False;MoveEast;MoveSouthEast;MoveSouthEast;MoveSouth;MoveWest;MoveEast;OpenDoorAction;MoveSouthEast;1;1;1;1;3;1;2;1;1;25
False;MoveEast;MoveSouthEast;MoveSouthEast;MoveSouth;MoveWest;MoveEast;OpenDoorAction;MoveSouthEast;1;1;1;1;3;1;3;1;1;26
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveWest;MoveEast;MoveNorth;MoveSouth;1;1;1;1;3;1;3;1;1;27
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveWest;MoveEast;MoveNorth;MoveSouth;1;1;1;1;3;1;4;1;1;28
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouthWest;MoveSouthEast;MoveNorthWest;MoveSouth;1;1;1;1;3;1;4;1;1;29
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouthWest;MoveSouthEast;MoveNorthWest;MoveSouth;1;1;1;1;3;1;4;1;1;30
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveNorthWest;MoveSouth;1;1;1;1;3;1;4;1;1;31
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveNorthWest;MoveSouth;1;1;1;1;3;1;4;1;1;32
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;3;1;4;1;1;33
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;1;1;1;1;3;1;5;1;1;34
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveWest;1;1;1;1;3;1;5;1;1;35
False;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouth;MoveSouth;MoveEast;MoveWest;1;1;1;1;3;1;6;1;1;36
False;MoveEast;MoveEast;MoveEast;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouthEast;MoveWest;1;1;1;1;3;1;6;1;1;37
False;MoveEast;MoveEast;MoveEast;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouthEast;MoveWest;1;1;1;1;3;1;6;1;1;38
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouthEast;OpenDoorAction;1;1;1;1;3;1;6;1;1;39
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouthEast;OpenDoorAction;1;1;1;1;3;1;6;2;1;40
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouthEast;MoveSouthEast;1;1;1;1;3;1;6;2;1;41
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouthEast;MoveSouthEast;1;1;1;1;3;1;6;3;1;42
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;MoveEast;1;1;1;1;3;1;6;3;1;43
False;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;MoveEast;1;1;1;1;3;1;6;3;1;44
False;OpenDoorAction;OpenDoorAction;OpenDoorAction;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouthEast;1;1;1;1;3;1;6;3;1;45
False;OpenDoorAction;OpenDoorAction;OpenDoorAction;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouthEast;2;2;2;1;3;1;6;3;1;46
False;MoveNorth;MoveNorth;MoveWest;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;2;2;2;1;3;1;6;3;1;47
False;MoveNorth;MoveNorth;MoveWest;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;3;3;3;1;3;1;6;3;1;48
False;MoveNorthWest;MoveNorthWest;MoveWest;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;3;3;3;1;3;1;6;3;1;49
False;MoveNorthWest;MoveNorthWest;MoveWest;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;3;3;3;1;3;1;6;3;1;50
False;GrabObject;MoveNorthWest;MoveWest;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;3;3;3;1;3;1;6;3;1;51
False;GrabObject;MoveNorthWest;MoveWest;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;4;3;3;1;3;1;6;3;1;52
False;MoveSouthEast;GrabObject;MoveWest;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;4;3;3;1;3;1;6;3;1;53
False;MoveSouthEast;GrabObject;MoveWest;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;4;4;3;1;3;1;6;3;1;54
False;MoveSouthEast;MoveSouthEast;MoveWest;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;4;4;3;1;3;1;6;3;1;55
False;MoveSouthEast;MoveSouthEast;MoveWest;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;4;5;3;1;3;1;6;3;1;56
False;MoveSouthEast;MoveSouthEast;MoveWest;MoveEast;MoveSouthEast;MoveSouth;MoveEast;MoveSouth;4;5;3;1;3;1;6;3;1;57
False;MoveSouthEast;MoveSouthEast;MoveWest;MoveEast;MoveSouthEast;MoveSouth;MoveEast;MoveSouth;4;5;3;1;4;1;6;3;1;58
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;4;5;3;1;4;1;6;3;1;59
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouth;4;5;4;1;4;1;6;3;1;60
False;MoveSouth;MoveEast;MoveSouthWest;MoveEast;MoveEast;MoveSouthWest;MoveEast;MoveSouth;4;5;4;1;4;1;6;3;1;61
False;MoveSouth;MoveEast;MoveSouthWest;MoveEast;MoveEast;MoveSouthWest;MoveEast;MoveSouth;4;5;5;1;4;1;6;3;1;62
False;MoveSouth;MoveEast;MoveWest;MoveEast;MoveEast;MoveWest;MoveEast;MoveSouth;4;5;5;1;4;1;6;3;1;63
False;MoveSouth;MoveEast;MoveWest;MoveEast;MoveEast;MoveWest;MoveEast;MoveSouth;4;5;5;1;4;1;6;3;1;64
False;MoveSouth;MoveEast;MoveWest;MoveEast;MoveEast;MoveWest;MoveEast;MoveSouthWest;4;5;5;1;4;1;6;3;1;65
False;MoveSouth;MoveEast;MoveWest;MoveEast;MoveEast;MoveWest;MoveEast;MoveSouthWest;4;5;5;1;4;1;6;3;1;66
False;MoveSouth;MoveEast;MoveWest;MoveEast;MoveEast;MoveWest;MoveSouthEast;MoveWest;4;5;5;1;4;1;6;3;1;67
False;MoveSouth;MoveEast;MoveWest;MoveEast;MoveEast;MoveWest;MoveSouthEast;MoveWest;4;5;5;1;4;2;6;3;1;68
False;MoveSouth;MoveEast;MoveSouthWest;OpenDoorAction;MoveEast;MoveWest;MoveSouth;MoveWest;4;5;5;1;4;2;6;3;1;69
False;MoveSouth;MoveEast;MoveSouthWest;OpenDoorAction;MoveEast;MoveWest;MoveSouth;MoveWest;4;5;5;2;4;2;6;3;1;70
False;MoveSouth;OpenDoorAction;MoveSouth;MoveNorth;MoveEast;MoveWest;MoveSouth;MoveWest;4;5;5;2;4;2;6;3;1;71
False;MoveSouth;OpenDoorAction;MoveSouth;MoveNorth;MoveEast;MoveWest;MoveSouth;MoveWest;4;6;5;3;4;2;6;3;1;72
False;MoveSouth;MoveNorth;MoveSouth;MoveNorthWest;MoveSouthEast;MoveWest;MoveSouth;MoveWest;4;6;5;3;4;2;6;3;1;73
False;MoveSouth;MoveNorth;MoveSouth;MoveNorthWest;MoveSouthEast;MoveWest;MoveSouth;MoveWest;4;7;5;3;4;2;6;3;1;74
False;MoveSouth;GrabObject;MoveSouth;MoveNorthWest;MoveSouth;MoveWest;MoveSouthWest;MoveWest;4;7;5;3;4;2;6;3;1;75
False;MoveSouth;GrabObject;MoveSouth;MoveNorthWest;MoveSouth;MoveWest;MoveSouthWest;MoveWest;4;8;5;3;4;2;6;3;1;76
False;MoveSouth;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveWest;MoveWest;MoveWest;4;8;5;3;4;2;6;3;1;77
False;MoveSouth;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;MoveWest;MoveWest;MoveWest;4;8;5;3;4;2;6;3;1;78
False;MoveSouthWest;MoveSouthEast;MoveEast;MoveNorthEast;MoveSouth;MoveWest;MoveWest;MoveWest;4;8;5;3;4;2;6;3;1;79
False;MoveSouthWest;MoveSouthEast;MoveEast;MoveNorthEast;MoveSouth;MoveWest;MoveWest;MoveWest;4;8;5;3;4;2;6;3;1;80
False;MoveWest;MoveSouthEast;MoveEast;MoveSouth;MoveSouthWest;MoveWest;OpenDoorAction;MoveWest;4;8;5;3;4;2;6;3;1;81
False;MoveWest;MoveSouthEast;MoveEast;MoveSouth;MoveSouthWest;MoveWest;OpenDoorAction;MoveWest;4;8;5;3;4;2;7;3;1;82
False;MoveWest;MoveSouth;MoveEast;MoveNorthEast;MoveWest;MoveWest;MoveNorth;OpenDoorAction;4;8;5;3;4;2;7;3;1;83
False;MoveWest;MoveSouth;MoveEast;MoveNorthEast;MoveWest;MoveWest;MoveNorth;OpenDoorAction;4;8;5;3;4;2;8;4;1;84
False;MoveSouthWest;MoveSouth;MoveWest;MoveSouth;MoveWest;MoveWest;MoveNorthWest;MoveWest;4;8;5;3;4;2;8;4;1;85
False;MoveSouthWest;MoveSouth;MoveWest;MoveSouth;MoveWest;MoveWest;MoveNorthWest;MoveWest;4;8;6;4;4;2;8;5;1;86
False;MoveWest;MoveSouth;MoveWest;MoveSouth;OpenDoorAction;MoveWest;MoveNorthWest;MoveWest;4;8;6;4;4;2;8;5;1;87
False;MoveWest;MoveSouth;MoveWest;MoveSouth;OpenDoorAction;MoveWest;MoveNorthWest;MoveWest;4;8;6;5;5;2;8;5;1;88
False;MoveSouthWest;MoveSouthWest;MoveWest;MoveSouthWest;MoveWest;MoveWest;MoveSouthEast;MoveWest;4;8;6;5;5;2;8;5;1;89
False;MoveSouthWest;MoveSouthWest;MoveWest;MoveSouthWest;MoveWest;MoveWest;MoveSouthEast;MoveWest;4;8;6;5;6;2;9;5;1;90
False;MoveWest;MoveWest;MoveNorthWest;MoveWest;MoveWest;OpenDoorAction;MoveSouthEast;MoveWest;4;8;6;5;6;2;9;5;1;91
False;MoveWest;MoveWest;MoveNorthWest;MoveWest;MoveWest;OpenDoorAction;MoveSouthEast;MoveWest;4;8;6;5;6;3;10;5;1;92
False;MoveWest;MoveWest;MoveNorth;MoveWest;MoveWest;MoveWest;MoveSouthEast;MoveWest;4;8;6;5;6;3;10;5;1;93
False;MoveWest;MoveWest;MoveNorth;MoveWest;MoveWest;MoveWest;MoveSouthEast;MoveWest;4;8;6;5;6;4;10;5;1;94
False;MoveSouthWest;MoveWest;MoveNorth;MoveWest;MoveWest;MoveWest;MoveEast;MoveWest;4;8;6;5;6;4;10;5;1;95
False;MoveSouthWest;MoveWest;MoveNorth;MoveWest;MoveWest;MoveWest;MoveEast;MoveWest;4;8;6;5;6;4;10;5;1;96
False;DropObject;MoveWest;MoveNorth;MoveWest;MoveWest;MoveWest;MoveNorthEast;MoveWest;4;8;6;5;6;4;10;5;1;97
False;DropObject;MoveWest;MoveNorth;MoveWest;MoveWest;MoveWest;MoveNorthEast;MoveWest;5;8;6;5;6;4;10;5;1;98
False;MoveNorthEast;MoveSouthWest;MoveNorthEast;MoveWest;MoveWest;MoveNorthWest;MoveNorth;MoveWest;5;8;6;5;6;4;10;5;1;99
False;MoveNorthEast;MoveSouthWest;MoveNorthEast;MoveWest;MoveWest;MoveNorthWest;MoveNorth;MoveWest;6;8;6;5;6;4;10;5;1;100
False;MoveNorthEast;DropObject;MoveEast;MoveWest;MoveWest;MoveNorth;MoveNorth;MoveWest;6;8;6;5;6;4;10;5;1;101
False;MoveNorthEast;DropObject;MoveEast;MoveWest;MoveWest;MoveNorth;MoveNorth;MoveWest;6;9;6;5;6;4;10;5;1;102
False;MoveNorthEast;DropObject;MoveNorthEast;MoveWest;MoveWest;MoveNorth;MoveNorth;MoveNorthWest;6;9;6;5;6;4;10;5;1;103
False;MoveNorthEast;DropObject;MoveNorthEast;MoveWest;MoveWest;MoveNorth;MoveNorth;MoveNorthWest;6;10;6;5;6;4;10;5;1;104
False;MoveEast;MoveNorthEast;MoveEast;MoveWest;MoveWest;MoveNorth;MoveNorthWest;MoveNorth;6;10;6;5;6;4;10;5;1;105
False;MoveEast;MoveNorthEast;MoveEast;MoveWest;MoveWest;MoveNorth;MoveNorthWest;MoveNorth;6;11;6;5;6;4;10;5;1;106
False;MoveEast;MoveEast;OpenDoorAction;MoveWest;MoveWest;MoveNorth;MoveWest;MoveNorth;6;11;6;5;6;4;10;5;1;107
False;MoveEast;MoveEast;OpenDoorAction;MoveWest;MoveWest;MoveNorth;MoveWest;MoveNorth;6;11;7;5;6;4;10;5;1;108
False;MoveEast;MoveEast;MoveNorth;MoveWest;MoveWest;MoveNorth;MoveWest;MoveNorth;6;11;7;5;6;4;10;5;1;109
False;MoveEast;MoveEast;MoveNorth;MoveWest;MoveWest;MoveNorth;MoveWest;MoveNorth;6;11;8;5;6;4;10;5;1;110
False;MoveEast;MoveEast;MoveNorthWest;MoveWest;MoveWest;MoveNorth;MoveWest;MoveNorthEast;6;11;8;5;6;4;10;5;1;111
False;MoveEast;MoveEast;MoveNorthWest;MoveWest;MoveWest;MoveNorth;MoveWest;MoveNorthEast;6;11;8;5;6;4;10;5;1;112
False;MoveEast;MoveEast;MoveNorthWest;MoveWest;MoveWest;MoveNorth;MoveWest;MoveEast;6;11;8;5;6;4;10;5;1;113
False;MoveEast;MoveEast;MoveNorthWest;MoveWest;MoveWest;MoveNorth;MoveWest;MoveEast;6;11;9;6;7;4;10;5;1;114
False;MoveNorthEast;MoveNorthEast;MoveSouthEast;MoveWest;MoveWest;MoveNorth;MoveWest;MoveNorthEast;6;11;9;6;7;4;10;5;1;115
False;MoveNorthEast;MoveNorthEast;MoveSouthEast;MoveWest;MoveWest;MoveNorth;MoveWest;MoveNorthEast;6;11;10;6;8;4;10;5;1;116
False;MoveNorth;MoveNorth;MoveSouthEast;MoveWest;MoveWest;MoveNorth;MoveWest;MoveEast;6;11;10;6;8;4;10;5;1;117
False;MoveNorth;MoveNorth;MoveSouthEast;MoveWest;MoveWest;MoveNorth;MoveWest;MoveEast;6;11;10;6;9;4;10;5;1;118
False;MoveNorth;MoveNorth;MoveSouthWest;MoveNorthWest;MoveNorthWest;MoveNorthEast;MoveNorthWest;MoveWest;6;11;10;6;9;4;10;5;1;119
False;MoveNorth;MoveNorth;MoveSouthWest;MoveNorthWest;MoveNorthWest;MoveNorthEast;MoveNorthWest;MoveWest;6;11;10;6;9;4;10;6;1;120
False;MoveNorth;MoveNorth;MoveWest;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveWest;6;11;10;6;9;4;10;6;1;121
False;MoveNorth;MoveNorth;MoveWest;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveWest;6;11;10;6;9;4;10;6;1;122
False;MoveNorth;MoveNorth;MoveWest;MoveNorth;MoveNorth;MoveEast;OpenDoorAction;MoveWest;6;11;10;6;9;4;10;6;1;123
False;MoveNorth;MoveNorth;MoveWest;MoveNorth;MoveNorth;MoveEast;OpenDoorAction;MoveWest;6;11;10;6;9;4;11;6;1;124
False;MoveNorth;MoveNorth;MoveNorthWest;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorthWest;6;11;10;6;9;4;11;6;1;125
False;MoveNorth;MoveNorth;MoveNorthWest;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorthWest;6;11;10;6;9;4;12;6;1;126
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorth;6;11;10;6;9;4;12;6;1;127
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorth;6;11;10;6;9;4;12;6;1;128
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorth;6;11;10;6;9;4;12;6;1;129
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorth;6;11;10;6;9;4;12;6;1;130
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorth;6;11;10;6;9;4;12;6;1;131
False;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorth;6;11;10;6;9;4;12;6;1;132
False;MoveNorth;MoveNorth;MoveNorthEast;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorthEast;6;11;10;6;9;4;12;6;1;133
False;MoveNorth;MoveNorth;MoveNorthEast;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorthEast;6;11;10;6;9;4;12;6;1;134
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveNorth;MoveNorth;MoveNorthEast;MoveWest;MoveEast;6;11;10;6;9;4;12;6;1;135
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveNorth;MoveNorth;MoveNorthEast;MoveWest;MoveEast;6;11;10;6;9;4;12;6;1;136
False;MoveWest;MoveWest;MoveEast;MoveNorth;MoveNorth;MoveEast;OpenDoorAction;MoveEast;6;11;10;6;9;4;12;6;1;137
False;MoveWest;MoveWest;MoveEast;MoveNorth;MoveNorth;MoveEast;OpenDoorAction;MoveEast;6;11;10;6;9;4;13;6;1;138
False;MoveWest;MoveWest;MoveEast;MoveNorthEast;MoveNorthEast;OpenDoorAction;MoveEast;MoveEast;6;11;10;6;9;4;13;6;1;139
False;MoveWest;MoveWest;MoveEast;MoveNorthEast;MoveNorthEast;OpenDoorAction;MoveEast;MoveEast;6;11;10;6;9;5;14;6;1;140
False;MoveWest;MoveWest;MoveEast;MoveEast;MoveEast;MoveNorth;MoveEast;MoveEast;6;11;10;6;9;5;14;6;1;141
False;MoveWest;MoveWest;MoveEast;MoveEast;MoveEast;MoveNorth;MoveEast;MoveEast;6;11;10;6;9;6;14;6;1;142
False;MoveWest;MoveWest;MoveEast;MoveEast;MoveEast;MoveNorthWest;MoveEast;MoveEast;6;11;10;6;9;6;14;6;1;143
False;MoveWest;MoveWest;MoveEast;MoveEast;MoveEast;MoveNorthWest;MoveEast;MoveEast;6;11;10;6;9;6;14;6;1;144
False;MoveWest;MoveWest;MoveEast;MoveEast;MoveEast;MoveNorthWest;MoveEast;MoveEast;6;11;10;6;9;6;14;6;1;145
False;MoveWest;MoveWest;MoveEast;MoveEast;MoveEast;MoveNorthWest;MoveEast;MoveEast;6;11;10;6;9;6;14;6;1;146
False;MoveWest;MoveWest;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;MoveEast;6;11;10;6;9;6;14;6;1;147
False;MoveWest;MoveWest;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;MoveEast;6;11;10;6;9;6;14;6;1;148
False;MoveNorthWest;MoveNorthWest;MoveNorthEast;MoveEast;MoveEast;MoveNorthEast;MoveEast;MoveNorthEast;6;11;10;6;9;6;14;6;1;149
False;MoveNorthWest;MoveNorthWest;MoveNorthEast;MoveEast;MoveEast;MoveNorthEast;MoveEast;MoveNorthEast;6;11;10;6;9;6;14;6;1;150
False;MoveWest;MoveWest;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouthWest;MoveEast;6;11;10;6;9;6;14;6;1;151
False;MoveWest;MoveWest;MoveEast;MoveEast;MoveEast;MoveSouth;MoveSouthWest;MoveEast;6;11;10;6;9;7;15;6;1;152
False;OpenDoorAction;OpenDoorAction;MoveSouthEast;MoveEast;MoveEast;MoveSouthEast;MoveWest;MoveSouthWest;6;11;10;6;9;7;15;6;1;153
False;OpenDoorAction;OpenDoorAction;MoveSouthEast;MoveEast;MoveEast;MoveSouthEast;MoveWest;MoveSouthWest;7;12;11;6;9;8;15;7;1;154
False;MoveNorth;MoveNorth;MoveEast;MoveNorthEast;MoveNorthEast;MoveSouthWest;MoveWest;MoveWest;7;12;11;6;9;8;15;7;1;155
False;MoveNorth;MoveNorth;MoveEast;MoveNorthEast;MoveNorthEast;MoveSouthWest;MoveWest;MoveWest;8;13;11;6;9;8;15;7;1;156
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveEast;MoveEast;MoveSouthWest;MoveWest;MoveWest;8;13;11;6;9;8;15;7;1;157
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveEast;MoveEast;MoveSouthWest;MoveWest;MoveWest;8;13;11;6;9;8;15;7;1;158
False;MoveNorthWest;MoveNorthWest;MoveEast;OpenDoorAction;OpenDoorAction;MoveWest;MoveWest;MoveWest;8;13;11;6;9;8;15;7;1;159
False;MoveNorthWest;MoveNorthWest;MoveEast;OpenDoorAction;OpenDoorAction;MoveWest;MoveWest;MoveWest;8;13;11;7;10;8;15;7;1;160
False;MoveSouth;MoveSouth;MoveEast;MoveNorth;MoveSouthEast;MoveWest;MoveWest;MoveWest;8;13;11;7;10;8;15;7;1;161
False;MoveSouth;MoveSouth;MoveEast;MoveNorth;MoveSouthEast;MoveWest;MoveWest;MoveWest;8;13;11;8;11;8;15;7;1;162
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveNorthWest;MoveWest;MoveWest;MoveWest;MoveWest;8;13;11;8;11;8;15;7;1;163
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveNorthWest;MoveWest;MoveWest;MoveWest;MoveWest;8;13;11;8;12;8;15;7;1;164
False;GrabObject;GrabObject;MoveEast;MoveSouthEast;MoveWest;MoveWest;MoveWest;MoveWest;8;13;11;8;12;8;15;7;1;165
False;GrabObject;GrabObject;MoveEast;MoveSouthEast;MoveWest;MoveWest;MoveWest;MoveWest;9;14;11;9;12;8;15;7;1;166
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveWest;MoveWest;MoveWest;MoveWest;9;14;11;9;12;8;15;7;1;167
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;MoveWest;MoveWest;MoveWest;MoveWest;9;15;11;9;12;8;15;7;1;168
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveWest;MoveWest;MoveSouthWest;MoveWest;9;15;11;9;12;8;15;7;1;169
False;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveSouthEast;MoveWest;MoveWest;MoveSouthWest;MoveWest;9;15;11;10;12;8;15;7;1;170
False;MoveSouthEast;MoveSouthWest;MoveSouth;MoveWest;MoveWest;MoveWest;MoveSouth;MoveSouthWest;9;15;11;10;12;8;15;7;1;171
False;MoveSouthEast;MoveSouthWest;MoveSouth;MoveWest;MoveWest;MoveWest;MoveSouth;MoveSouthWest;9;15;11;11;12;8;15;7;1;172
False;MoveSouthEast;MoveWest;MoveSouth;MoveWest;MoveWest;MoveSouthWest;MoveSouth;MoveSouth;9;15;11;11;12;8;15;7;1;173
False;MoveSouthEast;MoveWest;MoveSouth;MoveWest;MoveWest;MoveSouthWest;MoveSouth;MoveSouth;9;15;11;11;12;8;15;7;1;174
False;MoveEast;MoveWest;MoveSouth;MoveWest;MoveWest;MoveSouth;MoveSouth;MoveSouth;9;15;11;11;12;8;15;7;1;175
