done;baseagent0_acts;baseagent1_acts;liaragent_acts;baseagent0_mssg;baseagent1_mssg;liaragent_mssg;world_nr;tick_nr
False;MoveNorth;MoveWest;MoveNorthEast;54;54;54;1;109
False;MoveNorth;MoveWest;MoveNorthEast;55;55;55;1;110
False;MoveNorth;MoveNorthWest;MoveNorth;55;55;55;1;111
False;MoveNorth;MoveNorthWest;MoveNorth;56;56;56;1;112
False;MoveNorth;MoveWest;MoveNorth;56;56;56;1;113
False;MoveNorth;MoveWest;MoveNorth;57;57;57;1;114
False;MoveNorth;OpenDoorAction;MoveNorth;57;57;57;1;115
False;MoveNorth;OpenDoorAction;MoveNorth;58;58;58;1;116
False;MoveNorthWest;MoveNorth;MoveNorth;58;58;58;1;117
False;MoveNorthWest;MoveNorth;MoveNorth;59;59;59;1;118
False;MoveWest;MoveNorthWest;MoveNorth;59;59;59;1;119
False;MoveWest;MoveNorthWest;MoveNorth;60;60;60;1;120
False;MoveWest;MoveNorthWest;MoveNorth;60;60;60;1;121
False;MoveWest;MoveNorthWest;MoveNorth;61;61;61;1;122
False;MoveWest;MoveSouth;MoveNorth;61;61;61;1;123
False;MoveWest;MoveSouth;MoveNorth;62;62;62;1;124
False;MoveWest;MoveNorthEast;MoveNorth;62;62;62;1;125
False;MoveWest;MoveNorthEast;MoveNorth;63;63;63;1;126
False;MoveWest;MoveSouth;MoveNorth;63;63;63;1;127
False;MoveWest;MoveSouth;MoveNorth;64;64;64;1;128
False;MoveWest;MoveNorthEast;MoveNorthWest;64;64;64;1;129
False;MoveWest;MoveNorthEast;MoveNorthWest;65;65;65;1;130
False;MoveNorthWest;MoveSouth;MoveNorthWest;65;65;65;1;131
False;MoveNorthWest;MoveSouth;MoveNorthWest;66;66;66;1;132
False;MoveWest;MoveNorthEast;MoveWest;66;66;66;1;133
False;MoveWest;MoveNorthEast;MoveWest;67;67;67;1;134
False;OpenDoorAction;MoveSouth;OpenDoorAction;67;67;67;1;135
False;OpenDoorAction;MoveSouth;OpenDoorAction;68;68;68;1;136
False;MoveNorth;MoveSouthWest;MoveNorth;68;68;68;1;137
False;MoveNorth;MoveSouthWest;MoveNorth;69;69;69;1;138
False;MoveNorthWest;MoveSouthWest;MoveNorthWest;69;69;69;1;139
False;MoveNorthWest;MoveSouthWest;MoveNorthWest;70;70;70;1;140
False;MoveNorthWest;MoveWest;GrabObject;70;70;70;1;141
False;MoveNorthWest;MoveWest;GrabObject;71;71;71;1;142
False;MoveSouth;MoveWest;MoveSouthEast;71;71;71;1;143
False;MoveSouth;MoveWest;MoveSouthEast;72;72;72;1;144
False;MoveNorthEast;MoveNorthWest;MoveSouthEast;72;72;72;1;145
False;MoveNorthEast;MoveNorthWest;MoveSouthEast;73;73;73;1;146
False;GrabObject;MoveNorth;MoveSouthEast;73;73;73;1;147
False;GrabObject;MoveNorth;MoveSouthEast;74;74;74;1;148
False;MoveSouth;MoveNorth;MoveSouthEast;74;74;74;1;149
False;MoveSouth;MoveNorth;MoveSouthEast;75;75;75;1;150
False;MoveSouthEast;MoveNorth;MoveSouth;75;75;75;1;151
False;MoveSouthEast;MoveNorth;MoveSouth;76;76;76;1;152
False;MoveSouthEast;MoveNorthEast;MoveSouth;76;76;76;1;153
False;MoveSouthEast;MoveNorthEast;MoveSouth;77;77;77;1;154
False;MoveSouthEast;MoveEast;MoveSouth;77;77;77;1;155
False;MoveSouthEast;MoveEast;MoveSouth;78;78;78;1;156
False;MoveEast;MoveNorthEast;MoveSouth;78;78;78;1;157
False;MoveEast;MoveNorthEast;MoveSouth;79;79;79;1;158
False;MoveEast;MoveEast;MoveSouth;79;79;79;1;159
False;MoveEast;MoveEast;MoveSouth;80;80;80;1;160
False;MoveEast;OpenDoorAction;MoveSouth;80;80;80;1;161
False;MoveEast;OpenDoorAction;MoveSouth;81;81;81;1;162
False;MoveEast;MoveNorth;MoveSouth;81;81;81;1;163
False;MoveEast;MoveNorth;MoveSouth;82;82;82;1;164
False;MoveEast;MoveNorthWest;MoveSouth;82;82;82;1;165
False;MoveEast;MoveNorthWest;MoveSouth;83;83;83;1;166
False;MoveEast;GrabObject;MoveSouth;83;83;83;1;167
False;MoveEast;GrabObject;MoveSouth;84;84;84;1;168
False;MoveSouthEast;MoveSouthEast;MoveSouthWest;84;84;84;1;169
False;MoveSouthEast;MoveSouthEast;MoveSouthWest;85;85;85;1;170
False;MoveSouth;MoveSouthWest;MoveWest;85;85;85;1;171
False;MoveSouth;MoveSouthWest;MoveWest;86;86;86;1;172
False;MoveSouth;MoveSouthWest;MoveWest;86;86;86;1;173
False;MoveSouth;MoveSouthWest;MoveWest;87;87;87;1;174
False;MoveSouth;MoveWest;MoveSouthWest;87;87;87;1;175
False;MoveSouth;MoveWest;MoveSouthWest;88;88;88;1;176
False;MoveSouth;MoveSouthWest;MoveWest;88;88;88;1;177
False;MoveSouth;MoveSouthWest;MoveWest;89;89;89;1;178
False;MoveSouth;MoveSouth;MoveSouthWest;89;89;89;1;179
False;MoveSouth;MoveSouth;MoveSouthWest;90;90;90;1;180
False;MoveSouth;MoveSouth;MoveWest;90;90;90;1;181
False;MoveSouth;MoveSouth;MoveWest;91;91;91;1;182
False;MoveSouth;MoveSouth;MoveWest;91;91;91;1;183
False;MoveSouth;MoveSouth;MoveWest;92;92;92;1;184
False;MoveSouth;MoveSouthEast;MoveSouthWest;92;92;92;1;185
False;MoveSouth;MoveSouthEast;MoveSouthWest;93;93;93;1;186
False;MoveSouth;MoveEast;DropObject;93;93;93;1;187
False;MoveSouth;MoveEast;DropObject;94;94;94;1;188
False;MoveSouthWest;MoveEast;MoveEast;94;94;94;1;189
False;MoveSouthWest;MoveEast;MoveEast;95;95;95;1;190
False;MoveWest;MoveEast;MoveNorthEast;95;95;95;1;191
False;MoveWest;MoveEast;MoveNorthEast;96;96;96;1;192
False;MoveWest;MoveEast;MoveEast;96;96;96;1;193
False;MoveWest;MoveEast;MoveEast;97;97;97;1;194
False;MoveWest;MoveEast;GrabObject;97;97;97;1;195
False;MoveWest;MoveEast;GrabObject;98;98;98;1;196
False;MoveWest;MoveEast;MoveWest;98;98;98;1;197
False;MoveWest;MoveEast;MoveWest;99;99;99;1;198
False;MoveSouthWest;MoveEast;MoveWest;99;99;99;1;199
False;MoveSouthWest;MoveEast;MoveWest;100;100;100;1;200
False;DropObject;MoveEast;MoveWest;100;100;100;1;201
False;DropObject;MoveEast;MoveWest;101;101;101;1;202
False;MoveNorthWest;MoveSouthEast;DropObject;101;101;101;1;203
False;MoveNorthWest;MoveSouthEast;DropObject;102;102;102;1;204
False;MoveWest;MoveEast;MoveEast;102;102;102;1;205
False;MoveWest;MoveEast;MoveEast;103;103;103;1;206
False;MoveWest;MoveEast;MoveNorthEast;103;103;103;1;207
False;MoveWest;MoveEast;MoveNorthEast;104;104;104;1;208
False;MoveWest;MoveSouthEast;MoveEast;104;104;104;1;209
False;MoveWest;MoveSouthEast;MoveEast;105;105;105;1;210
False;MoveWest;DropObject;GrabObject;105;105;105;1;211
False;MoveWest;DropObject;GrabObject;106;106;106;1;212
False;MoveWest;MoveNorthWest;MoveWest;106;106;106;1;213
False;MoveWest;MoveNorthWest;MoveWest;107;107;107;1;214
False;MoveWest;MoveNorthWest;MoveWest;107;107;107;1;215
False;MoveWest;MoveNorthWest;MoveWest;108;108;108;1;216
False;MoveWest;MoveWest;MoveWest;108;108;108;1;217
False;MoveWest;MoveWest;MoveWest;109;109;109;1;218
False;MoveWest;MoveWest;DropObject;109;109;109;1;219
True;MoveWest;MoveWest;DropObject;110;110;110;1;220
