done;strongagent_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;world_nr;tick_nr
False;MoveSouth;MoveSouth;MoveSouth;OpenDoorAction;1;1;1;2;1;22
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;1;1;1;2;1;23
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;1;1;1;3;1;24
False;MoveSouthEast;MoveSouth;MoveSouth;MoveNorthWest;1;1;1;3;1;25
False;MoveSouthEast;MoveSouth;MoveSouth;MoveNorthWest;1;1;1;3;1;26
False;MoveEast;MoveSouth;MoveSouth;MoveNorthWest;1;1;1;3;1;27
False;MoveEast;MoveSouth;MoveSouth;MoveNorthWest;1;1;1;3;1;28
False;MoveEast;MoveSouth;MoveSouth;GrabObject;1;1;1;3;1;29
False;MoveEast;MoveSouth;MoveSouth;GrabObject;1;1;1;4;1;30
False;MoveEast;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;4;1;31
False;MoveEast;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;4;1;32
False;OpenDoorAction;MoveSouth;MoveSouth;MoveSouthEast;1;1;1;4;1;33
False;OpenDoorAction;MoveSouth;MoveSouth;MoveSouthEast;2;1;1;4;1;34
False;MoveNorth;MoveSouth;MoveSouth;MoveSouthWest;2;1;1;4;1;35
False;MoveNorth;MoveSouth;MoveSouth;MoveSouthWest;3;1;1;4;1;36
False;MoveNorthWest;MoveSouthEast;MoveSouthEast;MoveSouthWest;3;1;1;4;1;37
False;MoveNorthWest;MoveSouthEast;MoveSouthEast;MoveSouthWest;3;1;1;4;1;38
False;GrabObject;MoveEast;MoveEast;MoveWest;3;1;1;4;1;39
False;GrabObject;MoveEast;MoveEast;MoveWest;4;1;1;4;1;40
False;MoveSouthEast;MoveEast;MoveEast;MoveSouthWest;4;1;1;4;1;41
False;MoveSouthEast;MoveEast;MoveEast;MoveSouthWest;5;1;1;4;1;42
False;MoveSouthEast;MoveEast;MoveEast;MoveSouth;5;1;1;4;1;43
False;MoveSouthEast;MoveEast;MoveEast;MoveSouth;5;1;1;4;1;44
False;MoveEast;MoveEast;OpenDoorAction;MoveSouth;5;1;1;4;1;45
False;MoveEast;MoveEast;OpenDoorAction;MoveSouth;5;1;2;4;1;46
False;MoveEast;MoveEast;MoveNorth;MoveSouth;5;1;2;4;1;47
False;MoveEast;MoveEast;MoveNorth;MoveSouth;5;1;3;4;1;48
False;MoveEast;MoveEast;MoveNorthWest;MoveSouth;5;1;3;4;1;49
False;MoveEast;MoveEast;MoveNorthWest;MoveSouth;5;1;3;4;1;50
False;MoveEast;MoveEast;MoveNorthWest;MoveSouth;5;1;3;4;1;51
False;MoveEast;MoveEast;MoveNorthWest;MoveSouth;5;1;3;4;1;52
False;MoveEast;MoveEast;MoveSouth;MoveSouth;5;1;3;4;1;53
False;MoveEast;MoveEast;MoveSouth;MoveSouth;5;1;3;4;1;54
False;MoveEast;MoveEast;MoveNorthEast;MoveSouth;5;1;3;4;1;55
False;MoveEast;MoveEast;MoveNorthEast;MoveSouth;5;1;3;4;1;56
False;MoveEast;OpenDoorAction;MoveSouth;MoveSouth;5;1;3;4;1;57
False;MoveEast;OpenDoorAction;MoveSouth;MoveSouth;5;2;3;4;1;58
False;MoveEast;MoveNorth;MoveNorthEast;MoveSouth;5;2;3;4;1;59
False;MoveEast;MoveNorth;MoveNorthEast;MoveSouth;5;3;3;4;1;60
False;MoveEast;MoveNorthWest;MoveSouth;MoveSouthEast;5;3;3;4;1;61
False;MoveEast;MoveNorthWest;MoveSouth;MoveSouthEast;5;3;3;4;1;62
False;MoveEast;MoveNorthWest;MoveNorthEast;MoveEast;5;3;3;4;1;63
False;MoveEast;MoveNorthWest;MoveNorthEast;MoveEast;5;3;3;4;1;64
False;MoveEast;MoveSouth;MoveSouth;MoveEast;5;3;3;4;1;65
False;MoveEast;MoveSouth;MoveSouth;MoveEast;5;3;3;4;1;66
False;MoveEast;MoveNorthEast;MoveSouthWest;MoveEast;5;3;3;4;1;67
False;MoveEast;MoveNorthEast;MoveSouthWest;MoveEast;5;3;4;4;1;68
False;MoveEast;MoveSouth;MoveSouthWest;MoveSouthEast;5;3;4;4;1;69
False;MoveEast;MoveSouth;MoveSouthWest;MoveSouthEast;5;3;4;4;1;70
False;MoveNorthEast;MoveNorthEast;MoveWest;MoveEast;5;3;4;4;1;71
False;MoveNorthEast;MoveNorthEast;MoveWest;MoveEast;5;3;4;4;1;72
False;MoveNorth;MoveSouth;MoveWest;MoveSouthEast;5;3;4;4;1;73
False;MoveNorth;MoveSouth;MoveWest;MoveSouthEast;5;3;4;4;1;74
False;MoveNorth;MoveNorthEast;MoveNorthWest;MoveEast;5;3;4;4;1;75
False;MoveNorth;MoveNorthEast;MoveNorthWest;MoveEast;5;3;4;4;1;76
False;MoveNorth;MoveSouth;MoveNorth;MoveEast;5;3;4;4;1;77
False;MoveNorth;MoveSouth;MoveNorth;MoveEast;5;3;4;4;1;78
False;MoveNorthWest;MoveSouthWest;MoveNorth;MoveSouthEast;5;3;4;4;1;79
False;MoveNorthWest;MoveSouthWest;MoveNorth;MoveSouthEast;5;4;4;4;1;80
False;MoveNorthWest;MoveSouthEast;MoveNorth;DropObject;5;4;4;4;1;81
False;MoveNorthWest;MoveSouthEast;MoveNorth;DropObject;5;4;4;5;1;82
False;MoveWest;MoveEast;MoveNorth;MoveNorthEast;5;4;4;5;1;83
False;MoveWest;MoveEast;MoveNorth;MoveNorthEast;5;4;4;6;1;84
False;OpenDoorAction;MoveEast;MoveNorth;MoveNorthEast;5;4;4;6;1;85
False;OpenDoorAction;MoveEast;MoveNorth;MoveNorthEast;6;4;4;6;1;86
False;MoveNorth;MoveEast;MoveNorth;MoveNorthEast;6;4;4;6;1;87
False;MoveNorth;MoveEast;MoveNorth;MoveNorthEast;7;4;4;6;1;88
False;MoveNorthWest;MoveEast;MoveNorth;MoveEast;7;4;4;6;1;89
False;MoveNorthWest;MoveEast;MoveNorth;MoveEast;7;4;4;6;1;90
False;GrabObject;MoveEast;MoveNorth;MoveEast;7;4;4;6;1;91
False;GrabObject;MoveEast;MoveNorth;MoveEast;8;4;4;6;1;92
False;MoveSouthEast;MoveEast;MoveNorth;MoveEast;8;4;4;6;1;93
False;MoveSouthEast;MoveEast;MoveNorth;MoveEast;8;4;4;6;1;94
False;MoveSouthEast;MoveEast;MoveNorthEast;MoveEast;8;4;4;6;1;95
False;MoveSouthEast;MoveEast;MoveNorthEast;MoveEast;8;4;4;6;1;96
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveEast;8;4;4;6;1;97
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveEast;8;4;4;6;1;98
False;MoveSouthEast;MoveNorth;MoveEast;MoveNorthEast;8;4;4;6;1;99
False;MoveSouthEast;MoveNorth;MoveEast;MoveNorthEast;8;4;4;6;1;100
False;MoveSouth;MoveNorth;MoveEast;MoveNorth;8;4;4;6;1;101
False;MoveSouth;MoveNorth;MoveEast;MoveNorth;8;4;4;6;1;102
False;MoveSouth;MoveNorth;MoveEast;MoveNorth;8;4;4;6;1;103
False;MoveSouth;MoveNorth;MoveEast;MoveNorth;8;4;4;6;1;104
False;MoveSouth;MoveNorth;MoveEast;MoveNorth;8;4;4;6;1;105
False;MoveSouth;MoveNorth;MoveEast;MoveNorth;8;4;4;6;1;106
False;MoveSouth;MoveNorth;MoveEast;MoveNorthWest;8;4;4;6;1;107
False;MoveSouth;MoveNorth;MoveEast;MoveNorthWest;8;4;4;6;1;108
False;MoveSouth;MoveNorth;MoveEast;MoveWest;8;4;4;6;1;109
False;MoveSouth;MoveNorth;MoveEast;MoveWest;8;4;4;6;1;110
False;MoveSouth;MoveNorth;MoveNorthEast;MoveWest;8;4;4;6;1;111
False;MoveSouth;MoveNorth;MoveNorthEast;MoveWest;8;4;4;6;1;112
False;MoveSouth;MoveNorth;MoveEast;MoveWest;8;4;4;6;1;113
False;MoveSouth;MoveNorth;MoveEast;MoveWest;8;4;4;6;1;114
False;MoveSouth;MoveNorth;OpenDoorAction;MoveWest;8;4;4;6;1;115
False;MoveSouth;MoveNorth;OpenDoorAction;MoveWest;8;4;5;6;1;116
False;MoveSouth;MoveNorthWest;MoveNorth;MoveWest;8;4;5;6;1;117
False;MoveSouth;MoveNorthWest;MoveNorth;MoveWest;8;4;6;6;1;118
False;MoveSouthWest;MoveWest;MoveNorthWest;MoveWest;8;4;6;6;1;119
False;MoveSouthWest;MoveWest;MoveNorthWest;MoveWest;8;4;6;6;1;120
False;MoveSouthWest;MoveWest;MoveNorthWest;MoveNorthWest;8;4;6;6;1;121
False;MoveSouthWest;MoveWest;MoveNorthWest;MoveNorthWest;8;4;6;6;1;122
False;MoveSouthWest;MoveWest;MoveSouth;MoveWest;8;4;6;6;1;123
False;MoveSouthWest;MoveWest;MoveSouth;MoveWest;8;4;6;6;1;124
False;MoveWest;MoveWest;MoveNorthEast;OpenDoorAction;8;4;6;6;1;125
False;MoveWest;MoveWest;MoveNorthEast;OpenDoorAction;8;4;6;7;1;126
False;MoveWest;MoveWest;GrabObject;MoveNorth;8;4;6;7;1;127
False;MoveWest;MoveWest;GrabObject;MoveNorth;8;4;7;8;1;128
False;MoveSouthWest;MoveWest;MoveSouthEast;MoveNorthWest;8;4;7;8;1;129
False;MoveSouthWest;MoveWest;MoveSouthEast;MoveNorthWest;8;4;8;8;1;130
False;DropObject;MoveNorthWest;MoveSouth;MoveNorthWest;8;4;8;8;1;131
False;DropObject;MoveNorthWest;MoveSouth;MoveNorthWest;9;4;8;8;1;132
False;MoveWest;MoveWest;MoveSouthEast;GrabObject;9;4;8;8;1;133
False;MoveWest;MoveWest;MoveSouthEast;GrabObject;9;4;8;9;1;134
False;MoveNorthWest;OpenDoorAction;MoveSouthEast;MoveSouthEast;9;4;8;9;1;135
False;MoveNorthWest;OpenDoorAction;MoveSouthEast;MoveSouthEast;9;5;8;10;1;136
False;MoveWest;MoveNorth;MoveEast;MoveSouthEast;9;5;8;10;1;137
False;MoveWest;MoveNorth;MoveEast;MoveSouthEast;9;6;8;10;1;138
False;DropObject;MoveNorthWest;MoveEast;MoveSouthEast;9;6;8;10;1;139
False;DropObject;MoveNorthWest;MoveEast;MoveSouthEast;10;6;8;10;1;140
False;MoveEast;MoveNorthWest;MoveEast;MoveSouthEast;10;6;8;10;1;141
False;MoveEast;MoveNorthWest;MoveEast;MoveSouthEast;11;6;8;10;1;142
False;MoveEast;MoveSouth;MoveEast;MoveEast;11;6;8;10;1;143
False;MoveEast;MoveSouth;MoveEast;MoveEast;11;6;8;10;1;144
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveEast;11;6;8;10;1;145
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveEast;11;6;8;10;1;146
False;MoveEast;MoveSouth;MoveEast;MoveEast;11;6;8;10;1;147
False;MoveEast;MoveSouth;MoveEast;MoveEast;11;6;8;10;1;148
False;MoveNorthEast;MoveNorthEast;MoveSouthEast;MoveEast;11;6;8;10;1;149
False;MoveNorthEast;MoveNorthEast;MoveSouthEast;MoveEast;11;6;8;10;1;150
False;MoveEast;MoveSouth;MoveSouth;MoveEast;11;6;8;10;1;151
False;MoveEast;MoveSouth;MoveSouth;MoveEast;11;6;8;10;1;152
False;OpenDoorAction;MoveNorthEast;MoveSouth;MoveEast;11;6;8;10;1;153
False;OpenDoorAction;MoveNorthEast;MoveSouth;MoveEast;12;6;8;10;1;154
False;MoveNorth;MoveSouth;MoveSouth;MoveSouthEast;12;6;8;10;1;155
False;MoveNorth;MoveSouth;MoveSouth;MoveSouthEast;13;6;8;10;1;156
False;MoveNorthWest;MoveSouthWest;MoveSouth;MoveSouth;13;6;8;10;1;157
False;MoveNorthWest;MoveSouthWest;MoveSouth;MoveSouth;13;7;8;10;1;158
False;MoveNorthWest;MoveSouthEast;MoveSouth;MoveSouth;13;7;8;10;1;159
False;MoveNorthWest;MoveSouthEast;MoveSouth;MoveSouth;13;7;8;10;1;160
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;13;7;8;10;1;161
False;MoveSouth;MoveSouthEast;MoveSouth;MoveSouth;13;7;8;10;1;162
False;MoveNorthEast;MoveEast;MoveSouth;MoveSouthWest;13;7;8;10;1;163
False;MoveNorthEast;MoveEast;MoveSouth;MoveSouthWest;13;7;8;10;1;164
False;MoveSouth;MoveEast;MoveSouth;MoveWest;13;7;8;10;1;165
False;MoveSouth;MoveEast;MoveSouth;MoveWest;13;7;8;10;1;166
False;MoveNorthEast;MoveEast;MoveSouth;MoveWest;13;7;8;10;1;167
False;MoveNorthEast;MoveEast;MoveSouth;MoveWest;13;7;8;10;1;168
False;GrabObject;MoveEast;MoveSouthWest;OpenDoorAction;13;7;8;10;1;169
False;GrabObject;MoveEast;MoveSouthWest;OpenDoorAction;14;7;8;11;1;170
False;MoveSouth;MoveEast;MoveWest;MoveNorth;14;7;8;11;1;171
False;MoveSouth;MoveEast;MoveWest;MoveNorth;14;7;8;12;1;172
False;MoveSouth;MoveEast;MoveWest;MoveNorthWest;14;7;8;12;1;173
False;MoveSouth;MoveEast;MoveWest;MoveNorthWest;14;7;8;12;1;174
False;MoveSouthWest;MoveSouthEast;OpenDoorAction;MoveNorthWest;14;7;8;12;1;175
False;MoveSouthWest;MoveSouthEast;OpenDoorAction;MoveNorthWest;14;7;9;12;1;176
False;MoveWest;MoveSouth;MoveNorth;MoveSouth;14;7;9;12;1;177
False;MoveWest;MoveSouth;MoveNorth;MoveSouth;14;7;10;12;1;178
False;MoveSouthWest;MoveSouth;MoveNorthWest;MoveNorthEast;14;7;10;12;1;179
False;MoveSouthWest;MoveSouth;MoveNorthWest;MoveNorthEast;14;7;10;12;1;180
False;MoveWest;MoveSouth;MoveNorthWest;MoveSouth;14;7;10;12;1;181
False;MoveWest;MoveSouth;MoveNorthWest;MoveSouth;14;7;10;12;1;182
False;MoveWest;MoveSouthWest;MoveSouth;MoveNorthEast;14;7;10;12;1;183
False;MoveWest;MoveSouthWest;MoveSouth;MoveNorthEast;14;7;10;12;1;184
False;MoveSouthWest;MoveWest;MoveNorthEast;MoveSouth;14;7;10;12;1;185
False;MoveSouthWest;MoveWest;MoveNorthEast;MoveSouth;14;7;10;12;1;186
False;DropObject;MoveWest;MoveSouth;MoveNorthEast;14;7;10;12;1;187
False;DropObject;MoveWest;MoveSouth;MoveNorthEast;15;7;10;12;1;188
False;MoveNorthEast;OpenDoorAction;MoveNorthEast;MoveSouth;15;7;10;12;1;189
False;MoveNorthEast;OpenDoorAction;MoveNorthEast;MoveSouth;16;8;10;12;1;190
False;MoveNorthEast;MoveNorth;MoveSouth;MoveSouthWest;16;8;10;12;1;191
False;MoveNorthEast;MoveNorth;MoveSouth;MoveSouthWest;16;9;10;12;1;192
False;MoveEast;GrabObject;MoveNorthEast;MoveSouthWest;16;9;10;12;1;193
False;MoveEast;GrabObject;MoveNorthEast;MoveSouthWest;16;10;10;12;1;194
False;MoveEast;MoveSouthEast;MoveSouth;MoveWest;16;10;10;12;1;195
False;MoveEast;MoveSouthEast;MoveSouth;MoveWest;16;10;10;12;1;196
False;MoveEast;MoveSouthEast;MoveSouthWest;MoveWest;16;10;10;12;1;197
False;MoveEast;MoveSouthEast;MoveSouthWest;MoveWest;16;10;10;12;1;198
False;MoveEast;MoveSouthEast;MoveSouthWest;MoveWest;16;10;10;12;1;199
False;MoveEast;MoveSouthEast;MoveSouthWest;MoveWest;16;10;10;12;1;200
False;MoveEast;MoveSouth;MoveWest;MoveWest;16;10;10;12;1;201
False;MoveEast;MoveSouth;MoveWest;MoveWest;16;10;10;12;1;202
False;MoveEast;MoveSouth;MoveSouthWest;MoveSouthWest;16;10;10;12;1;203
False;MoveEast;MoveSouth;MoveSouthWest;MoveSouthWest;16;10;10;12;1;204
False;MoveNorthEast;MoveSouth;DropObject;DropObject;16;10;10;12;1;205
True;MoveNorthEast;MoveSouth;DropObject;DropObject;16;10;11;13;1;206
