done;baseagent0_acts;baseagent1_acts;liaragent_acts;liaragent1_acts;baseagent0_mssg;baseagent1_mssg;liaragent_mssg;liaragent1_mssg;world_nr;tick_nr
False;MoveNorthWest;MoveSouthWest;MoveEast;MoveEast;25;25;25;25;1;50
False;GrabObject;MoveSouth;MoveEast;MoveEast;25;25;25;25;1;51
False;GrabObject;MoveSouth;MoveEast;MoveEast;26;26;26;26;1;52
False;MoveSouthEast;MoveSouth;MoveEast;MoveEast;26;26;26;26;1;53
False;MoveSouthEast;MoveSouth;MoveEast;MoveEast;27;27;27;27;1;54
False;MoveSouthEast;MoveSouth;MoveEast;MoveEast;27;27;27;27;1;55
False;MoveSouthEast;MoveSouth;MoveEast;MoveEast;28;28;28;28;1;56
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveEast;28;28;28;28;1;57
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveEast;29;29;29;29;1;58
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;29;29;29;29;1;59
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;30;30;30;30;1;60
False;MoveSouth;MoveEast;MoveEast;MoveEast;30;30;30;30;1;61
False;MoveSouth;MoveEast;MoveEast;MoveEast;31;31;31;31;1;62
False;MoveSouth;MoveEast;MoveEast;MoveEast;31;31;31;31;1;63
False;MoveSouth;MoveEast;MoveEast;MoveEast;32;32;32;32;1;64
False;MoveSouth;MoveEast;MoveEast;MoveEast;32;32;32;32;1;65
False;MoveSouth;MoveEast;MoveEast;MoveEast;33;33;33;33;1;66
False;MoveSouth;MoveEast;MoveEast;MoveEast;33;33;33;33;1;67
False;MoveSouth;MoveEast;MoveEast;MoveEast;34;34;34;34;1;68
False;MoveSouth;MoveEast;OpenDoorAction;OpenDoorAction;34;34;34;34;1;69
False;MoveSouth;MoveEast;OpenDoorAction;OpenDoorAction;35;35;35;35;1;70
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;35;35;35;35;1;71
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;36;36;36;36;1;72
False;MoveSouth;MoveEast;MoveNorthWest;MoveNorthWest;36;36;36;36;1;73
False;MoveSouth;MoveEast;MoveNorthWest;MoveNorthWest;37;37;37;37;1;74
False;MoveSouth;MoveSouthEast;MoveNorthWest;MoveNorthWest;37;37;37;37;1;75
False;MoveSouth;MoveSouthEast;MoveNorthWest;MoveNorthWest;38;38;38;38;1;76
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;38;38;38;38;1;77
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;39;39;39;39;1;78
False;MoveSouthWest;MoveEast;MoveNorthEast;MoveNorthEast;39;39;39;39;1;79
False;MoveSouthWest;MoveEast;MoveNorthEast;MoveNorthEast;40;40;40;40;1;80
False;MoveWest;MoveSouthEast;MoveSouth;MoveSouth;40;40;40;40;1;81
False;MoveWest;MoveSouthEast;MoveSouth;MoveSouth;41;41;41;41;1;82
False;MoveWest;DropObject;MoveNorthEast;MoveNorthEast;41;41;41;41;1;83
False;MoveWest;DropObject;MoveNorthEast;MoveNorthEast;42;42;42;42;1;84
False;MoveSouthWest;MoveNorthEast;GrabObject;GrabObject;42;42;42;42;1;85
False;MoveSouthWest;MoveNorthEast;GrabObject;GrabObject;43;43;43;43;1;86
False;MoveWest;MoveNorthEast;MoveSouth;MoveSouth;43;43;43;43;1;87
False;MoveWest;MoveNorthEast;MoveSouth;MoveSouth;44;44;44;44;1;88
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;44;44;44;44;1;89
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouth;45;45;45;45;1;90
False;MoveWest;MoveEast;MoveSouthWest;MoveSouthWest;45;45;45;45;1;91
False;MoveWest;MoveEast;MoveSouthWest;MoveSouthWest;46;46;46;46;1;92
False;MoveWest;MoveEast;MoveSouthWest;MoveWest;46;46;46;46;1;93
False;MoveWest;MoveEast;MoveSouthWest;MoveWest;47;47;47;47;1;94
False;MoveSouthWest;MoveNorthEast;MoveSouthWest;MoveWest;47;47;47;47;1;95
False;MoveSouthWest;MoveNorthEast;MoveSouthWest;MoveWest;48;48;48;48;1;96
False;DropObject;MoveNorth;DropObject;MoveWest;48;48;48;48;1;97
False;DropObject;MoveNorth;DropObject;MoveWest;49;49;49;49;1;98
False;MoveEast;MoveNorth;;MoveWest;49;49;49;49;1;99
False;MoveEast;MoveNorth;GrabObject;MoveWest;50;50;50;50;1;100
False;MoveNorthEast;MoveNorth;GrabObject;MoveWest;50;50;51;50;1;101
False;MoveNorthEast;MoveNorth;MoveWest;MoveWest;51;51;51;51;1;102
False;MoveEast;MoveNorthWest;MoveWest;MoveWest;51;51;52;51;1;103
False;MoveEast;MoveNorthWest;MoveWest;MoveWest;52;52;52;52;1;104
False;GrabObject;MoveNorthWest;MoveWest;MoveWest;52;52;53;52;1;105
False;GrabObject;MoveNorthWest;MoveWest;MoveWest;53;53;53;53;1;106
False;;MoveWest;MoveWest;MoveWest;53;53;54;53;1;107
False;GrabObject;MoveWest;DropObject;MoveWest;54;54;54;54;1;108
False;GrabObject;OpenDoorAction;DropObject;MoveWest;55;54;55;54;1;109
False;;OpenDoorAction;MoveEast;MoveWest;55;55;55;55;1;110
False;GrabObject;MoveNorth;MoveEast;MoveWest;56;55;56;55;1;111
False;GrabObject;MoveNorth;MoveEast;MoveWest;57;56;56;56;1;112
False;;GrabObject;MoveEast;MoveWest;57;56;57;56;1;113
False;GrabObject;GrabObject;MoveEast;MoveWest;58;57;57;57;1;114
False;GrabObject;MoveSouthEast;MoveEast;OpenDoorAction;59;57;58;57;1;115
False;;MoveSouthEast;GrabObject;OpenDoorAction;59;58;58;58;1;116
False;GrabObject;MoveSouthEast;GrabObject;MoveNorth;60;58;59;58;1;117
False;GrabObject;MoveSouthEast;;MoveNorth;61;59;59;59;1;118
False;;MoveSouthEast;GrabObject;MoveNorthWest;61;59;60;59;1;119
False;GrabObject;MoveSouthEast;GrabObject;MoveNorthWest;62;60;61;60;1;120
False;GrabObject;MoveSouth;;MoveNorthWest;63;60;61;60;1;121
False;;MoveSouth;GrabObject;MoveNorthWest;63;61;62;61;1;122
False;GrabObject;MoveSouth;GrabObject;MoveSouth;64;61;63;61;1;123
False;GrabObject;MoveSouth;;MoveSouth;65;62;63;62;1;124
False;;MoveSouth;GrabObject;MoveNorthEast;65;62;64;62;1;125
False;GrabObject;MoveSouth;GrabObject;MoveNorthEast;66;63;65;63;1;126
False;GrabObject;MoveSouthWest;;MoveSouth;67;63;65;63;1;127
False;;MoveSouthWest;GrabObject;MoveSouth;67;64;66;64;1;128
False;GrabObject;MoveWest;GrabObject;MoveNorthEast;68;64;67;64;1;129
False;GrabObject;MoveWest;;MoveNorthEast;69;65;67;65;1;130
False;;MoveWest;GrabObject;MoveSouth;69;65;68;65;1;131
False;GrabObject;MoveWest;GrabObject;MoveSouth;70;66;69;66;1;132
