done;strongagent_acts;strongagent1_acts;blindagent_acts;secondblind_acts;strongagent_mssg;strongagent1_mssg;blindagent_mssg;secondblind_mssg;world_nr;tick_nr
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;22
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;23
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;1;1;1;1;24
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouthEast;1;1;1;1;1;25
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouthEast;1;1;1;1;1;26
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;27
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;28
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;29
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;30
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;31
False;MoveEast;MoveEast;MoveEast;MoveEast;1;1;1;1;1;32
False;OpenDoorAction;OpenDoorAction;MoveEast;MoveEast;1;1;1;1;1;33
False;OpenDoorAction;OpenDoorAction;MoveEast;MoveEast;2;2;1;1;1;34
False;MoveNorth;MoveNorth;MoveEast;MoveEast;2;2;1;1;1;35
False;MoveNorth;MoveNorth;MoveEast;MoveEast;3;3;1;1;1;36
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveEast;3;3;1;1;1;37
False;MoveNorthWest;MoveNorthWest;MoveEast;MoveEast;3;3;1;1;1;38
False;GrabObject;MoveNorthWest;MoveEast;MoveEast;3;3;1;1;1;39
False;GrabObject;MoveNorthWest;MoveEast;MoveEast;4;3;1;1;1;40
False;MoveSouthEast;MoveSouth;MoveEast;MoveEast;4;3;1;1;1;41
False;MoveSouthEast;MoveSouth;MoveEast;MoveEast;5;3;1;1;1;42
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveEast;5;3;1;1;1;43
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveEast;5;3;1;1;1;44
False;MoveEast;GrabObject;MoveEast;OpenDoorAction;5;3;1;1;1;45
False;MoveEast;GrabObject;MoveEast;OpenDoorAction;5;4;1;2;1;46
False;MoveEast;MoveSouthEast;MoveEast;MoveNorth;5;4;1;2;1;47
False;MoveEast;MoveSouthEast;MoveEast;MoveNorth;5;5;1;3;1;48
False;MoveEast;MoveSouth;MoveEast;MoveNorthWest;5;5;1;3;1;49
False;MoveEast;MoveSouth;MoveEast;MoveNorthWest;5;5;1;3;1;50
False;MoveEast;MoveSouthEast;MoveEast;MoveNorthWest;5;5;1;3;1;51
False;MoveEast;MoveSouthEast;MoveEast;MoveNorthWest;5;5;1;3;1;52
False;MoveEast;MoveEast;MoveEast;GrabObject;5;5;1;3;1;53
False;MoveEast;MoveEast;MoveEast;GrabObject;5;5;1;4;1;54
False;OpenDoorAction;MoveEast;MoveEast;MoveSouthEast;5;5;1;4;1;55
False;OpenDoorAction;MoveEast;MoveEast;MoveSouthEast;6;5;1;4;1;56
False;MoveNorth;MoveEast;OpenDoorAction;MoveSouthEast;6;5;1;4;1;57
False;MoveNorth;MoveEast;OpenDoorAction;MoveSouthEast;7;5;2;4;1;58
False;MoveNorthWest;MoveEast;MoveNorth;MoveSouthEast;7;5;2;4;1;59
False;MoveNorthWest;MoveEast;MoveNorth;MoveSouthEast;7;5;3;4;1;60
False;MoveNorthWest;MoveEast;GrabObject;MoveSouthEast;7;5;3;4;1;61
False;MoveNorthWest;MoveEast;GrabObject;MoveSouthEast;7;5;4;4;1;62
False;MoveSouth;OpenDoorAction;MoveSouthEast;MoveEast;7;5;4;4;1;63
False;MoveSouth;OpenDoorAction;MoveSouthEast;MoveEast;7;6;4;4;1;64
False;MoveNorthEast;MoveNorth;MoveSouthEast;MoveEast;7;6;4;4;1;65
False;MoveNorthEast;MoveNorth;MoveSouthEast;MoveEast;7;7;4;4;1;66
False;MoveSouth;MoveNorthWest;MoveSouthEast;MoveEast;7;7;4;4;1;67
False;MoveSouth;MoveNorthWest;MoveSouthEast;MoveEast;7;7;4;4;1;68
False;MoveNorthEast;GrabObject;MoveSouth;MoveEast;7;7;4;4;1;69
False;MoveNorthEast;GrabObject;MoveSouth;MoveEast;7;8;4;4;1;70
False;MoveSouth;MoveSouthEast;MoveSouth;MoveEast;7;8;4;4;1;71
False;MoveSouth;MoveSouthEast;MoveSouth;MoveEast;7;8;4;4;1;72
False;MoveNorthEast;MoveSouthEast;MoveSouth;MoveEast;7;8;4;4;1;73
False;MoveNorthEast;MoveSouthEast;MoveSouth;MoveEast;7;8;4;4;1;74
False;MoveSouth;MoveSouthEast;MoveSouthWest;MoveSouthEast;7;8;4;4;1;75
False;MoveSouth;MoveSouthEast;MoveSouthWest;MoveSouthEast;7;8;4;4;1;76
False;MoveSouthWest;MoveSouthEast;MoveSouthWest;MoveSouth;7;8;4;4;1;77
False;MoveSouthWest;MoveSouthEast;MoveSouthWest;MoveSouth;8;8;4;4;1;78
False;MoveSouthWest;MoveSouth;MoveSouthWest;MoveSouth;8;8;4;4;1;79
False;MoveSouthWest;MoveSouth;MoveSouthWest;MoveSouth;8;8;4;4;1;80
False;MoveSouthWest;MoveSouth;MoveWest;MoveSouth;8;8;4;4;1;81
False;MoveSouthWest;MoveSouth;MoveWest;MoveSouth;8;8;4;4;1;82
False;MoveWest;MoveSouth;MoveWest;MoveSouthWest;8;8;4;4;1;83
False;MoveWest;MoveSouth;MoveWest;MoveSouthWest;8;8;4;4;1;84
False;MoveWest;MoveSouth;MoveSouthWest;MoveSouthWest;8;8;4;4;1;85
False;MoveWest;MoveSouth;MoveSouthWest;MoveSouthWest;8;8;4;4;1;86
False;MoveWest;MoveSouth;DropObject;MoveSouthWest;8;8;4;4;1;87
False;MoveWest;MoveSouth;DropObject;MoveSouthWest;8;8;5;4;1;88
False;MoveWest;MoveSouth;MoveWest;MoveWest;8;8;5;4;1;89
False;MoveWest;MoveSouth;MoveWest;MoveWest;8;8;6;4;1;90
False;MoveWest;MoveSouth;MoveWest;MoveWest;8;8;6;4;1;91
False;MoveWest;MoveSouth;MoveWest;MoveWest;8;8;6;4;1;92
False;MoveWest;MoveSouth;MoveWest;MoveSouthWest;8;8;6;4;1;93
False;MoveWest;MoveSouth;MoveWest;MoveSouthWest;8;8;6;4;1;94
False;MoveWest;MoveSouth;MoveNorthWest;DropObject;8;8;6;4;1;95
False;MoveWest;MoveSouth;MoveNorthWest;DropObject;8;8;6;5;1;96
False;MoveSouthWest;MoveSouthWest;MoveWest;MoveNorthEast;8;8;6;5;1;97
False;MoveSouthWest;MoveSouthWest;MoveWest;MoveNorthEast;8;8;6;6;1;98
False;MoveSouth;MoveWest;MoveNorthWest;MoveNorthEast;8;8;6;6;1;99
False;MoveSouth;MoveWest;MoveNorthWest;MoveNorthEast;8;8;6;6;1;100
False;MoveSouth;MoveWest;MoveWest;MoveNorthEast;8;8;6;6;1;101
False;MoveSouth;MoveWest;MoveWest;MoveNorthEast;8;8;6;6;1;102
False;MoveSouth;MoveSouthWest;MoveNorthWest;OpenDoorAction;8;8;6;6;1;103
False;MoveSouth;MoveSouthWest;MoveNorthWest;OpenDoorAction;8;8;6;7;1;104
False;MoveSouthEast;MoveWest;MoveWest;MoveNorth;8;8;6;7;1;105
False;MoveSouthEast;MoveWest;MoveWest;MoveNorth;8;8;6;8;1;106
False;MoveEast;MoveSouthWest;OpenDoorAction;MoveNorthWest;8;8;6;8;1;107
False;MoveEast;MoveSouthWest;OpenDoorAction;MoveNorthWest;8;8;7;8;1;108
False;MoveEast;MoveWest;MoveNorth;MoveNorthWest;8;8;7;8;1;109
False;MoveEast;MoveWest;MoveNorth;MoveNorthWest;8;8;8;8;1;110
False;MoveEast;MoveWest;MoveNorthWest;MoveSouth;8;8;8;8;1;111
False;MoveEast;MoveWest;MoveNorthWest;MoveSouth;8;8;8;8;1;112
False;OpenDoorAction;MoveSouthWest;MoveNorthWest;MoveNorthEast;8;8;8;8;1;113
False;OpenDoorAction;MoveSouthWest;MoveNorthWest;MoveNorthEast;9;8;8;8;1;114
False;MoveNorth;DropObject;MoveSouth;MoveSouth;9;8;8;8;1;115
False;MoveNorth;DropObject;MoveSouth;MoveSouth;10;9;8;8;1;116
False;MoveNorthWest;MoveNorthEast;MoveNorthEast;MoveNorthEast;10;9;8;8;1;117
False;MoveNorthWest;MoveNorthEast;MoveNorthEast;MoveNorthEast;10;9;8;8;1;118
False;MoveNorthWest;MoveNorthEast;MoveSouth;MoveSouth;10;9;8;8;1;119
False;MoveNorthWest;MoveNorthEast;MoveSouth;MoveSouth;10;9;8;8;1;120
False;MoveSouth;MoveEast;MoveNorthEast;MoveNorthEast;10;9;8;8;1;121
False;MoveSouth;MoveEast;MoveNorthEast;MoveNorthEast;10;9;8;8;1;122
False;MoveNorthEast;DropObject;MoveSouth;MoveSouth;10;9;8;8;1;123
False;MoveNorthEast;DropObject;MoveSouth;MoveSouth;10;10;8;8;1;124
False;MoveSouth;MoveWest;MoveNorthEast;MoveSouthWest;10;10;8;8;1;125
False;MoveSouth;MoveWest;MoveNorthEast;MoveSouthWest;10;11;8;9;1;126
False;MoveNorthEast;MoveNorthWest;MoveSouth;MoveSouthWest;10;11;8;9;1;127
False;MoveNorthEast;MoveNorthWest;MoveSouth;MoveSouthWest;10;11;8;9;1;128
False;MoveSouth;MoveWest;MoveSouthWest;MoveWest;10;11;8;9;1;129
False;MoveSouth;MoveWest;MoveSouthWest;MoveWest;10;11;9;9;1;130
False;MoveNorthEast;OpenDoorAction;MoveSouthEast;MoveWest;10;11;9;9;1;131
False;MoveNorthEast;OpenDoorAction;MoveSouthEast;MoveWest;10;12;9;9;1;132
False;MoveSouth;MoveNorth;MoveEast;MoveWest;10;12;9;9;1;133
False;MoveSouth;MoveNorth;MoveEast;MoveWest;10;13;9;9;1;134
False;MoveSouthWest;MoveNorthWest;MoveEast;MoveWest;10;13;9;9;1;135
False;MoveSouthWest;MoveNorthWest;MoveEast;MoveWest;11;13;9;9;1;136
False;MoveSouthWest;MoveNorthWest;MoveEast;MoveWest;11;13;9;9;1;137
False;MoveSouthWest;MoveNorthWest;MoveEast;MoveWest;11;13;9;9;1;138
False;MoveWest;MoveSouth;MoveEast;OpenDoorAction;11;13;9;9;1;139
False;MoveWest;MoveSouth;MoveEast;OpenDoorAction;11;13;9;10;1;140
False;MoveWest;MoveNorthEast;MoveEast;MoveNorth;11;13;9;10;1;141
False;MoveWest;MoveNorthEast;MoveEast;MoveNorth;11;13;9;11;1;142
False;MoveNorthWest;MoveSouth;OpenDoorAction;MoveNorthWest;11;13;9;11;1;143
False;MoveNorthWest;MoveSouth;OpenDoorAction;MoveNorthWest;11;13;10;11;1;144
False;MoveNorth;MoveNorthEast;MoveNorth;MoveNorthWest;11;13;10;11;1;145
False;MoveNorth;MoveNorthEast;MoveNorth;MoveNorthWest;11;13;11;11;1;146
False;MoveNorth;MoveSouth;MoveNorthWest;MoveSouth;11;13;11;11;1;147
False;MoveNorth;MoveSouth;MoveNorthWest;MoveSouth;11;13;11;11;1;148
False;MoveNorth;MoveNorthEast;MoveNorthWest;MoveNorthEast;11;13;11;11;1;149
False;MoveNorth;MoveNorthEast;MoveNorthWest;MoveNorthEast;11;13;11;11;1;150
False;MoveNorth;MoveSouth;MoveSouth;MoveSouth;11;13;11;11;1;151
False;MoveNorth;MoveSouth;MoveSouth;MoveSouth;11;13;11;11;1;152
False;MoveNorth;MoveSouthWest;MoveNorthEast;MoveNorthEast;11;13;11;11;1;153
False;MoveNorth;MoveSouthWest;MoveNorthEast;MoveNorthEast;11;14;11;11;1;154
False;MoveNorth;MoveSouthWest;MoveSouth;MoveSouth;11;14;11;11;1;155
False;MoveNorth;MoveSouthWest;MoveSouth;MoveSouth;11;14;11;11;1;156
False;MoveNorth;MoveWest;MoveNorthEast;MoveNorthEast;11;14;11;11;1;157
False;MoveNorth;MoveWest;MoveNorthEast;MoveNorthEast;11;14;11;11;1;158
False;MoveNorth;MoveWest;MoveSouth;MoveSouth;11;14;11;11;1;159
False;MoveNorth;MoveWest;MoveSouth;MoveSouth;11;14;11;11;1;160
False;MoveNorth;MoveWest;MoveNorthEast;MoveSouthWest;11;14;11;11;1;161
False;MoveNorth;MoveWest;MoveNorthEast;MoveSouthWest;11;14;11;12;1;162
False;MoveNorthEast;MoveWest;MoveSouth;MoveSouthWest;11;14;11;12;1;163
False;MoveNorthEast;MoveWest;MoveSouth;MoveSouthWest;11;14;11;12;1;164
False;MoveEast;MoveWest;MoveSouthWest;MoveWest;11;14;11;12;1;165
False;MoveEast;MoveWest;MoveSouthWest;MoveWest;11;14;12;12;1;166
False;MoveNorthEast;MoveWest;MoveSouthWest;MoveWest;11;14;12;12;1;167
False;MoveNorthEast;MoveWest;MoveSouthWest;MoveWest;11;14;12;12;1;168
False;MoveEast;MoveWest;MoveWest;MoveWest;11;14;12;12;1;169
False;MoveEast;MoveWest;MoveWest;MoveWest;11;14;12;12;1;170
False;OpenDoorAction;MoveWest;MoveWest;MoveWest;11;14;12;12;1;171
False;OpenDoorAction;MoveWest;MoveWest;MoveWest;12;14;12;12;1;172
False;MoveNorth;MoveNorthWest;MoveWest;MoveWest;12;14;12;12;1;173
False;MoveNorth;MoveNorthWest;MoveWest;MoveWest;13;14;12;12;1;174
False;MoveNorthWest;MoveNorth;MoveWest;MoveWest;13;14;12;12;1;175
False;MoveNorthWest;MoveNorth;MoveWest;MoveWest;13;14;12;12;1;176
False;MoveNorthWest;MoveNorth;MoveWest;MoveWest;13;14;12;12;1;177
False;MoveNorthWest;MoveNorth;MoveWest;MoveWest;13;14;12;12;1;178
False;GrabObject;MoveNorth;MoveWest;MoveWest;13;14;12;12;1;179
False;GrabObject;MoveNorth;MoveWest;MoveWest;14;14;12;12;1;180
False;MoveSouthEast;MoveNorth;MoveWest;MoveNorthWest;14;14;12;12;1;181
False;MoveSouthEast;MoveNorth;MoveWest;MoveNorthWest;14;14;12;12;1;182
False;MoveSouthEast;MoveNorth;MoveWest;MoveNorth;14;14;12;12;1;183
False;MoveSouthEast;MoveNorth;MoveWest;MoveNorth;14;14;12;12;1;184
False;MoveSouthWest;MoveNorth;MoveNorthWest;MoveNorth;14;14;12;12;1;185
False;MoveSouthWest;MoveNorth;MoveNorthWest;MoveNorth;14;14;12;12;1;186
False;MoveSouthWest;MoveNorth;MoveNorth;MoveNorth;14;14;12;12;1;187
False;MoveSouthWest;MoveNorth;MoveNorth;MoveNorth;14;14;12;12;1;188
False;MoveWest;MoveNorth;MoveNorth;MoveNorth;14;14;12;12;1;189
False;MoveWest;MoveNorth;MoveNorth;MoveNorth;14;14;12;12;1;190
False;MoveSouthWest;MoveNorth;MoveNorth;MoveNorth;14;14;12;12;1;191
False;MoveSouthWest;MoveNorth;MoveNorth;MoveNorth;14;14;12;12;1;192
False;MoveSouth;MoveNorthEast;MoveNorth;MoveNorth;14;14;12;12;1;193
False;MoveSouth;MoveNorthEast;MoveNorth;MoveNorth;14;14;12;12;1;194
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;14;14;12;12;1;195
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;14;14;12;12;1;196
False;MoveSouth;MoveNorthEast;MoveNorth;MoveNorth;14;14;12;12;1;197
False;MoveSouth;MoveNorthEast;MoveNorth;MoveNorth;14;14;12;12;1;198
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;14;14;12;12;1;199
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;14;14;12;12;1;200
False;MoveSouth;OpenDoorAction;MoveNorth;MoveNorthEast;14;14;12;12;1;201
False;MoveSouth;OpenDoorAction;MoveNorth;MoveNorthEast;14;15;12;12;1;202
False;MoveSouth;MoveNorth;MoveNorth;MoveEast;14;15;12;12;1;203
False;MoveSouth;MoveNorth;MoveNorth;MoveEast;14;16;12;12;1;204
False;MoveSouth;MoveNorthWest;MoveNorthEast;MoveNorthEast;14;16;12;12;1;205
False;MoveSouth;MoveNorthWest;MoveNorthEast;MoveNorthEast;14;16;12;12;1;206
False;MoveSouth;MoveNorthWest;MoveEast;MoveEast;14;16;12;12;1;207
False;MoveSouth;MoveNorthWest;MoveEast;MoveEast;14;16;12;12;1;208
False;MoveSouth;MoveSouth;MoveNorthEast;OpenDoorAction;14;16;12;12;1;209
False;MoveSouth;MoveSouth;MoveNorthEast;OpenDoorAction;14;16;12;13;1;210
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveNorth;14;16;12;13;1;211
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveNorth;14;16;12;14;1;212
False;MoveEast;MoveSouth;OpenDoorAction;MoveNorthWest;14;16;12;14;1;213
False;MoveEast;MoveSouth;OpenDoorAction;MoveNorthWest;14;16;13;14;1;214
