done;baseagent0_acts;baseagent1_acts;liaragent_acts;baseagent0_mssg;baseagent1_mssg;liaragent_mssg;world_nr;tick_nr
False;MoveWest;MoveNorthEast;MoveNorthEast;54;54;54;1;109
False;MoveWest;MoveNorthEast;MoveNorthEast;55;55;55;1;110
False;MoveNorthWest;MoveSouth;MoveEast;55;55;55;1;111
False;MoveNorthWest;MoveSouth;MoveEast;56;56;56;1;112
False;MoveWest;MoveNorthEast;MoveNorthEast;56;56;56;1;113
False;MoveWest;MoveNorthEast;MoveNorthEast;57;57;57;1;114
False;OpenDoorAction;MoveSouth;MoveEast;57;57;57;1;115
False;OpenDoorAction;MoveSouth;MoveEast;58;58;58;1;116
False;MoveNorth;MoveSouthWest;OpenDoorAction;58;58;58;1;117
False;MoveNorth;MoveSouthWest;OpenDoorAction;59;59;59;1;118
False;MoveNorthWest;MoveSouthEast;MoveNorth;59;59;59;1;119
False;MoveNorthWest;MoveSouthEast;MoveNorth;60;60;60;1;120
False;MoveNorthWest;MoveEast;MoveNorthWest;60;60;60;1;121
False;MoveNorthWest;MoveEast;MoveNorthWest;61;61;61;1;122
False;MoveSouth;MoveEast;GrabObject;61;61;61;1;123
False;MoveSouth;MoveEast;GrabObject;62;62;62;1;124
False;MoveNorthEast;MoveEast;MoveSouthEast;62;62;62;1;125
False;MoveNorthEast;MoveEast;MoveSouthEast;63;63;63;1;126
False;MoveSouth;MoveEast;MoveSouthWest;63;63;63;1;127
False;MoveSouth;MoveEast;MoveSouthWest;64;64;64;1;128
False;MoveNorthEast;MoveEast;MoveSouthWest;64;64;64;1;129
False;MoveNorthEast;MoveEast;MoveSouthWest;65;65;65;1;130
False;MoveSouth;MoveEast;MoveWest;65;65;65;1;131
False;MoveSouth;MoveEast;MoveWest;66;66;66;1;132
False;MoveNorthEast;MoveEast;MoveSouthWest;66;66;66;1;133
False;MoveNorthEast;MoveEast;MoveSouthWest;67;67;67;1;134
False;MoveSouth;MoveNorthEast;MoveSouth;67;67;67;1;135
False;MoveSouth;MoveNorthEast;MoveSouth;68;68;68;1;136
False;MoveSouthWest;MoveNorth;MoveSouth;68;68;68;1;137
False;MoveSouthWest;MoveNorth;MoveSouth;69;69;69;1;138
False;MoveSouthEast;MoveNorth;MoveSouth;69;69;69;1;139
False;MoveSouthEast;MoveNorth;MoveSouth;70;70;70;1;140
False;MoveEast;MoveNorth;MoveSouthEast;70;70;70;1;141
False;MoveEast;MoveNorth;MoveSouthEast;71;71;71;1;142
False;MoveEast;MoveNorth;MoveEast;71;71;71;1;143
False;MoveEast;MoveNorth;MoveEast;72;72;72;1;144
False;MoveEast;MoveNorth;MoveEast;72;72;72;1;145
False;MoveEast;MoveNorth;MoveEast;73;73;73;1;146
False;MoveEast;MoveNorth;MoveEast;73;73;73;1;147
False;MoveEast;MoveNorth;MoveEast;74;74;74;1;148
False;MoveEast;MoveNorth;MoveEast;74;74;74;1;149
False;MoveEast;MoveNorth;MoveEast;75;75;75;1;150
False;MoveEast;MoveNorth;MoveEast;75;75;75;1;151
False;MoveEast;MoveNorth;MoveEast;76;76;76;1;152
False;MoveEast;MoveNorth;MoveSouthEast;76;76;76;1;153
False;MoveEast;MoveNorth;MoveSouthEast;77;77;77;1;154
False;MoveEast;MoveNorthWest;MoveEast;77;77;77;1;155
False;MoveEast;MoveNorthWest;MoveEast;78;78;78;1;156
False;MoveEast;MoveWest;MoveEast;78;78;78;1;157
False;MoveEast;MoveWest;MoveEast;79;79;79;1;158
False;MoveEast;MoveWest;MoveSouthEast;79;79;79;1;159
False;MoveEast;MoveWest;MoveSouthEast;80;80;80;1;160
False;MoveEast;MoveWest;DropObject;80;80;80;1;161
False;MoveEast;MoveWest;DropObject;81;81;81;1;162
False;MoveEast;MoveWest;MoveEast;81;81;81;1;163
False;MoveEast;MoveWest;MoveEast;82;82;82;1;164
False;MoveEast;MoveWest;MoveNorthEast;82;82;82;1;165
False;MoveEast;MoveWest;MoveNorthEast;83;83;83;1;166
False;MoveNorthEast;MoveWest;MoveEast;83;83;83;1;167
False;MoveNorthEast;MoveWest;MoveEast;84;84;84;1;168
False;MoveNorth;MoveNorthWest;GrabObject;84;84;84;1;169
False;MoveNorth;MoveNorthWest;GrabObject;85;85;85;1;170
False;MoveNorth;MoveWest;MoveWest;85;85;85;1;171
False;MoveNorth;MoveWest;MoveWest;86;86;86;1;172
False;MoveNorth;OpenDoorAction;MoveWest;86;86;86;1;173
False;MoveNorth;OpenDoorAction;MoveWest;87;87;87;1;174
False;MoveNorth;MoveNorth;MoveWest;87;87;87;1;175
False;MoveNorth;MoveNorth;MoveWest;88;88;88;1;176
False;MoveNorth;MoveNorthWest;DropObject;88;88;88;1;177
True;MoveNorth;MoveNorthWest;DropObject;89;89;89;1;178
