done;liaragent_acts;liaragent1_acts;strongagent0_acts;strongagent1_acts;liaragent_mssg;liaragent1_mssg;strongagent0_mssg;strongagent1_mssg;world_nr;tick_nr
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;25;25;25;25;1;50
False;MoveEast;MoveEast;MoveEast;GrabObject;25;25;25;25;1;51
False;MoveEast;MoveEast;MoveEast;GrabObject;26;26;26;26;1;52
False;MoveEast;MoveEast;MoveEast;MoveSouthEast;26;26;26;26;1;53
False;MoveEast;MoveEast;MoveEast;MoveSouthEast;27;27;27;27;1;54
False;MoveEast;MoveEast;MoveEast;MoveSouthEast;27;27;27;27;1;55
False;MoveEast;MoveEast;MoveEast;MoveSouthEast;28;28;28;28;1;56
False;OpenDoorAction;MoveEast;OpenDoorAction;MoveSouthEast;28;28;28;28;1;57
False;OpenDoorAction;MoveEast;OpenDoorAction;MoveSouthEast;29;29;29;29;1;58
False;MoveNorth;MoveEast;MoveNorth;MoveSouthEast;29;29;29;29;1;59
False;MoveNorth;MoveEast;MoveNorth;MoveSouthEast;30;30;30;30;1;60
False;MoveNorthWest;MoveEast;GrabObject;MoveSouth;30;30;30;30;1;61
False;MoveNorthWest;MoveEast;GrabObject;MoveSouth;31;31;31;31;1;62
False;MoveNorthWest;MoveEast;MoveSouthEast;MoveSouth;31;31;31;31;1;63
False;MoveNorthWest;MoveEast;MoveSouthEast;MoveSouth;32;32;32;32;1;64
False;MoveSouth;MoveEast;MoveEast;MoveSouth;32;32;32;32;1;65
False;MoveSouth;MoveEast;MoveEast;MoveSouth;33;33;33;33;1;66
False;MoveNorthEast;MoveEast;MoveNorthEast;MoveSouth;33;33;33;33;1;67
False;MoveNorthEast;MoveEast;MoveNorthEast;MoveSouth;34;34;34;34;1;68
False;MoveSouth;OpenDoorAction;MoveNorth;MoveSouth;34;34;34;34;1;69
False;MoveSouth;OpenDoorAction;MoveNorth;MoveSouth;35;35;35;35;1;70
False;MoveNorthEast;MoveNorth;MoveNorth;MoveSouth;35;35;35;35;1;71
False;MoveNorthEast;MoveNorth;MoveNorth;MoveSouth;36;36;36;36;1;72
False;MoveSouth;MoveNorthWest;MoveNorth;MoveSouth;36;36;36;36;1;73
False;MoveSouth;MoveNorthWest;MoveNorth;MoveSouth;37;37;37;37;1;74
False;MoveNorthEast;MoveNorthWest;MoveNorthWest;MoveSouth;37;37;37;37;1;75
False;MoveNorthEast;MoveNorthWest;MoveNorthWest;MoveSouth;38;38;38;38;1;76
False;MoveSouth;MoveSouth;MoveWest;MoveSouth;38;38;38;38;1;77
False;MoveSouth;MoveSouth;MoveWest;MoveSouth;39;39;39;39;1;78
False;MoveSouthWest;MoveNorthEast;MoveWest;MoveSouthWest;39;39;39;39;1;79
False;MoveSouthWest;MoveNorthEast;MoveWest;MoveSouthWest;40;40;40;40;1;80
False;MoveSouthEast;MoveSouth;MoveWest;MoveWest;40;40;40;40;1;81
False;MoveSouthEast;MoveSouth;MoveWest;MoveWest;41;41;41;41;1;82
False;MoveEast;MoveNorthEast;MoveWest;MoveWest;41;41;41;41;1;83
False;MoveEast;MoveNorthEast;MoveWest;MoveWest;42;42;42;42;1;84
False;MoveEast;GrabObject;MoveWest;MoveSouthWest;42;42;42;42;1;85
False;MoveEast;GrabObject;MoveWest;MoveSouthWest;43;43;43;43;1;86
False;MoveEast;MoveSouth;MoveWest;MoveWest;43;43;43;43;1;87
False;MoveEast;MoveSouth;MoveWest;MoveWest;44;44;44;44;1;88
False;MoveEast;MoveSouth;MoveNorthWest;MoveSouthWest;44;44;44;44;1;89
False;MoveEast;MoveSouth;MoveNorthWest;MoveSouthWest;45;45;45;45;1;90
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;45;45;45;45;1;91
False;MoveEast;MoveSouthWest;MoveWest;MoveWest;46;46;46;46;1;92
False;MoveEast;MoveSouthWest;OpenDoorAction;MoveWest;46;46;46;46;1;93
False;MoveEast;MoveSouthWest;OpenDoorAction;MoveWest;47;47;47;47;1;94
False;MoveEast;MoveSouthWest;MoveNorth;MoveSouthWest;47;47;47;47;1;95
False;MoveEast;MoveSouthWest;MoveNorth;MoveSouthWest;48;48;48;48;1;96
False;MoveNorthEast;DropObject;MoveNorthWest;DropObject;48;48;48;48;1;97
False;MoveNorthEast;DropObject;MoveNorthWest;DropObject;49;49;49;49;1;98
False;MoveNorth;;MoveNorthWest;MoveNorthEast;49;49;49;49;1;99
False;MoveNorth;GrabObject;MoveNorthWest;MoveNorthEast;50;50;50;50;1;100
False;MoveNorth;GrabObject;MoveSouth;MoveNorthEast;50;51;50;50;1;101
False;MoveNorth;MoveWest;MoveSouth;MoveNorthEast;51;51;51;51;1;102
False;MoveNorth;MoveWest;MoveNorthEast;MoveNorthEast;51;52;51;51;1;103
False;MoveNorth;MoveWest;MoveNorthEast;MoveNorthEast;52;52;52;52;1;104
False;MoveNorthWest;MoveWest;GrabObject;MoveEast;52;53;52;52;1;105
False;MoveNorthWest;MoveWest;GrabObject;MoveEast;53;53;53;53;1;106
False;MoveWest;MoveWest;MoveSouth;MoveEast;53;54;53;53;1;107
False;MoveWest;DropObject;MoveSouth;MoveEast;54;54;54;54;1;108
False;MoveWest;DropObject;MoveSouthEast;MoveEast;54;55;54;54;1;109
False;MoveWest;MoveNorthEast;MoveSouthEast;MoveEast;55;55;55;55;1;110
False;MoveWest;MoveNorthEast;MoveSouthEast;MoveEast;55;56;55;55;1;111
False;MoveWest;MoveNorthEast;MoveSouthEast;MoveEast;56;56;56;56;1;112
False;MoveWest;MoveNorthEast;MoveSouthEast;MoveEast;56;57;56;56;1;113
False;MoveWest;MoveEast;MoveSouthEast;MoveEast;57;57;57;57;1;114
False;MoveWest;MoveEast;MoveEast;MoveNorthEast;57;58;57;57;1;115
False;MoveWest;MoveEast;MoveEast;MoveNorthEast;58;58;58;58;1;116
False;MoveWest;MoveEast;MoveEast;MoveNorth;58;59;58;58;1;117
False;MoveWest;MoveEast;MoveEast;MoveNorth;59;59;59;59;1;118
False;MoveNorthWest;MoveEast;MoveEast;MoveNorth;59;60;59;59;1;119
False;MoveNorthWest;MoveEast;MoveEast;MoveNorth;60;60;60;60;1;120
False;MoveWest;MoveEast;MoveEast;MoveNorth;60;61;60;60;1;121
False;MoveWest;MoveEast;MoveEast;MoveNorth;61;61;61;61;1;122
False;OpenDoorAction;MoveEast;MoveEast;MoveNorthWest;61;62;61;61;1;123
False;OpenDoorAction;MoveEast;MoveEast;MoveNorthWest;62;62;62;62;1;124
False;MoveNorth;MoveEast;MoveEast;MoveWest;62;63;62;62;1;125
False;MoveNorth;MoveNorthEast;MoveEast;MoveWest;63;63;63;63;1;126
False;MoveNorthWest;MoveNorthEast;MoveSouthEast;MoveWest;63;64;63;63;1;127
False;MoveNorthWest;MoveNorth;MoveSouthEast;MoveWest;64;64;64;64;1;128
False;MoveNorthWest;MoveNorth;MoveSouth;MoveWest;64;65;64;64;1;129
False;MoveNorthWest;MoveNorth;MoveSouth;MoveWest;65;65;65;65;1;130
False;GrabObject;MoveNorth;MoveSouth;MoveWest;65;66;65;65;1;131
False;GrabObject;MoveNorth;MoveSouth;MoveWest;66;66;66;66;1;132
False;MoveSouthEast;MoveNorth;MoveSouth;MoveWest;66;67;66;66;1;133
False;MoveSouthEast;MoveNorthWest;MoveSouth;MoveWest;67;67;67;67;1;134
False;MoveSouthEast;MoveNorthWest;MoveSouth;MoveWest;67;68;67;67;1;135
False;MoveSouthEast;MoveWest;MoveSouth;MoveWest;68;68;68;68;1;136
False;MoveSouthEast;MoveWest;MoveSouth;MoveNorthWest;68;69;68;68;1;137
False;MoveSouthEast;MoveWest;MoveSouth;MoveNorthWest;69;69;69;69;1;138
False;MoveSouthEast;MoveWest;MoveSouth;MoveWest;69;70;69;69;1;139
False;MoveSouthEast;MoveWest;MoveSouth;MoveWest;70;70;70;70;1;140
False;MoveEast;MoveWest;MoveSouth;OpenDoorAction;70;71;70;70;1;141
False;MoveEast;MoveWest;MoveSouth;OpenDoorAction;71;71;71;71;1;142
False;MoveEast;MoveWest;MoveSouth;MoveNorth;71;72;71;71;1;143
False;MoveEast;MoveWest;MoveSouth;MoveNorth;72;72;72;72;1;144
False;MoveEast;MoveWest;MoveSouth;MoveNorthWest;72;73;72;72;1;145
False;MoveEast;MoveWest;MoveSouth;MoveNorthWest;73;73;73;73;1;146
False;MoveEast;MoveWest;MoveSouthWest;MoveNorthWest;73;74;73;73;1;147
False;MoveEast;MoveNorthWest;MoveSouthWest;MoveNorthWest;74;74;74;74;1;148
False;MoveEast;MoveNorthWest;MoveWest;MoveSouth;74;75;74;74;1;149
False;MoveEast;MoveWest;MoveWest;MoveSouth;75;75;75;75;1;150
False;MoveEast;MoveWest;MoveWest;MoveNorthEast;75;76;75;75;1;151
False;MoveEast;OpenDoorAction;MoveWest;MoveNorthEast;76;76;76;76;1;152
False;MoveSouthEast;OpenDoorAction;MoveWest;MoveSouth;76;77;76;76;1;153
False;MoveSouthEast;MoveNorth;MoveWest;MoveSouth;77;77;77;77;1;154
False;MoveSouth;MoveNorth;MoveWest;MoveNorthEast;77;78;77;77;1;155
False;MoveSouth;MoveNorthWest;MoveWest;MoveNorthEast;78;78;78;78;1;156
False;MoveSouth;MoveNorthWest;MoveSouthWest;MoveSouth;78;79;78;78;1;157
False;MoveSouth;MoveNorthWest;MoveSouthWest;MoveSouth;79;79;79;79;1;158
False;MoveSouth;MoveNorthWest;DropObject;MoveNorthEast;79;80;79;79;1;159
False;MoveSouth;MoveSouth;DropObject;MoveNorthEast;80;80;80;80;1;160
False;MoveSouthWest;MoveSouth;DropObject;MoveSouth;80;81;80;80;1;161
False;MoveSouthWest;MoveNorthEast;DropObject;MoveSouth;81;81;81;81;1;162
False;MoveWest;MoveNorthEast;MoveWest;MoveSouthWest;81;82;81;81;1;163
False;MoveWest;MoveSouth;MoveWest;MoveSouthWest;82;82;82;82;1;164
False;MoveWest;MoveSouth;MoveWest;MoveSouthWest;82;83;82;82;1;165
False;MoveWest;MoveNorthEast;MoveWest;MoveSouthWest;83;83;83;83;1;166
False;MoveWest;MoveNorthEast;MoveWest;MoveWest;83;84;83;83;1;167
False;MoveWest;MoveSouth;MoveWest;MoveWest;84;84;84;84;1;168
False;MoveWest;MoveSouth;MoveWest;MoveWest;84;85;84;84;1;169
False;MoveWest;MoveNorthEast;MoveWest;MoveWest;85;85;85;85;1;170
False;MoveSouthWest;MoveNorthEast;MoveWest;MoveWest;85;86;85;85;1;171
False;MoveSouthWest;MoveSouth;MoveWest;MoveWest;86;86;86;86;1;172
False;DropObject;MoveSouth;MoveWest;MoveWest;86;87;86;86;1;173
False;DropObject;MoveSouthWest;MoveWest;MoveWest;87;87;87;87;1;174
False;MoveNorthWest;MoveSouthWest;MoveWest;MoveWest;87;88;87;87;1;175
False;MoveNorthWest;MoveSouthWest;MoveWest;MoveWest;88;88;88;88;1;176
False;MoveWest;MoveSouthWest;MoveNorthWest;MoveWest;88;89;88;88;1;177
False;MoveWest;MoveWest;MoveNorthWest;MoveWest;89;89;89;89;1;178
False;MoveWest;MoveWest;MoveWest;MoveWest;89;90;89;89;1;179
False;MoveWest;MoveWest;MoveWest;MoveWest;90;90;90;90;1;180
False;MoveWest;MoveWest;OpenDoorAction;MoveWest;90;91;90;90;1;181
False;MoveWest;MoveWest;OpenDoorAction;MoveWest;91;91;91;91;1;182
False;MoveWest;MoveWest;MoveNorth;MoveNorthWest;91;92;91;91;1;183
False;MoveWest;MoveWest;MoveNorth;MoveNorthWest;92;92;92;92;1;184
False;MoveWest;MoveWest;MoveNorthWest;MoveNorth;92;93;92;92;1;185
False;MoveWest;MoveWest;MoveNorthWest;MoveNorth;93;93;93;93;1;186
False;MoveWest;MoveWest;MoveNorthWest;MoveNorth;93;94;93;93;1;187
False;MoveWest;MoveWest;MoveNorthWest;MoveNorth;94;94;94;94;1;188
False;MoveWest;MoveWest;MoveSouth;MoveNorth;94;95;94;94;1;189
False;MoveWest;MoveWest;MoveSouth;MoveNorth;95;95;95;95;1;190
False;MoveWest;MoveWest;MoveNorthEast;MoveNorthEast;95;96;95;95;1;191
False;MoveWest;MoveWest;MoveNorthEast;MoveNorthEast;96;96;96;96;1;192
False;MoveWest;MoveWest;MoveSouth;MoveEast;96;97;96;96;1;193
False;MoveWest;MoveNorthWest;MoveSouth;MoveEast;97;97;97;97;1;194
False;MoveWest;MoveNorthWest;MoveNorthEast;MoveNorthEast;97;98;97;97;1;195
False;MoveWest;MoveNorth;MoveNorthEast;MoveNorthEast;98;98;98;98;1;196
False;MoveWest;MoveNorth;MoveSouth;MoveEast;98;99;98;98;1;197
False;MoveWest;MoveNorth;MoveSouth;MoveEast;99;99;99;99;1;198
False;MoveNorthWest;MoveNorth;MoveNorthEast;OpenDoorAction;99;100;99;99;1;199
False;MoveNorthWest;MoveNorth;MoveNorthEast;OpenDoorAction;100;100;100;100;1;200
False;MoveNorth;MoveNorth;MoveSouth;MoveNorth;100;101;100;100;1;201
False;MoveNorth;MoveNorthEast;MoveSouth;MoveNorth;101;101;101;101;1;202
False;MoveNorth;MoveNorthEast;MoveSouthWest;MoveNorthWest;101;102;101;101;1;203
False;MoveNorth;MoveEast;MoveSouthWest;MoveNorthWest;102;102;102;102;1;204
False;MoveNorth;MoveEast;MoveSouthWest;MoveNorthWest;102;103;102;102;1;205
False;MoveNorth;MoveNorthEast;MoveSouthWest;MoveNorthWest;103;103;103;103;1;206
False;MoveNorthEast;MoveNorthEast;MoveWest;GrabObject;103;104;103;103;1;207
False;MoveNorthEast;MoveEast;MoveWest;GrabObject;104;104;104;104;1;208
False;MoveEast;MoveEast;MoveWest;MoveSouthEast;104;105;104;104;1;209
False;MoveEast;OpenDoorAction;MoveWest;MoveSouthEast;105;105;105;105;1;210
False;MoveNorthEast;OpenDoorAction;MoveNorthWest;MoveSouthEast;105;106;105;105;1;211
False;MoveNorthEast;MoveNorth;MoveNorthWest;MoveSouthEast;106;106;106;106;1;212
False;MoveEast;MoveNorth;MoveNorth;MoveSouthWest;106;107;106;106;1;213
False;MoveEast;MoveNorthWest;MoveNorth;MoveSouthWest;107;107;107;107;1;214
False;OpenDoorAction;MoveNorthWest;MoveNorth;MoveSouthWest;107;108;107;107;1;215
False;OpenDoorAction;MoveNorthWest;MoveNorth;MoveSouthWest;108;108;108;108;1;216
False;MoveNorth;MoveNorthWest;MoveNorth;MoveWest;108;109;108;108;1;217
False;MoveNorth;MoveSouth;MoveNorth;MoveWest;109;109;109;109;1;218
False;MoveNorthWest;MoveSouth;MoveNorthEast;MoveSouthWest;109;110;109;109;1;219
False;MoveNorthWest;MoveNorthEast;MoveNorthEast;MoveSouthWest;110;110;110;110;1;220
False;GrabObject;MoveNorthEast;MoveEast;MoveSouth;110;111;110;110;1;221
False;GrabObject;MoveSouth;MoveEast;MoveSouth;111;111;111;111;1;222
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveSouth;111;112;111;111;1;223
False;MoveSouthEast;MoveNorthEast;MoveNorthEast;MoveSouth;112;112;112;112;1;224
False;MoveSouthWest;MoveNorthEast;MoveEast;MoveSouth;112;113;112;112;1;225
False;MoveSouthWest;MoveSouth;MoveEast;MoveSouth;113;113;113;113;1;226
False;MoveSouthWest;MoveSouth;OpenDoorAction;MoveSouthEast;113;114;113;113;1;227
False;MoveSouthWest;MoveNorthEast;OpenDoorAction;MoveSouthEast;114;114;114;114;1;228
False;MoveWest;MoveNorthEast;MoveNorth;MoveEast;114;115;114;114;1;229
False;MoveWest;MoveSouth;MoveNorth;MoveEast;115;115;115;115;1;230
False;MoveSouthWest;MoveSouth;MoveNorthWest;MoveEast;115;116;115;115;1;231
False;MoveSouthWest;MoveSouthWest;MoveNorthWest;MoveEast;116;116;116;116;1;232
False;MoveSouth;MoveSouthWest;MoveNorthWest;MoveEast;116;117;116;116;1;233
False;MoveSouth;MoveSouthWest;MoveNorthWest;MoveEast;117;117;117;117;1;234
False;MoveSouth;MoveSouthWest;MoveSouth;OpenDoorAction;117;118;117;117;1;235
False;MoveSouth;MoveSouthWest;MoveSouth;OpenDoorAction;118;118;118;118;1;236
False;MoveSouth;MoveSouthWest;MoveNorthEast;MoveNorth;118;119;118;118;1;237
False;MoveSouth;MoveWest;MoveNorthEast;MoveNorth;119;119;119;119;1;238
False;MoveSouthEast;MoveWest;MoveSouth;MoveNorthWest;119;120;119;119;1;239
False;MoveSouthEast;MoveSouthWest;MoveSouth;MoveNorthWest;120;120;120;120;1;240
False;MoveEast;MoveSouthWest;MoveNorthEast;MoveNorthWest;120;121;120;120;1;241
False;MoveEast;MoveSouth;MoveNorthEast;MoveNorthWest;121;121;121;121;1;242
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;121;122;121;121;1;243
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;122;122;122;122;1;244
False;MoveEast;MoveSouth;MoveNorthEast;MoveNorthEast;122;123;122;122;1;245
False;MoveEast;MoveSouth;MoveNorthEast;MoveNorthEast;123;123;123;123;1;246
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;123;124;123;123;1;247
False;MoveEast;MoveSouth;MoveSouth;MoveSouth;124;124;124;124;1;248
False;MoveEast;MoveSouth;MoveSouthWest;MoveNorthEast;124;125;124;124;1;249
False;MoveEast;MoveSouth;MoveSouthWest;MoveNorthEast;125;125;125;125;1;250
False;MoveSouthEast;MoveSouth;MoveSouthWest;MoveSouth;125;126;125;125;1;251
False;MoveSouthEast;MoveSouth;MoveSouthWest;MoveSouth;126;126;126;126;1;252
False;MoveEast;MoveSouth;MoveSouthWest;MoveNorthEast;126;127;126;126;1;253
False;MoveEast;MoveSouth;MoveSouthWest;MoveNorthEast;127;127;127;127;1;254
False;MoveEast;MoveSouth;MoveWest;MoveSouth;127;128;127;127;1;255
False;MoveEast;MoveSouth;MoveWest;MoveSouth;128;128;128;128;1;256
False;MoveSouthEast;MoveSouth;MoveSouthWest;MoveSouthWest;128;129;128;128;1;257
False;MoveSouthEast;MoveSouth;MoveSouthWest;MoveSouthWest;129;129;129;129;1;258
False;DropObject;MoveSouth;MoveSouth;MoveSouthWest;129;130;129;129;1;259
False;DropObject;MoveSouthEast;MoveSouth;MoveSouthWest;130;130;130;130;1;260
False;MoveNorthWest;MoveSouthEast;MoveSouth;MoveSouthWest;130;131;130;130;1;261
False;MoveNorthWest;MoveEast;MoveSouth;MoveSouthWest;131;131;131;131;1;262
False;MoveNorthWest;MoveEast;MoveSouth;MoveWest;131;132;131;131;1;263
False;MoveNorthWest;MoveEast;MoveSouth;MoveWest;132;132;132;132;1;264
False;MoveWest;MoveEast;MoveSouthEast;MoveSouthWest;132;133;132;132;1;265
False;MoveWest;MoveEast;MoveSouthEast;MoveSouthWest;133;133;133;133;1;266
False;MoveWest;MoveEast;MoveEast;MoveSouth;133;134;133;133;1;267
False;MoveWest;OpenDoorAction;MoveEast;MoveSouth;134;134;134;134;1;268
False;MoveWest;OpenDoorAction;MoveEast;MoveSouth;134;135;134;134;1;269
False;MoveWest;MoveNorth;MoveEast;MoveSouth;135;135;135;135;1;270
False;MoveWest;MoveNorth;MoveEast;MoveSouth;135;136;135;135;1;271
False;MoveWest;MoveNorthWest;MoveEast;MoveSouth;136;136;136;136;1;272
False;MoveWest;MoveNorthWest;OpenDoorAction;MoveSouthEast;136;137;136;136;1;273
False;MoveWest;MoveNorthWest;OpenDoorAction;MoveSouthEast;137;137;137;137;1;274
False;MoveWest;MoveNorthWest;MoveNorth;MoveEast;137;138;137;137;1;275
False;MoveWest;MoveSouth;MoveNorth;MoveEast;138;138;138;138;1;276
False;MoveWest;MoveSouth;MoveNorthWest;MoveEast;138;139;138;138;1;277
False;MoveWest;MoveNorthEast;MoveNorthWest;MoveEast;139;139;139;139;1;278
False;MoveNorthWest;MoveNorthEast;MoveNorthWest;MoveEast;139;140;139;139;1;279
False;MoveNorthWest;MoveSouth;MoveNorthWest;MoveEast;140;140;140;140;1;280
False;MoveNorth;MoveSouth;MoveSouth;MoveEast;140;141;140;140;1;281
False;MoveNorth;MoveNorthEast;MoveSouth;MoveEast;141;141;141;141;1;282
False;MoveNorth;MoveNorthEast;MoveNorthEast;MoveEast;141;142;141;141;1;283
False;MoveNorth;MoveSouth;MoveNorthEast;MoveEast;142;142;142;142;1;284
False;MoveNorth;MoveSouth;MoveSouth;MoveEast;142;143;142;142;1;285
False;MoveNorth;MoveNorthEast;MoveSouth;MoveEast;143;143;143;143;1;286
False;MoveNorth;MoveNorthEast;MoveNorthEast;MoveSouthEast;143;144;143;143;1;287
False;MoveNorth;MoveSouth;MoveNorthEast;MoveSouthEast;144;144;144;144;1;288
False;MoveNorth;MoveSouth;MoveSouth;MoveEast;144;145;144;144;1;289
False;MoveNorth;MoveSouthWest;MoveSouth;MoveEast;145;145;145;145;1;290
False;MoveNorth;MoveSouthWest;MoveNorthEast;MoveSouthEast;145;146;145;145;1;291
False;MoveNorth;MoveSouthWest;MoveNorthEast;MoveSouthEast;146;146;146;146;1;292
False;MoveNorth;MoveSouthWest;MoveSouth;MoveEast;146;147;146;146;1;293
False;MoveNorth;MoveWest;MoveSouth;MoveEast;147;147;147;147;1;294
False;MoveNorth;MoveWest;MoveSouthWest;MoveEast;147;148;147;147;1;295
False;MoveNorth;MoveWest;MoveSouthWest;MoveEast;148;148;148;148;1;296
False;MoveNorth;MoveWest;MoveSouthWest;MoveSouthEast;148;149;148;148;1;297
False;MoveNorth;MoveNorthWest;MoveSouthWest;MoveSouthEast;149;149;149;149;1;298
False;MoveNorthEast;MoveNorthWest;MoveWest;DropObject;149;150;149;149;1;299
False;MoveNorthEast;MoveNorth;MoveWest;DropObject;150;150;150;150;1;300
False;MoveEast;MoveNorth;MoveWest;MoveNorthWest;150;151;150;150;1;301
False;MoveEast;MoveNorth;MoveWest;MoveNorthWest;151;151;151;151;1;302
False;MoveNorthEast;MoveNorth;MoveNorthWest;MoveNorthWest;151;152;151;151;1;303
False;MoveNorthEast;MoveNorth;MoveNorthWest;MoveNorthWest;152;152;152;152;1;304
False;MoveEast;MoveNorth;MoveNorth;MoveNorthWest;152;153;152;152;1;305
False;MoveEast;MoveNorthEast;MoveNorth;MoveNorthWest;153;153;153;153;1;306
False;OpenDoorAction;MoveNorthEast;MoveNorth;OpenDoorAction;153;154;153;153;1;307
False;OpenDoorAction;MoveEast;MoveNorth;OpenDoorAction;154;154;154;154;1;308
False;MoveNorth;MoveEast;MoveNorth;MoveNorth;154;155;154;154;1;309
False;MoveNorth;MoveNorthEast;MoveNorth;MoveNorth;155;155;155;155;1;310
False;MoveNorthWest;MoveNorthEast;MoveNorth;MoveNorthWest;155;156;155;155;1;311
False;MoveNorthWest;MoveEast;MoveNorth;MoveNorthWest;156;156;156;156;1;312
False;MoveNorthWest;MoveEast;MoveNorth;MoveNorthWest;156;157;156;156;1;313
False;MoveNorthWest;OpenDoorAction;MoveNorth;MoveNorthWest;157;157;157;157;1;314
False;MoveSouth;OpenDoorAction;MoveNorth;MoveSouth;157;158;157;157;1;315
False;MoveSouth;MoveNorth;MoveNorth;MoveSouth;158;158;158;158;1;316
False;MoveNorthEast;MoveNorth;MoveNorth;MoveNorthEast;158;159;158;158;1;317
False;MoveNorthEast;MoveNorthWest;MoveNorth;MoveNorthEast;159;159;159;159;1;318
False;MoveSouth;MoveNorthWest;MoveNorth;MoveSouth;159;160;159;159;1;319
False;MoveSouth;MoveNorthWest;MoveNorth;MoveSouth;160;160;160;160;1;320
