done;liaragent_acts;strongagent0_acts;blindagent_acts;lazyagent0_acts;liaragent_mssg;strongagent0_mssg;blindagent_mssg;lazyagent0_mssg;world_nr;tick_nr
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;11;11;11;11;1;22
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;11;11;11;11;1;23
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;12;12;12;12;1;24
False;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;12;12;12;12;1;25
False;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;13;13;13;13;1;26
False;MoveSouth;MoveEast;MoveEast;MoveEast;13;13;13;13;1;27
False;MoveSouth;MoveEast;MoveEast;MoveEast;14;14;14;14;1;28
False;MoveSouth;MoveEast;MoveEast;MoveEast;14;14;14;14;1;29
False;MoveSouth;MoveEast;MoveEast;MoveEast;15;15;15;15;1;30
False;MoveSouth;MoveEast;MoveEast;MoveEast;15;15;15;15;1;31
False;MoveSouth;MoveEast;MoveEast;MoveEast;16;16;16;16;1;32
False;MoveSouth;OpenDoorAction;OpenDoorAction;MoveWest;16;16;16;16;1;33
False;MoveSouth;OpenDoorAction;OpenDoorAction;MoveWest;17;17;17;17;1;34
False;MoveSouth;MoveNorth;MoveNorth;MoveWest;17;17;17;17;1;35
False;MoveSouth;MoveNorth;MoveNorth;MoveWest;18;18;18;18;1;36
False;MoveSouthEast;MoveNorthWest;MoveNorthWest;MoveWest;18;18;18;18;1;37
False;MoveSouthEast;MoveNorthWest;MoveNorthWest;MoveWest;19;19;19;19;1;38
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveNorthWest;19;19;19;19;1;39
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveNorthWest;20;20;20;20;1;40
False;MoveEast;MoveSouth;MoveSouth;MoveNorth;20;20;20;20;1;41
False;MoveEast;MoveSouth;MoveSouth;MoveNorth;21;21;21;21;1;42
False;MoveEast;MoveNorthEast;MoveNorthEast;MoveNorth;21;21;21;21;1;43
False;MoveEast;MoveNorthEast;MoveNorthEast;MoveNorth;22;22;22;22;1;44
False;OpenDoorAction;GrabObject;MoveSouth;MoveNorth;22;22;22;22;1;45
False;OpenDoorAction;GrabObject;MoveSouth;MoveNorth;23;23;23;23;1;46
False;MoveNorth;MoveSouth;MoveNorthEast;MoveNorthEast;23;23;23;23;1;47
False;MoveNorth;MoveSouth;MoveNorthEast;MoveNorthEast;24;24;24;24;1;48
False;MoveNorthWest;MoveSouthEast;MoveSouth;MoveEast;24;24;24;24;1;49
False;MoveNorthWest;MoveSouthEast;MoveSouth;MoveEast;25;25;25;25;1;50
False;MoveNorthWest;MoveSouthEast;MoveNorthEast;MoveEast;25;25;25;25;1;51
False;MoveNorthWest;MoveSouthEast;MoveNorthEast;MoveEast;26;26;26;26;1;52
False;MoveSouth;MoveSouthEast;MoveSouth;MoveEast;26;26;26;26;1;53
False;MoveSouth;MoveSouthEast;MoveSouth;MoveEast;27;27;27;27;1;54
False;MoveNorthEast;MoveEast;MoveSouthWest;MoveEast;27;27;27;27;1;55
False;MoveNorthEast;MoveEast;MoveSouthWest;MoveEast;28;28;28;28;1;56
False;MoveSouth;MoveEast;MoveSouthEast;MoveEast;28;28;28;28;1;57
False;MoveSouth;MoveEast;MoveSouthEast;MoveEast;29;29;29;29;1;58
False;MoveNorthEast;MoveEast;MoveSouthEast;MoveEast;29;29;29;29;1;59
False;MoveNorthEast;MoveEast;MoveSouthEast;MoveEast;30;30;30;30;1;60
False;MoveSouth;MoveEast;MoveEast;MoveEast;30;30;30;30;1;61
False;MoveSouth;MoveEast;MoveEast;MoveEast;31;31;31;31;1;62
False;MoveNorthEast;MoveEast;MoveEast;MoveNorthEast;31;31;31;31;1;63
False;MoveNorthEast;MoveEast;MoveEast;MoveNorthEast;32;32;32;32;1;64
False;MoveSouth;MoveEast;MoveEast;MoveEast;32;32;32;32;1;65
False;MoveSouth;MoveEast;MoveEast;MoveEast;33;33;33;33;1;66
False;MoveSouthWest;MoveSouthEast;MoveEast;OpenDoorAction;33;33;33;33;1;67
False;MoveSouthWest;MoveSouthEast;MoveEast;OpenDoorAction;34;34;34;34;1;68
False;MoveSouthWest;MoveSouth;MoveEast;MoveSouthEast;34;34;34;34;1;69
False;MoveSouthWest;MoveSouth;MoveEast;MoveSouthEast;35;35;35;35;1;70
False;MoveWest;MoveSouth;MoveEast;MoveEast;35;35;35;35;1;71
False;MoveWest;MoveSouth;MoveEast;MoveEast;36;36;36;36;1;72
False;MoveWest;MoveSouth;MoveEast;MoveEast;36;36;36;36;1;73
False;MoveWest;MoveSouth;MoveEast;MoveEast;37;37;37;37;1;74
False;MoveNorthWest;MoveSouth;MoveEast;MoveEast;37;37;37;37;1;75
False;MoveNorthWest;MoveSouth;MoveEast;MoveEast;38;38;38;38;1;76
False;MoveNorth;MoveSouth;MoveEast;MoveEast;38;38;38;38;1;77
False;MoveNorth;MoveSouth;MoveEast;MoveEast;39;39;39;39;1;78
False;MoveNorth;MoveSouth;MoveEast;MoveEast;39;39;39;39;1;79
False;MoveNorth;MoveSouth;MoveEast;MoveEast;40;40;40;40;1;80
False;MoveNorth;MoveSouth;MoveEast;MoveEast;40;40;40;40;1;81
False;MoveNorth;MoveSouth;MoveEast;MoveEast;41;41;41;41;1;82
False;MoveNorth;MoveSouth;MoveEast;MoveEast;41;41;41;41;1;83
False;MoveNorth;MoveSouth;MoveEast;MoveEast;42;42;42;42;1;84
False;MoveNorth;MoveSouth;MoveSouthEast;MoveSouthEast;42;42;42;42;1;85
False;MoveNorth;MoveSouth;MoveSouthEast;MoveSouthEast;43;43;43;43;1;86
False;MoveNorth;MoveSouthWest;MoveSouth;MoveSouth;43;43;43;43;1;87
False;MoveNorth;MoveSouthWest;MoveSouth;MoveSouth;44;44;44;44;1;88
False;MoveNorth;MoveWest;MoveSouth;MoveSouth;44;44;44;44;1;89
False;MoveNorth;MoveWest;MoveSouth;MoveSouth;45;45;45;45;1;90
False;MoveNorth;MoveWest;MoveSouth;MoveSouth;45;45;45;45;1;91
False;MoveNorth;MoveWest;MoveSouth;MoveSouth;46;46;46;46;1;92
False;MoveNorth;MoveWest;MoveSouthWest;MoveSouthWest;46;46;46;46;1;93
False;MoveNorth;MoveWest;MoveSouthWest;MoveSouthWest;47;47;47;47;1;94
False;MoveNorthEast;MoveWest;MoveWest;MoveWest;47;47;47;47;1;95
False;MoveNorthEast;MoveWest;MoveWest;MoveWest;48;48;48;48;1;96
False;MoveEast;MoveWest;MoveWest;MoveWest;48;48;48;48;1;97
False;MoveEast;MoveWest;MoveWest;MoveWest;49;49;49;49;1;98
False;MoveNorthEast;MoveWest;OpenDoorAction;MoveWest;49;49;49;49;1;99
False;MoveNorthEast;MoveWest;OpenDoorAction;MoveWest;50;50;50;50;1;100
False;MoveEast;MoveWest;MoveNorth;MoveWest;50;50;50;50;1;101
False;MoveEast;MoveWest;MoveNorth;MoveWest;51;51;51;51;1;102
False;OpenDoorAction;MoveWest;MoveNorthWest;MoveWest;51;51;51;51;1;103
False;OpenDoorAction;MoveWest;MoveNorthWest;MoveWest;52;52;52;52;1;104
False;MoveNorth;OpenDoorAction;MoveNorthWest;MoveWest;52;52;52;52;1;105
False;MoveNorth;OpenDoorAction;MoveNorthWest;MoveWest;53;53;53;53;1;106
False;MoveNorthWest;MoveNorth;MoveSouth;MoveWest;53;53;53;53;1;107
False;MoveNorthWest;MoveNorth;MoveSouth;MoveWest;54;54;54;54;1;108
False;MoveNorthWest;MoveNorthWest;MoveNorthEast;MoveWest;54;54;54;54;1;109
False;MoveNorthWest;MoveNorthWest;MoveNorthEast;MoveWest;55;55;55;55;1;110
False;GrabObject;MoveNorthWest;MoveSouth;MoveEast;55;55;55;55;1;111
False;GrabObject;MoveNorthWest;MoveSouth;MoveEast;56;56;56;56;1;112
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveEast;56;56;56;56;1;113
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveEast;57;57;57;57;1;114
False;MoveSouthEast;MoveNorthEast;MoveSouth;MoveEast;57;57;57;57;1;115
False;MoveSouthEast;MoveNorthEast;MoveSouth;MoveEast;58;58;58;58;1;116
False;MoveSouthWest;MoveSouth;MoveNorthEast;MoveEast;58;58;58;58;1;117
False;MoveSouthWest;MoveSouth;MoveNorthEast;MoveEast;59;59;59;59;1;118
False;MoveSouthWest;MoveNorthEast;MoveSouth;MoveEast;59;59;59;59;1;119
False;MoveSouthWest;MoveNorthEast;MoveSouth;MoveEast;60;60;60;60;1;120
False;MoveWest;MoveSouth;MoveSouthWest;MoveEast;60;60;60;60;1;121
False;MoveWest;MoveSouth;MoveSouthWest;MoveEast;61;61;61;61;1;122
False;MoveSouthWest;MoveNorthEast;MoveSouthEast;MoveEast;61;61;61;61;1;123
False;MoveSouthWest;MoveNorthEast;MoveSouthEast;MoveEast;62;62;62;62;1;124
False;MoveSouth;MoveSouth;MoveEast;MoveEast;62;62;62;62;1;125
False;MoveSouth;MoveSouth;MoveEast;MoveEast;63;63;63;63;1;126
False;MoveSouth;MoveSouthWest;MoveNorthEast;MoveNorthEast;63;63;63;63;1;127
False;MoveSouth;MoveSouthWest;MoveNorthEast;MoveNorthEast;64;64;64;64;1;128
False;MoveSouth;MoveSouthEast;MoveNorth;MoveNorth;64;64;64;64;1;129
False;MoveSouth;MoveSouthEast;MoveNorth;MoveNorth;65;65;65;65;1;130
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;65;65;65;65;1;131
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;66;66;66;66;1;132
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;66;66;66;66;1;133
False;MoveSouth;MoveEast;MoveNorth;MoveNorth;67;67;67;67;1;134
False;MoveSouth;MoveEast;MoveNorth;MoveNorthWest;67;67;67;67;1;135
False;MoveSouth;MoveEast;MoveNorth;MoveNorthWest;68;68;68;68;1;136
False;MoveSouth;MoveEast;MoveNorth;MoveNorthWest;68;68;68;68;1;137
False;MoveSouth;MoveEast;MoveNorth;MoveNorthWest;69;69;69;69;1;138
False;MoveSouth;MoveEast;MoveNorth;MoveWest;69;69;69;69;1;139
False;MoveSouth;MoveEast;MoveNorth;MoveWest;70;70;70;70;1;140
False;MoveSouth;MoveEast;MoveNorth;OpenDoorAction;70;70;70;70;1;141
False;MoveSouth;MoveEast;MoveNorth;OpenDoorAction;71;71;71;71;1;142
False;MoveSouthEast;MoveEast;MoveNorth;MoveNorth;71;71;71;71;1;143
False;MoveSouthEast;MoveEast;MoveNorth;MoveNorth;72;72;72;72;1;144
False;MoveEast;MoveNorthEast;MoveNorth;MoveNorthWest;72;72;72;72;1;145
False;MoveEast;MoveNorthEast;MoveNorth;MoveNorthWest;73;73;73;73;1;146
False;MoveEast;MoveNorth;MoveNorthWest;MoveNorthWest;73;73;73;73;1;147
False;MoveEast;MoveNorth;MoveNorthWest;MoveNorthWest;74;74;74;74;1;148
False;MoveEast;MoveNorth;MoveNorthWest;MoveSouthEast;74;74;74;74;1;149
False;MoveEast;MoveNorth;MoveNorthWest;MoveSouthEast;75;75;75;75;1;150
False;MoveSouthEast;MoveNorth;MoveWest;MoveSouthEast;75;75;75;75;1;151
False;MoveSouthEast;MoveNorth;MoveWest;MoveSouthEast;76;76;76;76;1;152
False;MoveEast;MoveNorthWest;OpenDoorAction;MoveSouthEast;76;76;76;76;1;153
False;MoveEast;MoveNorthWest;OpenDoorAction;MoveSouthEast;77;77;77;77;1;154
False;MoveSouthEast;MoveWest;MoveNorth;MoveSouthEast;77;77;77;77;1;155
False;MoveSouthEast;MoveWest;MoveNorth;MoveSouthEast;78;78;78;78;1;156
False;MoveEast;MoveWest;MoveNorthWest;MoveSouthEast;78;78;78;78;1;157
False;MoveEast;MoveWest;MoveNorthWest;MoveSouthEast;79;79;79;79;1;158
False;MoveEast;MoveWest;GrabObject;MoveSouth;79;79;79;79;1;159
False;MoveEast;MoveWest;GrabObject;MoveSouth;80;80;80;80;1;160
