done;baseagent0_acts;liaragent_acts;strongagent0_acts;lazyagent0_acts;baseagent0_mssg;liaragent_mssg;strongagent0_mssg;lazyagent0_mssg;world_nr;tick_nr
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveEast;24;24;24;24;1;49
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveEast;25;25;25;25;1;50
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveEast;25;25;25;25;1;51
False;MoveSouthEast;MoveEast;MoveNorthWest;MoveEast;26;26;26;26;1;52
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;26;26;26;26;1;53
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;27;27;27;27;1;54
False;MoveEast;MoveEast;MoveNorthEast;MoveEast;27;27;27;27;1;55
False;MoveEast;MoveEast;MoveNorthEast;MoveEast;28;28;28;28;1;56
False;MoveEast;OpenDoorAction;MoveSouth;MoveEast;28;28;28;28;1;57
False;MoveEast;OpenDoorAction;MoveSouth;MoveEast;29;29;29;29;1;58
False;MoveEast;MoveNorth;MoveNorthEast;MoveEast;29;29;29;29;1;59
False;MoveEast;MoveNorth;MoveNorthEast;MoveEast;30;30;30;30;1;60
False;MoveEast;MoveNorthWest;MoveSouth;MoveEast;30;30;30;30;1;61
False;MoveEast;MoveNorthWest;MoveSouth;MoveEast;31;31;31;31;1;62
False;MoveEast;MoveNorthWest;MoveNorthEast;MoveEast;31;31;31;31;1;63
False;MoveEast;MoveNorthWest;MoveNorthEast;MoveEast;32;32;32;32;1;64
False;MoveEast;MoveSouth;MoveSouth;MoveEast;32;32;32;32;1;65
False;MoveEast;MoveSouth;MoveSouth;MoveEast;33;33;33;33;1;66
False;MoveSouthEast;MoveNorthEast;MoveSouthWest;MoveEast;33;33;33;33;1;67
False;MoveSouthEast;MoveNorthEast;MoveSouthWest;MoveEast;34;34;34;34;1;68
False;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;34;34;34;34;1;69
False;MoveSouth;MoveSouth;MoveSouthEast;MoveEast;35;35;35;35;1;70
False;MoveSouth;MoveNorthEast;MoveEast;MoveEast;35;35;35;35;1;71
False;MoveSouth;MoveNorthEast;MoveEast;MoveEast;36;36;36;36;1;72
False;MoveSouth;MoveSouth;MoveEast;MoveNorthEast;36;36;36;36;1;73
False;MoveSouth;MoveSouth;MoveEast;MoveNorthEast;37;37;37;37;1;74
False;MoveSouth;MoveNorthEast;MoveEast;MoveNorth;37;37;37;37;1;75
False;MoveSouth;MoveNorthEast;MoveEast;MoveNorth;38;38;38;38;1;76
False;MoveSouth;MoveSouth;MoveEast;MoveNorth;38;38;38;38;1;77
False;MoveSouth;MoveSouth;MoveEast;MoveNorth;39;39;39;39;1;78
False;MoveSouth;MoveSouthWest;MoveEast;MoveNorth;39;39;39;39;1;79
False;MoveSouth;MoveSouthWest;MoveEast;MoveNorth;40;40;40;40;1;80
False;MoveSouth;MoveSouthEast;MoveEast;MoveNorthWest;40;40;40;40;1;81
False;MoveSouth;MoveSouthEast;MoveEast;MoveNorthWest;41;41;41;41;1;82
False;MoveSouth;MoveEast;MoveEast;MoveWest;41;41;41;41;1;83
False;MoveSouth;MoveEast;MoveEast;MoveWest;42;42;42;42;1;84
False;MoveSouth;MoveEast;MoveEast;MoveWest;42;42;42;42;1;85
False;MoveSouth;MoveEast;MoveEast;MoveWest;43;43;43;43;1;86
False;MoveSouthWest;MoveEast;MoveEast;MoveWest;43;43;43;43;1;87
False;MoveSouthWest;MoveEast;MoveEast;MoveWest;44;44;44;44;1;88
False;MoveWest;MoveEast;MoveEast;MoveWest;44;44;44;44;1;89
False;MoveWest;MoveEast;MoveEast;MoveWest;45;45;45;45;1;90
False;MoveWest;MoveEast;MoveEast;MoveWest;45;45;45;45;1;91
False;MoveWest;MoveEast;MoveEast;MoveWest;46;46;46;46;1;92
False;MoveWest;MoveEast;MoveEast;MoveWest;46;46;46;46;1;93
False;MoveWest;MoveEast;MoveEast;MoveWest;47;47;47;47;1;94
False;MoveWest;MoveEast;MoveEast;MoveNorthWest;47;47;47;47;1;95
False;MoveWest;MoveEast;MoveEast;MoveNorthWest;48;48;48;48;1;96
False;MoveSouthWest;MoveNorthEast;MoveNorthEast;MoveWest;48;48;48;48;1;97
False;MoveSouthWest;MoveNorthEast;MoveNorthEast;MoveWest;49;49;49;49;1;98
False;DropObject;MoveNorth;MoveNorth;OpenDoorAction;49;49;49;49;1;99
False;DropObject;MoveNorth;MoveNorth;OpenDoorAction;50;50;50;50;1;100
False;MoveNorthEast;MoveNorth;MoveNorth;MoveSouthEast;50;50;50;50;1;101
False;MoveNorthEast;MoveNorth;MoveNorth;MoveSouthEast;51;51;51;51;1;102
False;MoveEast;MoveNorth;MoveNorth;MoveEast;51;51;51;51;1;103
False;MoveEast;MoveNorth;MoveNorth;MoveEast;52;52;52;52;1;104
False;MoveEast;MoveNorth;MoveNorthWest;MoveEast;52;52;52;52;1;105
False;MoveEast;MoveNorth;MoveNorthWest;MoveEast;53;53;53;53;1;106
False;MoveEast;MoveNorth;MoveNorthWest;MoveEast;53;53;53;53;1;107
False;MoveEast;MoveNorth;MoveNorthWest;MoveEast;54;54;54;54;1;108
False;MoveEast;MoveNorth;MoveWest;MoveEast;54;54;54;54;1;109
False;MoveEast;MoveNorth;MoveWest;MoveEast;55;55;55;55;1;110
False;MoveNorthEast;MoveNorth;OpenDoorAction;MoveEast;55;55;55;55;1;111
False;MoveNorthEast;MoveNorth;OpenDoorAction;MoveEast;56;56;56;56;1;112
False;MoveNorth;MoveNorth;MoveNorth;MoveEast;56;56;56;56;1;113
False;MoveNorth;MoveNorth;MoveNorth;MoveEast;57;57;57;57;1;114
False;MoveNorth;MoveNorth;GrabObject;MoveEast;57;57;57;57;1;115
False;MoveNorth;MoveNorth;GrabObject;MoveEast;58;58;58;58;1;116
False;MoveNorth;MoveNorthWest;MoveSouthEast;MoveSouthEast;58;58;58;58;1;117
False;MoveNorth;MoveNorthWest;MoveSouthEast;MoveSouthEast;59;59;59;59;1;118
False;MoveNorthWest;MoveNorthWest;MoveSouthEast;MoveSouth;59;59;59;59;1;119
False;MoveNorthWest;MoveNorthWest;MoveSouthEast;MoveSouth;60;60;60;60;1;120
False;MoveNorthWest;MoveWest;MoveSouthEast;MoveSouth;60;60;60;60;1;121
False;MoveNorthWest;MoveWest;MoveSouthEast;MoveSouth;61;61;61;61;1;122
False;MoveWest;OpenDoorAction;MoveSouth;MoveSouth;61;61;61;61;1;123
False;MoveWest;OpenDoorAction;MoveSouth;MoveSouth;62;62;62;62;1;124
False;OpenDoorAction;MoveNorth;MoveSouth;MoveSouthWest;62;62;62;62;1;125
False;OpenDoorAction;MoveNorth;MoveSouth;MoveSouthWest;63;63;63;63;1;126
False;MoveNorth;MoveNorthWest;MoveSouth;MoveWest;63;63;63;63;1;127
False;MoveNorth;MoveNorthWest;MoveSouth;MoveWest;64;64;64;64;1;128
False;MoveNorthWest;GrabObject;MoveSouthWest;MoveWest;64;64;64;64;1;129
False;MoveNorthWest;GrabObject;MoveSouthWest;MoveWest;65;65;65;65;1;130
False;MoveNorthWest;MoveSouthEast;MoveWest;MoveEast;65;65;65;65;1;131
False;MoveNorthWest;MoveSouthEast;MoveWest;MoveEast;66;66;66;66;1;132
False;MoveSouth;MoveSouthEast;MoveWest;MoveEast;66;66;66;66;1;133
False;MoveSouth;MoveSouthEast;MoveWest;MoveEast;67;67;67;67;1;134
False;MoveNorthEast;MoveSouthEast;OpenDoorAction;MoveNorthEast;67;67;67;67;1;135
False;MoveNorthEast;MoveSouthEast;OpenDoorAction;MoveNorthEast;68;68;68;68;1;136
False;MoveSouth;MoveSouthEast;MoveNorth;MoveNorth;68;68;68;68;1;137
False;MoveSouth;MoveSouthEast;MoveNorth;MoveNorth;69;69;69;69;1;138
False;MoveNorthEast;MoveSouth;MoveNorthWest;MoveNorth;69;69;69;69;1;139
False;MoveNorthEast;MoveSouth;MoveNorthWest;MoveNorth;70;70;70;70;1;140
False;MoveSouth;MoveSouth;MoveNorthWest;MoveNorth;70;70;70;70;1;141
False;MoveSouth;MoveSouth;MoveNorthWest;MoveNorth;71;71;71;71;1;142
False;MoveNorthEast;MoveSouth;MoveSouth;MoveNorthWest;71;71;71;71;1;143
False;MoveNorthEast;MoveSouth;MoveSouth;MoveNorthWest;72;72;72;72;1;144
False;MoveSouth;MoveSouth;MoveNorthEast;MoveWest;72;72;72;72;1;145
False;MoveSouth;MoveSouth;MoveNorthEast;MoveWest;73;73;73;73;1;146
False;MoveSouthWest;MoveSouth;MoveSouth;MoveWest;73;73;73;73;1;147
False;MoveSouthWest;MoveSouth;MoveSouth;MoveWest;74;74;74;74;1;148
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveWest;74;74;74;74;1;149
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveWest;75;75;75;75;1;150
False;MoveEast;MoveSouth;GrabObject;MoveWest;75;75;75;75;1;151
False;MoveEast;MoveSouth;GrabObject;MoveWest;76;76;76;76;1;152
False;MoveNorthEast;MoveSouth;MoveSouth;MoveWest;76;76;76;76;1;153
False;MoveNorthEast;MoveSouth;MoveSouth;MoveWest;77;77;77;77;1;154
False;MoveNorth;MoveSouth;MoveSouth;MoveWest;77;77;77;77;1;155
False;MoveNorth;MoveSouth;MoveSouth;MoveWest;78;78;78;78;1;156
False;MoveNorth;MoveSouthWest;MoveSouthWest;MoveWest;78;78;78;78;1;157
False;MoveNorth;MoveSouthWest;MoveSouthWest;MoveWest;79;79;79;79;1;158
False;MoveNorth;MoveWest;MoveSouthWest;MoveWest;79;79;79;79;1;159
False;MoveNorth;MoveWest;MoveSouthWest;MoveWest;80;80;80;80;1;160
False;MoveNorthWest;MoveWest;MoveSouthWest;MoveWest;80;80;80;80;1;161
False;MoveNorthWest;MoveWest;MoveSouthWest;MoveWest;81;81;81;81;1;162
False;MoveWest;MoveSouthWest;DropObject;MoveWest;81;81;81;81;1;163
False;MoveWest;MoveSouthWest;DropObject;MoveWest;82;82;82;82;1;164
False;MoveWest;MoveWest;MoveNorth;MoveWest;82;82;82;82;1;165
False;MoveWest;MoveWest;MoveNorth;MoveWest;83;83;83;83;1;166
False;MoveWest;MoveSouthWest;DropObject;MoveWest;83;83;83;83;1;167
False;MoveWest;MoveSouthWest;DropObject;MoveWest;84;84;84;84;1;168
False;MoveWest;MoveWest;MoveNorthWest;MoveNorthWest;84;84;84;84;1;169
False;MoveWest;MoveWest;MoveNorthWest;MoveNorthWest;85;85;85;85;1;170
False;MoveWest;MoveWest;MoveWest;MoveWest;85;85;85;85;1;171
False;MoveWest;MoveWest;MoveWest;MoveWest;86;86;86;86;1;172
False;MoveWest;MoveSouthWest;MoveWest;OpenDoorAction;86;86;86;86;1;173
False;MoveWest;MoveSouthWest;MoveWest;OpenDoorAction;87;87;87;87;1;174
False;MoveWest;DropObject;MoveWest;MoveWest;87;87;87;87;1;175
False;MoveWest;DropObject;MoveWest;MoveWest;88;88;88;88;1;176
False;MoveWest;MoveEast;MoveWest;MoveWest;88;88;88;88;1;177
False;MoveWest;MoveEast;MoveWest;MoveWest;89;89;89;89;1;178
False;MoveWest;MoveNorthEast;MoveWest;MoveWest;89;89;89;89;1;179
False;MoveWest;MoveNorthEast;MoveWest;MoveWest;90;90;90;90;1;180
False;MoveWest;MoveEast;MoveWest;MoveNorthWest;90;90;90;90;1;181
False;MoveWest;MoveEast;MoveWest;MoveNorthWest;91;91;91;91;1;182
False;MoveWest;GrabObject;MoveWest;MoveNorth;91;91;91;91;1;183
False;MoveWest;GrabObject;MoveWest;MoveNorth;92;92;92;92;1;184
False;MoveWest;MoveWest;MoveWest;MoveNorth;92;92;92;92;1;185
False;MoveWest;MoveWest;MoveWest;MoveNorth;93;93;93;93;1;186
False;MoveNorthWest;MoveWest;MoveWest;MoveNorth;93;93;93;93;1;187
False;MoveNorthWest;MoveWest;MoveWest;MoveNorth;94;94;94;94;1;188
False;MoveWest;MoveWest;MoveWest;MoveNorthEast;94;94;94;94;1;189
False;MoveWest;MoveWest;MoveWest;MoveNorthEast;95;95;95;95;1;190
False;OpenDoorAction;DropObject;MoveWest;MoveEast;95;95;95;95;1;191
False;OpenDoorAction;DropObject;MoveWest;MoveEast;96;96;96;96;1;192
False;MoveNorth;MoveEast;MoveNorthWest;MoveNorthEast;96;96;96;96;1;193
False;MoveNorth;MoveEast;MoveNorthWest;MoveNorthEast;97;97;97;97;1;194
False;MoveNorthWest;MoveNorthEast;MoveNorth;MoveEast;97;97;97;97;1;195
False;MoveNorthWest;MoveNorthEast;MoveNorth;MoveEast;98;98;98;98;1;196
False;MoveNorthWest;MoveEast;MoveNorth;OpenDoorAction;98;98;98;98;1;197
False;MoveNorthWest;MoveEast;MoveNorth;OpenDoorAction;99;99;99;99;1;198
False;GrabObject;GrabObject;MoveNorth;MoveSouthWest;99;99;99;99;1;199
False;GrabObject;GrabObject;MoveNorth;MoveSouthWest;100;100;100;100;1;200
False;MoveSouthEast;MoveWest;MoveNorth;MoveWest;100;100;100;100;1;201
False;MoveSouthEast;MoveWest;MoveNorth;MoveWest;101;101;101;101;1;202
False;MoveSouthEast;MoveWest;MoveNorth;MoveWest;101;101;101;101;1;203
False;MoveSouthEast;MoveWest;MoveNorth;MoveWest;102;102;102;102;1;204
False;MoveSouthWest;MoveWest;MoveNorth;MoveSouthWest;102;102;102;102;1;205
False;MoveSouthWest;MoveWest;MoveNorth;MoveSouthWest;103;103;103;103;1;206
False;MoveSouthWest;DropObject;MoveNorth;MoveSouth;103;103;103;103;1;207
True;MoveSouthWest;DropObject;MoveNorth;MoveSouth;104;104;104;104;1;208
