done;baseagent_acts;baseagent1_acts;baseagent2_acts;baseagent3_acts;baseagent_mssg;baseagent1_mssg;baseagent2_mssg;baseagent3_mssg;world_nr;tick_nr
False;MoveEast;MoveEast;MoveSouthWest;MoveSouthEast;1;1;4;4;1;49
False;MoveEast;MoveEast;MoveSouthWest;MoveSouthEast;1;1;4;4;1;50
False;MoveEast;MoveEast;MoveSouth;MoveSouthEast;1;1;4;4;1;51
False;MoveEast;MoveEast;MoveSouth;MoveSouthEast;1;1;4;4;1;52
False;MoveEast;MoveEast;MoveSouth;MoveSouthEast;1;1;4;4;1;53
False;MoveEast;MoveEast;MoveSouth;MoveSouthEast;1;1;4;4;1;54
False;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;4;4;1;55
False;MoveEast;MoveEast;MoveSouth;MoveEast;1;1;4;4;1;56
False;OpenDoorAction;OpenDoorAction;MoveSouthEast;MoveEast;1;1;4;4;1;57
False;OpenDoorAction;OpenDoorAction;MoveSouthEast;MoveEast;2;2;4;4;1;58
False;MoveNorth;MoveNorth;MoveEast;MoveEast;2;2;4;4;1;59
False;MoveNorth;MoveNorth;MoveEast;MoveEast;3;3;4;4;1;60
False;GrabObject;MoveNorthWest;MoveEast;MoveEast;3;3;4;4;1;61
False;GrabObject;MoveNorthWest;MoveEast;MoveEast;4;3;4;4;1;62
False;MoveSouthEast;MoveNorthWest;MoveEast;MoveEast;4;3;4;4;1;63
False;MoveSouthEast;MoveNorthWest;MoveEast;MoveEast;4;3;4;4;1;64
False;MoveSouthEast;MoveSouth;MoveEast;MoveEast;4;3;4;4;1;65
False;MoveSouthEast;MoveSouth;MoveEast;MoveEast;4;3;4;4;1;66
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveSouthEast;4;3;4;4;1;67
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveSouthEast;4;3;4;4;1;68
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;4;3;4;4;1;69
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;4;3;4;4;1;70
False;MoveSouth;MoveNorthEast;MoveEast;MoveSouth;4;3;4;4;1;71
False;MoveSouth;MoveNorthEast;MoveEast;MoveSouth;4;3;4;4;1;72
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;4;3;4;4;1;73
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;4;3;4;4;1;74
False;MoveSouthWest;MoveNorthEast;MoveSouthEast;MoveSouth;4;3;4;4;1;75
False;MoveSouthWest;MoveNorthEast;MoveSouthEast;MoveSouth;4;3;4;4;1;76
False;MoveWest;MoveSouth;MoveEast;MoveSouth;4;3;4;4;1;77
False;MoveWest;MoveSouth;MoveEast;MoveSouth;4;3;4;4;1;78
False;MoveWest;MoveSouthWest;MoveEast;MoveSouth;4;3;4;4;1;79
False;MoveWest;MoveSouthWest;MoveEast;MoveSouth;4;4;4;4;1;80
False;MoveWest;MoveSouthEast;MoveSouthEast;MoveSouth;4;4;4;4;1;81
False;MoveWest;MoveSouthEast;MoveSouthEast;MoveSouth;4;4;4;4;1;82
False;MoveWest;MoveEast;DropObject;MoveSouth;4;4;4;4;1;83
False;MoveWest;MoveEast;DropObject;MoveSouth;4;4;5;4;1;84
False;MoveSouthWest;MoveEast;MoveNorthEast;MoveSouth;4;4;5;4;1;85
False;MoveSouthWest;MoveEast;MoveNorthEast;MoveSouth;4;4;6;4;1;86
False;DropObject;MoveEast;MoveNorthEast;MoveSouthWest;4;4;6;4;1;87
False;DropObject;MoveEast;MoveNorthEast;MoveSouthWest;5;4;6;4;1;88
False;MoveNorthWest;MoveEast;MoveEast;MoveWest;5;4;6;4;1;89
False;MoveNorthWest;MoveEast;MoveEast;MoveWest;6;4;6;4;1;90
False;MoveWest;MoveEast;MoveEast;MoveWest;6;4;6;4;1;91
False;MoveWest;MoveEast;MoveEast;MoveWest;6;4;6;4;1;92
False;MoveWest;MoveEast;MoveEast;MoveWest;6;4;6;4;1;93
False;MoveWest;MoveEast;MoveEast;MoveWest;6;4;6;4;1;94
False;MoveWest;MoveEast;MoveNorthEast;MoveWest;6;4;6;4;1;95
False;MoveWest;MoveEast;MoveNorthEast;MoveWest;6;4;6;4;1;96
False;MoveWest;MoveNorthEast;MoveNorth;MoveSouthWest;6;4;6;4;1;97
False;MoveWest;MoveNorthEast;MoveNorth;MoveSouthWest;6;4;6;4;1;98
False;MoveWest;MoveNorth;MoveNorth;DropObject;6;4;6;4;1;99
False;MoveWest;MoveNorth;MoveNorth;DropObject;6;4;6;5;1;100
False;MoveWest;MoveNorth;MoveNorth;MoveNorthWest;6;4;6;5;1;101
False;MoveWest;MoveNorth;MoveNorth;MoveNorthWest;6;4;6;6;1;102
False;MoveWest;MoveNorth;MoveNorthWest;MoveWest;6;4;6;6;1;103
False;MoveWest;MoveNorth;MoveNorthWest;MoveWest;6;4;6;6;1;104
False;MoveWest;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;105
False;MoveWest;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;106
False;MoveWest;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;107
False;MoveWest;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;108
False;MoveWest;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;109
False;MoveWest;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;110
False;MoveWest;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;111
False;MoveWest;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;112
False;MoveNorthWest;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;113
False;MoveNorthWest;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;114
False;MoveNorth;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;115
False;MoveNorth;MoveNorth;MoveWest;MoveWest;6;4;6;6;1;116
False;MoveNorth;MoveNorthWest;MoveNorthWest;MoveWest;6;4;6;6;1;117
False;MoveNorth;MoveNorthWest;MoveNorthWest;MoveWest;6;4;6;6;1;118
False;MoveNorth;MoveNorthWest;MoveWest;MoveWest;6;4;6;6;1;119
False;MoveNorth;MoveNorthWest;MoveWest;MoveWest;6;4;6;6;1;120
False;MoveNorth;MoveWest;OpenDoorAction;MoveWest;6;4;6;6;1;121
False;MoveNorth;MoveWest;OpenDoorAction;MoveWest;6;4;7;6;1;122
False;MoveNorth;OpenDoorAction;MoveNorth;MoveWest;6;4;7;6;1;123
False;MoveNorth;OpenDoorAction;MoveNorth;MoveWest;6;5;8;6;1;124
False;MoveNorth;MoveNorth;MoveNorthWest;MoveNorthWest;6;5;8;6;1;125
False;MoveNorth;MoveNorth;MoveNorthWest;MoveNorthWest;6;6;8;6;1;126
False;MoveNorth;MoveNorthWest;MoveNorthWest;MoveNorth;6;6;8;6;1;127
False;MoveNorth;MoveNorthWest;MoveNorthWest;MoveNorth;6;6;8;6;1;128
False;MoveNorth;GrabObject;GrabObject;MoveNorth;6;6;8;6;1;129
False;MoveNorth;GrabObject;GrabObject;MoveNorth;6;7;9;6;1;130
False;MoveNorth;MoveSouthEast;MoveSouthEast;MoveNorth;6;7;9;6;1;131
False;MoveNorth;MoveSouthEast;MoveSouthEast;MoveNorth;6;7;9;6;1;132
False;MoveNorthEast;MoveSouthEast;MoveSouthEast;MoveNorth;6;7;9;6;1;133
False;MoveNorthEast;MoveSouthEast;MoveSouthEast;MoveNorth;6;7;9;6;1;134
False;MoveEast;MoveSouthEast;MoveSouthEast;MoveNorth;6;7;9;6;1;135
False;MoveEast;MoveSouthEast;MoveSouthEast;MoveNorth;6;7;9;6;1;136
False;MoveNorthEast;MoveSouthEast;MoveSouthEast;MoveNorth;6;7;9;6;1;137
False;MoveNorthEast;MoveSouthEast;MoveSouthEast;MoveNorth;6;7;9;6;1;138
False;MoveEast;MoveSouth;MoveEast;MoveNorth;6;7;9;6;1;139
False;MoveEast;MoveSouth;MoveEast;MoveNorth;6;7;9;6;1;140
False;OpenDoorAction;MoveSouth;MoveEast;MoveNorth;6;7;9;6;1;141
False;OpenDoorAction;MoveSouth;MoveEast;MoveNorth;7;7;9;6;1;142
False;MoveNorth;MoveSouth;MoveEast;MoveNorth;7;7;9;6;1;143
False;MoveNorth;MoveSouth;MoveEast;MoveNorth;8;7;9;6;1;144
False;MoveNorthWest;MoveSouth;MoveEast;MoveNorthEast;8;7;9;6;1;145
False;MoveNorthWest;MoveSouth;MoveEast;MoveNorthEast;8;7;9;6;1;146
False;MoveNorthWest;MoveSouth;MoveEast;MoveEast;8;7;9;6;1;147
False;MoveNorthWest;MoveSouth;MoveEast;MoveEast;8;7;9;6;1;148
False;GrabObject;MoveSouth;MoveEast;MoveNorthEast;8;7;9;6;1;149
False;GrabObject;MoveSouth;MoveEast;MoveNorthEast;9;7;9;6;1;150
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveEast;9;7;9;6;1;151
False;MoveSouthEast;MoveSouth;MoveSouthEast;MoveEast;9;7;9;6;1;152
False;MoveSouthEast;MoveSouth;MoveSouth;OpenDoorAction;9;7;9;6;1;153
False;MoveSouthEast;MoveSouth;MoveSouth;OpenDoorAction;9;7;9;7;1;154
False;MoveSouthWest;MoveSouth;MoveSouth;MoveNorth;9;7;9;7;1;155
False;MoveSouthWest;MoveSouth;MoveSouth;MoveNorth;9;7;9;8;1;156
False;MoveSouthWest;MoveSouthWest;MoveSouth;MoveNorthWest;9;7;9;8;1;157
False;MoveSouthWest;MoveSouthWest;MoveSouth;MoveNorthWest;9;7;9;8;1;158
False;MoveWest;MoveWest;MoveSouthWest;MoveNorthWest;9;7;9;8;1;159
False;MoveWest;MoveWest;MoveSouthWest;MoveNorthWest;9;7;9;8;1;160
False;MoveSouthWest;MoveWest;MoveWest;MoveSouth;9;7;9;8;1;161
False;MoveSouthWest;MoveWest;MoveWest;MoveSouth;9;7;9;8;1;162
False;MoveSouth;MoveSouthWest;MoveWest;MoveNorthEast;9;7;9;8;1;163
False;MoveSouth;MoveSouthWest;MoveWest;MoveNorthEast;9;7;9;8;1;164
False;MoveSouth;MoveWest;MoveWest;MoveSouth;9;7;9;8;1;165
False;MoveSouth;MoveWest;MoveWest;MoveSouth;9;7;9;8;1;166
False;MoveSouth;MoveSouthWest;MoveWest;MoveNorthEast;9;7;9;8;1;167
False;MoveSouth;MoveSouthWest;MoveWest;MoveNorthEast;9;7;9;8;1;168
False;MoveSouth;MoveWest;MoveSouthWest;MoveSouth;9;7;9;8;1;169
False;MoveSouth;MoveWest;MoveSouthWest;MoveSouth;9;7;9;8;1;170
False;MoveSouth;MoveWest;DropObject;MoveNorthEast;9;7;9;8;1;171
False;MoveSouth;MoveWest;DropObject;MoveNorthEast;9;7;10;8;1;172
False;MoveSouth;MoveSouthWest;MoveEast;MoveSouth;9;7;10;8;1;173
False;MoveSouth;MoveSouthWest;MoveEast;MoveSouth;9;7;11;8;1;174
