done;strongagent_acts;strongagent1_acts;strongagent2_acts;strongagent3_acts;strongagent_mssg;strongagent1_mssg;strongagent2_mssg;strongagent3_mssg;world_nr;tick_nr
False;MoveEast;MoveSouth;MoveEast;MoveSouth;1;4;5;5;1;48
False;MoveEast;MoveSouth;MoveEast;MoveSouthEast;1;4;5;5;1;49
False;MoveEast;MoveSouth;MoveEast;MoveSouthEast;1;4;5;5;1;50
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;4;5;5;1;51
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;4;5;5;1;52
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;4;5;5;1;53
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;4;5;5;1;54
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;4;5;5;1;55
False;MoveEast;MoveSouth;MoveEast;MoveEast;1;4;5;5;1;56
False;OpenDoorAction;MoveSouth;MoveEast;MoveEast;1;4;5;5;1;57
False;OpenDoorAction;MoveSouth;MoveEast;MoveEast;2;4;5;5;1;58
False;MoveNorth;MoveSouth;MoveEast;MoveEast;2;4;5;5;1;59
False;MoveNorth;MoveSouth;MoveEast;MoveEast;3;4;5;5;1;60
False;GrabObject;MoveSouthEast;MoveEast;MoveEast;3;4;5;5;1;61
False;GrabObject;MoveSouthEast;MoveEast;MoveEast;4;4;5;5;1;62
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;4;4;5;5;1;63
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;5;4;5;5;1;64
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;5;4;5;5;1;65
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;5;4;5;5;1;66
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;5;4;5;5;1;67
False;MoveSouthEast;MoveEast;MoveEast;MoveEast;5;4;5;5;1;68
False;MoveSouth;MoveSouthEast;MoveEast;OpenDoorAction;5;4;5;5;1;69
False;MoveSouth;MoveSouthEast;MoveEast;OpenDoorAction;5;4;5;6;1;70
False;MoveSouth;MoveEast;MoveNorthEast;MoveNorth;5;4;5;6;1;71
False;MoveSouth;MoveEast;MoveNorthEast;MoveNorth;5;4;5;7;1;72
False;MoveSouth;MoveSouthEast;MoveNorth;MoveNorthWest;5;4;5;7;1;73
False;MoveSouth;MoveSouthEast;MoveNorth;MoveNorthWest;5;4;5;7;1;74
False;MoveSouthWest;MoveEast;MoveNorth;MoveNorthWest;5;4;5;7;1;75
False;MoveSouthWest;MoveEast;MoveNorth;MoveNorthWest;5;4;5;7;1;76
False;MoveWest;MoveEast;MoveNorth;GrabObject;5;4;5;7;1;77
False;MoveWest;MoveEast;MoveNorth;GrabObject;5;4;5;8;1;78
False;MoveWest;MoveSouthEast;MoveNorthWest;MoveSouthEast;5;4;5;8;1;79
False;MoveWest;MoveSouthEast;MoveNorthWest;MoveSouthEast;5;4;5;9;1;80
False;MoveWest;DropObject;MoveNorthWest;MoveSouthEast;5;4;5;9;1;81
False;MoveWest;DropObject;MoveNorthWest;MoveSouthEast;5;5;5;9;1;82
False;MoveWest;MoveNorth;MoveWest;MoveSouthEast;5;5;5;9;1;83
False;MoveWest;MoveNorth;MoveWest;MoveSouthEast;5;6;5;9;1;84
False;MoveWest;MoveNorth;OpenDoorAction;MoveEast;5;6;5;9;1;85
False;MoveWest;MoveNorth;OpenDoorAction;MoveEast;5;6;6;9;1;86
False;MoveWest;MoveNorth;MoveNorth;MoveEast;5;6;6;9;1;87
False;MoveWest;MoveNorth;MoveNorth;MoveEast;5;6;7;9;1;88
False;MoveWest;OpenDoorAction;MoveNorthWest;MoveEast;5;6;7;9;1;89
False;MoveWest;OpenDoorAction;MoveNorthWest;MoveEast;5;7;7;9;1;90
False;MoveWest;MoveNorth;GrabObject;MoveEast;5;7;7;9;1;91
False;MoveWest;MoveNorth;GrabObject;MoveEast;5;8;8;9;1;92
False;OpenDoorAction;MoveNorthWest;MoveSouthEast;MoveEast;5;8;8;9;1;93
False;OpenDoorAction;MoveNorthWest;MoveSouthEast;MoveEast;6;8;8;9;1;94
False;MoveNorth;MoveNorthWest;MoveSouthEast;MoveEast;6;8;8;9;1;95
False;MoveNorth;MoveNorthWest;MoveSouthEast;MoveEast;7;8;8;9;1;96
False;MoveNorthWest;MoveSouth;MoveSouthEast;MoveEast;7;8;8;9;1;97
False;MoveNorthWest;MoveSouth;MoveSouthEast;MoveEast;7;8;8;9;1;98
False;MoveNorthWest;MoveNorthEast;MoveSouthEast;MoveNorthEast;7;8;8;9;1;99
False;MoveNorthWest;MoveNorthEast;MoveSouthEast;MoveNorthEast;7;8;8;9;1;100
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;7;8;8;9;1;101
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;7;8;8;9;1;102
False;MoveNorthEast;MoveNorthEast;MoveSouth;MoveNorth;7;8;8;9;1;103
False;MoveNorthEast;MoveNorthEast;MoveSouth;MoveNorth;7;8;8;9;1;104
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;7;8;8;9;1;105
False;MoveSouth;MoveSouth;MoveSouth;MoveNorth;7;8;8;9;1;106
False;MoveNorthEast;MoveNorthEast;MoveSouth;MoveNorthWest;7;8;8;9;1;107
False;MoveNorthEast;MoveNorthEast;MoveSouth;MoveNorthWest;7;8;8;9;1;108
False;MoveSouth;MoveSouth;MoveSouth;MoveNorthWest;7;8;8;9;1;109
False;MoveSouth;MoveSouth;MoveSouth;MoveNorthWest;7;8;8;9;1;110
False;MoveNorthEast;MoveSouthWest;MoveSouth;MoveWest;7;8;8;9;1;111
False;MoveNorthEast;MoveSouthWest;MoveSouth;MoveWest;7;9;8;9;1;112
False;MoveSouth;MoveSouthEast;MoveSouth;OpenDoorAction;7;9;8;9;1;113
False;MoveSouth;MoveSouthEast;MoveSouth;OpenDoorAction;7;9;8;10;1;114
False;MoveSouthWest;MoveEast;MoveSouth;MoveNorth;7;9;8;10;1;115
False;MoveSouthWest;MoveEast;MoveSouth;MoveNorth;8;9;8;11;1;116
False;MoveSouthEast;MoveEast;MoveSouth;MoveNorthWest;8;9;8;11;1;117
False;MoveSouthEast;MoveEast;MoveSouth;MoveNorthWest;8;9;8;11;1;118
False;MoveEast;MoveEast;MoveSouthWest;MoveNorthWest;8;9;8;11;1;119
False;MoveEast;MoveEast;MoveSouthWest;MoveNorthWest;8;9;8;11;1;120
False;MoveEast;MoveEast;MoveSouthWest;MoveSouth;8;9;8;11;1;121
False;MoveEast;MoveEast;MoveSouthWest;MoveSouth;8;9;8;11;1;122
False;MoveEast;MoveEast;MoveSouthWest;MoveNorthEast;8;9;8;11;1;123
False;MoveEast;MoveEast;MoveSouthWest;MoveNorthEast;8;9;8;11;1;124
False;MoveEast;OpenDoorAction;MoveWest;MoveSouth;8;9;8;11;1;125
False;MoveEast;OpenDoorAction;MoveWest;MoveSouth;8;10;8;11;1;126
False;MoveEast;MoveNorth;MoveWest;MoveNorthEast;8;10;8;11;1;127
False;MoveEast;MoveNorth;MoveWest;MoveNorthEast;8;11;8;11;1;128
False;OpenDoorAction;MoveNorthWest;MoveSouthWest;MoveSouth;8;11;8;11;1;129
False;OpenDoorAction;MoveNorthWest;MoveSouthWest;MoveSouth;9;11;8;11;1;130
False;MoveNorth;MoveNorthWest;DropObject;MoveNorthEast;9;11;8;11;1;131
False;MoveNorth;MoveNorthWest;DropObject;MoveNorthEast;10;11;9;11;1;132
False;MoveNorthWest;MoveSouth;MoveWest;MoveSouth;10;11;9;11;1;133
False;MoveNorthWest;MoveSouth;MoveWest;MoveSouth;10;11;9;11;1;134
False;MoveNorthWest;MoveNorthEast;MoveNorthWest;MoveSouthWest;10;11;9;11;1;135
False;MoveNorthWest;MoveNorthEast;MoveNorthWest;MoveSouthWest;10;11;9;12;1;136
False;MoveSouth;MoveSouth;MoveWest;MoveSouthWest;10;11;9;12;1;137
False;MoveSouth;MoveSouth;MoveWest;MoveSouthWest;10;11;9;12;1;138
False;MoveNorthEast;MoveNorthEast;DropObject;MoveWest;10;11;9;12;1;139
False;MoveNorthEast;MoveNorthEast;DropObject;MoveWest;10;11;10;12;1;140
False;MoveSouth;GrabObject;MoveWest;MoveWest;10;11;10;12;1;141
False;MoveSouth;GrabObject;MoveWest;MoveWest;10;12;11;12;1;142
False;MoveNorthEast;MoveSouth;MoveWest;MoveWest;10;12;11;12;1;143
False;MoveNorthEast;MoveSouth;MoveWest;MoveWest;10;12;11;12;1;144
False;MoveSouth;MoveSouth;MoveNorthWest;MoveWest;10;12;11;12;1;145
False;MoveSouth;MoveSouth;MoveNorthWest;MoveWest;10;12;11;12;1;146
False;MoveNorthEast;MoveSouthWest;MoveWest;MoveWest;10;12;11;12;1;147
False;MoveNorthEast;MoveSouthWest;MoveWest;MoveWest;10;12;11;12;1;148
False;MoveSouth;MoveWest;MoveNorthWest;OpenDoorAction;10;12;11;12;1;149
False;MoveSouth;MoveWest;MoveNorthWest;OpenDoorAction;10;12;11;13;1;150
False;MoveSouthWest;MoveSouthWest;MoveWest;MoveNorth;10;12;11;13;1;151
False;MoveSouthWest;MoveSouthWest;MoveWest;MoveNorth;11;12;11;14;1;152
False;MoveSouthWest;MoveWest;OpenDoorAction;MoveNorthWest;11;12;11;14;1;153
False;MoveSouthWest;MoveWest;OpenDoorAction;MoveNorthWest;11;12;12;14;1;154
False;MoveWest;MoveWest;MoveNorth;MoveNorthWest;11;12;12;14;1;155
False;MoveWest;MoveWest;MoveNorth;MoveNorthWest;11;12;13;14;1;156
False;MoveWest;MoveSouthWest;MoveNorthWest;MoveSouth;11;12;13;14;1;157
False;MoveWest;MoveSouthWest;MoveNorthWest;MoveSouth;11;12;13;14;1;158
False;MoveWest;DropObject;MoveNorthWest;MoveNorthEast;11;12;13;14;1;159
False;MoveWest;DropObject;MoveNorthWest;MoveNorthEast;11;13;13;14;1;160
False;MoveWest;MoveEast;MoveSouth;GrabObject;11;13;13;14;1;161
False;MoveWest;MoveEast;MoveSouth;GrabObject;11;14;13;15;1;162
False;MoveWest;MoveEast;MoveNorthEast;MoveSouth;11;14;13;15;1;163
False;MoveWest;MoveEast;MoveNorthEast;MoveSouth;11;14;13;15;1;164
False;MoveWest;MoveNorthEast;MoveSouth;MoveSouthEast;11;14;13;15;1;165
False;MoveWest;MoveNorthEast;MoveSouth;MoveSouthEast;11;14;13;15;1;166
False;MoveWest;MoveEast;MoveNorthEast;MoveSouthEast;11;14;13;15;1;167
False;MoveWest;MoveEast;MoveNorthEast;MoveSouthEast;11;14;13;15;1;168
False;MoveWest;MoveNorthEast;MoveSouth;MoveSouthEast;11;14;13;15;1;169
False;MoveWest;MoveNorthEast;MoveSouth;MoveSouthEast;11;14;13;15;1;170
False;MoveWest;MoveEast;MoveNorthEast;MoveEast;11;14;13;15;1;171
False;MoveWest;MoveEast;MoveNorthEast;MoveEast;11;14;13;15;1;172
False;MoveWest;OpenDoorAction;MoveSouth;MoveEast;11;14;13;15;1;173
False;MoveWest;OpenDoorAction;MoveSouth;MoveEast;11;15;13;15;1;174
False;MoveWest;MoveNorth;MoveSouthWest;MoveEast;11;15;13;15;1;175
False;MoveWest;MoveNorth;MoveSouthWest;MoveEast;11;16;14;15;1;176
False;OpenDoorAction;MoveNorthWest;MoveSouthEast;MoveEast;11;16;14;15;1;177
False;OpenDoorAction;MoveNorthWest;MoveSouthEast;MoveEast;12;16;14;15;1;178
False;MoveNorth;MoveNorthWest;MoveEast;MoveEast;12;16;14;15;1;179
False;MoveNorth;MoveNorthWest;MoveEast;MoveEast;13;16;14;15;1;180
False;MoveNorthWest;MoveSouth;MoveEast;MoveEast;13;16;14;15;1;181
False;MoveNorthWest;MoveSouth;MoveEast;MoveEast;13;16;14;15;1;182
False;MoveNorthWest;MoveNorthEast;MoveEast;MoveSouthEast;13;16;14;15;1;183
False;MoveNorthWest;MoveNorthEast;MoveEast;MoveSouthEast;13;16;14;15;1;184
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;13;16;14;15;1;185
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;13;16;14;15;1;186
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveSouth;13;16;14;15;1;187
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveSouth;13;16;14;15;1;188
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;13;16;14;15;1;189
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;13;16;14;15;1;190
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveSouth;13;16;14;15;1;191
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveSouth;13;16;14;15;1;192
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;13;16;14;15;1;193
False;MoveSouth;MoveSouth;MoveEast;MoveSouth;13;16;14;15;1;194
False;MoveNorthEast;MoveSouthWest;MoveEast;MoveSouth;13;16;14;15;1;195
False;MoveNorthEast;MoveSouthWest;MoveEast;MoveSouth;13;17;14;15;1;196
False;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;13;17;14;15;1;197
False;MoveSouth;MoveSouthEast;MoveEast;MoveSouth;13;17;14;15;1;198
False;MoveSouthWest;MoveEast;MoveEast;MoveSouth;13;17;14;15;1;199
False;MoveSouthWest;MoveEast;MoveEast;MoveSouth;13;17;14;15;1;200
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveSouth;13;17;14;15;1;201
False;MoveSouthEast;MoveNorthEast;MoveEast;MoveSouth;13;17;14;15;1;202
False;MoveEast;MoveNorth;MoveEast;MoveSouthWest;13;17;14;15;1;203
False;MoveEast;MoveNorth;MoveEast;MoveSouthWest;13;17;14;15;1;204
False;MoveEast;MoveNorth;MoveNorthEast;MoveWest;13;17;14;15;1;205
False;MoveEast;MoveNorth;MoveNorthEast;MoveWest;13;17;14;15;1;206
False;MoveEast;MoveNorth;MoveNorth;MoveWest;13;17;14;15;1;207
False;MoveEast;MoveNorth;MoveNorth;MoveWest;13;17;14;15;1;208
False;MoveEast;MoveNorth;MoveNorth;MoveWest;13;17;14;15;1;209
False;MoveEast;MoveNorth;MoveNorth;MoveWest;13;17;14;15;1;210
False;MoveSouthEast;MoveNorth;MoveNorth;MoveWest;13;17;14;15;1;211
False;MoveSouthEast;MoveNorth;MoveNorth;MoveWest;13;17;14;15;1;212
False;DropObject;MoveNorth;MoveNorthWest;MoveWest;13;17;14;15;1;213
True;DropObject;MoveNorth;MoveNorthWest;MoveWest;14;17;14;15;1;214
