done;liaragent_acts;strongagent0_acts;blindagent_acts;lazyagent0_acts;liaragent_mssg;strongagent0_mssg;blindagent_mssg;lazyagent0_mssg;world_nr;tick_nr
False;MoveSouth;MoveSouth;OpenDoorAction;MoveEast;11;11;11;11;1;22
False;MoveSouth;MoveSouth;MoveNorth;MoveEast;11;11;11;11;1;23
False;MoveSouth;MoveSouth;MoveNorth;MoveEast;12;12;12;12;1;24
False;MoveSouthEast;MoveSouthEast;MoveNorthWest;MoveEast;12;12;12;12;1;25
False;MoveSouthEast;MoveSouthEast;MoveNorthWest;MoveEast;13;13;13;13;1;26
False;MoveEast;MoveEast;GrabObject;MoveEast;13;13;13;13;1;27
False;MoveEast;MoveEast;GrabObject;MoveEast;14;14;14;14;1;28
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;14;14;14;14;1;29
False;MoveEast;MoveEast;MoveSouthEast;MoveEast;15;15;15;15;1;30
False;MoveEast;MoveEast;MoveSouthWest;MoveEast;15;15;15;15;1;31
False;MoveEast;MoveEast;MoveSouthWest;MoveEast;16;16;16;16;1;32
False;OpenDoorAction;OpenDoorAction;MoveSouthWest;OpenDoorAction;16;16;16;16;1;33
False;OpenDoorAction;OpenDoorAction;MoveSouthWest;OpenDoorAction;17;17;17;17;1;34
False;MoveNorth;MoveNorth;MoveWest;MoveNorth;17;17;17;17;1;35
False;MoveNorth;MoveNorth;MoveWest;MoveNorth;18;18;18;18;1;36
False;MoveNorthWest;MoveNorthWest;MoveSouthWest;MoveNorthWest;18;18;18;18;1;37
False;MoveNorthWest;MoveNorthWest;MoveSouthWest;MoveNorthWest;19;19;19;19;1;38
False;GrabObject;GrabObject;MoveSouth;MoveNorthWest;19;19;19;19;1;39
False;GrabObject;GrabObject;MoveSouth;MoveNorthWest;20;20;20;20;1;40
False;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;20;20;20;20;1;41
False;MoveSouthEast;MoveSouthEast;MoveSouth;MoveSouth;21;21;21;21;1;42
False;MoveSouthWest;MoveSouthEast;MoveSouth;MoveNorthEast;21;21;21;21;1;43
False;MoveSouthWest;MoveSouthEast;MoveSouth;MoveNorthEast;22;22;22;22;1;44
False;MoveSouthWest;MoveEast;MoveSouth;GrabObject;22;22;22;22;1;45
False;MoveSouthWest;MoveEast;MoveSouth;GrabObject;23;23;23;23;1;46
False;MoveWest;MoveEast;MoveSouth;MoveSouth;23;23;23;23;1;47
False;MoveWest;MoveEast;MoveSouth;MoveSouth;24;24;24;24;1;48
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouthEast;24;24;24;24;1;49
False;MoveSouthWest;MoveEast;MoveSouth;MoveSouthEast;25;25;25;25;1;50
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;25;25;25;25;1;51
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;26;26;26;26;1;52
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;26;26;26;26;1;53
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;27;27;27;27;1;54
False;MoveSouth;OpenDoorAction;MoveSouth;MoveEast;27;27;27;27;1;55
False;MoveSouth;OpenDoorAction;MoveSouth;MoveEast;28;28;28;28;1;56
False;MoveSouthEast;MoveNorth;MoveSouthEast;MoveEast;28;28;28;28;1;57
False;MoveSouthEast;MoveNorth;MoveSouthEast;MoveEast;29;29;29;29;1;58
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;29;29;29;29;1;59
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;30;30;30;30;1;60
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;30;30;30;30;1;61
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;31;31;31;31;1;62
False;MoveEast;GrabObject;MoveEast;MoveEast;31;31;31;31;1;63
False;MoveEast;GrabObject;MoveEast;MoveEast;32;32;32;32;1;64
False;MoveEast;MoveSouthEast;MoveEast;MoveEast;32;32;32;32;1;65
False;MoveEast;MoveSouthEast;MoveEast;MoveEast;33;33;33;33;1;66
False;MoveEast;MoveSouthEast;MoveEast;MoveSouthEast;33;33;33;33;1;67
False;MoveEast;MoveSouthEast;MoveEast;MoveSouthEast;34;34;34;34;1;68
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;34;34;34;34;1;69
False;MoveEast;MoveSouthEast;MoveEast;MoveSouth;35;35;35;35;1;70
False;MoveEast;MoveSouthEast;MoveSouthEast;MoveSouth;35;35;35;35;1;71
False;MoveEast;MoveSouthEast;MoveSouthEast;MoveSouth;36;36;36;36;1;72
False;MoveEast;MoveEast;MoveEast;MoveSouth;36;36;36;36;1;73
False;MoveEast;MoveEast;MoveEast;MoveSouth;37;37;37;37;1;74
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;37;37;37;37;1;75
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;38;38;38;38;1;76
False;MoveEast;MoveEast;MoveEast;MoveSouth;38;38;38;38;1;77
False;MoveEast;MoveEast;MoveEast;MoveSouth;39;39;39;39;1;78
False;MoveEast;MoveEast;MoveEast;MoveSouth;39;39;39;39;1;79
False;MoveEast;MoveEast;MoveEast;MoveSouth;40;40;40;40;1;80
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;40;40;40;40;1;81
False;MoveSouthEast;MoveEast;MoveSouthEast;MoveSouth;41;41;41;41;1;82
False;DropObject;MoveEast;DropObject;MoveSouth;41;41;41;41;1;83
False;DropObject;MoveEast;DropObject;MoveSouth;42;42;42;42;1;84
False;MoveWest;MoveSouthEast;MoveWest;MoveSouth;42;42;42;42;1;85
False;MoveWest;MoveSouthEast;MoveWest;MoveSouth;43;43;43;43;1;86
False;MoveWest;MoveSouth;MoveWest;MoveSouthWest;43;43;43;43;1;87
False;MoveWest;MoveSouth;MoveWest;MoveSouthWest;44;44;44;44;1;88
False;MoveWest;MoveSouth;MoveWest;MoveWest;44;44;44;44;1;89
False;MoveWest;MoveSouth;MoveWest;MoveWest;45;45;45;45;1;90
False;MoveWest;MoveSouth;MoveNorthWest;MoveWest;45;45;45;45;1;91
False;MoveWest;MoveSouth;MoveNorthWest;MoveWest;46;46;46;46;1;92
False;MoveWest;MoveSouthWest;MoveWest;MoveWest;46;46;46;46;1;93
False;MoveWest;MoveSouthWest;MoveWest;MoveWest;47;47;47;47;1;94
False;MoveNorthWest;MoveWest;MoveNorthWest;MoveWest;47;47;47;47;1;95
False;MoveNorthWest;MoveWest;MoveNorthWest;MoveWest;48;48;48;48;1;96
False;MoveWest;MoveWest;MoveWest;MoveSouthWest;48;48;48;48;1;97
False;MoveWest;MoveWest;MoveWest;MoveSouthWest;49;49;49;49;1;98
False;MoveNorthWest;MoveWest;MoveNorthWest;MoveWest;49;49;49;49;1;99
False;MoveNorthWest;MoveWest;MoveNorthWest;MoveWest;50;50;50;50;1;100
False;MoveWest;MoveWest;MoveWest;MoveNorthWest;50;50;50;50;1;101
False;MoveWest;MoveWest;MoveWest;MoveNorthWest;51;51;51;51;1;102
False;OpenDoorAction;MoveSouthWest;OpenDoorAction;MoveWest;51;51;51;51;1;103
False;OpenDoorAction;MoveSouthWest;OpenDoorAction;MoveWest;52;52;52;52;1;104
