done;strongagent_acts;strongagent1_acts;blindagent_acts;secondblind_acts;thirdblind_acts;fourthblind_acts;strongagent_mssg;strongagent1_mssg;blindagent_mssg;secondblind_mssg;thirdblind_mssg;fourthblind_mssg;world_nr;tick_nr
False;MoveSouthWest;MoveEast;MoveWest;MoveSouthWest;MoveNorthEast;MoveEast;7;5;4;4;3;4;1;87
False;MoveSouthWest;MoveEast;MoveWest;MoveSouthWest;MoveNorthEast;MoveEast;8;5;4;4;3;4;1;88
False;MoveSouthWest;MoveEast;MoveSouthWest;MoveSouthWest;MoveSouth;MoveEast;8;5;4;4;3;4;1;89
False;MoveSouthWest;MoveEast;MoveSouthWest;MoveSouthWest;MoveSouth;MoveEast;8;5;4;4;3;4;1;90
False;MoveWest;MoveEast;DropObject;MoveSouthWest;MoveSouthWest;MoveEast;8;5;4;4;3;4;1;91
False;MoveWest;MoveEast;DropObject;MoveSouthWest;MoveSouthWest;MoveEast;8;5;5;4;4;4;1;92
False;MoveWest;OpenDoorAction;MoveNorthEast;MoveWest;MoveSouthEast;MoveEast;8;5;5;4;4;4;1;93
False;MoveWest;OpenDoorAction;MoveNorthEast;MoveWest;MoveSouthEast;MoveEast;8;6;6;4;4;4;1;94
False;MoveNorthWest;MoveNorth;MoveNorthEast;MoveWest;MoveEast;MoveEast;8;6;6;4;4;4;1;95
False;MoveNorthWest;MoveNorth;MoveNorthEast;MoveWest;MoveEast;MoveEast;8;7;6;4;4;4;1;96
False;MoveNorth;MoveNorthWest;MoveNorthEast;MoveSouthWest;MoveNorthEast;MoveEast;8;7;6;4;4;4;1;97
False;MoveNorth;MoveNorthWest;MoveNorthEast;MoveSouthWest;MoveNorthEast;MoveEast;8;7;6;4;4;4;1;98
False;MoveNorth;MoveNorthWest;MoveEast;DropObject;MoveNorth;MoveNorthEast;8;7;6;4;4;4;1;99
False;MoveNorth;MoveNorthWest;MoveEast;DropObject;MoveNorth;MoveNorthEast;8;7;6;5;4;4;1;100
False;MoveNorth;MoveSouth;MoveEast;MoveNorthEast;MoveNorth;MoveNorth;8;7;6;5;4;4;1;101
False;MoveNorth;MoveSouth;MoveEast;MoveNorthEast;MoveNorth;MoveNorth;8;7;6;6;4;4;1;102
False;MoveNorth;MoveNorthEast;MoveNorthEast;MoveNorthEast;MoveNorth;MoveNorth;8;7;6;6;4;4;1;103
False;MoveNorth;MoveNorthEast;MoveNorthEast;MoveNorthEast;MoveNorth;MoveNorth;8;7;6;6;4;4;1;104
False;MoveNorth;MoveSouth;MoveNorth;MoveNorthEast;MoveNorthWest;MoveNorth;8;7;6;6;4;4;1;105
False;MoveNorth;MoveSouth;MoveNorth;MoveNorthEast;MoveNorthWest;MoveNorth;8;7;6;6;4;4;1;106
False;MoveNorth;MoveNorthEast;MoveNorth;MoveEast;MoveNorthWest;MoveNorthWest;8;7;6;6;4;4;1;107
False;MoveNorth;MoveNorthEast;MoveNorth;MoveEast;MoveNorthWest;MoveNorthWest;8;7;6;6;4;4;1;108
False;MoveNorth;MoveSouth;MoveNorth;MoveEast;MoveWest;MoveNorthWest;8;7;6;6;4;4;1;109
False;MoveNorth;MoveSouth;MoveNorth;MoveEast;MoveWest;MoveNorthWest;8;7;6;6;4;4;1;110
False;MoveNorth;MoveNorthEast;MoveNorthWest;MoveNorthEast;OpenDoorAction;MoveWest;8;7;6;6;4;4;1;111
False;MoveNorth;MoveNorthEast;MoveNorthWest;MoveNorthEast;OpenDoorAction;MoveWest;8;7;6;6;5;4;1;112
False;MoveNorth;MoveSouth;MoveNorthWest;MoveNorth;MoveNorth;OpenDoorAction;8;7;6;6;5;4;1;113
False;MoveNorth;MoveSouth;MoveNorthWest;MoveNorth;MoveNorth;OpenDoorAction;8;7;6;6;6;5;1;114
False;MoveNorthEast;MoveSouthWest;MoveWest;MoveNorth;GrabObject;MoveNorth;8;7;6;6;6;5;1;115
False;MoveNorthEast;MoveSouthWest;MoveWest;MoveNorth;GrabObject;MoveNorth;8;8;6;6;7;6;1;116
False;MoveEast;MoveSouthWest;OpenDoorAction;MoveNorth;MoveSouthEast;MoveNorthWest;8;8;6;6;7;6;1;117
False;MoveEast;MoveSouthWest;OpenDoorAction;MoveNorth;MoveSouthEast;MoveNorthWest;8;8;7;6;7;6;1;118
False;MoveNorthEast;MoveWest;MoveNorth;MoveNorthWest;MoveSouthEast;MoveNorthWest;8;8;7;6;7;6;1;119
False;MoveNorthEast;MoveWest;MoveNorth;MoveNorthWest;MoveSouthEast;MoveNorthWest;8;8;8;6;7;6;1;120
False;MoveEast;MoveWest;MoveNorthWest;MoveNorthWest;MoveSouthEast;MoveSouth;8;8;8;6;7;6;1;121
False;MoveEast;MoveWest;MoveNorthWest;MoveNorthWest;MoveSouthEast;MoveSouth;8;8;8;6;7;6;1;122
False;OpenDoorAction;MoveNorthWest;MoveNorthWest;MoveWest;MoveSouth;MoveNorthEast;8;8;8;6;7;6;1;123
False;OpenDoorAction;MoveNorthWest;MoveNorthWest;MoveWest;MoveSouth;MoveNorthEast;9;8;8;6;7;6;1;124
False;MoveNorth;MoveNorth;MoveSouth;OpenDoorAction;MoveSouth;MoveSouth;9;8;8;6;7;6;1;125
False;MoveNorth;MoveNorth;MoveSouth;OpenDoorAction;MoveSouth;MoveSouth;10;8;8;7;7;6;1;126
False;MoveNorthWest;MoveNorth;MoveNorthEast;MoveNorth;MoveSouth;MoveNorthEast;10;8;8;7;7;6;1;127
False;MoveNorthWest;MoveNorth;MoveNorthEast;MoveNorth;MoveSouth;MoveNorthEast;10;8;8;8;7;6;1;128
False;MoveNorthWest;MoveNorth;MoveSouth;MoveNorthWest;MoveSouthWest;MoveSouth;10;8;8;8;7;6;1;129
False;MoveNorthWest;MoveNorth;MoveSouth;MoveNorthWest;MoveSouthWest;MoveSouth;10;8;8;8;7;6;1;130
False;GrabObject;MoveNorth;MoveNorthEast;MoveNorthWest;MoveSouthWest;MoveNorthEast;10;8;8;8;7;6;1;131
False;GrabObject;MoveNorth;MoveNorthEast;MoveNorthWest;MoveSouthWest;MoveNorthEast;11;8;8;8;7;6;1;132
False;MoveSouthEast;MoveNorth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouth;11;8;8;8;7;6;1;133
False;MoveSouthEast;MoveNorth;MoveSouth;MoveSouth;MoveSouthWest;MoveSouth;11;8;8;8;7;6;1;134
False;MoveSouthEast;MoveNorth;MoveNorthEast;MoveNorthEast;MoveWest;MoveSouthWest;11;8;8;8;7;6;1;135
False;MoveSouthEast;MoveNorth;MoveNorthEast;MoveNorthEast;MoveWest;MoveSouthWest;11;8;8;8;7;7;1;136
False;MoveSouthWest;MoveNorth;MoveSouth;MoveSouth;MoveWest;MoveSouthEast;11;8;8;8;7;7;1;137
False;MoveSouthWest;MoveNorth;MoveSouth;MoveSouth;MoveWest;MoveSouthEast;11;8;8;8;7;7;1;138
False;MoveSouthWest;MoveNorth;MoveSouthWest;MoveNorthEast;MoveSouthWest;MoveSouthEast;11;8;8;8;7;7;1;139
False;MoveSouthWest;MoveNorth;MoveSouthWest;MoveNorthEast;MoveSouthWest;MoveSouthEast;11;8;9;8;7;7;1;140
False;MoveWest;MoveNorth;MoveSouth;MoveSouth;DropObject;MoveSouthEast;11;8;9;8;7;7;1;141
False;MoveWest;MoveNorth;MoveSouth;MoveSouth;DropObject;MoveSouthEast;11;8;9;8;8;7;1;142
False;MoveSouthWest;MoveNorthEast;OpenDoorAction;MoveNorthEast;MoveWest;MoveSouth;11;8;9;8;8;7;1;143
False;MoveSouthWest;MoveNorthEast;OpenDoorAction;MoveNorthEast;MoveWest;MoveSouth;11;8;10;8;9;7;1;144
False;MoveSouth;MoveEast;MoveNorth;MoveSouth;MoveWest;MoveSouth;11;8;10;8;9;7;1;145
False;MoveSouth;MoveEast;MoveNorth;MoveSouth;MoveWest;MoveSouth;11;8;11;8;9;7;1;146
False;MoveSouth;MoveNorthEast;MoveNorthWest;MoveSouthWest;MoveWest;MoveSouth;11;8;11;8;9;7;1;147
False;MoveSouth;MoveNorthEast;MoveNorthWest;MoveSouthWest;MoveWest;MoveSouth;11;8;11;9;9;7;1;148
False;MoveSouth;MoveEast;MoveNorthWest;MoveSouthEast;MoveNorthWest;MoveSouthWest;11;8;11;9;9;7;1;149
False;MoveSouth;MoveEast;MoveNorthWest;MoveSouthEast;MoveNorthWest;MoveSouthWest;11;8;11;9;9;7;1;150
False;MoveSouth;OpenDoorAction;MoveSouth;MoveSouthEast;MoveWest;MoveWest;11;8;11;9;9;7;1;151
False;MoveSouth;OpenDoorAction;MoveSouth;MoveSouthEast;MoveWest;MoveWest;11;9;11;9;9;7;1;152
False;MoveSouth;MoveNorth;MoveNorthEast;MoveSouthEast;MoveNorthWest;MoveWest;11;9;11;9;9;7;1;153
False;MoveSouth;MoveNorth;MoveNorthEast;MoveSouthEast;MoveNorthWest;MoveWest;11;10;11;9;9;7;1;154
False;MoveSouth;MoveNorthWest;MoveSouth;MoveSouth;MoveWest;OpenDoorAction;11;10;11;9;9;7;1;155
False;MoveSouth;MoveNorthWest;MoveSouth;MoveSouth;MoveWest;OpenDoorAction;11;10;11;9;9;8;1;156
False;MoveSouth;MoveNorthWest;MoveNorthEast;MoveSouth;MoveNorthWest;MoveNorth;11;10;11;9;9;8;1;157
False;MoveSouth;MoveNorthWest;MoveNorthEast;MoveSouth;MoveNorthWest;MoveNorth;11;10;11;9;9;9;1;158
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveWest;MoveNorthWest;11;10;11;9;9;9;1;159
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;MoveWest;MoveNorthWest;11;10;11;9;9;9;1;160
False;MoveSouth;MoveNorthEast;MoveNorthEast;MoveSouthWest;OpenDoorAction;MoveNorthWest;11;10;11;9;9;9;1;161
False;MoveSouth;MoveNorthEast;MoveNorthEast;MoveSouthWest;OpenDoorAction;MoveNorthWest;11;10;11;9;10;9;1;162
False;MoveSouthEast;MoveSouth;MoveSouth;MoveWest;MoveNorth;MoveSouth;11;10;11;9;10;9;1;163
False;MoveSouthEast;MoveSouth;MoveSouth;MoveWest;MoveNorth;MoveSouth;11;10;11;9;11;9;1;164
False;MoveEast;MoveNorthEast;MoveSouthWest;MoveWest;MoveNorthWest;MoveNorthEast;11;10;11;9;11;9;1;165
False;MoveEast;MoveNorthEast;MoveSouthWest;MoveWest;MoveNorthWest;MoveNorthEast;11;10;12;9;11;9;1;166
False;MoveEast;MoveSouth;MoveSouthEast;MoveWest;MoveNorthWest;MoveSouth;11;10;12;9;11;9;1;167
False;MoveEast;MoveSouth;MoveSouthEast;MoveWest;MoveNorthWest;MoveSouth;11;10;12;9;11;9;1;168
False;MoveEast;MoveNorthEast;MoveEast;MoveWest;MoveSouth;MoveNorthEast;11;10;12;9;11;9;1;169
False;MoveEast;MoveNorthEast;MoveEast;MoveWest;MoveSouth;MoveNorthEast;11;10;12;9;11;9;1;170
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveWest;MoveNorthEast;MoveSouth;11;10;12;9;11;9;1;171
False;MoveSouthEast;MoveSouth;MoveNorthEast;MoveWest;MoveNorthEast;MoveSouth;11;10;12;9;11;9;1;172
False;MoveEast;MoveSouthWest;MoveNorth;MoveWest;MoveSouth;MoveNorthEast;11;10;12;9;11;9;1;173
False;MoveEast;MoveSouthWest;MoveNorth;MoveWest;MoveSouth;MoveNorthEast;11;10;12;9;11;9;1;174
False;MoveSouthEast;MoveSouthWest;MoveNorth;MoveWest;MoveNorthEast;MoveSouth;11;10;12;9;11;9;1;175
False;MoveSouthEast;MoveSouthWest;MoveNorth;MoveWest;MoveNorthEast;MoveSouth;11;10;12;9;11;9;1;176
False;MoveEast;MoveSouthWest;MoveNorth;MoveWest;MoveSouth;MoveSouthWest;11;10;12;9;11;9;1;177
False;MoveEast;MoveSouthWest;MoveNorth;MoveWest;MoveSouth;MoveSouthWest;11;10;12;9;11;10;1;178
False;MoveEast;MoveWest;MoveNorthWest;MoveWest;MoveNorthEast;MoveSouthWest;11;10;12;9;11;10;1;179
False;MoveEast;MoveWest;MoveNorthWest;MoveWest;MoveNorthEast;MoveSouthWest;11;10;12;9;11;10;1;180
False;MoveSouthEast;MoveSouthWest;MoveNorthWest;MoveWest;MoveSouth;MoveWest;11;10;12;9;11;10;1;181
False;MoveSouthEast;MoveSouthWest;MoveNorthWest;MoveWest;MoveSouth;MoveWest;11;10;12;9;11;10;1;182
False;DropObject;MoveSouth;MoveWest;MoveWest;MoveSouthWest;MoveWest;11;10;12;9;11;10;1;183
False;DropObject;MoveSouth;MoveWest;MoveWest;MoveSouthWest;MoveWest;12;10;12;9;12;10;1;184
False;MoveNorth;MoveSouth;OpenDoorAction;MoveWest;MoveSouthEast;MoveWest;12;10;12;9;12;10;1;185
False;MoveNorth;MoveSouth;OpenDoorAction;MoveWest;MoveSouthEast;MoveWest;12;10;13;9;12;10;1;186
False;DropObject;MoveSouth;MoveNorth;MoveWest;MoveEast;MoveWest;12;10;13;9;12;10;1;187
False;DropObject;MoveSouth;MoveNorth;MoveWest;MoveEast;MoveWest;13;10;14;9;12;10;1;188
False;MoveEast;MoveSouth;MoveNorthWest;MoveWest;MoveEast;MoveWest;13;10;14;9;12;10;1;189
False;MoveEast;MoveSouth;MoveNorthWest;MoveWest;MoveEast;MoveWest;13;10;14;9;12;10;1;190
False;MoveEast;MoveSouth;MoveNorthWest;OpenDoorAction;MoveEast;OpenDoorAction;13;10;14;9;12;10;1;191
False;MoveEast;MoveSouth;MoveNorthWest;OpenDoorAction;MoveEast;OpenDoorAction;13;10;14;10;12;11;1;192
False;MoveSouthEast;MoveSouth;MoveSouth;MoveNorth;MoveEast;MoveNorth;13;10;14;10;12;11;1;193
False;MoveSouthEast;MoveSouth;MoveSouth;MoveNorth;MoveEast;MoveNorth;13;10;14;11;12;12;1;194
False;GrabObject;MoveSouth;MoveNorthEast;MoveNorthWest;MoveEast;MoveNorthWest;13;10;14;11;12;12;1;195
False;GrabObject;MoveSouth;MoveNorthEast;MoveNorthWest;MoveEast;MoveNorthWest;13;10;14;11;12;12;1;196
False;MoveNorthWest;MoveSouth;MoveSouth;MoveNorthWest;MoveEast;MoveNorthWest;13;10;14;11;12;12;1;197
False;MoveNorthWest;MoveSouth;MoveSouth;MoveNorthWest;MoveEast;MoveNorthWest;13;10;14;11;12;12;1;198
False;MoveNorthWest;MoveSouth;MoveNorthEast;MoveSouth;MoveEast;MoveSouth;13;10;14;11;12;12;1;199
False;MoveNorthWest;MoveSouth;MoveNorthEast;MoveSouth;MoveEast;MoveSouth;13;10;14;11;12;12;1;200
False;MoveWest;MoveSouthEast;MoveSouth;MoveNorthEast;MoveEast;MoveNorthEast;13;10;14;11;12;12;1;201
False;MoveWest;MoveSouthEast;MoveSouth;MoveNorthEast;MoveEast;MoveNorthEast;13;10;14;11;12;12;1;202
False;DropObject;MoveEast;MoveNorthEast;MoveSouth;MoveEast;MoveSouth;13;10;14;11;12;12;1;203
True;DropObject;MoveEast;MoveNorthEast;MoveSouth;MoveEast;MoveSouth;14;10;14;11;12;12;1;204
