done;baseagent0_acts;baseagent1_acts;liaragent_acts;liaragent1_acts;baseagent0_mssg;baseagent1_mssg;liaragent_mssg;liaragent1_mssg;world_nr;tick_nr
False;MoveEast;MoveNorthWest;MoveSouth;MoveSouthWest;24;24;24;24;1;49
False;MoveEast;MoveNorthWest;MoveSouth;MoveSouthWest;25;25;25;25;1;50
False;MoveEast;GrabObject;MoveSouth;MoveSouth;25;25;25;25;1;51
False;MoveEast;GrabObject;MoveSouth;MoveSouth;26;26;26;26;1;52
False;MoveEast;MoveSouthEast;MoveSouth;MoveSouth;26;26;26;26;1;53
False;MoveEast;MoveSouthEast;MoveSouth;MoveSouth;27;27;27;27;1;54
False;MoveEast;MoveSouthEast;MoveSouth;MoveSouth;27;27;27;27;1;55
False;MoveEast;MoveSouthEast;MoveSouth;MoveSouth;28;28;28;28;1;56
False;MoveEast;MoveSouthEast;MoveSouth;MoveSouthEast;28;28;28;28;1;57
False;MoveEast;MoveSouthEast;MoveSouth;MoveSouthEast;29;29;29;29;1;58
False;MoveEast;MoveSouthEast;MoveSouth;MoveEast;29;29;29;29;1;59
False;MoveEast;MoveSouthEast;MoveSouth;MoveEast;30;30;30;30;1;60
False;MoveEast;MoveSouth;MoveSouthEast;MoveEast;30;30;30;30;1;61
False;MoveEast;MoveSouth;MoveSouthEast;MoveEast;31;31;31;31;1;62
False;MoveEast;MoveSouth;MoveEast;MoveEast;31;31;31;31;1;63
False;MoveEast;MoveSouth;MoveEast;MoveEast;32;32;32;32;1;64
False;MoveEast;MoveSouth;MoveEast;MoveEast;32;32;32;32;1;65
False;MoveEast;MoveSouth;MoveEast;MoveEast;33;33;33;33;1;66
False;MoveEast;MoveSouth;MoveEast;MoveEast;33;33;33;33;1;67
False;MoveEast;MoveSouth;MoveEast;MoveEast;34;34;34;34;1;68
False;OpenDoorAction;MoveSouth;MoveSouthEast;MoveEast;34;34;34;34;1;69
False;OpenDoorAction;MoveSouth;MoveSouthEast;MoveEast;35;35;35;35;1;70
False;MoveNorth;MoveSouth;MoveEast;MoveEast;35;35;35;35;1;71
False;MoveNorth;MoveSouth;MoveEast;MoveEast;36;36;36;36;1;72
False;MoveNorthWest;MoveSouth;MoveSouthEast;MoveEast;36;36;36;36;1;73
False;MoveNorthWest;MoveSouth;MoveSouthEast;MoveEast;37;37;37;37;1;74
False;MoveNorthWest;MoveSouth;MoveEast;MoveSouthEast;37;37;37;37;1;75
False;MoveNorthWest;MoveSouth;MoveEast;MoveSouthEast;38;38;38;38;1;76
False;MoveSouth;MoveSouth;MoveEast;MoveEast;38;38;38;38;1;77
False;MoveSouth;MoveSouth;MoveEast;MoveEast;39;39;39;39;1;78
False;MoveNorthEast;MoveSouthWest;MoveSouthEast;MoveEast;39;39;39;39;1;79
False;MoveNorthEast;MoveSouthWest;MoveSouthEast;MoveEast;40;40;40;40;1;80
False;MoveSouth;MoveWest;DropObject;MoveSouthEast;40;40;40;40;1;81
False;MoveSouth;MoveWest;DropObject;MoveSouthEast;41;41;41;41;1;82
False;MoveNorthEast;MoveWest;MoveNorthWest;DropObject;41;41;41;41;1;83
False;MoveNorthEast;MoveWest;MoveNorthWest;DropObject;42;42;42;42;1;84
False;GrabObject;MoveSouthWest;MoveWest;MoveNorthEast;42;42;42;42;1;85
False;GrabObject;MoveSouthWest;MoveWest;MoveNorthEast;43;43;43;43;1;86
False;MoveSouth;MoveWest;MoveNorthWest;MoveNorthEast;43;43;43;43;1;87
False;MoveSouth;MoveWest;MoveNorthWest;MoveNorthEast;44;44;44;44;1;88
False;MoveSouth;MoveSouthWest;MoveWest;MoveEast;44;44;44;44;1;89
False;MoveSouth;MoveSouthWest;MoveWest;MoveEast;45;45;45;45;1;90
False;MoveSouthWest;MoveWest;MoveNorthWest;MoveEast;45;45;45;45;1;91
False;MoveSouthWest;MoveWest;MoveNorthWest;MoveEast;46;46;46;46;1;92
False;MoveSouthWest;MoveWest;MoveWest;MoveEast;46;46;46;46;1;93
False;MoveSouthWest;MoveWest;MoveWest;MoveEast;47;47;47;47;1;94
False;MoveSouthWest;MoveSouthWest;OpenDoorAction;MoveNorthEast;47;47;47;47;1;95
False;MoveSouthWest;MoveSouthWest;OpenDoorAction;MoveNorthEast;48;48;48;48;1;96
False;DropObject;DropObject;MoveNorth;MoveNorth;48;48;48;48;1;97
False;DropObject;DropObject;MoveNorth;MoveNorth;49;49;49;49;1;98
False;;MoveEast;MoveNorthWest;MoveNorth;49;49;49;49;1;99
False;GrabObject;MoveEast;MoveNorthWest;MoveNorth;50;50;50;50;1;100
False;GrabObject;MoveNorthEast;MoveNorthWest;MoveNorth;51;50;50;50;1;101
False;MoveWest;MoveNorthEast;MoveNorthWest;MoveNorth;51;51;51;51;1;102
False;MoveWest;MoveEast;MoveSouth;MoveNorthWest;52;51;51;51;1;103
False;MoveWest;MoveEast;MoveSouth;MoveNorthWest;52;52;52;52;1;104
False;MoveWest;GrabObject;MoveNorthEast;MoveWest;53;52;52;52;1;105
False;MoveWest;GrabObject;MoveNorthEast;MoveWest;53;53;53;53;1;106
False;MoveWest;;MoveSouth;MoveWest;54;53;53;53;1;107
False;DropObject;GrabObject;MoveSouth;MoveWest;54;54;54;54;1;108
False;DropObject;GrabObject;MoveNorthEast;MoveWest;55;55;54;54;1;109
False;MoveNorthEast;MoveNorthWest;MoveNorthEast;MoveWest;55;55;55;55;1;110
False;MoveNorthEast;MoveNorthWest;MoveSouth;MoveWest;56;56;55;55;1;111
False;MoveNorthEast;MoveNorthWest;MoveSouth;MoveWest;56;56;56;56;1;112
False;MoveNorthEast;MoveNorthWest;MoveNorthEast;MoveWest;57;57;56;56;1;113
False;MoveEast;MoveWest;MoveNorthEast;MoveWest;57;57;57;57;1;114
False;MoveEast;MoveWest;MoveSouth;MoveWest;58;58;57;57;1;115
False;MoveEast;OpenDoorAction;MoveSouth;MoveWest;58;58;58;58;1;116
False;MoveEast;OpenDoorAction;MoveSouthWest;MoveNorthWest;59;59;58;58;1;117
False;MoveEast;MoveNorth;MoveSouthWest;MoveNorthWest;59;59;59;59;1;118
False;MoveEast;MoveNorth;MoveSouthEast;MoveWest;60;60;59;59;1;119
False;MoveEast;MoveNorthWest;MoveSouthEast;MoveWest;60;60;60;60;1;120
False;MoveEast;MoveNorthWest;MoveEast;OpenDoorAction;61;61;60;60;1;121
False;MoveEast;MoveNorthWest;MoveEast;OpenDoorAction;61;61;61;61;1;122
False;MoveEast;MoveNorthWest;MoveEast;MoveNorth;62;62;61;61;1;123
False;MoveEast;MoveSouth;MoveEast;MoveNorth;62;62;62;62;1;124
False;MoveEast;MoveSouth;MoveEast;MoveNorthWest;63;63;62;62;1;125
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveNorthWest;63;63;63;63;1;126
False;MoveNorthEast;MoveNorthEast;MoveEast;MoveNorthWest;64;64;63;63;1;127
False;MoveNorth;MoveSouth;MoveEast;MoveNorthWest;64;64;64;64;1;128
False;MoveNorth;MoveSouth;MoveEast;GrabObject;65;65;64;64;1;129
False;MoveNorth;MoveNorthEast;MoveEast;GrabObject;65;65;65;65;1;130
False;MoveNorth;MoveNorthEast;OpenDoorAction;MoveSouthEast;66;66;65;65;1;131
False;MoveNorth;MoveSouth;OpenDoorAction;MoveSouthEast;66;66;66;66;1;132
False;MoveNorth;MoveSouth;MoveNorth;MoveSouthEast;67;67;66;66;1;133
False;MoveNorthWest;MoveNorthEast;MoveNorth;MoveSouthEast;67;67;67;67;1;134
False;MoveNorthWest;MoveNorthEast;MoveNorthWest;MoveSouthEast;68;68;67;67;1;135
False;MoveWest;MoveSouth;MoveNorthWest;MoveSouthEast;68;68;68;68;1;136
False;MoveWest;MoveSouth;MoveNorthWest;MoveSouthEast;69;69;68;68;1;137
False;MoveWest;MoveSouthWest;MoveNorthWest;MoveSouthEast;69;69;69;69;1;138
False;MoveWest;MoveSouthWest;MoveSouth;MoveEast;70;70;69;69;1;139
False;MoveWest;MoveSouthEast;MoveSouth;MoveEast;70;70;70;70;1;140
False;MoveWest;MoveSouthEast;MoveNorthEast;MoveEast;71;71;70;70;1;141
False;MoveWest;MoveEast;MoveNorthEast;MoveEast;71;71;71;71;1;142
False;MoveWest;MoveEast;MoveSouth;MoveEast;72;72;71;71;1;143
False;MoveWest;MoveEast;MoveSouth;MoveEast;72;72;72;72;1;144
False;MoveWest;MoveEast;MoveNorthEast;MoveEast;73;73;72;72;1;145
False;MoveWest;MoveEast;MoveNorthEast;MoveEast;73;73;73;73;1;146
False;MoveWest;MoveEast;MoveSouth;MoveEast;74;74;73;73;1;147
False;MoveNorthWest;MoveEast;MoveSouth;MoveEast;74;74;74;74;1;148
False;MoveNorthWest;MoveEast;MoveNorthEast;MoveEast;75;75;74;74;1;149
False;MoveWest;MoveEast;MoveNorthEast;MoveEast;75;75;75;75;1;150
False;MoveWest;MoveEast;MoveSouth;MoveSouthEast;76;76;75;75;1;151
False;OpenDoorAction;MoveEast;MoveSouth;MoveSouthEast;76;76;76;76;1;152
False;OpenDoorAction;MoveEast;MoveSouthWest;MoveSouth;77;77;76;76;1;153
False;MoveNorth;MoveEast;MoveSouthWest;MoveSouth;77;77;77;77;1;154
False;MoveNorth;MoveEast;MoveSouthEast;MoveSouth;78;78;77;77;1;155
False;MoveNorthWest;MoveNorthEast;MoveSouthEast;MoveSouth;78;78;78;78;1;156
False;MoveNorthWest;MoveNorthEast;MoveEast;MoveSouth;79;79;78;78;1;157
False;MoveNorthWest;MoveNorth;MoveEast;MoveSouth;79;79;79;79;1;158
False;MoveNorthWest;MoveNorth;MoveEast;MoveSouthWest;80;80;79;79;1;159
False;MoveSouth;MoveNorth;MoveEast;MoveSouthWest;80;80;80;80;1;160
False;MoveSouth;MoveNorth;MoveEast;MoveWest;81;81;80;80;1;161
False;MoveNorthEast;MoveNorth;MoveEast;MoveWest;81;81;81;81;1;162
False;MoveNorthEast;MoveNorth;MoveEast;MoveWest;82;82;81;81;1;163
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;82;82;82;82;1;164
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;83;83;82;82;1;165
False;MoveNorthEast;MoveNorthWest;MoveEast;MoveWest;83;83;83;83;1;166
False;MoveNorthEast;MoveNorthWest;MoveEast;MoveWest;84;84;83;83;1;167
False;MoveSouth;MoveWest;MoveEast;MoveWest;84;84;84;84;1;168
False;MoveSouth;MoveWest;MoveEast;MoveWest;85;85;84;84;1;169
False;MoveNorthEast;OpenDoorAction;MoveEast;MoveWest;85;85;85;85;1;170
False;MoveNorthEast;OpenDoorAction;MoveNorthEast;MoveWest;86;86;85;85;1;171
False;MoveSouth;MoveNorth;MoveNorthEast;MoveWest;86;86;86;86;1;172
False;MoveSouth;MoveNorth;MoveNorth;MoveWest;87;87;86;86;1;173
False;MoveSouthWest;GrabObject;MoveNorth;MoveWest;87;87;87;87;1;174
False;MoveSouthWest;GrabObject;MoveNorth;MoveSouthWest;88;88;87;87;1;175
False;MoveSouthEast;MoveSouthEast;MoveNorth;MoveSouthWest;88;88;88;88;1;176
False;MoveSouthEast;MoveSouthEast;MoveNorth;DropObject;89;89;88;88;1;177
True;MoveEast;MoveSouthEast;MoveNorth;DropObject;89;89;89;89;1;178
