done;strongagent1_acts;strongagent2_acts;lazyagent0_acts;lazyagent1_acts;lazyagent2_acts;lazyagent3_acts;lazyagent4_acts;lazyagent5_acts;strongagent1_mssg;strongagent2_mssg;lazyagent0_mssg;lazyagent1_mssg;lazyagent2_mssg;lazyagent3_mssg;lazyagent4_mssg;lazyagent5_mssg;world_nr;tick_nr
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveNorth;MoveEast;MoveEast;MoveEast;1;1;1;4;2;1;1;1;1;23
False;MoveSouth;MoveEast;MoveSouth;MoveSouth;MoveNorth;MoveEast;MoveEast;MoveEast;1;1;1;4;3;1;1;1;1;24
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;1;1;1;4;3;1;1;1;1;25
False;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;MoveNorthWest;MoveEast;MoveEast;MoveSouthEast;1;1;1;4;3;1;1;1;1;26
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveNorthWest;MoveEast;MoveEast;MoveSouth;1;1;1;4;3;1;1;1;1;27
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveNorthWest;MoveEast;MoveEast;MoveSouth;1;1;1;4;3;1;1;1;1;28
False;MoveSouth;MoveEast;MoveSouth;MoveEast;GrabObject;MoveEast;MoveEast;MoveSouth;1;1;1;4;3;1;1;1;1;29
False;MoveSouth;MoveEast;MoveSouth;MoveEast;GrabObject;MoveEast;MoveEast;MoveSouth;1;1;1;4;4;1;1;1;1;30
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveEast;MoveEast;MoveSouth;1;1;1;4;4;1;1;1;1;31
False;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveEast;MoveEast;MoveSouth;1;1;1;4;4;1;1;1;1;32
False;MoveSouth;OpenDoorAction;MoveSouth;MoveEast;MoveSouthEast;MoveEast;MoveEast;MoveSouth;1;1;1;4;4;1;1;1;1;33
False;MoveSouth;OpenDoorAction;MoveSouth;MoveEast;MoveSouthEast;MoveEast;MoveEast;MoveSouth;1;2;1;4;5;1;1;1;1;34
False;MoveSouth;MoveNorth;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;MoveEast;MoveSouth;1;2;1;4;5;1;1;1;1;35
False;MoveSouth;MoveNorth;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;MoveEast;MoveSouth;1;3;1;4;5;2;1;1;1;36
False;MoveSouthEast;MoveNorthWest;MoveSouthEast;MoveEast;MoveSouthEast;MoveEast;OpenDoorAction;MoveSouth;1;3;1;4;5;2;1;1;1;37
False;MoveSouthEast;MoveNorthWest;MoveSouthEast;MoveEast;MoveSouthEast;MoveEast;OpenDoorAction;MoveSouth;1;3;1;4;5;2;2;1;1;38
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouthWest;MoveSouth;1;3;1;4;5;2;2;1;1;39
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouthWest;MoveSouth;1;3;1;4;5;2;3;1;1;40
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveWest;MoveSouth;1;3;1;4;5;2;3;1;1;41
False;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveWest;MoveSouth;1;3;1;4;5;2;3;1;1;42
False;MoveEast;MoveNorthEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveWest;MoveSouth;1;3;1;4;5;2;3;1;1;43
False;MoveEast;MoveNorthEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveWest;MoveSouth;1;3;1;4;5;2;3;1;1;44
False;OpenDoorAction;GrabObject;MoveEast;OpenDoorAction;MoveEast;MoveEast;MoveWest;MoveSouth;1;3;1;4;5;2;3;1;1;45
False;OpenDoorAction;GrabObject;MoveEast;OpenDoorAction;MoveEast;MoveEast;MoveWest;MoveSouth;2;4;1;5;5;2;3;1;1;46
False;MoveNorth;MoveSouthEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveWest;MoveSouth;2;4;1;5;5;2;3;1;1;47
False;MoveNorth;MoveSouthEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveWest;MoveSouth;3;5;1;6;5;2;3;1;1;48
False;MoveNorthWest;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveWest;MoveSouth;3;5;1;6;5;2;3;1;1;49
False;MoveNorthWest;MoveSouth;MoveEast;MoveEast;MoveEast;MoveEast;MoveWest;MoveSouth;3;5;1;6;5;2;3;1;1;50
False;MoveNorthWest;MoveSouthEast;MoveEast;MoveEast;MoveEast;MoveSouthEast;MoveWest;MoveSouth;3;5;1;6;5;2;3;1;1;51
False;MoveNorthWest;MoveSouthEast;MoveEast;MoveEast;MoveEast;MoveSouthEast;MoveWest;MoveSouth;3;5;1;6;5;2;3;1;1;52
False;MoveSouth;MoveSouthEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveWest;MoveSouth;3;5;1;6;5;2;3;1;1;53
False;MoveSouth;MoveSouthEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveWest;MoveSouth;3;5;1;6;5;2;3;1;1;54
False;MoveNorthEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveWest;MoveSouth;3;5;1;6;5;2;3;1;1;55
False;MoveNorthEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveSouth;MoveWest;MoveSouth;3;5;1;6;5;2;3;1;1;56
False;MoveSouth;MoveEast;OpenDoorAction;MoveEast;MoveEast;MoveSouth;MoveSouthWest;MoveSouthWest;3;5;1;6;5;2;3;1;1;57
False;MoveSouth;MoveEast;OpenDoorAction;MoveEast;MoveEast;MoveSouth;MoveSouthWest;MoveSouthWest;3;5;2;6;5;2;3;1;1;58
False;MoveNorthEast;MoveEast;MoveEast;MoveWest;MoveEast;MoveSouthWest;MoveSouth;MoveWest;3;5;2;6;5;2;3;1;1;59
False;MoveNorthEast;MoveEast;MoveEast;MoveWest;MoveEast;MoveSouthWest;MoveSouth;MoveWest;3;5;3;7;5;2;3;1;1;60
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveWest;MoveSouth;MoveWest;3;5;3;7;5;2;3;1;1;61
False;MoveSouth;MoveEast;MoveEast;MoveSouthEast;MoveEast;MoveWest;MoveSouth;MoveWest;3;5;3;8;5;2;3;1;1;62
False;MoveNorthEast;MoveEast;MoveEast;MoveNorth;MoveSouthEast;MoveWest;MoveSouth;OpenDoorAction;3;5;3;8;5;2;3;1;1;63
False;MoveNorthEast;MoveEast;MoveEast;MoveNorth;MoveSouthEast;MoveWest;MoveSouth;OpenDoorAction;3;5;3;9;5;2;3;2;1;64
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveEast;3;5;3;9;5;2;3;2;1;65
False;MoveSouth;MoveEast;MoveEast;MoveEast;MoveSouth;MoveEast;MoveSouthEast;MoveEast;3;5;3;10;5;3;3;3;1;66
False;MoveSouthWest;MoveSouthEast;MoveEast;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;3;5;3;10;5;3;3;3;1;67
False;MoveSouthWest;MoveSouthEast;MoveEast;MoveEast;MoveSouth;MoveEast;MoveEast;MoveEast;4;5;3;10;5;3;3;3;1;68
False;MoveSouthEast;MoveSouth;MoveEast;MoveNorthEast;MoveSouth;MoveNorthEast;MoveEast;MoveNorthEast;4;5;3;10;5;3;3;3;1;69
False;MoveSouthEast;MoveSouth;MoveEast;MoveNorthEast;MoveSouth;MoveNorthEast;MoveEast;MoveNorthEast;4;5;3;10;5;3;3;3;1;70
False;MoveEast;MoveSouth;MoveEast;MoveNorth;MoveSouth;MoveNorth;MoveEast;MoveNorth;4;5;3;10;5;3;3;3;1;71
False;MoveEast;MoveSouth;MoveEast;MoveNorth;MoveSouth;MoveNorth;MoveEast;MoveNorth;4;5;3;10;5;3;3;3;1;72
False;MoveEast;MoveSouth;MoveEast;MoveNorth;MoveSouth;MoveNorth;MoveEast;MoveNorth;4;5;3;10;5;3;3;3;1;73
False;MoveEast;MoveSouth;MoveEast;MoveNorth;MoveSouth;MoveNorth;MoveEast;MoveNorth;4;5;3;10;5;3;4;3;1;74
False;MoveEast;MoveSouth;MoveNorthEast;MoveNorth;MoveSouth;MoveNorth;MoveEast;MoveNorth;4;5;3;10;5;3;4;3;1;75
False;MoveEast;MoveSouth;MoveNorthEast;MoveNorth;MoveSouth;MoveNorth;MoveEast;MoveNorth;4;5;3;10;5;3;4;3;1;76
False;MoveEast;MoveSouth;MoveNorth;MoveNorthWest;MoveSouth;MoveNorthWest;MoveEast;MoveNorth;4;5;3;10;5;3;4;3;1;77
False;MoveEast;MoveSouth;MoveNorth;MoveNorthWest;MoveSouth;MoveNorthWest;MoveEast;MoveNorth;4;5;3;10;5;3;4;3;1;78
False;MoveEast;MoveSouth;MoveNorth;MoveNorthWest;MoveSouth;MoveNorthWest;MoveEast;MoveNorth;4;5;3;10;5;3;4;3;1;79
False;MoveEast;MoveSouth;MoveNorth;MoveNorthWest;MoveSouth;MoveNorthWest;MoveEast;MoveNorth;4;5;3;10;5;3;4;3;1;80
False;MoveEast;MoveSouth;MoveNorth;MoveWest;MoveSouth;MoveWest;MoveEast;MoveNorth;4;5;3;10;5;3;4;3;1;81
False;MoveEast;MoveSouth;MoveNorth;MoveWest;MoveSouth;MoveWest;MoveEast;MoveNorth;4;5;3;10;5;3;4;3;1;82
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;MoveSouthWest;OpenDoorAction;MoveEast;MoveNorth;4;5;3;10;5;3;4;3;1;83
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;MoveSouthWest;OpenDoorAction;MoveEast;MoveNorth;4;5;3;11;5;4;4;3;1;84
False;MoveEast;MoveSouth;MoveNorthWest;MoveSouthEast;MoveWest;MoveEast;MoveEast;MoveNorth;4;5;3;11;5;4;4;3;1;85
False;MoveEast;MoveSouth;MoveNorthWest;MoveSouthEast;MoveWest;MoveEast;MoveEast;MoveNorth;4;5;3;11;5;5;4;3;1;86
False;MoveEast;MoveSouthWest;MoveWest;MoveSouthEast;MoveWest;MoveSouthEast;MoveEast;MoveNorth;4;5;3;11;5;5;4;3;1;87
False;MoveEast;MoveSouthWest;MoveWest;MoveSouthEast;MoveWest;MoveSouthEast;MoveEast;MoveNorth;4;5;3;11;5;5;4;3;1;88
False;MoveEast;MoveWest;MoveWest;MoveSouth;OpenDoorAction;MoveSouthEast;MoveEast;MoveNorthWest;4;5;3;11;5;5;4;3;1;89
False;MoveEast;MoveWest;MoveWest;MoveSouth;OpenDoorAction;MoveSouthEast;MoveEast;MoveNorthWest;4;5;4;11;6;5;4;3;1;90
False;MoveEast;MoveWest;MoveWest;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveNorthWest;4;5;4;11;6;5;4;3;1;91
False;MoveEast;MoveWest;MoveWest;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveNorthWest;4;5;4;11;7;5;4;3;1;92
False;MoveEast;OpenDoorAction;MoveWest;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveWest;4;5;4;11;7;5;4;3;1;93
False;MoveEast;OpenDoorAction;MoveWest;MoveSouth;MoveEast;MoveSouth;MoveEast;MoveWest;4;6;4;11;7;5;4;3;1;94
False;MoveEast;MoveNorth;MoveWest;MoveSouthWest;MoveNorthEast;MoveSouth;MoveEast;MoveEast;4;6;4;11;7;5;4;3;1;95
False;MoveEast;MoveNorth;MoveWest;MoveSouthWest;MoveNorthEast;MoveSouth;MoveEast;MoveEast;4;7;4;11;7;5;4;4;1;96
False;MoveNorthEast;MoveNorthWest;MoveWest;MoveWest;MoveNorth;MoveSouthWest;OpenDoorAction;MoveSouthEast;4;7;4;11;7;5;4;4;1;97
False;MoveNorthEast;MoveNorthWest;MoveWest;MoveWest;MoveNorth;MoveSouthWest;OpenDoorAction;MoveSouthEast;4;7;4;11;7;5;5;5;1;98
False;MoveNorth;MoveNorthWest;MoveWest;MoveWest;MoveNorth;MoveWest;MoveWest;MoveSouthEast;4;7;4;11;7;5;5;5;1;99
False;MoveNorth;MoveNorthWest;MoveWest;MoveWest;MoveNorth;MoveWest;MoveWest;MoveSouthEast;4;7;4;11;7;5;6;5;1;100
False;MoveNorth;MoveSouth;MoveWest;MoveWest;MoveNorth;MoveWest;MoveWest;MoveSouth;4;7;4;11;7;5;6;5;1;101
False;MoveNorth;MoveSouth;MoveWest;MoveWest;MoveNorth;MoveWest;MoveWest;MoveSouth;4;7;4;11;7;5;6;5;1;102
False;MoveNorth;MoveNorthEast;MoveWest;MoveWest;MoveNorthWest;MoveWest;MoveWest;MoveSouth;4;7;4;11;7;5;6;5;1;103
False;MoveNorth;MoveNorthEast;MoveWest;MoveWest;MoveNorthWest;MoveWest;MoveWest;MoveSouth;4;7;4;11;7;5;6;5;1;104
False;MoveNorthWest;MoveSouth;MoveWest;MoveWest;MoveNorthWest;MoveWest;MoveWest;MoveSouth;4;7;4;11;7;5;6;5;1;105
False;MoveNorthWest;MoveSouth;MoveWest;MoveWest;MoveNorthWest;MoveWest;MoveWest;MoveSouth;4;7;4;11;7;5;6;5;1;106
False;MoveNorthWest;MoveNorthEast;MoveWest;MoveWest;MoveWest;MoveWest;MoveWest;MoveSouthWest;4;7;4;11;7;5;6;5;1;107
False;MoveNorthWest;MoveNorthEast;MoveWest;MoveWest;MoveWest;MoveWest;MoveWest;MoveSouthWest;4;7;4;11;7;5;6;5;1;108
False;MoveWest;GrabObject;MoveWest;MoveWest;OpenDoorAction;MoveWest;MoveWest;MoveWest;4;7;4;11;7;5;6;5;1;109
False;MoveWest;GrabObject;MoveWest;MoveWest;OpenDoorAction;MoveWest;MoveWest;MoveWest;4;8;4;11;8;5;6;5;1;110
False;OpenDoorAction;MoveSouth;MoveWest;MoveWest;MoveWest;MoveWest;MoveWest;MoveWest;4;8;4;11;8;5;6;5;1;111
False;OpenDoorAction;MoveSouth;MoveWest;MoveWest;MoveWest;MoveWest;MoveWest;MoveWest;5;8;4;11;9;5;6;5;1;112
False;MoveNorth;MoveSouth;OpenDoorAction;MoveWest;MoveWest;MoveWest;MoveWest;OpenDoorAction;5;8;4;11;9;5;6;5;1;113
False;MoveNorth;MoveSouth;OpenDoorAction;MoveWest;MoveWest;MoveWest;MoveWest;OpenDoorAction;6;8;5;11;10;5;6;6;1;114
False;GrabObject;MoveSouthWest;MoveNorth;MoveWest;MoveWest;MoveWest;MoveWest;MoveNorth;6;8;5;11;10;5;6;6;1;115
False;GrabObject;MoveSouthWest;MoveNorth;MoveWest;MoveWest;MoveWest;MoveWest;MoveNorth;7;8;6;11;11;5;6;7;1;116
False;MoveSouthEast;MoveSouthWest;MoveNorthWest;MoveWest;MoveWest;MoveWest;MoveWest;MoveNorthWest;7;8;6;11;11;5;6;7;1;117
False;MoveSouthEast;MoveSouthWest;MoveNorthWest;MoveWest;MoveWest;MoveWest;MoveWest;MoveNorthWest;7;8;6;11;11;5;6;7;1;118
False;MoveSouthEast;MoveSouthWest;MoveNorthWest;MoveWest;MoveWest;MoveWest;MoveWest;MoveNorthWest;7;8;6;11;11;5;6;7;1;119
False;MoveSouthEast;MoveSouthWest;MoveNorthWest;MoveWest;MoveWest;MoveWest;MoveWest;MoveNorthWest;7;8;7;11;11;5;6;7;1;120
False;MoveSouthEast;DropObject;MoveSouthEast;MoveWest;MoveWest;MoveWest;MoveWest;MoveSouth;7;8;7;11;11;5;6;7;1;121
False;MoveSouthEast;DropObject;MoveSouthEast;MoveWest;MoveWest;MoveWest;MoveWest;MoveSouth;7;9;8;11;11;5;6;7;1;122
False;MoveSouth;MoveNorth;MoveSouthEast;MoveWest;MoveWest;MoveWest;OpenDoorAction;MoveEast;7;9;8;11;11;5;6;7;1;123
False;MoveSouth;MoveNorth;MoveSouthEast;MoveWest;MoveWest;MoveWest;OpenDoorAction;MoveEast;7;9;8;11;11;5;7;8;1;124
False;MoveSouth;DropObject;MoveSouthWest;OpenDoorAction;MoveWest;MoveWest;MoveWest;MoveSouthEast;7;9;8;11;11;5;7;8;1;125
False;MoveSouth;DropObject;MoveSouthWest;OpenDoorAction;MoveWest;MoveWest;MoveWest;MoveSouthEast;7;10;8;12;11;5;8;9;1;126
False;MoveSouth;MoveNorthWest;MoveWest;MoveNorth;MoveWest;MoveSouthWest;MoveWest;MoveSouthEast;7;10;8;12;11;5;8;9;1;127
False;MoveSouth;MoveNorthWest;MoveWest;MoveNorth;MoveWest;MoveSouthWest;MoveWest;MoveSouthEast;7;11;8;13;11;6;8;10;1;128
False;MoveSouthWest;MoveWest;MoveWest;MoveNorthWest;MoveWest;MoveEast;MoveWest;MoveSouthEast;7;11;8;13;11;6;8;10;1;129
False;MoveSouthWest;MoveWest;MoveWest;MoveNorthWest;MoveWest;MoveEast;MoveWest;MoveSouthEast;7;11;8;13;11;7;8;10;1;130
False;MoveWest;MoveWest;MoveNorthWest;MoveNorthWest;MoveWest;MoveWest;MoveNorthWest;MoveSouthEast;7;11;8;13;11;7;8;10;1;131
False;MoveWest;MoveWest;MoveNorthWest;MoveNorthWest;MoveWest;MoveWest;MoveNorthWest;MoveSouthEast;7;11;8;14;11;8;8;10;1;132
False;MoveWest;MoveWest;MoveNorth;MoveSouthEast;MoveWest;MoveWest;MoveNorth;MoveSouth;7;11;8;14;11;8;8;10;1;133
False;MoveWest;MoveWest;MoveNorth;MoveSouthEast;MoveWest;MoveWest;MoveNorth;MoveSouth;7;11;8;15;11;9;8;10;1;134
False;MoveWest;MoveWest;MoveNorth;MoveSouthEast;MoveWest;MoveWest;MoveNorth;MoveSouth;7;11;8;15;11;9;8;10;1;135
False;MoveWest;MoveWest;MoveNorth;MoveSouthEast;MoveWest;MoveWest;MoveNorth;MoveSouth;7;11;8;15;11;9;8;10;1;136
False;MoveWest;MoveWest;MoveNorth;MoveSouthEast;MoveWest;MoveSouthWest;MoveNorth;MoveSouth;7;11;8;15;11;9;8;10;1;137
False;MoveWest;MoveWest;MoveNorth;MoveSouthEast;MoveWest;MoveSouthWest;MoveNorth;MoveSouth;7;11;8;15;11;9;8;10;1;138
False;MoveSouthWest;MoveWest;MoveNorthEast;MoveEast;MoveWest;MoveSouth;MoveNorthEast;MoveSouthWest;7;11;8;15;11;9;8;10;1;139
False;MoveSouthWest;MoveWest;MoveNorthEast;MoveEast;MoveWest;MoveSouth;MoveNorthEast;MoveSouthWest;7;11;8;15;11;9;8;10;1;140
False;DropObject;MoveWest;MoveEast;MoveEast;MoveNorthWest;MoveSouth;MoveEast;MoveWest;7;11;8;15;11;9;8;10;1;141
False;DropObject;MoveWest;MoveEast;MoveEast;MoveNorthWest;MoveSouth;MoveEast;MoveWest;8;11;8;15;11;9;8;10;1;142
False;MoveNorthEast;MoveWest;MoveEast;MoveEast;MoveNorth;MoveSouth;MoveEast;MoveWest;8;11;8;15;11;9;8;10;1;143
False;MoveNorthEast;MoveWest;MoveEast;MoveEast;MoveNorth;MoveSouth;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;144
False;MoveEast;MoveWest;MoveEast;MoveEast;MoveNorth;MoveSouthEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;145
False;MoveEast;MoveWest;MoveEast;MoveEast;MoveNorth;MoveSouthEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;146
False;MoveEast;MoveWest;MoveEast;MoveEast;MoveNorth;MoveEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;147
False;MoveEast;MoveWest;MoveEast;MoveEast;MoveNorth;MoveEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;148
False;MoveEast;MoveWest;MoveEast;MoveEast;MoveNorthEast;MoveEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;149
False;MoveEast;MoveWest;MoveEast;MoveEast;MoveNorthEast;MoveEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;150
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;151
False;MoveEast;MoveNorthWest;MoveEast;MoveEast;MoveEast;MoveEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;152
False;MoveNorthEast;MoveNorth;MoveEast;MoveEast;MoveNorthEast;MoveEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;153
False;MoveNorthEast;MoveNorth;MoveEast;MoveEast;MoveNorthEast;MoveEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;154
False;MoveNorth;MoveNorth;MoveNorthEast;MoveEast;MoveEast;MoveEast;MoveNorthEast;MoveWest;9;11;8;15;11;9;8;10;1;155
False;MoveNorth;MoveNorth;MoveNorthEast;MoveEast;MoveEast;MoveEast;MoveNorthEast;MoveWest;9;11;8;15;11;9;8;10;1;156
False;MoveNorth;MoveNorth;MoveEast;MoveEast;OpenDoorAction;MoveEast;MoveEast;MoveWest;9;11;8;15;11;9;8;10;1;157
False;MoveNorth;MoveNorth;MoveEast;MoveEast;OpenDoorAction;MoveEast;MoveEast;MoveWest;9;11;8;15;12;9;8;10;1;158
False;MoveNorth;MoveNorth;MoveSouthEast;MoveEast;MoveNorth;MoveEast;OpenDoorAction;MoveWest;9;11;8;15;12;9;8;10;1;159
False;MoveNorth;MoveNorth;MoveSouthEast;MoveEast;MoveNorth;MoveEast;OpenDoorAction;MoveWest;9;11;9;15;13;9;9;10;1;160
False;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorthWest;MoveEast;MoveNorth;MoveWest;9;11;9;15;13;9;9;10;1;161
False;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorthWest;MoveEast;MoveNorth;MoveWest;9;11;9;16;13;9;10;10;1;162
False;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorthWest;MoveEast;MoveNorthWest;MoveWest;9;11;9;16;13;9;10;10;1;163
False;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorthWest;MoveEast;MoveNorthWest;MoveWest;9;11;9;16;13;9;10;10;1;164
False;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveSouth;OpenDoorAction;MoveNorthWest;MoveWest;9;11;9;16;13;9;10;10;1;165
False;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveSouth;OpenDoorAction;MoveNorthWest;MoveWest;9;11;9;16;13;10;10;10;1;166
False;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorthEast;MoveNorth;MoveSouth;MoveWest;9;11;9;16;13;10;10;10;1;167
False;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveNorthEast;MoveNorth;MoveSouth;MoveWest;9;11;9;16;13;11;10;10;1;168
False;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveSouth;MoveNorthWest;MoveNorthEast;OpenDoorAction;9;11;9;16;13;11;10;10;1;169
False;MoveNorth;MoveNorth;MoveEast;MoveWest;MoveSouth;MoveNorthWest;MoveNorthEast;OpenDoorAction;9;11;9;16;13;11;10;11;1;170
False;MoveNorth;MoveNorthEast;MoveEast;MoveWest;MoveNorthEast;MoveNorthWest;MoveSouth;MoveEast;9;11;9;16;13;11;10;11;1;171
False;MoveNorth;MoveNorthEast;MoveEast;MoveWest;MoveNorthEast;MoveNorthWest;MoveSouth;MoveEast;9;11;9;16;13;11;10;12;1;172
False;MoveNorthWest;MoveEast;MoveEast;OpenDoorAction;MoveSouth;MoveSouth;MoveNorthEast;MoveEast;9;11;9;16;13;11;10;12;1;173
False;MoveNorthWest;MoveEast;MoveEast;OpenDoorAction;MoveSouth;MoveSouth;MoveNorthEast;MoveEast;9;11;9;17;13;11;10;13;1;174
