done;strongagent1_acts;strongagent2_acts;lazyagent_acts;lazyagent1_acts;strongagent1_mssg;strongagent2_mssg;lazyagent_mssg;lazyagent1_mssg;world_nr;tick_nr
False;MoveSouth;MoveNorthWest;MoveSouthEast;MoveEast;5;3;5;2;1;49
False;MoveSouth;MoveNorthWest;MoveSouthEast;MoveEast;5;3;5;2;1;50
False;MoveSouthEast;MoveNorthWest;MoveSouth;MoveEast;5;3;5;2;1;51
False;MoveSouthEast;MoveNorthWest;MoveSouth;MoveEast;5;3;5;2;1;52
False;MoveSouthEast;MoveSouth;MoveSouth;MoveEast;5;3;5;2;1;53
False;MoveSouthEast;MoveSouth;MoveSouth;MoveEast;5;3;5;2;1;54
False;MoveEast;MoveNorthEast;MoveSouth;OpenDoorAction;5;3;5;2;1;55
False;MoveEast;MoveNorthEast;MoveSouth;OpenDoorAction;5;3;5;3;1;56
False;MoveEast;MoveSouth;MoveSouth;MoveEast;5;3;5;3;1;57
False;MoveEast;MoveSouth;MoveSouth;MoveEast;5;3;5;4;1;58
False;MoveEast;MoveNorthEast;MoveSouth;MoveEast;5;3;5;4;1;59
False;MoveEast;MoveNorthEast;MoveSouth;MoveEast;5;3;5;4;1;60
False;MoveEast;MoveSouth;MoveSouth;MoveEast;5;3;5;4;1;61
False;MoveEast;MoveSouth;MoveSouth;MoveEast;5;3;5;4;1;62
False;MoveEast;MoveNorthEast;MoveSouth;MoveEast;5;3;5;4;1;63
False;MoveEast;MoveNorthEast;MoveSouth;MoveEast;5;3;5;4;1;64
False;MoveEast;MoveSouth;MoveSouth;MoveEast;5;3;5;4;1;65
False;MoveEast;MoveSouth;MoveSouth;MoveEast;5;3;5;4;1;66
False;MoveSouthEast;MoveSouthWest;MoveSouth;MoveEast;5;3;5;4;1;67
False;MoveSouthEast;MoveSouthWest;MoveSouth;MoveEast;5;4;5;4;1;68
False;MoveSouth;MoveSouthEast;MoveSouthWest;MoveEast;5;4;5;4;1;69
False;MoveSouth;MoveSouthEast;MoveSouthWest;MoveEast;5;4;5;4;1;70
False;MoveSouth;MoveEast;MoveWest;MoveEast;5;4;5;4;1;71
False;MoveSouth;MoveEast;MoveWest;MoveEast;5;4;5;4;1;72
False;MoveSouth;MoveEast;MoveWest;MoveEast;5;4;5;4;1;73
False;MoveSouth;MoveEast;MoveWest;MoveEast;5;4;5;4;1;74
False;MoveSouthWest;MoveEast;MoveWest;MoveEast;5;4;5;4;1;75
False;MoveSouthWest;MoveEast;MoveWest;MoveEast;5;4;5;4;1;76
False;MoveWest;MoveEast;MoveWest;MoveEast;5;4;5;4;1;77
False;MoveWest;MoveEast;MoveWest;MoveEast;5;4;5;4;1;78
False;MoveWest;MoveEast;MoveWest;MoveEast;5;4;5;4;1;79
False;MoveWest;MoveEast;MoveWest;MoveEast;5;4;5;4;1;80
False;OpenDoorAction;MoveEast;MoveWest;OpenDoorAction;5;4;5;4;1;81
False;OpenDoorAction;MoveEast;MoveWest;OpenDoorAction;6;4;5;5;1;82
False;MoveNorth;MoveEast;MoveWest;MoveEast;6;4;5;5;1;83
False;MoveNorth;MoveEast;MoveWest;MoveEast;7;4;5;6;1;84
False;GrabObject;MoveEast;MoveWest;MoveEast;7;4;5;6;1;85
False;GrabObject;MoveEast;MoveWest;MoveEast;8;4;5;6;1;86
False;MoveSouthEast;MoveEast;OpenDoorAction;MoveNorthEast;8;4;5;6;1;87
False;MoveSouthEast;MoveEast;OpenDoorAction;MoveNorthEast;8;4;6;6;1;88
False;MoveSouthEast;MoveEast;MoveEast;MoveNorth;8;4;6;6;1;89
False;MoveSouthEast;MoveEast;MoveEast;MoveNorth;8;4;7;6;1;90
False;MoveSouthEast;MoveEast;MoveEast;MoveNorth;8;4;7;6;1;91
False;MoveSouthEast;MoveEast;MoveEast;MoveNorth;8;4;7;6;1;92
False;MoveSouth;OpenDoorAction;MoveEast;MoveNorth;8;4;7;6;1;93
False;MoveSouth;OpenDoorAction;MoveEast;MoveNorth;8;5;7;6;1;94
False;MoveSouth;MoveNorth;MoveEast;MoveNorthWest;8;5;7;6;1;95
False;MoveSouth;MoveNorth;MoveEast;MoveNorthWest;8;6;7;6;1;96
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;8;6;7;6;1;97
False;MoveSouth;MoveNorthWest;MoveEast;MoveWest;8;6;7;6;1;98
False;MoveSouthWest;MoveNorthWest;MoveEast;MoveWest;8;6;7;6;1;99
False;MoveSouthWest;MoveNorthWest;MoveEast;MoveWest;8;6;7;6;1;100
False;MoveWest;MoveSouth;MoveEast;MoveWest;8;6;7;6;1;101
False;MoveWest;MoveSouth;MoveEast;MoveWest;8;6;7;6;1;102
False;MoveWest;MoveNorthEast;MoveEast;MoveWest;8;6;7;6;1;103
False;MoveWest;MoveNorthEast;MoveEast;MoveWest;8;6;7;6;1;104
False;MoveWest;MoveSouth;MoveNorthEast;MoveWest;8;6;7;6;1;105
False;MoveWest;MoveSouth;MoveNorthEast;MoveWest;8;6;7;6;1;106
False;MoveWest;MoveNorthEast;MoveNorth;MoveWest;8;6;7;6;1;107
False;MoveWest;MoveNorthEast;MoveNorth;MoveWest;8;6;7;6;1;108
False;MoveSouthWest;GrabObject;MoveNorth;MoveWest;8;6;7;6;1;109
False;MoveSouthWest;GrabObject;MoveNorth;MoveWest;8;7;7;6;1;110
False;DropObject;MoveSouth;MoveNorth;MoveWest;8;7;7;6;1;111
False;DropObject;MoveSouth;MoveNorth;MoveWest;9;8;7;6;1;112
False;DropObject;MoveSouth;MoveNorth;MoveWest;9;8;7;6;1;113
False;DropObject;MoveSouth;MoveNorth;MoveWest;10;8;7;6;1;114
False;MoveNorthWest;MoveSouthEast;MoveNorth;MoveWest;10;8;7;6;1;115
False;MoveNorthWest;MoveSouthEast;MoveNorth;MoveWest;11;8;7;6;1;116
False;MoveWest;MoveEast;MoveNorth;MoveWest;11;8;7;6;1;117
False;MoveWest;MoveEast;MoveNorth;MoveWest;11;8;7;6;1;118
False;MoveWest;MoveNorthEast;MoveNorth;MoveWest;11;8;7;6;1;119
False;MoveWest;MoveNorthEast;MoveNorth;MoveWest;11;8;7;6;1;120
False;MoveWest;MoveNorth;MoveNorth;MoveNorthWest;11;8;7;6;1;121
False;MoveWest;MoveNorth;MoveNorth;MoveNorthWest;11;8;7;6;1;122
False;MoveWest;MoveNorth;MoveNorth;MoveWest;11;8;7;6;1;123
False;MoveWest;MoveNorth;MoveNorth;MoveWest;11;8;7;6;1;124
False;MoveWest;MoveNorth;MoveNorthWest;MoveEast;11;8;7;6;1;125
False;MoveWest;MoveNorth;MoveNorthWest;MoveEast;11;8;7;7;1;126
False;MoveWest;MoveNorth;MoveNorthWest;MoveEast;11;8;7;7;1;127
False;MoveWest;MoveNorth;MoveNorthWest;MoveEast;11;8;7;7;1;128
False;MoveWest;MoveNorth;MoveWest;MoveEast;11;8;7;7;1;129
False;MoveWest;MoveNorth;MoveWest;MoveEast;11;8;7;7;1;130
False;MoveWest;MoveNorth;OpenDoorAction;MoveEast;11;8;7;7;1;131
False;MoveWest;MoveNorth;OpenDoorAction;MoveEast;11;8;8;7;1;132
False;MoveWest;MoveNorth;MoveNorth;MoveEast;11;8;8;7;1;133
False;MoveWest;MoveNorth;MoveNorth;MoveEast;11;8;9;7;1;134
False;MoveWest;MoveNorth;MoveNorthWest;MoveEast;11;8;9;7;1;135
False;MoveWest;MoveNorth;MoveNorthWest;MoveEast;11;8;9;7;1;136
False;MoveWest;MoveNorth;MoveNorthWest;MoveWest;11;8;9;7;1;137
False;MoveWest;MoveNorth;MoveNorthWest;MoveWest;11;8;10;8;1;138
False;MoveNorthWest;MoveNorthWest;MoveSouthEast;MoveWest;11;8;10;8;1;139
False;MoveNorthWest;MoveNorthWest;MoveSouthEast;MoveWest;11;8;11;8;1;140
False;MoveNorth;MoveNorthWest;MoveSouthEast;MoveWest;11;8;11;8;1;141
False;MoveNorth;MoveNorthWest;MoveSouthEast;MoveWest;11;8;12;8;1;142
False;MoveNorth;MoveWest;MoveSouthEast;MoveWest;11;8;12;8;1;143
False;MoveNorth;MoveWest;MoveSouthEast;MoveWest;11;8;13;8;1;144
False;MoveNorth;OpenDoorAction;MoveSouthEast;MoveWest;11;8;13;8;1;145
False;MoveNorth;OpenDoorAction;MoveSouthEast;MoveWest;11;9;14;8;1;146
False;MoveNorth;MoveNorth;MoveSouthEast;MoveWest;11;9;14;8;1;147
False;MoveNorth;MoveNorth;MoveSouthEast;MoveWest;11;10;14;8;1;148
False;MoveNorth;MoveNorthWest;MoveSouth;MoveWest;11;10;14;8;1;149
False;MoveNorth;MoveNorthWest;MoveSouth;MoveWest;11;10;14;8;1;150
False;MoveNorth;GrabObject;MoveSouth;MoveWest;11;10;14;8;1;151
False;MoveNorth;GrabObject;MoveSouth;MoveWest;11;11;14;8;1;152
False;MoveNorth;MoveSouthEast;MoveSouth;MoveWest;11;11;14;8;1;153
False;MoveNorth;MoveSouthEast;MoveSouth;MoveWest;11;11;14;8;1;154
False;MoveNorth;MoveSouthEast;MoveSouthWest;MoveNorthWest;11;11;14;8;1;155
False;MoveNorth;MoveSouthEast;MoveSouthWest;MoveNorthWest;11;11;14;8;1;156
False;MoveNorth;MoveSouthEast;MoveWest;MoveNorth;11;11;14;8;1;157
False;MoveNorth;MoveSouthEast;MoveWest;MoveNorth;11;11;14;8;1;158
False;MoveNorthEast;MoveSouthEast;MoveWest;MoveNorth;11;11;14;8;1;159
False;MoveNorthEast;MoveSouthEast;MoveWest;MoveNorth;11;11;14;8;1;160
False;MoveEast;MoveSouth;MoveWest;MoveNorth;11;11;14;8;1;161
False;MoveEast;MoveSouth;MoveWest;MoveNorth;11;11;14;8;1;162
False;MoveNorthEast;MoveSouth;MoveWest;MoveNorthEast;11;11;14;8;1;163
False;MoveNorthEast;MoveSouth;MoveWest;MoveNorthEast;11;11;14;8;1;164
False;MoveEast;MoveSouth;MoveWest;MoveEast;11;11;14;8;1;165
False;MoveEast;MoveSouth;MoveWest;MoveEast;11;11;14;8;1;166
False;OpenDoorAction;MoveSouth;MoveWest;MoveNorthEast;11;11;14;8;1;167
False;OpenDoorAction;MoveSouth;MoveWest;MoveNorthEast;12;11;14;8;1;168
False;MoveNorth;MoveSouth;MoveWest;MoveEast;12;11;14;8;1;169
False;MoveNorth;MoveSouth;MoveWest;MoveEast;13;11;14;8;1;170
False;MoveNorthWest;MoveSouth;MoveWest;MoveSouthWest;13;11;14;8;1;171
False;MoveNorthWest;MoveSouth;MoveWest;MoveSouthWest;13;11;14;9;1;172
False;MoveNorthWest;MoveSouth;MoveWest;MoveWest;13;11;14;9;1;173
False;MoveNorthWest;MoveSouth;MoveWest;MoveWest;13;11;15;9;1;174
False;GrabObject;MoveSouth;MoveWest;MoveWest;13;11;15;9;1;175
False;GrabObject;MoveSouth;MoveWest;MoveWest;14;11;15;9;1;176
False;MoveSouthEast;MoveSouth;MoveWest;MoveSouthWest;14;11;15;9;1;177
False;MoveSouthEast;MoveSouth;MoveWest;MoveSouthWest;14;11;15;9;1;178
False;MoveSouthEast;MoveSouthWest;MoveWest;MoveSouth;14;11;15;9;1;179
False;MoveSouthEast;MoveSouthWest;MoveWest;MoveSouth;14;11;15;9;1;180
False;MoveSouthWest;MoveWest;MoveWest;MoveSouth;14;11;15;9;1;181
False;MoveSouthWest;MoveWest;MoveWest;MoveSouth;14;11;15;9;1;182
False;MoveSouthWest;MoveWest;MoveWest;MoveSouth;14;11;15;9;1;183
False;MoveSouthWest;MoveWest;MoveWest;MoveSouth;14;11;15;9;1;184
False;MoveWest;MoveSouthWest;OpenDoorAction;MoveSouthEast;14;11;15;9;1;185
False;MoveWest;MoveSouthWest;OpenDoorAction;MoveSouthEast;14;11;16;9;1;186
False;MoveSouthWest;MoveWest;MoveNorth;MoveEast;14;11;16;9;1;187
False;MoveSouthWest;MoveWest;MoveNorth;MoveEast;14;11;17;9;1;188
False;MoveSouth;MoveSouthWest;MoveNorthWest;MoveEast;14;11;17;9;1;189
False;MoveSouth;MoveSouthWest;MoveNorthWest;MoveEast;14;11;17;9;1;190
False;MoveSouth;MoveWest;MoveNorthWest;MoveEast;14;11;17;9;1;191
False;MoveSouth;MoveWest;MoveNorthWest;MoveEast;14;11;18;9;1;192
False;MoveSouth;MoveWest;MoveSouthEast;MoveEast;14;11;18;9;1;193
False;MoveSouth;MoveWest;MoveSouthEast;MoveEast;14;11;19;9;1;194
False;MoveSouth;MoveSouthWest;MoveSouthEast;MoveEast;14;11;19;9;1;195
False;MoveSouth;MoveSouthWest;MoveSouthEast;MoveEast;14;11;19;9;1;196
False;MoveSouth;DropObject;MoveSouthEast;MoveEast;14;11;19;9;1;197
False;MoveSouth;DropObject;MoveSouthEast;MoveEast;14;12;19;9;1;198
False;MoveSouth;MoveNorth;MoveEast;MoveEast;14;12;19;9;1;199
False;MoveSouth;MoveNorth;MoveEast;MoveEast;14;12;19;9;1;200
False;MoveSouth;DropObject;MoveEast;MoveEast;14;12;19;9;1;201
False;MoveSouth;DropObject;MoveEast;MoveEast;14;13;19;9;1;202
False;MoveSouth;MoveEast;MoveEast;MoveEast;14;13;19;9;1;203
False;MoveSouth;MoveEast;MoveEast;MoveEast;14;13;19;9;1;204
False;MoveSouth;MoveNorthEast;MoveEast;OpenDoorAction;14;13;19;9;1;205
False;MoveSouth;MoveNorthEast;MoveEast;OpenDoorAction;14;13;19;10;1;206
False;MoveSouthEast;MoveEast;MoveEast;MoveSouthWest;14;13;19;10;1;207
False;MoveSouthEast;MoveEast;MoveEast;MoveSouthWest;14;13;19;11;1;208
False;MoveEast;GrabObject;OpenDoorAction;MoveWest;14;13;19;11;1;209
False;MoveEast;GrabObject;OpenDoorAction;MoveWest;14;13;20;11;1;210
False;MoveEast;MoveWest;OpenDoorAction;MoveWest;14;13;20;11;1;211
False;MoveEast;MoveWest;OpenDoorAction;MoveWest;14;13;21;11;1;212
False;MoveEast;MoveWest;MoveEast;MoveWest;14;13;21;11;1;213
False;MoveEast;MoveWest;MoveEast;MoveWest;14;13;22;11;1;214
False;MoveSouthEast;MoveWest;MoveSouthEast;MoveWest;14;13;22;11;1;215
False;MoveSouthEast;MoveWest;MoveSouthEast;MoveWest;14;13;23;11;1;216
False;MoveEast;DropObject;MoveEast;MoveWest;14;13;23;11;1;217
True;MoveEast;DropObject;MoveEast;MoveWest;14;14;23;11;1;218
