done;liaragent_acts;strongagent0_acts;blindagent_acts;lazyagent0_acts;liaragent_mssg;strongagent0_mssg;blindagent_mssg;lazyagent0_mssg;world_nr;tick_nr
False;MoveEast;MoveSouth;MoveNorthWest;MoveEast;25;25;25;25;1;50
False;MoveEast;MoveSouthEast;MoveNorthWest;MoveEast;25;25;25;25;1;51
False;MoveEast;MoveSouthEast;MoveNorthWest;MoveEast;26;26;26;26;1;52
False;MoveEast;MoveSouthEast;MoveSouth;MoveEast;26;26;26;26;1;53
False;MoveEast;MoveSouthEast;MoveSouth;MoveEast;27;27;27;27;1;54
False;MoveEast;MoveEast;MoveNorthEast;MoveEast;27;27;27;27;1;55
False;MoveEast;MoveEast;MoveNorthEast;MoveEast;28;28;28;28;1;56
False;OpenDoorAction;MoveEast;MoveSouth;MoveEast;28;28;28;28;1;57
False;OpenDoorAction;MoveEast;MoveSouth;MoveEast;29;29;29;29;1;58
False;MoveNorth;MoveEast;MoveNorthEast;MoveEast;29;29;29;29;1;59
False;MoveNorth;MoveEast;MoveNorthEast;MoveEast;30;30;30;30;1;60
False;GrabObject;MoveEast;MoveSouth;MoveEast;30;30;30;30;1;61
False;GrabObject;MoveEast;MoveSouth;MoveEast;31;31;31;31;1;62
False;MoveSouthEast;MoveEast;MoveNorthEast;MoveEast;31;31;31;31;1;63
False;MoveSouthEast;MoveEast;MoveNorthEast;MoveEast;32;32;32;32;1;64
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;32;32;32;32;1;65
False;MoveSouthEast;MoveEast;MoveSouth;MoveEast;33;33;33;33;1;66
False;MoveSouthEast;MoveSouthEast;MoveSouthWest;MoveEast;33;33;33;33;1;67
False;MoveSouthEast;MoveSouthEast;MoveSouthWest;MoveEast;34;34;34;34;1;68
False;MoveSouth;MoveSouth;MoveSouthEast;MoveWest;34;34;34;34;1;69
False;MoveSouth;MoveSouth;MoveSouthEast;MoveWest;35;35;35;35;1;70
False;MoveSouth;MoveSouth;MoveEast;MoveWest;35;35;35;35;1;71
False;MoveSouth;MoveSouth;MoveEast;MoveWest;36;36;36;36;1;72
False;MoveSouth;MoveSouth;MoveEast;MoveWest;36;36;36;36;1;73
False;MoveSouth;MoveSouth;MoveEast;MoveWest;37;37;37;37;1;74
False;MoveSouthWest;MoveSouth;MoveEast;MoveWest;37;37;37;37;1;75
False;MoveSouthWest;MoveSouth;MoveEast;MoveWest;38;38;38;38;1;76
False;MoveWest;MoveSouth;MoveEast;MoveWest;38;38;38;38;1;77
False;MoveWest;MoveSouth;MoveEast;MoveWest;39;39;39;39;1;78
False;MoveWest;MoveSouth;MoveEast;MoveWest;39;39;39;39;1;79
False;MoveWest;MoveSouth;MoveEast;MoveWest;40;40;40;40;1;80
False;MoveWest;MoveSouth;MoveEast;MoveEast;40;40;40;40;1;81
False;MoveWest;MoveSouth;MoveEast;MoveEast;41;41;41;41;1;82
False;MoveWest;MoveSouth;MoveEast;MoveEast;41;41;41;41;1;83
False;MoveWest;MoveSouth;MoveEast;MoveEast;42;42;42;42;1;84
False;MoveSouthWest;MoveSouth;MoveEast;MoveEast;42;42;42;42;1;85
False;MoveSouthWest;MoveSouth;MoveEast;MoveEast;43;43;43;43;1;86
False;DropObject;MoveSouthWest;MoveEast;MoveEast;43;43;43;43;1;87
False;DropObject;MoveSouthWest;MoveEast;MoveEast;44;44;44;44;1;88
False;MoveWest;MoveWest;MoveEast;MoveEast;44;44;44;44;1;89
False;MoveWest;MoveWest;MoveEast;MoveEast;45;45;45;45;1;90
False;MoveNorthWest;MoveWest;MoveEast;MoveEast;45;45;45;45;1;91
False;MoveNorthWest;MoveWest;MoveEast;MoveEast;46;46;46;46;1;92
False;MoveWest;OpenDoorAction;MoveEast;MoveEast;46;46;46;46;1;93
False;MoveWest;OpenDoorAction;MoveEast;MoveEast;47;47;47;47;1;94
False;OpenDoorAction;MoveNorth;MoveEast;MoveEast;47;47;47;47;1;95
False;OpenDoorAction;MoveNorth;MoveEast;MoveEast;48;48;48;48;1;96
False;MoveNorth;MoveNorthWest;MoveNorthEast;MoveNorthEast;48;48;48;48;1;97
False;MoveNorth;MoveNorthWest;MoveNorthEast;MoveNorthEast;49;49;49;49;1;98
False;MoveNorthWest;MoveNorthWest;MoveNorth;MoveNorth;49;49;49;49;1;99
False;MoveNorthWest;MoveNorthWest;MoveNorth;MoveNorth;50;50;50;50;1;100
False;MoveNorthWest;MoveSouth;MoveNorth;MoveNorth;50;50;50;50;1;101
False;MoveNorthWest;MoveSouth;MoveNorth;MoveNorth;51;51;51;51;1;102
False;MoveSouth;MoveNorthEast;MoveNorth;MoveNorth;51;51;51;51;1;103
False;MoveSouth;MoveNorthEast;MoveNorth;MoveNorth;52;52;52;52;1;104
False;MoveNorthEast;MoveSouth;MoveNorth;MoveNorth;52;52;52;52;1;105
False;MoveNorthEast;MoveSouth;MoveNorth;MoveNorth;53;53;53;53;1;106
False;MoveSouth;MoveNorthEast;MoveNorth;MoveNorth;53;53;53;53;1;107
False;MoveSouth;MoveNorthEast;MoveNorth;MoveNorth;54;54;54;54;1;108
False;MoveNorthEast;GrabObject;MoveNorth;MoveNorth;54;54;54;54;1;109
False;MoveNorthEast;GrabObject;MoveNorth;MoveNorth;55;55;55;55;1;110
False;MoveSouth;MoveSouth;MoveNorth;MoveNorth;55;55;55;55;1;111
False;MoveSouth;MoveSouth;MoveNorth;MoveNorth;56;56;56;56;1;112
False;MoveNorthEast;MoveSouth;MoveNorth;MoveNorth;56;56;56;56;1;113
False;MoveNorthEast;MoveSouth;MoveNorth;MoveNorth;57;57;57;57;1;114
False;MoveSouth;MoveSouthWest;MoveNorth;MoveNorth;57;57;57;57;1;115
False;MoveSouth;MoveSouthWest;MoveNorth;MoveNorth;58;58;58;58;1;116
False;MoveSouthWest;MoveSouthWest;MoveNorthWest;MoveNorthWest;58;58;58;58;1;117
False;MoveSouthWest;MoveSouthWest;MoveNorthWest;MoveNorthWest;59;59;59;59;1;118
False;MoveSouthEast;MoveSouthWest;MoveNorthWest;MoveNorthWest;59;59;59;59;1;119
False;MoveSouthEast;MoveSouthWest;MoveNorthWest;MoveNorthWest;60;60;60;60;1;120
False;MoveEast;DropObject;MoveWest;MoveWest;60;60;60;60;1;121
False;MoveEast;DropObject;MoveWest;MoveWest;61;61;61;61;1;122
False;MoveEast;MoveNorth;OpenDoorAction;OpenDoorAction;61;61;61;61;1;123
False;MoveEast;MoveNorth;OpenDoorAction;OpenDoorAction;62;62;62;62;1;124
False;MoveEast;DropObject;MoveNorth;MoveWest;62;62;62;62;1;125
False;MoveEast;DropObject;MoveNorth;MoveWest;63;63;63;63;1;126
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveWest;63;63;63;63;1;127
False;MoveEast;MoveNorthWest;MoveNorthWest;MoveWest;64;64;64;64;1;128
False;MoveEast;MoveWest;GrabObject;MoveWest;64;64;64;64;1;129
False;MoveEast;MoveWest;GrabObject;MoveWest;65;65;65;65;1;130
False;MoveEast;MoveWest;MoveSouthEast;MoveWest;65;65;65;65;1;131
False;MoveEast;MoveWest;MoveSouthEast;MoveWest;66;66;66;66;1;132
False;MoveEast;MoveWest;MoveSouthEast;MoveWest;66;66;66;66;1;133
False;MoveEast;MoveWest;MoveSouthEast;MoveWest;67;67;67;67;1;134
False;MoveNorthEast;MoveWest;MoveSouthEast;MoveWest;67;67;67;67;1;135
False;MoveNorthEast;MoveWest;MoveSouthEast;MoveWest;68;68;68;68;1;136
False;MoveNorth;MoveWest;MoveSouthEast;MoveWest;68;68;68;68;1;137
False;MoveNorth;MoveWest;MoveSouthEast;MoveWest;69;69;69;69;1;138
False;MoveNorth;MoveWest;MoveSouth;MoveWest;69;69;69;69;1;139
False;MoveNorth;MoveWest;MoveSouth;MoveWest;70;70;70;70;1;140
False;MoveNorth;MoveWest;MoveSouth;MoveWest;70;70;70;70;1;141
False;MoveNorth;MoveWest;MoveSouth;MoveWest;71;71;71;71;1;142
False;MoveNorthWest;MoveWest;MoveSouth;MoveWest;71;71;71;71;1;143
False;MoveNorthWest;MoveWest;MoveSouth;MoveWest;72;72;72;72;1;144
False;MoveWest;MoveWest;MoveSouth;MoveWest;72;72;72;72;1;145
False;MoveWest;MoveWest;MoveSouth;MoveWest;73;73;73;73;1;146
False;MoveWest;MoveWest;MoveSouth;MoveWest;73;73;73;73;1;147
False;MoveWest;MoveWest;MoveSouth;MoveWest;74;74;74;74;1;148
False;MoveWest;MoveWest;MoveSouth;MoveSouthWest;74;74;74;74;1;149
False;MoveWest;MoveWest;MoveSouth;MoveSouthWest;75;75;75;75;1;150
False;MoveWest;MoveNorthWest;MoveSouth;MoveNorthEast;75;75;75;75;1;151
False;MoveWest;MoveNorthWest;MoveSouth;MoveNorthEast;76;76;76;76;1;152
False;MoveWest;MoveNorth;MoveSouth;OpenDoorAction;76;76;76;76;1;153
False;MoveWest;MoveNorth;MoveSouth;OpenDoorAction;77;77;77;77;1;154
False;MoveWest;MoveNorth;MoveSouth;MoveSouthWest;77;77;77;77;1;155
False;MoveWest;MoveNorth;MoveSouth;MoveSouthWest;78;78;78;78;1;156
False;MoveNorthWest;MoveNorth;MoveSouthWest;MoveWest;78;78;78;78;1;157
False;MoveNorthWest;MoveNorth;MoveSouthWest;MoveWest;79;79;79;79;1;158
False;MoveWest;MoveNorthEast;MoveSouthWest;MoveWest;79;79;79;79;1;159
False;MoveWest;MoveNorthEast;MoveSouthWest;MoveWest;80;80;80;80;1;160
False;OpenDoorAction;MoveEast;MoveSouthWest;MoveSouthWest;80;80;80;80;1;161
False;OpenDoorAction;MoveEast;MoveSouthWest;MoveSouthWest;81;81;81;81;1;162
False;MoveNorth;MoveNorthEast;MoveWest;MoveSouth;81;81;81;81;1;163
False;MoveNorth;MoveNorthEast;MoveWest;MoveSouth;82;82;82;82;1;164
False;MoveNorthWest;MoveEast;MoveWest;MoveSouth;82;82;82;82;1;165
False;MoveNorthWest;MoveEast;MoveWest;MoveSouth;83;83;83;83;1;166
False;MoveNorthWest;OpenDoorAction;MoveSouthWest;MoveSouth;83;83;83;83;1;167
False;MoveNorthWest;OpenDoorAction;MoveSouthWest;MoveSouth;84;84;84;84;1;168
False;GrabObject;MoveNorth;DropObject;MoveSouthEast;84;84;84;84;1;169
False;GrabObject;MoveNorth;DropObject;MoveSouthEast;85;85;85;85;1;170
False;MoveSouthEast;MoveNorthWest;MoveNorthEast;MoveEast;85;85;85;85;1;171
False;MoveSouthEast;MoveNorthWest;MoveNorthEast;MoveEast;86;86;86;86;1;172
False;MoveSouthEast;GrabObject;MoveNorthEast;MoveEast;86;86;86;86;1;173
False;MoveSouthEast;GrabObject;MoveNorthEast;MoveEast;87;87;87;87;1;174
False;MoveSouthEast;MoveSouthEast;MoveNorthEast;MoveEast;87;87;87;87;1;175
False;MoveSouthEast;MoveSouthEast;MoveNorthEast;MoveEast;88;88;88;88;1;176
False;MoveSouthEast;MoveSouthWest;MoveEast;MoveEast;88;88;88;88;1;177
False;MoveSouthEast;MoveSouthWest;MoveEast;MoveEast;89;89;89;89;1;178
False;MoveEast;MoveSouthWest;MoveEast;MoveEast;89;89;89;89;1;179
False;MoveEast;MoveSouthWest;MoveEast;MoveEast;90;90;90;90;1;180
False;MoveEast;MoveWest;MoveNorthEast;MoveEast;90;90;90;90;1;181
False;MoveEast;MoveWest;MoveNorthEast;MoveEast;91;91;91;91;1;182
False;MoveEast;MoveSouthWest;MoveNorth;MoveEast;91;91;91;91;1;183
False;MoveEast;MoveSouthWest;MoveNorth;MoveEast;92;92;92;92;1;184
False;MoveEast;MoveSouth;MoveNorth;MoveEast;92;92;92;92;1;185
False;MoveEast;MoveSouth;MoveNorth;MoveEast;93;93;93;93;1;186
False;MoveEast;MoveSouth;MoveNorth;MoveEast;93;93;93;93;1;187
False;MoveEast;MoveSouth;MoveNorth;MoveEast;94;94;94;94;1;188
False;MoveEast;MoveSouth;MoveNorthWest;MoveSouthEast;94;94;94;94;1;189
False;MoveEast;MoveSouth;MoveNorthWest;MoveSouthEast;95;95;95;95;1;190
False;MoveSouthEast;MoveSouthEast;MoveWest;MoveWest;95;95;95;95;1;191
False;MoveSouthEast;MoveSouthEast;MoveWest;MoveWest;96;96;96;96;1;192
False;MoveSouth;MoveEast;MoveWest;MoveWest;96;96;96;96;1;193
False;MoveSouth;MoveEast;MoveWest;MoveWest;97;97;97;97;1;194
False;MoveSouth;MoveEast;MoveWest;MoveWest;97;97;97;97;1;195
False;MoveSouth;MoveEast;MoveWest;MoveWest;98;98;98;98;1;196
False;MoveSouth;MoveEast;MoveWest;MoveWest;98;98;98;98;1;197
False;MoveSouth;MoveEast;MoveWest;MoveWest;99;99;99;99;1;198
False;MoveSouthWest;MoveEast;MoveWest;MoveWest;99;99;99;99;1;199
False;MoveSouthWest;MoveEast;MoveWest;MoveWest;100;100;100;100;1;200
False;MoveWest;MoveEast;MoveWest;MoveWest;100;100;100;100;1;201
False;MoveWest;MoveEast;MoveWest;MoveWest;101;101;101;101;1;202
False;MoveWest;MoveEast;MoveNorthWest;MoveWest;101;101;101;101;1;203
False;MoveWest;MoveEast;MoveNorthWest;MoveWest;102;102;102;102;1;204
False;MoveWest;MoveEast;MoveWest;MoveWest;102;102;102;102;1;205
False;MoveWest;MoveEast;MoveWest;MoveWest;103;103;103;103;1;206
False;MoveWest;MoveEast;OpenDoorAction;MoveWest;103;103;103;103;1;207
False;MoveWest;MoveEast;OpenDoorAction;MoveWest;104;104;104;104;1;208
False;MoveSouthWest;MoveSouthEast;MoveNorth;MoveWest;104;104;104;104;1;209
False;MoveSouthWest;MoveSouthEast;MoveNorth;MoveWest;105;105;105;105;1;210
False;DropObject;MoveEast;MoveNorthWest;MoveSouthWest;105;105;105;105;1;211
False;DropObject;MoveEast;MoveNorthWest;MoveSouthWest;106;106;106;106;1;212
False;MoveSouth;MoveEast;MoveNorthWest;MoveSouth;106;106;106;106;1;213
False;MoveSouth;MoveEast;MoveNorthWest;MoveSouth;107;107;107;107;1;214
False;MoveSouth;MoveSouthEast;GrabObject;MoveSouth;107;107;107;107;1;215
False;MoveSouth;MoveSouthEast;GrabObject;MoveSouth;108;108;108;108;1;216
False;GrabObject;DropObject;MoveSouthEast;MoveSouth;108;108;108;108;1;217
False;GrabObject;DropObject;MoveSouthEast;MoveSouth;109;109;109;109;1;218
False;MoveWest;MoveSouth;MoveSouthEast;MoveSouthEast;109;109;109;109;1;219
False;MoveWest;MoveSouth;MoveSouthEast;MoveSouthEast;110;110;110;110;1;220
False;MoveWest;GrabObject;MoveSouthEast;MoveEast;110;110;110;110;1;221
False;MoveWest;GrabObject;MoveSouthEast;MoveEast;111;111;111;111;1;222
False;MoveWest;;MoveSouthEast;MoveEast;111;111;111;111;1;223
False;MoveWest;GrabObject;MoveSouthEast;MoveEast;112;112;112;112;1;224
False;DropObject;GrabObject;MoveEast;MoveEast;112;113;112;112;1;225
False;DropObject;;MoveEast;MoveEast;113;113;113;113;1;226
False;MoveEast;GrabObject;MoveEast;MoveEast;113;114;113;113;1;227
False;MoveEast;GrabObject;MoveEast;MoveEast;114;115;114;114;1;228
False;MoveNorthEast;;MoveEast;MoveEast;114;115;114;114;1;229
False;MoveNorthEast;GrabObject;MoveEast;MoveEast;115;116;115;115;1;230
False;MoveEast;GrabObject;MoveEast;MoveEast;115;117;115;115;1;231
False;MoveEast;;MoveEast;MoveEast;116;117;116;116;1;232
False;GrabObject;GrabObject;MoveEast;MoveEast;116;118;116;116;1;233
False;GrabObject;GrabObject;MoveEast;MoveEast;117;119;117;117;1;234
False;MoveWest;;MoveEast;MoveEast;117;119;117;117;1;235
False;MoveWest;GrabObject;MoveEast;MoveEast;118;120;118;118;1;236
False;MoveWest;GrabObject;MoveSouthEast;MoveEast;118;121;118;118;1;237
False;MoveWest;;MoveSouthEast;MoveEast;119;121;119;119;1;238
False;MoveWest;GrabObject;MoveSouth;MoveEast;119;122;119;119;1;239
False;MoveWest;GrabObject;MoveSouth;MoveEast;120;123;120;120;1;240
False;DropObject;;MoveSouth;MoveEast;120;123;120;120;1;241
False;DropObject;GrabObject;MoveSouth;MoveEast;121;124;121;121;1;242
False;MoveEast;GrabObject;MoveSouth;MoveEast;121;125;121;121;1;243
False;MoveEast;;MoveSouth;MoveEast;122;125;122;122;1;244
False;MoveNorthEast;GrabObject;MoveSouthWest;MoveEast;122;126;122;122;1;245
False;MoveNorthEast;GrabObject;MoveSouthWest;MoveEast;123;127;123;123;1;246
False;MoveEast;;MoveSouthWest;MoveEast;123;127;123;123;1;247
False;MoveEast;GrabObject;MoveSouthWest;MoveEast;124;128;124;124;1;248
False;GrabObject;GrabObject;MoveSouthWest;MoveEast;124;129;124;124;1;249
False;GrabObject;;MoveSouthWest;MoveEast;125;129;125;125;1;250
False;MoveWest;GrabObject;MoveWest;MoveEast;125;130;125;125;1;251
False;MoveWest;GrabObject;MoveWest;MoveEast;126;131;126;126;1;252
False;MoveWest;;MoveWest;MoveEast;126;131;126;126;1;253
False;MoveWest;GrabObject;MoveWest;MoveEast;127;132;127;127;1;254
False;MoveWest;GrabObject;MoveSouthWest;MoveNorthEast;127;133;127;127;1;255
False;MoveWest;;MoveSouthWest;MoveNorthEast;128;133;128;128;1;256
False;DropObject;GrabObject;DropObject;MoveNorth;128;134;128;128;1;257
True;DropObject;GrabObject;DropObject;MoveNorth;129;135;129;129;1;258
