done;liaragent_acts;strongagent0_acts;blindagent_acts;lazyagent_acts;liaragent_mssg;strongagent0_mssg;blindagent_mssg;lazyagent_mssg;world_nr;tick_nr
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveEast;4;5;1;2;1;49
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveEast;4;5;1;2;1;50
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveEast;4;5;1;2;1;51
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveEast;4;5;1;2;1;52
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveEast;4;5;1;2;1;53
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveEast;4;5;1;2;1;54
False;MoveEast;MoveEast;MoveEast;MoveEast;4;5;1;2;1;55
False;MoveEast;MoveEast;MoveEast;MoveEast;4;5;1;2;1;56
False;MoveEast;MoveEast;MoveEast;OpenDoorAction;4;5;1;2;1;57
False;MoveEast;MoveEast;MoveEast;OpenDoorAction;4;5;1;3;1;58
False;MoveEast;MoveEast;MoveEast;MoveNorth;4;5;1;3;1;59
False;MoveEast;MoveEast;MoveEast;MoveNorth;4;5;1;4;1;60
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;4;5;1;4;1;61
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;4;5;1;4;1;62
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;4;5;1;4;1;63
False;MoveEast;MoveEast;MoveEast;MoveNorthWest;4;5;1;4;1;64
False;MoveEast;MoveEast;MoveEast;MoveSouth;4;5;1;4;1;65
False;MoveEast;MoveEast;MoveEast;MoveSouth;4;5;1;4;1;66
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveNorthEast;4;5;1;4;1;67
False;MoveSouthEast;MoveSouthEast;MoveEast;MoveNorthEast;4;5;1;4;1;68
False;MoveSouth;MoveSouth;OpenDoorAction;MoveSouth;4;5;1;4;1;69
False;MoveSouth;MoveSouth;OpenDoorAction;MoveSouth;4;5;2;4;1;70
False;MoveSouth;MoveSouth;MoveNorth;MoveNorthEast;4;5;2;4;1;71
False;MoveSouth;MoveSouth;MoveNorth;MoveNorthEast;4;5;3;4;1;72
False;MoveSouth;MoveSouth;MoveNorthWest;MoveSouth;4;5;3;4;1;73
False;MoveSouth;MoveSouth;MoveNorthWest;MoveSouth;4;5;3;4;1;74
False;MoveSouth;MoveSouth;MoveNorthWest;MoveNorthEast;4;5;3;4;1;75
False;MoveSouth;MoveSouth;MoveNorthWest;MoveNorthEast;4;5;3;4;1;76
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;4;5;3;4;1;77
False;MoveSouth;MoveSouth;MoveSouth;MoveSouth;4;5;3;4;1;78
False;MoveSouth;MoveSouth;MoveNorthEast;MoveSouthWest;4;5;3;4;1;79
False;MoveSouth;MoveSouth;MoveNorthEast;MoveSouthWest;4;5;3;5;1;80
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;4;5;3;5;1;81
False;MoveSouth;MoveSouth;MoveSouth;MoveSouthWest;4;5;3;6;1;82
False;MoveSouth;MoveSouth;MoveNorthEast;MoveWest;4;5;3;6;1;83
False;MoveSouth;MoveSouth;MoveNorthEast;MoveWest;4;5;3;7;1;84
False;MoveSouth;MoveSouth;MoveSouth;MoveWest;4;5;3;7;1;85
False;MoveSouth;MoveSouth;MoveSouth;MoveWest;4;5;3;7;1;86
False;MoveSouthWest;MoveSouthWest;MoveNorthEast;MoveWest;4;5;3;7;1;87
False;MoveSouthWest;MoveSouthWest;MoveNorthEast;MoveWest;4;5;3;7;1;88
False;MoveWest;MoveWest;MoveSouth;MoveWest;4;5;3;7;1;89
False;MoveWest;MoveWest;MoveSouth;MoveWest;4;5;3;7;1;90
False;MoveWest;MoveWest;MoveSouthWest;MoveWest;4;5;3;7;1;91
False;MoveWest;MoveWest;MoveSouthWest;MoveWest;4;5;4;7;1;92
False;MoveWest;MoveWest;MoveSouthEast;MoveWest;4;5;4;7;1;93
False;MoveWest;MoveWest;MoveSouthEast;MoveWest;4;5;4;7;1;94
False;MoveWest;MoveWest;MoveEast;MoveWest;4;5;4;7;1;95
False;MoveWest;MoveWest;MoveEast;MoveWest;4;5;4;7;1;96
False;MoveSouthWest;MoveWest;MoveNorthEast;MoveWest;4;5;4;7;1;97
False;MoveSouthWest;MoveWest;MoveNorthEast;MoveWest;4;5;4;7;1;98
False;DropObject;MoveWest;MoveNorth;MoveNorthWest;4;5;4;7;1;99
False;DropObject;MoveWest;MoveNorth;MoveNorthWest;5;5;4;7;1;100
False;MoveNorthEast;MoveWest;MoveNorth;MoveNorth;5;5;4;7;1;101
False;MoveNorthEast;MoveWest;MoveNorth;MoveNorth;6;5;4;7;1;102
False;MoveEast;MoveWest;MoveNorth;MoveNorth;6;5;4;7;1;103
False;MoveEast;MoveWest;MoveNorth;MoveNorth;6;5;4;7;1;104
False;MoveEast;OpenDoorAction;MoveNorth;MoveNorth;6;5;4;7;1;105
False;MoveEast;OpenDoorAction;MoveNorth;MoveNorth;6;6;4;7;1;106
False;MoveEast;MoveNorth;MoveNorth;MoveNorthEast;6;6;4;7;1;107
False;MoveEast;MoveNorth;MoveNorth;MoveNorthEast;6;7;4;7;1;108
False;MoveEast;MoveNorthWest;MoveNorth;MoveEast;6;7;4;7;1;109
False;MoveEast;MoveNorthWest;MoveNorth;MoveEast;6;7;4;7;1;110
False;MoveNorthEast;MoveNorthWest;MoveNorth;MoveEast;6;7;4;7;1;111
False;MoveNorthEast;MoveNorthWest;MoveNorth;MoveEast;6;7;4;7;1;112
False;MoveNorth;MoveSouth;MoveNorth;MoveEast;6;7;4;7;1;113
False;MoveNorth;MoveSouth;MoveNorth;MoveEast;6;7;4;7;1;114
False;MoveNorth;MoveNorthEast;MoveNorth;MoveEast;6;7;4;7;1;115
False;MoveNorth;MoveNorthEast;MoveNorth;MoveEast;6;7;4;7;1;116
False;MoveNorth;MoveSouth;MoveNorthWest;MoveEast;6;7;4;7;1;117
False;MoveNorth;MoveSouth;MoveNorthWest;MoveEast;6;7;4;7;1;118
False;MoveNorthWest;MoveNorthEast;MoveNorthWest;MoveEast;6;7;4;7;1;119
False;MoveNorthWest;MoveNorthEast;MoveNorthWest;MoveEast;6;7;4;7;1;120
False;MoveWest;MoveSouth;MoveWest;MoveEast;6;7;4;7;1;121
False;MoveWest;MoveSouth;MoveWest;MoveEast;6;7;4;7;1;122
False;MoveWest;MoveNorthEast;OpenDoorAction;MoveNorthEast;6;7;4;7;1;123
False;MoveWest;MoveNorthEast;OpenDoorAction;MoveNorthEast;6;7;5;7;1;124
False;MoveWest;MoveSouth;MoveNorth;MoveEast;6;7;5;7;1;125
False;MoveWest;MoveSouth;MoveNorth;MoveEast;6;7;6;7;1;126
False;MoveWest;MoveSouthWest;MoveNorthWest;MoveWest;6;7;6;7;1;127
False;MoveWest;MoveSouthWest;MoveNorthWest;MoveWest;6;8;6;8;1;128
False;MoveWest;MoveSouthWest;GrabObject;MoveWest;6;8;6;8;1;129
False;MoveWest;MoveSouthWest;GrabObject;MoveWest;6;8;7;8;1;130
False;MoveWest;MoveWest;MoveSouthEast;MoveWest;6;8;7;8;1;131
False;MoveWest;MoveWest;MoveSouthEast;MoveWest;6;8;7;8;1;132
False;MoveNorthWest;MoveWest;MoveSouthEast;MoveWest;6;8;7;8;1;133
False;MoveNorthWest;MoveWest;MoveSouthEast;MoveWest;6;8;7;8;1;134
False;MoveWest;MoveWest;MoveSouthEast;MoveWest;6;8;7;8;1;135
False;MoveWest;MoveWest;MoveSouthEast;MoveWest;6;8;7;8;1;136
False;OpenDoorAction;MoveWest;MoveSouthEast;MoveWest;6;8;7;8;1;137
False;OpenDoorAction;MoveWest;MoveSouthEast;MoveWest;7;8;7;8;1;138
False;MoveNorth;MoveWest;MoveSouth;MoveWest;7;8;7;8;1;139
False;MoveNorth;MoveWest;MoveSouth;MoveWest;8;8;7;8;1;140
False;MoveNorthWest;MoveWest;MoveSouth;MoveWest;8;8;7;8;1;141
False;MoveNorthWest;MoveWest;MoveSouth;MoveWest;8;8;7;8;1;142
False;MoveNorthWest;MoveWest;MoveSouth;MoveWest;8;8;7;8;1;143
False;MoveNorthWest;MoveWest;MoveSouth;MoveWest;8;8;7;8;1;144
False;GrabObject;MoveWest;MoveSouth;MoveNorthWest;8;8;7;8;1;145
False;GrabObject;MoveWest;MoveSouth;MoveNorthWest;9;8;7;8;1;146
False;MoveSouthEast;MoveNorthWest;MoveSouth;MoveNorth;9;8;7;8;1;147
False;MoveSouthEast;MoveNorthWest;MoveSouth;MoveNorth;9;8;7;8;1;148
False;MoveSouthEast;MoveNorth;MoveSouth;MoveNorth;9;8;7;8;1;149
False;MoveSouthEast;MoveNorth;MoveSouth;MoveNorth;9;8;7;8;1;150
False;MoveSouthEast;MoveNorth;MoveSouth;MoveNorth;9;8;7;8;1;151
False;MoveSouthEast;MoveNorth;MoveSouth;MoveNorth;9;8;7;8;1;152
False;MoveSouthEast;MoveNorth;MoveSouth;MoveNorthEast;9;8;7;8;1;153
False;MoveSouthEast;MoveNorth;MoveSouth;MoveNorthEast;9;8;7;8;1;154
False;MoveEast;MoveNorthEast;MoveSouth;MoveEast;9;8;7;8;1;155
False;MoveEast;MoveNorthEast;MoveSouth;MoveEast;9;8;7;8;1;156
False;MoveEast;MoveEast;MoveSouthWest;MoveNorthEast;9;8;7;8;1;157
False;MoveEast;MoveEast;MoveSouthWest;MoveNorthEast;9;8;7;8;1;158
False;MoveEast;MoveNorthEast;MoveSouthWest;MoveEast;9;8;7;8;1;159
False;MoveEast;MoveNorthEast;MoveSouthWest;MoveEast;9;8;7;8;1;160
False;MoveEast;MoveEast;MoveSouthWest;MoveSouthWest;9;8;7;8;1;161
False;MoveEast;MoveEast;MoveSouthWest;MoveSouthWest;9;8;7;9;1;162
False;MoveEast;OpenDoorAction;MoveWest;MoveWest;9;8;7;9;1;163
False;MoveEast;OpenDoorAction;MoveWest;MoveWest;9;9;7;9;1;164
False;MoveEast;MoveNorth;MoveWest;MoveWest;9;9;7;9;1;165
False;MoveEast;MoveNorth;MoveWest;MoveWest;9;10;7;9;1;166
False;MoveSouthEast;MoveNorthWest;MoveSouthWest;MoveSouthWest;9;10;7;9;1;167
False;MoveSouthEast;MoveNorthWest;MoveSouthWest;MoveSouthWest;9;10;7;9;1;168
False;MoveSouth;GrabObject;DropObject;MoveSouth;9;10;7;9;1;169
False;MoveSouth;GrabObject;DropObject;MoveSouth;9;11;8;9;1;170
False;MoveSouth;MoveSouthEast;MoveNorthWest;MoveSouth;9;11;8;9;1;171
False;MoveSouth;MoveSouthEast;MoveNorthWest;MoveSouth;9;11;9;9;1;172
False;MoveSouth;MoveSouthWest;MoveNorthWest;MoveSouth;9;11;9;9;1;173
False;MoveSouth;MoveSouthWest;MoveNorthWest;MoveSouth;9;11;9;9;1;174
False;MoveSouthWest;MoveSouthWest;MoveNorthWest;MoveSouthEast;9;11;9;9;1;175
False;MoveSouthWest;MoveSouthWest;MoveNorthWest;MoveSouthEast;9;11;9;9;1;176
False;MoveWest;MoveWest;MoveWest;MoveEast;9;11;9;9;1;177
False;MoveWest;MoveWest;MoveWest;MoveEast;9;11;9;9;1;178
False;MoveWest;MoveSouthWest;MoveWest;MoveEast;9;11;9;9;1;179
False;MoveWest;MoveSouthWest;MoveWest;MoveEast;9;11;9;9;1;180
False;MoveWest;MoveSouth;MoveWest;MoveEast;9;11;9;9;1;181
False;MoveWest;MoveSouth;MoveWest;MoveEast;9;11;9;9;1;182
False;MoveWest;MoveSouth;MoveWest;OpenDoorAction;9;11;9;9;1;183
False;MoveWest;MoveSouth;MoveWest;OpenDoorAction;9;11;9;10;1;184
False;MoveSouthWest;MoveSouth;MoveWest;MoveNorth;9;11;9;10;1;185
False;MoveSouthWest;MoveSouth;MoveWest;MoveNorth;9;11;9;11;1;186
False;DropObject;MoveSouthEast;MoveWest;MoveNorthWest;9;11;9;11;1;187
False;DropObject;MoveSouthEast;MoveWest;MoveNorthWest;10;11;9;11;1;188
